season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243391,1,11,Everton,Away,72127,66838,Cenk Tosun,cenk-tosun,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243391,1,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,8.0,3.0,11.0,9.0,6.0,2.0,,,,,,1.0,10.0,7.0,,,,,,,,,1.0,,69.0,,,,,,9.0,,6.7,,,1.0,,1.0,,,,,,10.0,5.0,15.0,1,,25.0,4.0,1.0,,
2019-20,8243391,1,11,Everton,Away,835601,242058,Moise Kean,moise-kean,F,True,,,,2.0,1.0,3.0,1.0,,2.0,,,,,,,1.0,2.0,,,,,,,,,,,21.0,,,,,,2.0,,6.7,,,,,,1.0,,,,,2.0,1.0,3.0,0,,8.0,2.0,1.0,1.0,
2019-20,8243391,1,11,Everton,Away,840217,212319,Richarlison,richarlison,F,False,1.0,,2.0,13.0,4.0,16.0,1.0,1.0,10.0,,,2.0,,,3.0,8.0,9.0,,,2.0,,,,,1.0,1.0,,90.0,,,,,,20.0,,6.9,,,1.0,,1.0,3.0,3.0,,3.0,,19.0,7.0,23.0,3,4.0,58.0,4.0,4.0,,2.0
2019-20,8243415,2,11,Everton,Home,72127,66838,Cenk Tosun,cenk-tosun,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243415,2,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,4.0,,4.0,6.0,5.0,3.0,,,,,,,7.0,9.0,,,1.0,,,,,1.0,,,72.0,,,,,,11.0,,6.8,,,,,,2.0,,,,,7.0,4.0,11.0,0,2.0,21.0,3.0,1.0,1.0,1.0
2019-20,8243415,2,11,Everton,Home,835601,242058,Moise Kean,moise-kean,F,True,,,,4.0,1.0,5.0,2.0,1.0,2.0,,,,,,2.0,5.0,4.0,,,,,,,,,,,18.0,,,,,,4.0,,6.9,,,2.0,,,3.0,,,,,4.0,1.0,5.0,2,,14.0,1.0,1.0,2.0,
2019-20,8243415,2,11,Everton,Home,840217,212319,Richarlison,richarlison,F,False,,,,3.0,2.0,5.0,2.0,4.0,5.0,,1.0,1.0,,,4.0,7.0,7.0,,,,,,,,1.0,,,63.0,,,,,,16.0,,6.1,,,2.0,,1.0,1.0,1.0,,1.0,,13.0,2.0,14.0,3,1.0,34.0,1.0,2.0,,1.0
2019-20,8243420,3,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,1.0,11.0,,11.0,4.0,6.0,5.0,,1.0,1.0,1.0,,,10.0,9.0,,,4.0,,,,,,,,90.0,,,,,,13.0,,6.2,,,,,1.0,2.0,,,1.0,,15.0,2.0,17.0,1,,31.0,5.0,2.0,1.0,
2019-20,8243420,3,11,Everton,Away,835601,242058,Moise Kean,moise-kean,F,True,,,,4.0,2.0,6.0,,,1.0,1.0,,,,,,4.0,2.0,,,3.0,,,,,,1.0,,28.0,,,,,,2.0,,6.8,,,,,,2.0,,,,,4.0,2.0,6.0,0,1.0,10.0,1.0,,1.0,1.0
