season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243420,3,11,Everton,Away,840217,212319,Richarlison,richarlison,F,False,,,,17.0,2.0,19.0,,2.0,3.0,,,1.0,,,2.0,2.0,9.0,,,1.0,,,,,1.0,,,78.0,,,,,,18.0,,7.1,,,,,1.0,3.0,3.0,,,1.0,29.0,2.0,28.0,1,3.0,54.0,3.0,1.0,3.0,3.0
2019-20,8243436,4,11,Everton,Home,72127,66838,Cenk Tosun,cenk-tosun,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243436,4,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,True,,,,2.0,1.0,3.0,4.0,2.0,2.0,,,1.0,,,,4.0,2.0,,,,,,,,,,,14.0,,,,,,2.0,,6.5,,,,,,,,,,,4.0,1.0,5.0,1,,6.0,,,,
2019-20,8243436,4,11,Everton,Home,835601,242058,Moise Kean,moise-kean,F,False,,,,5.0,1.0,6.0,1.0,1.0,1.0,1.0,,1.0,,,3.0,6.0,4.0,,,1.0,1.0,,,,1.0,1.0,,76.0,,,,,,12.0,,6.8,,,1.0,,,2.0,,,,1.0,5.0,1.0,6.0,2,1.0,28.0,7.0,1.0,1.0,1.0
2019-20,8243436,4,11,Everton,Home,840217,212319,Richarlison,richarlison,F,False,,,4.0,17.0,7.0,24.0,3.0,1.0,8.0,,,,3.0,,4.0,12.0,12.0,,,1.0,,2.0,,,1.0,1.0,,90.0,3.0,,,,,17.0,,8.8,,,,,4.0,3.0,3.0,,4.0,,25.0,9.0,31.0,3,4.0,63.0,,5.0,2.0,4.0
2019-20,8243443,5,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,4.0,3.0,7.0,6.0,4.0,1.0,,1.0,,,,1.0,11.0,4.0,,,3.0,,1.0,,,,,,71.0,2.0,,,,,9.0,,6.8,,,1.0,,2.0,1.0,1.0,,,,9.0,3.0,11.0,3,,23.0,2.0,,,
2019-20,8243443,5,11,Everton,Away,835601,242058,Moise Kean,moise-kean,F,True,,,,3.0,1.0,4.0,,,1.0,,,,,,,2.0,1.0,,,1.0,,,,,,,,19.0,,,,,,4.0,,6.4,,,,,,1.0,1.0,,,,5.0,1.0,5.0,0,,9.0,1.0,1.0,,
2019-20,8243443,5,11,Everton,Away,840217,212319,Richarlison,richarlison,F,False,1.0,,1.0,16.0,3.0,18.0,3.0,2.0,6.0,2.0,,1.0,3.0,,3.0,11.0,9.0,,,1.0,1.0,,,1.0,,3.0,,81.0,,,,,,15.0,,7.7,,,3.0,,,2.0,1.0,,1.0,,23.0,5.0,27.0,4,6.0,50.0,2.0,,1.0,2.0
2019-20,8243451,6,11,Everton,Home,72127,66838,Cenk Tosun,cenk-tosun,F,True,,,,,,,6.0,1.0,1.0,,,1.0,,,1.0,7.0,1.0,,,,,,,,,1.0,,35.0,,,,,,4.0,,6.4,,,,,,,,,1.0,1.0,3.0,,3.0,1,,6.0,,,,
2019-20,8243451,6,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243451,6,11,Everton,Home,835601,242058,Moise Kean,moise-kean,F,False,1.0,,,8.0,4.0,11.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,10.0,2.0,,,5.0,,,,,,1.0,,90.0,1.0,,,,,12.0,,6.9,,,2.0,,,4.0,2.0,,1.0,,12.0,5.0,15.0,5,,32.0,4.0,,1.0,
2019-20,8243451,6,11,Everton,Home,840217,212319,Richarlison,richarlison,F,False,,,2.0,18.0,2.0,20.0,4.0,3.0,4.0,1.0,1.0,,,,2.0,9.0,8.0,,,,,,,,,1.0,,90.0,1.0,,,,,24.0,,6.4,,,2.0,,,5.0,5.0,,2.0,,34.0,2.0,31.0,3,1.0,55.0,3.0,2.0,2.0,1.0
2019-20,8243466,7,11,Everton,Home,72127,66838,Cenk Tosun,cenk-tosun,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243466,7,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,4.0,2.0,6.0,6.0,8.0,,,2.0,,,,2.0,9.0,10.0,,,,,1.0,,,,,,90.0,2.0,,,,,15.0,,7.0,,,1.0,,,1.0,1.0,,,2.0,10.0,4.0,13.0,3,,31.0,4.0,2.0,,
2019-20,8243466,7,11,Everton,Home,835601,242058,Moise Kean,moise-kean,F,True,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,16.0,,,,,,6.0,,6.4,,,,,,,2.0,,1.0,,2.0,1.0,1.0,0,,9.0,2.0,,,
2019-20,8243466,7,11,Everton,Home,840217,212319,Richarlison,richarlison,F,False,,,,10.0,4.0,14.0,4.0,1.0,8.0,,,,1.0,,3.0,9.0,12.0,,,,,,,,,,,90.0,1.0,,,,,14.0,,6.7,,,1.0,,,2.0,2.0,,,,17.0,5.0,20.0,2,6.0,44.0,2.0,4.0,1.0,3.0
2019-20,8243467,8,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,3.0,,3.0,3.0,5.0,,,,,,,,5.0,6.0,,,2.0,,,,,,,,74.0,,,,,,9.0,,6.5,,,,,,,,,1.0,,10.0,2.0,12.0,0,,15.0,,1.0,,
2019-20,8243467,8,11,Everton,Away,835601,242058,Moise Kean,moise-kean,F,True,,,,3.0,,3.0,2.0,,,,,,,,2.0,7.0,1.0,,,1.0,,,,,,,,16.0,,,,,,4.0,,6.2,,,,,,3.0,,,,,3.0,,3.0,0,,12.0,,,1.0,
2019-20,8243467,8,11,Everton,Away,840217,212319,Richarlison,richarlison,F,False,,,,7.0,6.0,13.0,6.0,2.0,4.0,,,1.0,,,2.0,10.0,8.0,,,,,,,,1.0,1.0,,90.0,1.0,,,,,19.0,,6.8,,,,,1.0,4.0,2.0,,1.0,,15.0,10.0,23.0,2,3.0,47.0,3.0,1.0,2.0,3.0
2019-20,8243479,9,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243479,9,11,Everton,Home,835601,242058,Moise Kean,moise-kean,F,True,,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,9.0,,,,,,1.0,,6.6,,,,,,,,,,1.0,1.0,,1.0,0,1.0,4.0,1.0,,,1.0
2019-20,8243479,9,11,Everton,Home,840217,212319,Richarlison,richarlison,F,False,,,,11.0,3.0,14.0,4.0,3.0,2.0,,,1.0,1.0,,,7.0,10.0,,,1.0,1.0,,,1.0,,1.0,,90.0,,,,,,14.0,,7.4,,,1.0,,1.0,3.0,3.0,,,3.0,21.0,3.0,21.0,2,2.0,43.0,3.0,3.0,2.0,1.0
2019-20,8243487,10,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,True,,,,3.0,,3.0,3.0,1.0,,,,,,,,3.0,1.0,,,,,1.0,,,,,,18.0,1.0,,,,,3.0,,7.2,,,,,,,1.0,,,,5.0,,4.0,1,,8.0,1.0,,,
2019-20,8243487,10,11,Everton,Away,835601,242058,Moise Kean,moise-kean,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243487,10,11,Everton,Away,840217,212319,Richarlison,richarlison,F,False,,,,11.0,3.0,14.0,,4.0,3.0,1.0,,1.0,,,1.0,3.0,6.0,,,1.0,,,,,,2.0,,90.0,,,,,,11.0,,7.3,,,1.0,,,2.0,,,,1.0,17.0,3.0,20.0,2,1.0,31.0,3.0,,1.0,1.0
2019-20,8243501,11,11,Everton,Home,72127,66838,Cenk Tosun,cenk-tosun,F,True,,,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,1.0,,,,,,22.0,1.0,,,,,5.0,,7.2,,,,,,,,,,,5.0,,5.0,1,,7.0,1.0,,,
2019-20,8243501,11,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,True,,,,1.0,,1.0,2.0,,,,1.0,,,,1.0,3.0,,,,1.0,,,,,,,,20.0,,,,,,3.0,,6.0,,,1.0,,,,,,,,2.0,,2.0,1,,5.0,1.0,,,
2019-20,8243501,11,11,Everton,Home,835601,242058,Moise Kean,moise-kean,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243501,11,11,Everton,Home,840217,212319,Richarlison,richarlison,F,False,,,,16.0,,16.0,4.0,2.0,2.0,,,1.0,1.0,,3.0,10.0,6.0,,,1.0,,,,,,,,90.0,2.0,,,,,21.0,,6.9,,,1.0,,1.0,2.0,3.0,,,1.0,26.0,,23.0,4,2.0,48.0,7.0,1.0,1.0,1.0
2019-20,8243520,12,11,Everton,Away,72127,66838,Cenk Tosun,cenk-tosun,F,False,,,,13.0,2.0,15.0,7.0,2.0,2.0,,,1.0,,,1.0,8.0,4.0,,,1.0,,,,,,2.0,,74.0,,,,,,12.0,,6.9,,,2.0,,1.0,1.0,,,,,18.0,3.0,21.0,3,,36.0,5.0,1.0,1.0,
2019-20,8243520,12,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,True,,,,6.0,,6.0,4.0,3.0,,,,1.0,,,,6.0,5.0,,,1.0,,,,,,,,16.0,,,,,,6.0,,6.6,,,,,,2.0,1.0,,,,8.0,1.0,8.0,1,,16.0,2.0,1.0,1.0,
2019-20,8243520,12,11,Everton,Away,840217,212319,Richarlison,richarlison,F,False,,,,13.0,2.0,15.0,3.0,1.0,10.0,,,1.0,,,2.0,10.0,10.0,,,2.0,,1.0,,,,1.0,,89.0,2.0,,,,,18.0,,7.5,,,,,1.0,8.0,1.0,,2.0,,21.0,4.0,24.0,3,2.0,50.0,2.0,2.0,5.0,1.0
2019-20,8243520,12,11,Everton,Away,914902,232826,Anthony Gordon,anthony-gordon,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243517,13,11,Everton,Home,72127,66838,Cenk Tosun,cenk-tosun,F,False,,,,9.0,3.0,12.0,4.0,2.0,,,,1.0,1.0,,1.0,8.0,4.0,,,2.0,,,,,,1.0,,90.0,2.0,,,,,7.0,,6.9,,,1.0,,,,2.0,,,,13.0,3.0,14.0,4,,28.0,2.0,2.0,,
2019-20,8243517,13,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,True,,,,5.0,,5.0,,2.0,1.0,,,,,,,1.0,3.0,,,,,,,,,2.0,,24.0,,,,,,2.0,,6.8,,,,,1.0,1.0,1.0,,,,6.0,,5.0,0,1.0,11.0,,,,1.0
2019-20,8243517,13,11,Everton,Home,835601,242058,Moise Kean,moise-kean,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243517,13,11,Everton,Home,840217,212319,Richarlison,richarlison,F,False,,,1.0,10.0,4.0,14.0,1.0,4.0,5.0,,,,1.0,,1.0,4.0,9.0,,,1.0,,,,,1.0,,,90.0,,,,,,16.0,,6.9,,,2.0,,2.0,,2.0,,1.0,,21.0,6.0,25.0,2,2.0,44.0,1.0,3.0,,1.0
2019-20,8243527,14,11,Everton,Away,72127,66838,Cenk Tosun,cenk-tosun,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243527,14,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,1.0,,,9.0,1.0,9.0,5.0,3.0,,,,1.0,1.0,,3.0,9.0,4.0,,,,,,,,,,,78.0,,,,,,14.0,,6.4,,,,,,1.0,1.0,,,1.0,16.0,1.0,16.0,1,,29.0,4.0,,1.0,
2019-20,8243527,14,11,Everton,Away,835601,242058,Moise Kean,moise-kean,F,True,,,,1.0,2.0,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,,,,12.0,1.0,,,,,2.0,,6.6,,,1.0,,,3.0,,,,,1.0,2.0,3.0,2,,8.0,,,1.0,
2019-20,8243527,14,11,Everton,Away,840217,212319,Richarlison,richarlison,F,False,,,2.0,13.0,1.0,14.0,6.0,5.0,5.0,,1.0,,4.0,,3.0,16.0,13.0,,,1.0,,1.0,,,,3.0,,90.0,1.0,1.0,,,,14.0,,7.6,,,2.0,,5.0,7.0,1.0,,2.0,,20.0,1.0,20.0,3,2.0,50.0,1.0,1.0,5.0,
2019-20,8243527,14,11,Everton,Away,914902,232826,Anthony Gordon,anthony-gordon,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243555,15,11,Everton,Away,72127,66838,Cenk Tosun,cenk-tosun,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243555,15,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,4.0,1.0,5.0,6.0,3.0,,,,,,,,8.0,6.0,,,1.0,,,,,,,,60.0,,,,,,6.0,,6.7,,,2.0,,1.0,2.0,,,,,5.0,2.0,7.0,2,,23.0,2.0,3.0,1.0,
2019-20,8243555,15,11,Everton,Away,835601,242058,Moise Kean,moise-kean,F,True,,,,1.0,3.0,4.0,4.0,,1.0,,1.0,,,,1.0,6.0,2.0,,,1.0,,,,,,,,30.0,,,,,,4.0,,6.2,,,1.0,,,2.0,,,1.0,,2.0,3.0,5.0,1,,11.0,2.0,,2.0,
2019-20,8243555,15,11,Everton,Away,840217,212319,Richarlison,richarlison,F,False,,,,10.0,2.0,12.0,6.0,4.0,2.0,,,,,,1.0,10.0,8.0,,,2.0,,1.0,,,,1.0,,90.0,2.0,,,,,10.0,,6.9,,,1.0,,3.0,4.0,1.0,,1.0,3.0,16.0,2.0,17.0,3,,35.0,2.0,1.0,3.0,
2019-20,8243554,16,11,Everton,Home,72127,66838,Cenk Tosun,cenk-tosun,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243554,16,11,Everton,Home,226780,113688,Oumar Niasse,oumar-niasse,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243554,16,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,14.0,2.0,16.0,13.0,11.0,6.0,,,1.0,2.0,,,18.0,13.0,,,4.0,,2.0,,,1.0,1.0,,90.0,4.0,1.0,,,,16.0,,9.0,,,1.0,,2.0,1.0,,,,1.0,22.0,4.0,26.0,6,,51.0,4.0,2.0,1.0,
2019-20,8243554,16,11,Everton,Home,835601,242058,Moise Kean,moise-kean,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243554,16,11,Everton,Home,840217,212319,Richarlison,richarlison,F,False,,,,8.0,4.0,12.0,2.0,1.0,2.0,,,,2.0,,2.0,7.0,7.0,,,1.0,,1.0,,,,,,71.0,2.0,,,,,8.0,,7.3,,,,,,1.0,,,,1.0,10.0,5.0,15.0,2,2.0,29.0,3.0,3.0,1.0,2.0
2019-20,8243575,17,11,Everton,Away,72127,66838,Cenk Tosun,cenk-tosun,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243575,17,11,Everton,Away,226780,113688,Oumar Niasse,oumar-niasse,F,True,,,,1.0,,1.0,1.0,,1.0,,,,,,,2.0,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,0,2.0,4.0,,,,
2019-20,8243575,17,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,1.0,12.0,1.0,13.0,13.0,8.0,,,,,1.0,,,16.0,11.0,,,1.0,,,,,,,,90.0,1.0,,,,,17.0,,6.9,,,2.0,,2.0,2.0,1.0,,1.0,1.0,19.0,3.0,21.0,3,,42.0,6.0,3.0,1.0,
2019-20,8243575,17,11,Everton,Away,835601,242058,Moise Kean,moise-kean,F,True,,,,1.0,,1.0,2.0,,2.0,,,,,,,5.0,,,,3.0,,,,,,,,19.0,,,,,,6.0,,6.3,,,,,,,1.0,,1.0,,3.0,1.0,3.0,0,,9.0,3.0,,,
2019-20,8243575,17,11,Everton,Away,840217,212319,Richarlison,richarlison,F,False,,,,11.0,7.0,18.0,9.0,,10.0,,,,2.0,,4.0,21.0,6.0,,,,,,,,,1.0,,90.0,,1.0,,,,19.0,,6.2,,,,,2.0,8.0,1.0,,,1.0,14.0,8.0,21.0,0,2.0,50.0,5.0,2.0,2.0,1.0
2019-20,8243575,17,11,Everton,Away,914902,232826,Anthony Gordon,anthony-gordon,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243573,18,11,Everton,Home,72127,66838,Cenk Tosun,cenk-tosun,F,True,,,2.0,7.0,4.0,11.0,3.0,,3.0,,,,,,,4.0,3.0,,,1.0,,,,,,,,69.0,,,,,,4.0,,6.9,,,2.0,,,,,,4.0,,11.0,4.0,15.0,2,2.0,21.0,,1.0,,
2019-20,8243573,18,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,1.0,17.0,3.0,20.0,6.0,6.0,3.0,,,1.0,,,1.0,9.0,9.0,,,3.0,,,,,2.0,,,90.0,,,,,,15.0,,7.0,,,,,2.0,,2.0,,1.0,,24.0,4.0,26.0,1,1.0,47.0,6.0,2.0,,1.0
2019-20,8243573,18,11,Everton,Home,835601,242058,Moise Kean,moise-kean,F,True,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,10.0,,,,,,3.0,,6.2,,,,,,,,,,,1.0,,1.0,0,,6.0,1.0,,,
2019-20,8243573,18,11,Everton,Home,840217,212319,Richarlison,richarlison,F,False,,,1.0,10.0,4.0,14.0,3.0,,11.0,,,1.0,,,1.0,5.0,4.0,,,1.0,,,,,,2.0,,90.0,,,,,,19.0,,6.9,,,1.0,,2.0,1.0,3.0,,1.0,,21.0,5.0,23.0,2,1.0,44.0,5.0,3.0,,
2019-20,8243582,19,11,Everton,Home,72127,66838,Cenk Tosun,cenk-tosun,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243582,19,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,1.0,9.0,2.0,11.0,10.0,4.0,2.0,,,,,,2.0,15.0,7.0,,,2.0,,1.0,,,,,,90.0,2.0,,,,,11.0,,7.6,,,4.0,,2.0,1.0,,,1.0,,12.0,3.0,15.0,6,,36.0,4.0,3.0,,
2019-20,8243582,19,11,Everton,Home,835601,242058,Moise Kean,moise-kean,F,True,,,,1.0,,1.0,1.0,,,,,,,,1.0,5.0,,,,1.0,,,,,,1.0,,13.0,,,,,,4.0,,6.2,,,,,,2.0,,,,,1.0,1.0,2.0,0,,5.0,,,,
2019-20,8243582,19,11,Everton,Home,840217,212319,Richarlison,richarlison,F,False,,,2.0,14.0,6.0,20.0,6.0,6.0,7.0,,,2.0,,,3.0,14.0,9.0,,,3.0,,,,,,1.0,,86.0,1.0,,,,,15.0,,6.8,,,,,,5.0,1.0,,4.0,,23.0,6.0,28.0,3,,44.0,,2.0,2.0,
2019-20,8243591,20,11,Everton,Away,72127,66838,Cenk Tosun,cenk-tosun,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243591,20,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,16.0,2.0,18.0,8.0,7.0,2.0,1.0,,1.0,,,1.0,10.0,9.0,,,1.0,,2.0,,,,5.0,,90.0,3.0,,,,,15.0,,9.0,,,,,1.0,,,,1.0,,22.0,4.0,26.0,4,,45.0,6.0,2.0,,
2019-20,8243591,20,11,Everton,Away,835601,242058,Moise Kean,moise-kean,F,False,,,,4.0,1.0,5.0,1.0,,2.0,,1.0,1.0,,,1.0,3.0,1.0,,1.0,1.0,,,,,,1.0,,61.0,3.0,,,,,8.0,,6.5,,,1.0,,,1.0,1.0,,,,10.0,2.0,11.0,5,,20.0,,,1.0,
2019-20,8243591,20,11,Everton,Away,840217,212319,Richarlison,richarlison,F,False,,,,13.0,6.0,19.0,4.0,2.0,5.0,1.0,,1.0,,,2.0,9.0,10.0,,,1.0,1.0,,,,,3.0,,90.0,2.0,1.0,,,,19.0,,7.6,,,,,3.0,4.0,,,1.0,1.0,23.0,8.0,31.0,3,3.0,55.0,1.0,3.0,2.0,3.0
2019-20,8243606,21,11,Everton,Away,72127,66838,Cenk Tosun,cenk-tosun,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243606,21,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,5.0,3.0,8.0,5.0,6.0,1.0,,,1.0,1.0,,2.0,9.0,8.0,,,1.0,,,,,,,,90.0,,,,,,13.0,,6.5,,,,,,1.0,,,,,13.0,4.0,17.0,1,,27.0,2.0,1.0,1.0,
2019-20,8243606,21,11,Everton,Away,835601,242058,Moise Kean,moise-kean,F,True,,,,1.0,2.0,3.0,,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,24.0,,,,,,1.0,,6.9,,,1.0,,,2.0,,,,,2.0,2.0,4.0,1,,7.0,,,2.0,
2019-20,8243606,21,11,Everton,Away,840217,212319,Richarlison,richarlison,F,False,,,,6.0,5.0,11.0,4.0,3.0,1.0,,,,1.0,,1.0,8.0,5.0,,,,,1.0,,,1.0,,,90.0,1.0,,,,,15.0,,6.9,,,,,,2.0,1.0,,,,15.0,6.0,20.0,1,1.0,31.0,2.0,1.0,,
2019-20,8243606,21,11,Everton,Away,914902,232826,Anthony Gordon,anthony-gordon,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
