playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulLayoffs,goals,offsides,awayGoals,homeGoals,leftFootGoals,shotsOnTargetOutsideBox,oboxTarget,ownGoalScored,throughBalls,cornersTakenInclShortCorners,rightFootGoals,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,unsuccessfulLayoffs,hitWoodwork,successfulCornersIntoBox,secondGoalAssists,headedGoals,clearancesOffTheLine,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,catches,savesMadeFromOutsideBox,penaltiesFaced,punches,savesMade,goalkeeperSmother,savesMadeParried,savesMadeFromInsideBox,savesMadeCaught,drops
437730,Antoine Semenyo,Forward,Bournemouth,91,Ghana,2022-23,27.0,,0.0289,9.0,0.0,1.0,1.0,1.0,0.0338,1.0,2.0,17.0,11.0,,5.0,2.0,19.0,1.0,57.0,,9.0,18.0,,,,251.0,,9.0,18.0,,,11.0,9.0,37.0,5.0,,,5.4564,2.0,,4.0,6.0,1.0,18.0,16.0,5.0,0.0,45.0,9.0,18.0,13.0,11.0,1.0,,2.0,23.0,6.0,1.0,8.0,1.0,27.0,9.0,0.0,53.0,1.0,3.0,40.0,,3.0,1.0,10.0,6.0,2.0,1.0,13.0,115.0,,1.0,,2.0,15.0,1.0,1.0,0.2637,0.0,2.0,5.0,3.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461017,Christian Saydee,Forward,Bournemouth,91,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533463,Dango Ouattara,Forward,Bournemouth,91,Burkina Faso,2022-23,112.0,10.0,1.5965,32.0,0.0,8.0,5.0,4.0,1.9247,28.0,18.0,86.0,19.0,3.0,11.0,15.0,101.0,20.0,295.0,3.0,4.0,67.0,1.0,10.0,4.0,1244.0,4.0,37.0,105.0,2.0,,29.0,75.0,184.0,69.0,1.0,,23.9291,15.0,3.0,29.0,23.0,5.0,75.0,34.0,15.0,1.0,217.0,17.0,103.0,64.0,19.0,13.0,,37.0,136.0,21.0,20.0,51.0,5.0,150.0,30.0,0.0,292.0,13.0,9.0,218.0,15.0,32.0,3.0,101.0,6.0,13.0,10.0,57.0,625.0,6.0,8.0,3.0,8.0,68.0,4.0,1.0,3.5687,1.0,15.0,25.0,4.0,1.0,8.0,1.0,0.0,,,,,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
590760,Daniel Adu-Adjei,Forward,Bournemouth,91,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550596,Dominic Sadi,Forward,Bournemouth,91,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154566,Dominic Solanke,Forward,Bournemouth,91,England,2022-23,281.0,1.0,2.4075,105.0,0.0,23.0,29.0,11.0,9.1817,15.0,53.0,150.0,33.0,7.0,39.0,32.0,155.0,12.0,514.0,3.0,1.0,151.0,4.0,1.0,21.0,2866.0,21.0,99.0,165.0,5.0,,53.0,113.0,351.0,178.0,1.0,4.0,51.0612,14.0,,43.0,52.0,20.0,182.0,114.0,53.0,1.0,446.0,19.0,143.0,87.0,33.0,6.0,,54.0,207.0,47.0,12.0,128.0,20.0,295.0,52.0,0.0,466.0,24.0,24.0,443.0,9.0,45.0,7.0,104.0,40.0,6.0,8.0,153.0,1168.0,3.0,13.0,3.0,2.0,153.0,8.0,3.0,9.3095,2.0,5.0,33.0,19.0,6.0,11.0,4.0,2.0,2.0,2.0,2.0,,3.0,,4.0,,,,,5.0,1.0,,,,,,,,,,,,,,,,,
461013,Euan Pollock,Forward,Bournemouth,91,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444180,Jaidon Anthony,Forward,Bournemouth,91,England,2022-23,95.0,7.0,1.0838,23.0,0.0,4.0,13.0,3.0,2.2962,30.0,18.0,83.0,30.0,1.0,7.0,11.0,101.0,22.0,461.0,4.0,19.0,22.0,,9.0,4.0,1246.0,4.0,12.0,67.0,3.0,,45.0,57.0,344.0,39.0,3.0,2.0,24.177,11.0,3.0,15.0,29.0,,83.0,120.0,12.0,1.0,162.0,27.0,151.0,80.0,30.0,13.0,,30.0,231.0,26.0,34.0,57.0,,140.0,10.0,0.0,451.0,5.0,6.0,224.0,17.0,15.0,3.0,70.0,9.0,10.0,16.0,120.0,774.0,18.0,7.0,4.0,11.0,138.0,4.0,,2.2426,2.0,18.0,41.0,5.0,3.0,5.0,1.0,2.0,,6.0,6.0,,2.0,14.0,2.0,0.1492,2.0,2.0,10.0,,,2.0,,1.0,,,,,,,,,,,,,,
128309,Jamal Lowe,Forward,Bournemouth,91,Jamaica,2022-23,,,0.009,,0.0,,,,,,,1.0,2.0,,,,2.0,,4.0,,2.0,,,,,11.0,,,,,,1.0,,2.0,,,,0.8454,,,,,,,2.0,,0.0,,,,,2.0,,,,1.0,,,,,,,0.0,4.0,,,2.0,,,,2.0,,,,,4.0,,,,,1.0,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128340,Kieffer Moore,Forward,Bournemouth,91,Wales,2022-23,135.0,2.0,0.4893,41.0,0.0,1.0,9.0,2.0,2.8727,14.0,22.0,138.0,27.0,,17.0,12.0,143.0,5.0,353.0,1.0,15.0,128.0,1.0,2.0,4.0,1275.0,4.0,60.0,114.0,5.0,,19.0,46.0,204.0,52.0,,3.0,28.7591,5.0,,26.0,34.0,,75.0,80.0,30.0,0.0,249.0,7.0,84.0,26.0,27.0,3.0,,7.0,127.0,29.0,5.0,38.0,,121.0,68.0,0.0,330.0,13.0,4.0,230.0,11.0,2.0,5.0,65.0,26.0,1.0,6.0,124.0,586.0,,5.0,1.0,2.0,85.0,4.0,,4.412,1.0,5.0,23.0,19.0,4.0,1.0,0.0,4.0,,1.0,1.0,,,,1.0,,,,,7.0,,,,3.0,,,,,,,,,,,,,,
