season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437078,1,36,Brighton_and_Hove_Albion,Home,10468,11735,Steve Sidwell,steve-sidwell,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437078,1,36,Brighton_and_Hove_Albion,Home,21299,40845,Dale Stephens,dale-stephens,M,False,,,1.0,5.0,8.0,13.0,1.0,2.0,6.0,,,,2.0,,,1.0,7.0,2.0,,,3.0,,,,,3.0,,,90.0,,,,,,,,,7.0,,6.2,,,,,3.0,,,,1.0,,8.0,11.0,19.0,0,,29.0,,,,
2017-18,7437078,1,36,Brighton_and_Hove_Albion,Home,48480,60307,Pascal Groß,pascal-gro,M,False,1.0,,1.0,11.0,4.0,14.0,1.0,1.0,4.0,,,,2.0,,,1.0,4.0,2.0,,,,,,,,,1.0,,90.0,,,,,,,,,20.0,,6.6,,,,,2.0,,4.0,,4.0,3.0,21.0,11.0,28.0,0,1.0,43.0,,,,
2017-18,7437078,1,36,Brighton_and_Hove_Albion,Home,70900,66242,Davy Pröpper,davy-propper,M,False,,,,6.0,2.0,8.0,1.0,,3.0,,,,1.0,,,,2.0,3.0,,,,,,,,1.0,,,90.0,,,,,,,,,7.0,,6.8,,,2.0,,3.0,2.0,,,2.0,,10.0,5.0,15.0,2,1.0,27.0,,,2.0,
2017-18,7437078,1,36,Brighton_and_Hove_Albion,Home,116664,83543,Anthony Knockaert,anthony-knockaert,M,True,1.0,,,3.0,,2.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,15.0,,,,,,,,,4.0,,6.7,,,,,,1.0,2.0,,,,5.0,1.0,4.0,0,1.0,9.0,,1.0,,
2017-18,7437078,1,36,Brighton_and_Hove_Albion,Home,301288,109345,Solly March,solly-march,M,False,,,1.0,3.0,11.0,14.0,,,6.0,,,,,,,1.0,2.0,6.0,,,1.0,,,,,1.0,,,75.0,,,,,,,,,5.0,,6.9,,,,,6.0,2.0,,,2.0,1.0,4.0,14.0,18.0,0,2.0,36.0,,2.0,2.0,
2017-18,7437078,1,36,Brighton_and_Hove_Albion,Home,314370,112516,Isaiah Brown,isaiah-brown,M,False,,,1.0,,7.0,7.0,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,24.0,,,,,,,,,2.0,,6.8,,,,,1.0,1.0,,,1.0,,2.0,7.0,9.0,0,,12.0,,,1.0,
2017-18,7437078,1,36,Brighton_and_Hove_Albion,Home,1063273,2513,Jamie Murphy,jamie-murphy,M,True,,,,3.0,3.0,6.0,,,1.0,,,,,,,1.0,2.0,2.0,,,1.0,,,,,,,,66.0,,,,,,,,,4.0,,6.3,,,,,,,,,,1.0,4.0,4.0,8.0,0,2.0,14.0,1.0,,,
2017-18,7437729,2,36,Brighton_and_Hove_Albion,Away,21299,40845,Dale Stephens,dale-stephens,M,False,,,6.0,24.0,38.0,62.0,1.0,,6.0,,,,2.0,,,,7.0,1.0,,,2.0,,,,,,,,90.0,,1.0,,,,,,,13.0,,6.1,,,,,2.0,3.0,,,10.0,,34.0,39.0,73.0,0,,80.0,,,1.0,
2017-18,7437729,2,36,Brighton_and_Hove_Albion,Away,48480,60307,Pascal Groß,pascal-gro,M,False,,,,14.0,3.0,17.0,1.0,,2.0,,,,2.0,,,3.0,6.0,,,,,,,,,1.0,,,62.0,,,,,,,,,15.0,,6.2,,,,,,,3.0,,1.0,,22.0,4.0,23.0,0,,35.0,3.0,,,
2017-18,7437729,2,36,Brighton_and_Hove_Albion,Away,70900,66242,Davy Pröpper,davy-propper,M,False,,,12.0,24.0,30.0,54.0,,3.0,10.0,,,1.0,2.0,,,,3.0,6.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,,12.0,,6.9,,,,,1.0,,,,14.0,,28.0,37.0,65.0,1,3.0,76.0,1.0,,,
2017-18,7437729,2,36,Brighton_and_Hove_Albion,Away,100412,88170,Jiří Skalák,jiri-skalak,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437729,2,36,Brighton_and_Hove_Albion,Away,116664,83543,Anthony Knockaert,anthony-knockaert,M,True,,,,9.0,3.0,12.0,2.0,2.0,1.0,,,,,,,,3.0,4.0,,,,,,,,1.0,,,28.0,,1.0,,,,,,,7.0,,6.8,,,,,,3.0,2.0,,1.0,,13.0,4.0,15.0,0,,25.0,,,2.0,
2017-18,7437729,2,36,Brighton_and_Hove_Albion,Away,301288,109345,Solly March,solly-march,M,False,1.0,,,17.0,18.0,34.0,4.0,,2.0,1.0,,1.0,,,,1.0,7.0,3.0,,,1.0,,,,,,1.0,,90.0,1.0,,,,,,,,14.0,,6.9,,,,,1.0,2.0,3.0,,,,24.0,19.0,40.0,2,2.0,59.0,3.0,,1.0,
2017-18,7437729,2,36,Brighton_and_Hove_Albion,Away,1063273,2513,Jamie Murphy,jamie-murphy,M,False,,,1.0,17.0,12.0,29.0,1.0,,5.0,,,1.0,1.0,,,1.0,3.0,5.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,,9.0,,6.9,,,,,1.0,1.0,2.0,,1.0,,22.0,13.0,33.0,1,,47.0,2.0,4.0,1.0,
2017-18,7437784,3,36,Brighton_and_Hove_Albion,Away,10468,11735,Steve Sidwell,steve-sidwell,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437784,3,36,Brighton_and_Hove_Albion,Away,21299,40845,Dale Stephens,dale-stephens,M,False,,,7.0,30.0,21.0,51.0,1.0,,4.0,,,1.0,2.0,,,,8.0,3.0,,,5.0,,,,,,1.0,,90.0,,1.0,,,,,,,10.0,,7.0,,,,,,,,,10.0,,37.0,23.0,60.0,1,3.0,68.0,,,,
2017-18,7437784,3,36,Brighton_and_Hove_Albion,Away,48480,60307,Pascal Groß,pascal-gro,M,False,5.0,,3.0,16.0,3.0,14.0,4.0,,1.0,,,1.0,1.0,,,3.0,10.0,2.0,,,2.0,,,,,,2.0,,89.0,,,,,,,,,22.0,,7.1,,,,,2.0,1.0,15.0,,4.0,,31.0,4.0,20.0,1,1.0,50.0,3.0,,1.0,
