season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576184,2,36,Brighton_and_Hove_Albion,Home,17054,39155,Adam Lallana,adam-lallana,M,False,,,,20.0,48.0,68.0,1.0,,9.0,,,,2.0,,,1.0,4.0,4.0,,,,,,,,,,,80.0,,,,,,,11.0,,6.7,,,,,1.0,1.0,,,4.0,,27.0,49.0,76.0,0,2.0,84.0,1.0,1.0,1.0,1.0
2021-22,9576184,2,36,Brighton_and_Hove_Albion,Home,48480,60307,Pascal Groß,pascal-gro,M,False,3.0,,3.0,27.0,16.0,40.0,,,4.0,,,,,,,,,1.0,,,1.0,,,,,,4.0,,90.0,1.0,,,,,,14.0,,7.7,,,,,1.0,1.0,12.0,,3.0,,39.0,17.0,44.0,1,,71.0,1.0,,1.0,
2021-22,9576184,2,36,Brighton_and_Hove_Albion,Home,301288,109345,Solly March,solly-march,M,False,,,3.0,10.0,14.0,24.0,,2.0,8.0,,,,,,,,3.0,4.0,,3.0,,,,,,,1.0,,90.0,,,,,,,19.0,,7.1,,,,,5.0,,3.0,,8.0,,21.0,18.0,36.0,0,2.0,58.0,3.0,,,1.0
2021-22,9576184,2,36,Brighton_and_Hove_Albion,Home,844842,227127,Yves Bissouma,yves-bissouma,M,False,,,1.0,11.0,35.0,46.0,1.0,,8.0,1.0,,,1.0,,,2.0,4.0,7.0,,,1.0,,,,,5.0,1.0,,90.0,,,,,,,11.0,,7.9,,,1.0,,,2.0,,,2.0,,17.0,37.0,54.0,1,5.0,72.0,1.0,,2.0,4.0
2021-22,9576184,2,36,Brighton_and_Hove_Albion,Home,871822,235382,Steven Alzate,steven-alzate,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576184,2,36,Brighton_and_Hove_Albion,Home,881132,423649,Enock Mwepu,enock-mwepu,M,True,,,,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,1.0,3.0,1.0,,1.0,,,,,,,,,18.0,,,,,,,7.0,,6.4,,,1.0,,2.0,,,,,,3.0,5.0,8.0,1,,16.0,1.0,,,
2021-22,9576184,2,36,Brighton_and_Hove_Albion,Home,886242,243505,Jakub Moder,jakub-moder,M,True,,,,,,,2.0,1.0,,,,,,,,,2.0,2.0,,,,,,,,,,,10.0,,,,,,,5.0,,6.5,,,,,,,,,,,2.0,1.0,3.0,0,,6.0,2.0,1.0,,
2021-22,9576184,2,36,Brighton_and_Hove_Albion,Home,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,,,,17.0,8.0,25.0,1.0,,4.0,,1.0,2.0,2.0,,,1.0,6.0,5.0,,1.0,,,,,,1.0,3.0,,90.0,,,,,,,12.0,,6.7,,,1.0,,,2.0,,,,1.0,22.0,10.0,32.0,3,4.0,53.0,3.0,,1.0,1.0
2021-22,9576184,2,36,Brighton_and_Hove_Albion,Home,904848,209045,Taylor Richards,taylor-richards,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576184,2,36,Brighton_and_Hove_Albion,Home,987650,486672,Moisés Caicedo,moises-caicedo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576147,3,36,Brighton_and_Hove_Albion,Home,17054,39155,Adam Lallana,adam-lallana,M,False,,,1.0,13.0,15.0,28.0,,1.0,4.0,,,,,,,,1.0,4.0,,1.0,,,,,,,,,59.0,,,,,,,6.0,,6.6,,,,,1.0,,,,3.0,,17.0,17.0,34.0,0,,39.0,,3.0,,
2021-22,9576147,3,36,Brighton_and_Hove_Albion,Home,48480,60307,Pascal Groß,pascal-gro,M,False,4.0,,4.0,31.0,23.0,50.0,1.0,,10.0,,,,1.0,,,,2.0,5.0,,,,,,,,1.0,3.0,,90.0,1.0,,,,,,17.0,,7.8,,,,,1.0,,8.0,,6.0,,39.0,30.0,61.0,1,5.0,92.0,1.0,,,3.0
2021-22,9576147,3,36,Brighton_and_Hove_Albion,Home,844842,227127,Yves Bissouma,yves-bissouma,M,False,,,3.0,27.0,31.0,58.0,1.0,,12.0,,,1.0,,,,1.0,6.0,11.0,,2.0,,,,,,1.0,,,90.0,,,,,,,14.0,,7.0,,,,,,6.0,,,6.0,,32.0,33.0,65.0,1,4.0,89.0,4.0,3.0,4.0,3.0
2021-22,9576147,3,36,Brighton_and_Hove_Albion,Home,871822,235382,Steven Alzate,steven-alzate,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576147,3,36,Brighton_and_Hove_Albion,Home,881132,423649,Enock Mwepu,enock-mwepu,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576147,3,36,Brighton_and_Hove_Albion,Home,886242,243505,Jakub Moder,jakub-moder,M,False,,,,11.0,10.0,21.0,2.0,,2.0,,,1.0,,,,3.0,5.0,1.0,,,,,,,,,,,73.0,,,,,,,15.0,,6.0,,,,,1.0,,,,1.0,,17.0,11.0,28.0,1,1.0,42.0,1.0,,,
2021-22,9576147,3,36,Brighton_and_Hove_Albion,Home,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,,,2.0,7.0,9.0,16.0,,,3.0,,,1.0,1.0,,,,3.0,2.0,,,,,,,,,,,45.0,,1.0,,,,,7.0,,6.6,,,,,,2.0,,,2.0,,10.0,9.0,19.0,1,2.0,29.0,2.0,,,2.0
2021-22,9576147,3,36,Brighton_and_Hove_Albion,Home,904848,209045,Taylor Richards,taylor-richards,M,True,,,2.0,8.0,6.0,14.0,,,2.0,,,1.0,,,,,,,,,,,,,,,1.0,,17.0,,,,,,,3.0,,6.8,,,,,,,,,2.0,,11.0,6.0,17.0,1,,18.0,,,,
2021-22,9576087,4,36,Brighton_and_Hove_Albion,Away,17054,39155,Adam Lallana,adam-lallana,M,False,,,1.0,21.0,17.0,38.0,,1.0,7.0,,,,1.0,,,1.0,3.0,5.0,,,,,,,,1.0,,,90.0,,,,,,,14.0,,6.9,,,,,,2.0,,,3.0,,28.0,22.0,50.0,0,2.0,61.0,,1.0,1.0,1.0
2021-22,9576087,4,36,Brighton_and_Hove_Albion,Away,301288,109345,Solly March,solly-march,M,True,,,3.0,3.0,4.0,7.0,,,2.0,,,,,,,,2.0,,,,,,,,,,,,8.0,,,,,,,5.0,,6.3,,,,,2.0,2.0,,,5.0,,6.0,4.0,10.0,0,,19.0,,,,
2021-22,9576087,4,36,Brighton_and_Hove_Albion,Away,844842,227127,Yves Bissouma,yves-bissouma,M,False,,,4.0,31.0,23.0,54.0,1.0,,3.0,,,,,,,1.0,4.0,5.0,,1.0,,,,,,2.0,,,90.0,,,,,,,13.0,,7.1,,,,,,3.0,,,5.0,,39.0,24.0,63.0,0,2.0,78.0,1.0,1.0,2.0,2.0
2021-22,9576087,4,36,Brighton_and_Hove_Albion,Away,871822,235382,Steven Alzate,steven-alzate,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576087,4,36,Brighton_and_Hove_Albion,Away,886242,243505,Jakub Moder,jakub-moder,M,True,,,,14.0,4.0,18.0,,,4.0,,,,1.0,,,1.0,3.0,1.0,,,,,,,,,,,53.0,,,,,,,10.0,,6.3,,,,,,1.0,1.0,,1.0,,18.0,6.0,23.0,0,,31.0,2.0,1.0,,
2021-22,9576087,4,36,Brighton_and_Hove_Albion,Away,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,True,,,,15.0,2.0,17.0,,,2.0,,,1.0,1.0,,,1.0,2.0,3.0,,,1.0,,,,,,1.0,,26.0,,,,,,,6.0,,6.9,,,,,,,1.0,,1.0,,18.0,2.0,19.0,1,2.0,30.0,2.0,1.0,,2.0
2021-22,9576087,4,36,Brighton_and_Hove_Albion,Away,904848,209045,Taylor Richards,taylor-richards,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576398,5,36,Brighton_and_Hove_Albion,Home,17054,39155,Adam Lallana,adam-lallana,M,False,,,,13.0,16.0,29.0,,,9.0,,,,7.0,,,,9.0,4.0,,2.0,,,,,,3.0,,,90.0,,1.0,,,,,11.0,,6.6,,,2.0,,,1.0,2.0,,2.0,,19.0,20.0,37.0,2,3.0,54.0,1.0,,1.0,3.0
2021-22,9576398,5,36,Brighton_and_Hove_Albion,Home,301288,109345,Solly March,solly-march,M,False,1.0,,1.0,6.0,2.0,7.0,,,1.0,,,,,,,1.0,2.0,4.0,,1.0,,,,,,1.0,1.0,,62.0,1.0,,,,,,6.0,,7.0,,,,,1.0,2.0,2.0,,1.0,1.0,8.0,3.0,9.0,1,2.0,25.0,1.0,1.0,1.0,1.0
2021-22,9576398,5,36,Brighton_and_Hove_Albion,Home,844842,227127,Yves Bissouma,yves-bissouma,M,False,,,,4.0,13.0,17.0,1.0,2.0,3.0,,,1.0,,,,,1.0,6.0,,,,,,,,3.0,,,79.0,,,,,,,5.0,,7.2,,,,,4.0,,,,2.0,,4.0,17.0,21.0,1,4.0,37.0,1.0,,,3.0
2021-22,9576398,5,36,Brighton_and_Hove_Albion,Home,871822,235382,Steven Alzate,steven-alzate,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576398,5,36,Brighton_and_Hove_Albion,Home,881132,423649,Enock Mwepu,enock-mwepu,M,True,,,,3.0,,3.0,,,1.0,,,,1.0,,,,4.0,2.0,,1.0,,,,,,2.0,,,28.0,,,,,,,7.0,,6.5,,,,,1.0,2.0,1.0,,1.0,,5.0,3.0,7.0,0,2.0,17.0,,,,1.0
2021-22,9576398,5,36,Brighton_and_Hove_Albion,Home,886242,243505,Jakub Moder,jakub-moder,M,True,,,,2.0,1.0,3.0,2.0,,,,,,,,,,4.0,1.0,,,,,,,,,,,11.0,,,,,,,3.0,,6.3,,,,,2.0,3.0,,,1.0,,2.0,2.0,4.0,0,,11.0,,,1.0,
2021-22,9576398,5,36,Brighton_and_Hove_Albion,Home,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576398,5,36,Brighton_and_Hove_Albion,Home,904848,209045,Taylor Richards,taylor-richards,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576384,6,36,Brighton_and_Hove_Albion,Away,17054,39155,Adam Lallana,adam-lallana,M,False,,,1.0,22.0,25.0,47.0,,,5.0,,,2.0,1.0,,,2.0,4.0,6.0,,1.0,,,,,,1.0,,,90.0,,,,,,,12.0,,6.7,,,1.0,,,1.0,,,4.0,,30.0,26.0,56.0,3,2.0,69.0,1.0,3.0,1.0,1.0
2021-22,9576384,6,36,Brighton_and_Hove_Albion,Away,48480,60307,Pascal Groß,pascal-gro,M,False,3.0,,2.0,21.0,29.0,47.0,,1.0,7.0,,,,2.0,,,,3.0,5.0,,,,,,,,,2.0,,90.0,,,,,,,17.0,,7.1,,,,,,2.0,10.0,,3.0,,34.0,32.0,56.0,0,2.0,73.0,,1.0,1.0,1.0
2021-22,9576384,6,36,Brighton_and_Hove_Albion,Away,301288,109345,Solly March,solly-march,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576384,6,36,Brighton_and_Hove_Albion,Away,871822,235382,Steven Alzate,steven-alzate,M,True,,,1.0,4.0,8.0,12.0,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,20.0,,,,,,,2.0,,6.5,,,,,1.0,,,,1.0,,5.0,8.0,13.0,0,,15.0,,,,
2021-22,9576384,6,36,Brighton_and_Hove_Albion,Away,886242,243505,Jakub Moder,jakub-moder,M,True,,,,4.0,2.0,6.0,1.0,1.0,3.0,,,,,,,1.0,3.0,2.0,,,,,,,,,,,25.0,,,,,,,8.0,,6.4,,,,,,1.0,1.0,,3.0,,8.0,4.0,11.0,0,1.0,18.0,,,,1.0
2021-22,9576384,6,36,Brighton_and_Hove_Albion,Away,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576384,6,36,Brighton_and_Hove_Albion,Away,904848,209045,Taylor Richards,taylor-richards,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576124,7,36,Brighton_and_Hove_Albion,Home,17054,39155,Adam Lallana,adam-lallana,M,False,,,1.0,26.0,22.0,48.0,1.0,,8.0,,,1.0,1.0,,,,2.0,2.0,,,,,,,,3.0,1.0,,90.0,,,,,,,9.0,,7.0,,,,,2.0,1.0,,,2.0,,31.0,23.0,54.0,1,1.0,66.0,3.0,,1.0,
2021-22,9576124,7,36,Brighton_and_Hove_Albion,Home,48480,60307,Pascal Groß,pascal-gro,M,False,3.0,,,26.0,13.0,36.0,2.0,,6.0,,,1.0,1.0,,,,3.0,,,,,,,,,,3.0,,84.0,,,,,,,13.0,,7.2,,,,,1.0,,9.0,,1.0,,36.0,15.0,42.0,1,,58.0,1.0,,,
2021-22,9576124,7,36,Brighton_and_Hove_Albion,Home,301288,109345,Solly March,solly-march,M,True,1.0,,,4.0,,3.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,10.0,1.0,,,,,,3.0,,7.0,,,,,,,1.0,,,,6.0,,5.0,1,,9.0,1.0,,,
2021-22,9576124,7,36,Brighton_and_Hove_Albion,Home,886242,243505,Jakub Moder,jakub-moder,M,False,,,2.0,23.0,7.0,30.0,,,4.0,,,,,,,,2.0,1.0,,2.0,,,,,,1.0,1.0,,78.0,,,,,,,9.0,,7.1,,,2.0,,3.0,,1.0,,3.0,,30.0,8.0,37.0,2,1.0,50.0,1.0,,,
2021-22,9576124,7,36,Brighton_and_Hove_Albion,Home,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,True,,,1.0,7.0,1.0,8.0,,1.0,1.0,,,1.0,,,,1.0,2.0,2.0,,,,,,,,,,,12.0,,,,,,,4.0,,6.5,,,,,,1.0,1.0,,1.0,,9.0,1.0,9.0,1,1.0,15.0,,,,1.0
2021-22,9576124,7,36,Brighton_and_Hove_Albion,Home,904848,209045,Taylor Richards,taylor-richards,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576124,7,36,Brighton_and_Hove_Albion,Home,983816,441192,Jeremy Sarmiento,jeremy-sarmiento,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576177,8,36,Brighton_and_Hove_Albion,Away,17054,39155,Adam Lallana,adam-lallana,M,False,,,4.0,38.0,36.0,74.0,1.0,1.0,13.0,,,,1.0,,,1.0,6.0,4.0,,2.0,,,,,,,1.0,,90.0,1.0,2.0,,,,,14.0,,7.1,,,,,2.0,2.0,,,7.0,,47.0,38.0,85.0,1,1.0,100.0,1.0,1.0,1.0,1.0
2021-22,9576177,8,36,Brighton_and_Hove_Albion,Away,48480,60307,Pascal Groß,pascal-gro,M,False,4.0,,4.0,39.0,15.0,50.0,2.0,1.0,2.0,,,2.0,1.0,,,1.0,4.0,6.0,,,,,,,,1.0,2.0,,90.0,,,,,,,16.0,,7.6,,,,,2.0,,9.0,,8.0,,51.0,17.0,59.0,2,4.0,83.0,,1.0,,3.0
2021-22,9576177,8,36,Brighton_and_Hove_Albion,Away,301288,109345,Solly March,solly-march,M,True,,,,8.0,2.0,10.0,,,2.0,1.0,,,,,,1.0,3.0,3.0,,2.0,,,,,,1.0,1.0,,24.0,,,,,,,1.0,,7.1,,,,,,2.0,,,,,8.0,2.0,10.0,0,1.0,18.0,,,2.0,1.0
2021-22,9576177,8,36,Brighton_and_Hove_Albion,Away,844842,227127,Yves Bissouma,yves-bissouma,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576177,8,36,Brighton_and_Hove_Albion,Away,881132,423649,Enock Mwepu,enock-mwepu,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576177,8,36,Brighton_and_Hove_Albion,Away,886242,243505,Jakub Moder,jakub-moder,M,False,,,2.0,27.0,9.0,36.0,,1.0,6.0,,,1.0,1.0,,,,4.0,5.0,,3.0,,,,,,,,,84.0,,,,,,,4.0,,7.1,,,1.0,,1.0,1.0,,,2.0,,29.0,9.0,38.0,2,1.0,50.0,2.0,2.0,1.0,
2021-22,9576177,8,36,Brighton_and_Hove_Albion,Away,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,True,,,,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,1.0,,6.5,,,,,,,,,,,4.0,1.0,5.0,0,,5.0,,,,
2021-22,9576113,9,36,Brighton_and_Hove_Albion,Home,17054,39155,Adam Lallana,adam-lallana,M,False,,,,9.0,27.0,36.0,,,7.0,,,,4.0,,,,7.0,5.0,,3.0,,,,,,2.0,,,90.0,,,,,,,4.0,,6.4,,,,,,,,,,,12.0,27.0,39.0,0,5.0,50.0,,,,3.0
2021-22,9576113,9,36,Brighton_and_Hove_Albion,Home,48480,60307,Pascal Groß,pascal-gro,M,False,1.0,,2.0,9.0,29.0,37.0,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,,72.0,1.0,,,,,,3.0,,6.7,,,,,,,2.0,,2.0,1.0,12.0,29.0,39.0,1,,45.0,,,,
2021-22,9576113,9,36,Brighton_and_Hove_Albion,Home,301288,109345,Solly March,solly-march,M,False,2.0,,1.0,18.0,5.0,21.0,,2.0,4.0,,,,3.0,,,1.0,6.0,6.0,,1.0,,,,,,1.0,,,90.0,1.0,,,,,,11.0,,6.7,,,1.0,,3.0,3.0,4.0,,1.0,,25.0,5.0,26.0,2,1.0,47.0,2.0,1.0,2.0,1.0
2021-22,9576113,9,36,Brighton_and_Hove_Albion,Home,844842,227127,Yves Bissouma,yves-bissouma,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576113,9,36,Brighton_and_Hove_Albion,Home,881132,423649,Enock Mwepu,enock-mwepu,M,True,,,,4.0,3.0,7.0,,,1.0,,,,,,,,,3.0,,,,,,,,,,,32.0,,,,,,1.0,4.0,,7.0,,,,,,1.0,,,1.0,,6.0,5.0,11.0,0,1.0,16.0,,1.0,1.0,
2021-22,9576113,9,36,Brighton_and_Hove_Albion,Home,886242,243505,Jakub Moder,jakub-moder,M,False,,,,16.0,19.0,35.0,,3.0,5.0,,,1.0,1.0,,,,3.0,7.0,,2.0,,,,,,,3.0,,90.0,,,,,,,17.0,,6.8,,,1.0,,,3.0,1.0,,2.0,,25.0,22.0,46.0,2,2.0,61.0,4.0,,2.0,1.0
2021-22,9576113,9,36,Brighton_and_Hove_Albion,Home,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,True,,,,1.0,6.0,7.0,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,18.0,1.0,,,,,,3.0,,7.0,,,,,,,2.0,,,,3.0,6.0,7.0,1,,12.0,1.0,,,
2021-22,9576113,9,36,Brighton_and_Hove_Albion,Home,904848,209045,Taylor Richards,taylor-richards,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576186,10,36,Brighton_and_Hove_Albion,Away,17054,39155,Adam Lallana,adam-lallana,M,False,,,,16.0,13.0,29.0,,1.0,3.0,1.0,,,1.0,,,,1.0,6.0,,,1.0,,,,,2.0,2.0,,77.0,1.0,,,,,,10.0,,7.7,,,,,,,,,2.0,,23.0,13.0,36.0,1,5.0,48.0,3.0,,,1.0
2021-22,9576186,10,36,Brighton_and_Hove_Albion,Away,48480,60307,Pascal Groß,pascal-gro,M,True,1.0,,,3.0,2.0,4.0,1.0,,2.0,,,,,,,,1.0,2.0,,,,,,,,,1.0,,13.0,,,,,,,6.0,,6.9,,,,,1.0,,3.0,,1.0,,7.0,4.0,8.0,0,,15.0,,2.0,,
2021-22,9576186,10,36,Brighton_and_Hove_Albion,Away,301288,109345,Solly March,solly-march,M,False,1.0,,3.0,10.0,9.0,18.0,2.0,,6.0,,,,,,,,3.0,4.0,,1.0,1.0,,,,,2.0,2.0,,90.0,1.0,,,,,,11.0,,7.5,,,,,,1.0,5.0,,5.0,2.0,20.0,10.0,25.0,1,3.0,40.0,,,1.0,
2021-22,9576186,10,36,Brighton_and_Hove_Albion,Away,844842,227127,Yves Bissouma,yves-bissouma,M,False,,,2.0,10.0,13.0,23.0,,1.0,7.0,,,,1.0,,,2.0,4.0,5.0,,,,,,,1.0,3.0,,,60.0,1.0,,,,,,6.0,,7.0,,,,,1.0,3.0,,,2.0,,12.0,14.0,26.0,1,2.0,42.0,,,2.0,
2021-22,9576186,10,36,Brighton_and_Hove_Albion,Away,881132,423649,Enock Mwepu,enock-mwepu,M,False,,,1.0,11.0,21.0,32.0,1.0,,3.0,,1.0,,4.0,,,,6.0,7.0,,1.0,,1.0,,,,2.0,,,90.0,1.0,1.0,,,,,9.0,,7.3,,,1.0,,,1.0,,,2.0,1.0,17.0,22.0,39.0,2,4.0,57.0,2.0,2.0,1.0,3.0
2021-22,9576186,10,36,Brighton_and_Hove_Albion,Away,886242,243505,Jakub Moder,jakub-moder,M,False,,,1.0,9.0,8.0,17.0,5.0,1.0,4.0,,,,,,,2.0,7.0,2.0,,,,,,,,1.0,,,66.0,,,,,,,12.0,,6.3,,,,,,,1.0,,4.0,,16.0,10.0,25.0,0,1.0,34.0,1.0,,,1.0
