season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576162,1,36,Brighton_and_Hove_Albion,Away,17054,39155,Adam Lallana,adam-lallana,M,True,,,1.0,12.0,15.0,27.0,,1.0,6.0,,,,2.0,,,1.0,4.0,1.0,,,,,,,,,,,45.0,,,,,,,7.0,,6.2,,,,,,1.0,,,3.0,,15.0,16.0,31.0,0,,36.0,1.0,,,
2021-22,9576162,1,36,Brighton_and_Hove_Albion,Away,48480,60307,Pascal Groß,pascal-gro,M,False,3.0,,1.0,24.0,26.0,47.0,3.0,1.0,5.0,1.0,,,2.0,,,2.0,8.0,1.0,,1.0,1.0,,,,,,2.0,,90.0,1.0,,,,,,18.0,,7.0,,,1.0,,4.0,,9.0,,6.0,,35.0,28.0,54.0,2,,83.0,1.0,,,
2021-22,9576162,1,36,Brighton_and_Hove_Albion,Away,301288,109345,Solly March,solly-march,M,False,3.0,,2.0,18.0,15.0,30.0,1.0,,2.0,,,,1.0,,,1.0,4.0,5.0,,1.0,,,,,,,3.0,,90.0,1.0,,,,,,6.0,,7.3,,,,,,,3.0,,4.0,,23.0,15.0,35.0,1,3.0,52.0,,2.0,,1.0
2021-22,9576162,1,36,Brighton_and_Hove_Albion,Away,844842,227127,Yves Bissouma,yves-bissouma,M,False,,,1.0,19.0,18.0,37.0,1.0,,4.0,,,,2.0,,,,3.0,2.0,,,,,,,,1.0,1.0,,90.0,,,,,,,5.0,,6.7,,,,,1.0,,,,3.0,,22.0,19.0,41.0,0,1.0,50.0,1.0,1.0,,
2021-22,9576162,1,36,Brighton_and_Hove_Albion,Away,871822,235382,Steven Alzate,steven-alzate,M,False,,,3.0,18.0,18.0,36.0,2.0,1.0,5.0,,,,,,,1.0,5.0,4.0,,2.0,,,,,,,2.0,,72.0,,,,,,,4.0,,6.8,,,,,,,,,4.0,,19.0,19.0,38.0,0,2.0,48.0,1.0,1.0,,1.0
2021-22,9576162,1,36,Brighton_and_Hove_Albion,Away,881132,423649,Enock Mwepu,enock-mwepu,M,False,,,,5.0,11.0,16.0,7.0,1.0,,,,,2.0,,,,10.0,2.0,,1.0,,,,,,,1.0,,45.0,,,,,,,4.0,,6.3,,,,,,,1.0,,,,7.0,12.0,18.0,0,1.0,22.0,1.0,,,1.0
2021-22,9576162,1,36,Brighton_and_Hove_Albion,Away,886242,243505,Jakub Moder,jakub-moder,M,True,,,,3.0,2.0,5.0,1.0,,2.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,,18.0,1.0,,,,,,2.0,,6.8,,,,,,,,,1.0,,4.0,2.0,6.0,1,,9.0,1.0,,,
2021-22,9576162,1,36,Brighton_and_Hove_Albion,Away,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,True,,,,3.0,,3.0,,1.0,,,,,1.0,,,,1.0,3.0,,,,1.0,,,,,,,14.0,1.0,,,,,,1.0,,7.5,,,,,1.0,,,,,,4.0,,4.0,1,2.0,8.0,,,,2.0
2021-22,9576162,1,36,Brighton_and_Hove_Albion,Away,904848,209045,Taylor Richards,taylor-richards,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576162,1,36,Brighton_and_Hove_Albion,Away,987650,486672,Moisés Caicedo,moises-caicedo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
