season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,791,15157,James Milner,james-milner,M,True,,,,,1.0,1.0,,,,,,,,,,,,,,,8.82e-06,,,,0.0,,,,,,,,0.08,0.65,0.3,0.01,0.3,10.0,,,,,,,,,,,,6.4,,,,,,,,,,,,,1.0,1.0,,,0,,1.0,,,,
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,891829,219249,Matt O'Riley,matt-oriley,M,False,3.0,,,7.0,10.0,17.0,,,,,,,,2.0,,,4.0,3.0,,,0.141433,0.7884,0.7521,1.0,0.0,1.0,,,,,3.0,,1.09,5.12,2.14,0.23,2.38,88.0,1.0,,,,,,,,9.0,,,7.3,,,,,,,1.0,4.0,,1.0,,10.0,12.0,22.0,,,1,3.0,36.0,2.0,,,1.0
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,936849,451340,Kaoru Mitoma,kaoru-mitoma,M,False,,,,12.0,5.0,17.0,1.0,,,,,,,,,,6.0,1.0,,,0.0394138,0.0707,,3.0,0.0,,,,,,,,0.67,3.66,1.4,0.23,2.9,83.0,,,,,,,,,7.0,,,6.5,,,1.0,,,,3.0,,,,,14.0,5.0,19.0,,,1,,27.0,2.0,,1.0,
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,946695,463067,Georginio Rutter,georginio-rutter,M,False,,,,1.0,1.0,2.0,1.0,1.0,,1.0,,,1.0,,,2.0,6.0,4.0,,,0.00279076,0.0658,0.1957,2.0,0.0,,,,,,,,0.58,3.34,1.05,0.23,2.1,69.0,1.0,,,,,,,1.0,11.0,,,7.2,,,,,,,1.0,,,,1.0,3.0,1.0,4.0,,,2,1.0,22.0,6.0,2.0,,1.0
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,1036269,509416,Yasin Ayari,yasin-ayari,M,False,,,3.0,19.0,20.0,39.0,2.0,,,6.0,,,,1.0,,,4.0,5.0,,,0.121441,,,,0.0,,,,,2.0,,,0.79,5.9,2.09,0.2,2.76,90.0,,,,,,,,,7.0,,,7.3,,,,,,1.0,1.0,4.0,,4.0,,19.0,22.0,41.0,,,0,1.0,56.0,,4.0,,1.0
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,1065588,514254,Diego Gómez,diego-gomez,M,True,,,,3.0,3.0,6.0,2.0,1.0,,2.0,1.0,,,,,,3.0,3.0,,,0.0315789,0.0282,0.0397,2.0,0.0,,,,,1.0,1.0,,0.3,1.52,0.72,0.07,0.95,21.0,1.0,,,,,,,,4.0,,,6.5,,,,,,,,,,1.0,,4.0,4.0,8.0,,,1,2.0,15.0,1.0,1.0,,1.0
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,1198075,513433,Brajan Gruda,gruda-brajan,M,True,,,,2.0,,2.0,,1.0,,1.0,,1.0,,,,,,2.0,,,0.00206981,0.3092,,,0.0,,,,,,,,0.14,0.86,0.28,0.08,0.47,8.0,,,,,,,,,1.0,,,6.5,,,1.0,,,,,,,,1.0,2.0,,2.0,,,1,1.0,5.0,1.0,,,
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,1199043,535301,Carlos Baleba,carlos-baleba,M,False,,,3.0,7.0,11.0,18.0,,,,6.0,,,,1.0,,,3.0,3.0,,,0.0090004,0.0159,,2.0,0.0,,,,,3.0,1.0,,0.52,3.67,1.02,0.27,2.07,69.0,,,,,,,,,4.0,,,6.8,,,1.0,,,1.0,,,,4.0,,8.0,12.0,20.0,,,1,1.0,34.0,2.0,2.0,,
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,1400106,592031,Yankuba Minteh,yankuba-minteh,M,False,,,,9.0,2.0,11.0,,,,3.0,,,,,,1.0,2.0,3.0,,,0.0163984,0.085,,,0.0,,,,,1.0,,,0.43,3.16,0.94,0.35,2.44,69.0,,,,,,,,,13.0,,,6.4,,,1.0,,,,3.0,1.0,,1.0,,12.0,3.0,15.0,,,1,,31.0,5.0,1.0,2.0,
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,791,15157,James Milner,james-milner,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
