season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243417,2,49,Sheffield_United,Home,149815,153723,John Lundstram,john-lundstram,M,False,1.0,,6.0,29.0,10.0,38.0,,1.0,6.0,1.0,,,2.0,,1.0,6.0,5.0,,,1.0,,1.0,,,2.0,1.0,,90.0,1.0,,,,,,12.0,,7.9,,,1.0,,4.0,2.0,2.0,,7.0,,33.0,12.0,43.0,2,4.0,70.0,3.0,,,2.0
2019-20,8243417,2,49,Sheffield_United,Home,282665,167878,Ben Osborn,ben-osborn,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243432,3,49,Sheffield_United,Home,31703,49083,Luke Freeman,luke-freeman,M,False,3.0,,,28.0,,25.0,1.0,1.0,7.0,,,,,,2.0,4.0,7.0,,,1.0,,,,,2.0,,,90.0,,,,,,,19.0,,7.0,,,,,,3.0,5.0,,2.0,,39.0,2.0,36.0,0,2.0,57.0,4.0,1.0,3.0,2.0
2019-20,8243432,3,49,Sheffield_United,Home,98452,90518,Ravel Morrison,ravel-morrison,M,True,,,,5.0,,5.0,,,,,,,,,1.0,2.0,,,,1.0,,,,,,,,12.0,,,,,,,2.0,,6.4,,,1.0,,,,,,,,6.0,,6.0,1,,8.0,,,,
2019-20,8243432,3,49,Sheffield_United,Home,100637,79934,Oliver Norwood,oliver-norwood,M,False,2.0,,12.0,27.0,16.0,41.0,1.0,1.0,9.0,,,1.0,4.0,,,8.0,2.0,,,3.0,,,,,2.0,2.0,,90.0,,1.0,,,,,22.0,,6.9,,,,,2.0,,8.0,,20.0,,49.0,16.0,57.0,1,1.0,75.0,,,,1.0
2019-20,8243432,3,49,Sheffield_United,Home,124960,87447,Muhamed Bešić,muhamed-besic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243432,3,49,Sheffield_United,Home,149815,153723,John Lundstram,john-lundstram,M,False,,,6.0,34.0,12.0,46.0,,,6.0,,,,3.0,,,5.0,1.0,,,2.0,,,,,1.0,,,90.0,,,,,,,14.0,,6.2,,,1.0,,,1.0,2.0,,7.0,,45.0,12.0,55.0,1,,65.0,2.0,,1.0,
2019-20,8243432,3,49,Sheffield_United,Home,282665,167878,Ben Osborn,ben-osborn,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243430,4,49,Sheffield_United,Away,31703,49083,Luke Freeman,luke-freeman,M,False,,,,16.0,7.0,23.0,2.0,1.0,5.0,,,,2.0,,5.0,10.0,6.0,,,,,,,,3.0,1.0,,79.0,,,,,,,11.0,,6.2,,,1.0,,1.0,2.0,2.0,,1.0,,21.0,7.0,26.0,1,2.0,48.0,,2.0,1.0,1.0
2019-20,8243430,4,49,Sheffield_United,Away,100637,79934,Oliver Norwood,oliver-norwood,M,False,1.0,,13.0,36.0,20.0,55.0,,1.0,8.0,,,,,,,1.0,5.0,,,1.0,,,,,1.0,1.0,,90.0,1.0,,,,,,11.0,,7.5,,,,,1.0,,4.0,,16.0,,45.0,21.0,62.0,1,4.0,75.0,1.0,,,2.0
2019-20,8243430,4,49,Sheffield_United,Away,124960,87447,Muhamed Bešić,muhamed-besic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243430,4,49,Sheffield_United,Away,149815,153723,John Lundstram,john-lundstram,M,False,,,6.0,14.0,24.0,38.0,2.0,,7.0,,,,4.0,,,8.0,2.0,,,1.0,,,,,5.0,,,90.0,,,,,,,12.0,,6.4,,,,,1.0,2.0,,,9.0,,23.0,26.0,49.0,0,,60.0,,1.0,1.0,
2019-20,8243430,4,49,Sheffield_United,Away,282665,167878,Ben Osborn,ben-osborn,M,True,,,,1.0,2.0,3.0,1.0,1.0,2.0,,,,1.0,,,2.0,4.0,,,,,,,,,1.0,,11.0,,,,,,,2.0,,6.7,,,,,,,,,,,2.0,3.0,5.0,0,2.0,8.0,,1.0,,1.0
2019-20,8243456,5,49,Sheffield_United,Home,27999,47247,John Fleck,john-fleck,M,False,1.0,,4.0,25.0,10.0,34.0,1.0,1.0,3.0,,,2.0,,,,2.0,5.0,,,,,,,,,3.0,,90.0,1.0,,,,,,16.0,,7.7,,,2.0,,1.0,4.0,9.0,,6.0,,37.0,13.0,41.0,5,1.0,64.0,,,3.0,1.0
2019-20,8243456,5,49,Sheffield_United,Home,31703,49083,Luke Freeman,luke-freeman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243456,5,49,Sheffield_United,Home,100637,79934,Oliver Norwood,oliver-norwood,M,False,3.0,,9.0,32.0,26.0,55.0,,1.0,9.0,1.0,,,8.0,,,8.0,7.0,,,,,,,,2.0,4.0,,90.0,,,,,,,17.0,,7.4,,,,,3.0,,8.0,,15.0,,44.0,30.0,66.0,0,4.0,87.0,,2.0,,2.0
2019-20,8243456,5,49,Sheffield_United,Home,124960,87447,Muhamed Bešić,muhamed-besic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243456,5,49,Sheffield_United,Home,149815,153723,John Lundstram,john-lundstram,M,False,,,1.0,19.0,14.0,33.0,1.0,2.0,9.0,,,,4.0,,1.0,6.0,5.0,,,,,,,,,1.0,,72.0,,,,,,,13.0,,6.3,,,,,,1.0,3.0,,2.0,,27.0,17.0,41.0,0,2.0,53.0,1.0,,1.0,
2019-20,8243456,5,49,Sheffield_United,Home,282665,167878,Ben Osborn,ben-osborn,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243451,6,49,Sheffield_United,Away,27999,47247,John Fleck,john-fleck,M,False,1.0,,,12.0,6.0,17.0,,,8.0,,,,4.0,,1.0,8.0,4.0,,,2.0,,,,,1.0,1.0,,90.0,,2.0,,,,,13.0,,6.9,,,,,3.0,1.0,3.0,,2.0,,17.0,9.0,23.0,0,4.0,44.0,1.0,,,3.0
2019-20,8243451,6,49,Sheffield_United,Away,31703,49083,Luke Freeman,luke-freeman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243451,6,49,Sheffield_United,Away,98452,90518,Ravel Morrison,ravel-morrison,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243451,6,49,Sheffield_United,Away,100637,79934,Oliver Norwood,oliver-norwood,M,False,,,,5.0,10.0,15.0,,1.0,4.0,,,,1.0,,,1.0,2.0,,,,,,,,2.0,,,64.0,,,,,,,14.0,,6.7,,,,,2.0,,3.0,,5.0,,16.0,12.0,25.0,0,1.0,35.0,1.0,,,
2019-20,8243451,6,49,Sheffield_United,Away,149815,153723,John Lundstram,john-lundstram,M,False,,,5.0,10.0,11.0,21.0,1.0,,6.0,1.0,,,2.0,,,5.0,3.0,,,1.0,1.0,,,,3.0,1.0,,90.0,,1.0,,,,,9.0,,7.4,,,,,3.0,3.0,,,10.0,1.0,16.0,12.0,28.0,0,2.0,42.0,,,1.0,
2019-20,8243451,6,49,Sheffield_United,Away,282665,167878,Ben Osborn,ben-osborn,M,True,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,12.0,,,,,,,1.0,,6.4,,,,,,,,,1.0,,1.0,,1.0,0,,2.0,,,,
2019-20,8243470,7,49,Sheffield_United,Home,27999,47247,John Fleck,john-fleck,M,False,1.0,,1.0,16.0,5.0,20.0,,,4.0,1.0,,1.0,1.0,,,2.0,3.0,,,,,,,,1.0,2.0,,90.0,,,,,,,18.0,,7.3,,,,,1.0,3.0,4.0,,1.0,,28.0,7.0,31.0,1,1.0,47.0,3.0,,2.0,1.0
2019-20,8243470,7,49,Sheffield_United,Home,31703,49083,Luke Freeman,luke-freeman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243470,7,49,Sheffield_United,Home,100637,79934,Oliver Norwood,oliver-norwood,M,False,2.0,,4.0,15.0,6.0,19.0,3.0,1.0,4.0,,,,1.0,,,4.0,4.0,,1.0,,,,,,1.0,1.0,,77.0,1.0,1.0,,,,,9.0,,6.9,,,,,3.0,,3.0,,7.0,,20.0,10.0,27.0,1,2.0,43.0,,1.0,,
2019-20,8243470,7,49,Sheffield_United,Home,124960,87447,Muhamed Bešić,muhamed-besic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243470,7,49,Sheffield_United,Home,149815,153723,John Lundstram,john-lundstram,M,False,1.0,,5.0,12.0,13.0,24.0,3.0,1.0,8.0,,,2.0,1.0,,,5.0,2.0,,1.0,1.0,,,,,3.0,1.0,,90.0,,1.0,,,,,9.0,,6.8,,,,,1.0,,2.0,,6.0,,18.0,14.0,30.0,2,1.0,46.0,2.0,,,1.0
2019-20,8243470,7,49,Sheffield_United,Home,282665,167878,Ben Osborn,ben-osborn,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243484,8,49,Sheffield_United,Away,27999,47247,John Fleck,john-fleck,M,False,2.0,,2.0,20.0,8.0,26.0,,,6.0,,,1.0,1.0,,1.0,2.0,4.0,,,,,,,,1.0,,,90.0,1.0,,,,,,17.0,,7.0,,,,,,3.0,7.0,,6.0,,32.0,8.0,33.0,2,1.0,53.0,4.0,,3.0,1.0
2019-20,8243484,8,49,Sheffield_United,Away,31703,49083,Luke Freeman,luke-freeman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243484,8,49,Sheffield_United,Away,100637,79934,Oliver Norwood,oliver-norwood,M,False,2.0,,20.0,48.0,43.0,89.0,1.0,1.0,9.0,,,,2.0,,,3.0,4.0,,,,,,,,,3.0,,90.0,,1.0,,,,,16.0,,7.8,,,,,2.0,,5.0,,24.0,,61.0,44.0,100.0,0,3.0,115.0,1.0,,,1.0
2019-20,8243484,8,49,Sheffield_United,Away,124960,87447,Muhamed Bešić,muhamed-besic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243484,8,49,Sheffield_United,Away,149815,153723,John Lundstram,john-lundstram,M,False,,,5.0,33.0,24.0,57.0,3.0,1.0,3.0,,,,3.0,,1.0,10.0,1.0,,,2.0,,,,,,2.0,,90.0,,,,,,,14.0,,6.4,,,1.0,,5.0,1.0,2.0,,7.0,,42.0,25.0,65.0,1,,80.0,,,,
2019-20,8243484,8,49,Sheffield_United,Away,282665,167878,Ben Osborn,ben-osborn,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243488,9,49,Sheffield_United,Home,27999,47247,John Fleck,john-fleck,M,False,3.0,,3.0,24.0,7.0,28.0,,,3.0,,,,2.0,,2.0,5.0,1.0,,,1.0,,,,,,3.0,,90.0,1.0,,,,,,13.0,,6.9,,,1.0,,1.0,1.0,6.0,,5.0,,33.0,7.0,34.0,2,,50.0,1.0,,1.0,
2019-20,8243488,9,49,Sheffield_United,Home,31703,49083,Luke Freeman,luke-freeman,M,True,,,,1.0,,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,12.0,,,,,,,2.0,,6.6,,,,,1.0,1.0,,,1.0,,2.0,,2.0,0,,5.0,1.0,,1.0,
2019-20,8243488,9,49,Sheffield_United,Home,100637,79934,Oliver Norwood,oliver-norwood,M,False,1.0,,1.0,15.0,15.0,29.0,1.0,2.0,5.0,,,,5.0,,,6.0,8.0,,,,,,,,1.0,2.0,,85.0,,,,,,,9.0,,7.2,,,1.0,,,,5.0,,2.0,,22.0,17.0,34.0,1,5.0,51.0,,1.0,,4.0
2019-20,8243488,9,49,Sheffield_United,Home,124960,87447,Muhamed Bešić,muhamed-besic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243488,9,49,Sheffield_United,Home,149815,153723,John Lundstram,john-lundstram,M,False,,,2.0,14.0,10.0,24.0,1.0,2.0,4.0,,,,2.0,,1.0,5.0,2.0,,,,,,,,1.0,1.0,,90.0,,,,,,,9.0,,6.4,,,,,3.0,1.0,2.0,,4.0,,20.0,10.0,28.0,0,,41.0,1.0,,,
2019-20,8243498,10,49,Sheffield_United,Away,27999,47247,John Fleck,john-fleck,M,False,2.0,,2.0,26.0,10.0,34.0,1.0,,7.0,,,,3.0,,,5.0,1.0,,,,,,,,2.0,3.0,,90.0,,,,,,,11.0,,6.8,,,,,,2.0,5.0,,3.0,,33.0,11.0,39.0,0,,52.0,1.0,,1.0,
2019-20,8243498,10,49,Sheffield_United,Away,31703,49083,Luke Freeman,luke-freeman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243498,10,49,Sheffield_United,Away,100637,79934,Oliver Norwood,oliver-norwood,M,False,1.0,,6.0,13.0,22.0,34.0,2.0,1.0,10.0,,,,2.0,,1.0,6.0,1.0,,,2.0,,,,,3.0,,,63.0,,1.0,,,,,13.0,,6.4,,,,,,,1.0,,12.0,,23.0,22.0,44.0,0,,53.0,1.0,,,
2019-20,8243498,10,49,Sheffield_United,Away,124960,87447,Muhamed Bešić,muhamed-besic,M,True,,,,2.0,,2.0,,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,9.0,,,,,,,,,6.9,,,,,1.0,2.0,,,,,2.0,,2.0,0,,6.0,,,2.0,
2019-20,8243498,10,49,Sheffield_United,Away,149815,153723,John Lundstram,john-lundstram,M,False,,,1.0,17.0,10.0,27.0,,1.0,4.0,,,1.0,1.0,,,4.0,6.0,,,2.0,,,,,1.0,1.0,,90.0,,,,,,,9.0,,7.1,,,1.0,,1.0,1.0,1.0,,2.0,,22.0,10.0,31.0,2,4.0,48.0,2.0,1.0,,2.0
2019-20,8243507,11,49,Sheffield_United,Home,27999,47247,John Fleck,john-fleck,M,False,1.0,,,16.0,12.0,27.0,3.0,,8.0,,,,,,3.0,6.0,4.0,,,,,1.0,,,2.0,1.0,,90.0,1.0,,,,,,16.0,,7.5,,,,,,3.0,6.0,,2.0,,25.0,15.0,34.0,1,1.0,54.0,1.0,,3.0,1.0
2019-20,8243507,11,49,Sheffield_United,Home,31703,49083,Luke Freeman,luke-freeman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243507,11,49,Sheffield_United,Home,100637,79934,Oliver Norwood,oliver-norwood,M,False,,,3.0,20.0,25.0,45.0,,4.0,5.0,,,,1.0,,,2.0,11.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,18.0,,7.3,,,,,1.0,2.0,4.0,,9.0,,33.0,29.0,58.0,0,3.0,75.0,1.0,2.0,2.0,1.0
2019-20,8243507,11,49,Sheffield_United,Home,124960,87447,Muhamed Bešić,muhamed-besic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243507,11,49,Sheffield_United,Home,149815,153723,John Lundstram,john-lundstram,M,False,,,1.0,21.0,12.0,33.0,3.0,,6.0,,1.0,,,,,3.0,3.0,,,,,2.0,,,,1.0,,90.0,3.0,,,,,,8.0,,8.6,,,2.0,,1.0,,1.0,,3.0,,25.0,14.0,38.0,5,3.0,52.0,2.0,,,2.0
2019-20,8243524,12,49,Sheffield_United,Away,27999,47247,John Fleck,john-fleck,M,False,,,1.0,20.0,8.0,28.0,1.0,,6.0,,,,1.0,,,4.0,4.0,,,2.0,,,,,,2.0,,90.0,1.0,,,,,,8.0,,7.1,,,,,1.0,1.0,4.0,,1.0,,25.0,9.0,30.0,1,2.0,46.0,1.0,1.0,1.0,
2019-20,8243524,12,49,Sheffield_United,Away,31703,49083,Luke Freeman,luke-freeman,M,True,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,0,,2.0,,,,
2019-20,8243524,12,49,Sheffield_United,Away,100637,79934,Oliver Norwood,oliver-norwood,M,False,1.0,,6.0,26.0,18.0,43.0,,3.0,9.0,,,,3.0,,,4.0,6.0,,,1.0,,,,,3.0,1.0,,90.0,1.0,,,,,,14.0,,7.3,,,2.0,,2.0,,3.0,,9.0,,36.0,20.0,53.0,3,3.0,72.0,1.0,,,2.0
2019-20,8243524,12,49,Sheffield_United,Away,124960,87447,Muhamed Bešić,muhamed-besic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243524,12,49,Sheffield_United,Away,149815,153723,John Lundstram,john-lundstram,M,False,,,4.0,32.0,8.0,40.0,2.0,,5.0,,1.0,,1.0,,2.0,6.0,6.0,,,1.0,,,,1.0,1.0,1.0,,90.0,,,,,,,11.0,,7.1,,,4.0,,2.0,,1.0,,6.0,2.0,39.0,8.0,46.0,4,5.0,66.0,2.0,1.0,,4.0
2019-20,8243530,13,49,Sheffield_United,Home,27999,47247,John Fleck,john-fleck,M,False,,,2.0,22.0,12.0,34.0,1.0,2.0,9.0,,,,3.0,,,4.0,5.0,,,,1.0,1.0,,,1.0,3.0,,90.0,1.0,,,,,,24.0,,7.8,,,,,,,6.0,,7.0,,38.0,16.0,48.0,1,1.0,70.0,2.0,2.0,,1.0
2019-20,8243530,13,49,Sheffield_United,Home,31703,49083,Luke Freeman,luke-freeman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243530,13,49,Sheffield_United,Home,100637,79934,Oliver Norwood,oliver-norwood,M,False,2.0,,7.0,26.0,22.0,46.0,1.0,1.0,8.0,,,1.0,2.0,,,5.0,1.0,,,2.0,,,,,4.0,1.0,,90.0,,,,,,,14.0,,6.6,,,,,1.0,,5.0,,12.0,,39.0,23.0,57.0,1,,73.0,,,,
2019-20,8243530,13,49,Sheffield_United,Home,124960,87447,Muhamed Bešić,muhamed-besic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243530,13,49,Sheffield_United,Home,149815,153723,John Lundstram,john-lundstram,M,False,,,1.0,28.0,11.0,39.0,,,7.0,,1.0,2.0,2.0,,1.0,7.0,2.0,,,3.0,,,,,,,,90.0,2.0,,,,,,13.0,,6.0,,,,,1.0,1.0,1.0,,2.0,,35.0,12.0,46.0,4,1.0,59.0,1.0,1.0,,1.0
2019-20,8243530,13,49,Sheffield_United,Home,282665,167878,Ben Osborn,ben-osborn,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243542,14,49,Sheffield_United,Away,27999,47247,John Fleck,john-fleck,M,False,2.0,,1.0,19.0,10.0,27.0,2.0,2.0,8.0,1.0,1.0,,4.0,,,9.0,4.0,,,2.0,,,,,4.0,2.0,,90.0,1.0,,,,,,10.0,,6.8,,,,,,2.0,3.0,,2.0,,25.0,12.0,34.0,1,1.0,47.0,1.0,,1.0,1.0
2019-20,8243542,14,49,Sheffield_United,Away,31703,49083,Luke Freeman,luke-freeman,M,True,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,1.0,1.0,,,,
2019-20,8243542,14,49,Sheffield_United,Away,100637,79934,Oliver Norwood,oliver-norwood,M,False,1.0,,6.0,26.0,20.0,45.0,,1.0,9.0,,,,3.0,,,4.0,8.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,13.0,,7.5,,,,,3.0,2.0,4.0,,8.0,,36.0,23.0,55.0,0,5.0,72.0,,,2.0,4.0
2019-20,8243542,14,49,Sheffield_United,Away,124960,87447,Muhamed Bešić,muhamed-besic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243542,14,49,Sheffield_United,Away,149815,153723,John Lundstram,john-lundstram,M,False,1.0,,2.0,23.0,12.0,34.0,,2.0,6.0,,,,,,1.0,3.0,6.0,,,,,,,,1.0,,,89.0,,1.0,,,,,15.0,,6.7,,,,,2.0,3.0,1.0,,3.0,1.0,29.0,14.0,42.0,0,1.0,62.0,3.0,3.0,1.0,1.0
2019-20,8243544,15,49,Sheffield_United,Home,27999,47247,John Fleck,john-fleck,M,False,1.0,,3.0,35.0,11.0,45.0,1.0,,9.0,,,1.0,,,2.0,3.0,3.0,,,1.0,,,,,,1.0,,90.0,,,,,,,24.0,,6.9,,,,,1.0,1.0,10.0,,3.0,,52.0,15.0,57.0,1,1.0,82.0,,1.0,1.0,1.0
2019-20,8243544,15,49,Sheffield_United,Home,31703,49083,Luke Freeman,luke-freeman,M,True,1.0,,,8.0,3.0,10.0,1.0,,2.0,,,,,,1.0,3.0,,,,1.0,,,,,1.0,1.0,,15.0,,,,,,,3.0,,6.6,,,,,,,1.0,,,,9.0,3.0,11.0,0,,16.0,1.0,,,
2019-20,8243544,15,49,Sheffield_United,Home,100637,79934,Oliver Norwood,oliver-norwood,M,False,,,9.0,72.0,29.0,101.0,1.0,1.0,5.0,,,,1.0,,,2.0,3.0,,,,,,,,,,,72.0,1.0,,,,,,18.0,,7.1,,,,,,,5.0,,12.0,,88.0,30.0,113.0,1,2.0,123.0,,,,2.0
2019-20,8243544,15,49,Sheffield_United,Home,124960,87447,Muhamed Bešić,muhamed-besic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243544,15,49,Sheffield_United,Home,149815,153723,John Lundstram,john-lundstram,M,False,2.0,,10.0,51.0,22.0,71.0,,1.0,3.0,,,1.0,,,,,4.0,,,,,,,,,,,90.0,,,,,,,16.0,,7.3,,,,,,,8.0,,14.0,,63.0,23.0,78.0,1,3.0,95.0,2.0,,,3.0
