season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827863,1,14,Liverpool,Home,20963,40755,Daniel Sturridge,daniel-sturridge,F,True,,,,2.0,3.0,5.0,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,3.0,2.0,,,,,1.0,,7.6,,,,,,,,,,,3.0,3.0,6.0,2,,8.0,,,,
2018-19,7827901,2,14,Liverpool,Away,20963,40755,Daniel Sturridge,daniel-sturridge,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827908,3,14,Liverpool,Home,20963,40755,Daniel Sturridge,daniel-sturridge,F,True,,,,5.0,1.0,6.0,2.0,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,10.0,,,,,,1.0,,6.8,,,1.0,,,1.0,,,,,5.0,1.0,6.0,2,,10.0,1.0,,1.0,
2018-19,7827919,4,14,Liverpool,Away,20963,40755,Daniel Sturridge,daniel-sturridge,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827942,5,14,Liverpool,Away,20963,40755,Daniel Sturridge,daniel-sturridge,F,True,,,,,3.0,3.0,1.0,,1.0,,,,,,,1.0,3.0,2.0,,,1.0,,,,,,,,7.0,,,,,,2.0,,6.5,,,,,,,,,,,,3.0,3.0,0,,7.0,,2.0,,
2018-19,7827962,6,14,Liverpool,Home,20963,40755,Daniel Sturridge,daniel-sturridge,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827969,7,14,Liverpool,Away,20963,40755,Daniel Sturridge,daniel-sturridge,F,True,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,4.0,1.0,,,,,,,7.4,,,,,,,,,,,,,,1,,1.0,,,,
2018-19,7827991,8,14,Liverpool,Home,20963,40755,Daniel Sturridge,daniel-sturridge,F,True,,,,4.0,2.0,6.0,2.0,,,,,,,,,1.0,4.0,1.0,,,,,,,,,,,18.0,1.0,,,,,3.0,,6.6,,,,,,1.0,,,,,5.0,2.0,7.0,1,1.0,12.0,,,,1.0
2018-19,7828008,9,14,Liverpool,Away,20963,40755,Daniel Sturridge,daniel-sturridge,F,False,,,1.0,23.0,7.0,30.0,7.0,1.0,3.0,,,,,,,1.0,10.0,5.0,,,,,,,,,3.0,,90.0,,,,,,17.0,,7.0,,,2.0,,,4.0,,,1.0,1.0,33.0,8.0,41.0,2,,55.0,3.0,2.0,2.0,
2018-19,7828008,9,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
