season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352316,1,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,1.0,10.0,4.0,14.0,3.0,1.0,4.0,,,,2.0,,,7.0,3.0,,,0.0113557,0.0705,0.0,1.0,,,,,,,1.0,,66.0,,,,,,,,6.0,,6.8,,,2.0,,2.0,2.0,,,1.0,,11.0,7.0,18.0,2,1.0,30.0,1.0,,1.0,1.0
2023-24,11352316,1,14,Liverpool,Away,924871,447203,Darwin Núñez,darwin-nunez,F,True,,,,5.0,,5.0,,,,,,2.0,,,1.0,2.0,2.0,,,0.0223949,0.0367,0.0,,,,,,,,,,24.0,,,,,,,,4.0,,6.6,,,,,,3.0,,,,,6.0,,6.0,2,,16.0,1.0,,2.0,
2023-24,11352367,2,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,False,,,1.0,19.0,7.0,26.0,2.0,3.0,3.0,,,1.0,1.0,,1.0,7.0,8.0,,,0.115745,0.6913,1.0604,2.0,,1.0,,,,1.0,2.0,,76.0,2.0,,,,,,,20.0,,8.2,,,2.0,,,4.0,,,1.0,,29.0,8.0,37.0,5,1.0,60.0,6.0,2.0,2.0,
2023-24,11352367,2,14,Liverpool,Home,924871,447203,Darwin Núñez,darwin-nunez,F,True,,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,2.0,1.0,,,2.574e-05,,,,,,,,,,,,11.0,,,,,,,,3.0,,6.6,,,,,,,,,,,1.0,1.0,2.0,0,1.0,6.0,2.0,,,1.0
2023-24,11352515,3,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,True,,,,6.0,3.0,9.0,3.0,1.0,2.0,,,,,,,4.0,2.0,,,0.135303,0.0,0.0,1.0,,,,,,,1.0,,32.0,,,,,,,,6.0,,7.2,,,,,,,1.0,,,,11.0,3.0,13.0,0,,19.0,1.0,1.0,,
2023-24,11352515,3,14,Liverpool,Away,924871,447203,Darwin Núñez,darwin-nunez,F,True,,,,2.0,1.0,3.0,,,1.0,,,,,,1.0,1.0,,,,0.0935668,0.429,1.5152,,,2.0,,,,,,,13.0,2.0,,,,,,,3.0,,8.7,,,,,,,,,1.0,,4.0,1.0,5.0,2,,9.0,,,,
2023-24,11352584,4,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,True,,,,4.0,5.0,9.0,,,,,,,,,1.0,2.0,2.0,,,0.00575763,0.0,0.0,,,,,,,,,,25.0,,,,,,,,7.0,,6.6,,,,,,1.0,,,,1.0,8.0,5.0,13.0,0,2.0,20.0,1.0,,,2.0
2023-24,11352584,4,14,Liverpool,Home,924871,447203,Darwin Núñez,darwin-nunez,F,False,,,,6.0,1.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,3.0,2.0,,,0.0144768,1.1386,0.0,1.0,1.0,,,,2.0,,1.0,,65.0,,,,,,,,8.0,,6.7,,,4.0,,1.0,,,,,,10.0,1.0,11.0,5,1.0,24.0,4.0,,,1.0
2023-24,11352626,5,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,1.0,11.0,4.0,15.0,,,2.0,,,,2.0,,1.0,3.0,5.0,,,0.101052,0.1355,0.0,,,,,,,,,,56.0,,,,,,,,7.0,,7.0,,,1.0,,,3.0,1.0,,1.0,,15.0,4.0,18.0,1,1.0,29.0,1.0,1.0,3.0,1.0
2023-24,11352626,5,14,Liverpool,Away,924871,447203,Darwin Núñez,darwin-nunez,F,True,,,,10.0,,10.0,,,2.0,,1.0,,,,1.0,3.0,2.0,,,0.226696,0.1713,0.4221,1.0,,,,,,,,,34.0,1.0,,,,,,,8.0,,6.5,,,1.0,,,1.0,,,1.0,,16.0,,16.0,2,1.0,22.0,,1.0,,1.0
