season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767934,1,14,Liverpool,Away,45970,54861,Christian Benteke,christian-benteke,F,False,,,,14.0,4.0,18.0,4.0,7.0,2.0,,,1.0,,,,3.0,9.0,10.0,,,2.0,,,,,,,,90.0,,,,,,,,6.7,,,,,,1.0,,,,,25.0,6.0,31.0,1,,44.0,3.0,2.0,1.0
2015-16,6767934,1,14,Liverpool,Away,130181,84939,Danny Ings,danny-ings,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767934,1,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767946,2,14,Liverpool,Home,45970,54861,Christian Benteke,christian-benteke,F,False,,,1.0,18.0,3.0,21.0,5.0,11.0,5.0,,1.0,,1.0,,,,7.0,14.0,,,1.0,,1.0,,,,4.0,,90.0,2.0,,,,,,,7.8,,,1.0,,1.0,1.0,,,2.0,,27.0,5.0,32.0,3,1.0,44.0,5.0,1.0,1.0
2015-16,6767946,2,14,Liverpool,Home,130181,84939,Danny Ings,danny-ings,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767946,2,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767950,3,14,Liverpool,Away,45970,54861,Christian Benteke,christian-benteke,F,False,,,1.0,14.0,9.0,23.0,8.0,16.0,2.0,,1.0,,,,,,11.0,19.0,,,1.0,,,,,,2.0,,90.0,2.0,,,,,,,7.3,,,2.0,,1.0,4.0,,,1.0,2.0,29.0,10.0,39.0,4,,53.0,1.0,1.0,2.0
2015-16,6767950,3,14,Liverpool,Away,130181,84939,Danny Ings,danny-ings,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767950,3,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768028,4,14,Liverpool,Home,45970,54861,Christian Benteke,christian-benteke,F,False,,,,14.0,2.0,16.0,4.0,7.0,,,,1.0,1.0,,,2.0,8.0,7.0,,,,,,,,,1.0,,90.0,,,,,,,,6.6,,,1.0,,,1.0,,,,1.0,19.0,2.0,21.0,2,,29.0,2.0,1.0,
2015-16,6768028,4,14,Liverpool,Home,130181,84939,Danny Ings,danny-ings,F,True,,,,6.0,1.0,7.0,1.0,1.0,,,,1.0,,,,,3.0,1.0,,,2.0,,,,,,1.0,,29.0,,,,,,,,6.6,,,,,,,,,1.0,,10.0,1.0,11.0,1,,13.0,,,
2015-16,6768028,4,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768041,5,14,Liverpool,Away,45970,54861,Christian Benteke,christian-benteke,F,False,,,1.0,17.0,5.0,22.0,3.0,8.0,4.0,,,,,,,4.0,9.0,11.0,,,2.0,,1.0,,,,,,90.0,1.0,,,,,,,7.3,,,1.0,,1.0,1.0,,,1.0,1.0,22.0,7.0,29.0,2,,45.0,4.0,2.0,1.0
2015-16,6768041,5,14,Liverpool,Away,130181,84939,Danny Ings,danny-ings,F,False,,,1.0,8.0,5.0,13.0,,1.0,4.0,,1.0,,,,,2.0,4.0,3.0,,,1.0,,,,,,,,74.0,2.0,,,,,,,6.5,,,,,2.0,1.0,,,3.0,1.0,15.0,6.0,21.0,2,,32.0,,2.0,
2015-16,6768041,5,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,4.0,1.0,5.0,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,1.0,,16.0,,,,,,,,6.5,,,,,,1.0,,,,,4.0,2.0,6.0,0,,12.0,3.0,,1.0
2015-16,6768047,6,14,Liverpool,Home,20963,40755,Daniel Sturridge,daniel-sturridge,F,False,,,2.0,12.0,4.0,16.0,,,,,1.0,1.0,1.0,,,2.0,3.0,2.0,,,,,,,,,2.0,,63.0,1.0,,,,,,,6.6,,,,,,,,,2.0,,20.0,4.0,24.0,2,1.0,38.0,6.0,1.0,
2015-16,6768047,6,14,Liverpool,Home,45970,54861,Christian Benteke,christian-benteke,F,False,,,1.0,8.0,5.0,13.0,1.0,2.0,2.0,,,1.0,,,,2.0,3.0,4.0,,,,,,,,,,,45.0,,,,,,,,6.7,,,,,,,,,1.0,2.0,12.0,7.0,19.0,1,,25.0,,2.0,
