season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243388,1,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,False,1.0,,,10.0,2.0,11.0,,1.0,2.0,,,,,,,1.0,2.0,6.0,,,,,1.0,,,1.0,2.0,,74.0,1.0,,,,,,15.0,,7.9,,,,,,1.0,4.0,,2.0,,19.0,3.0,18.0,1,3.0,34.0,3.0,2.0,,3.0
2019-20,8243422,2,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,1.0,3.0,,3.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,11.0,,,,,,,3.0,,6.5,,,,,,,,,2.0,,6.0,,6.0,0,,7.0,,,,
2019-20,8243426,3,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243434,4,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,4.0,,4.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,9.0,,,,,,,2.0,,6.5,,,,,,,,,,,5.0,,5.0,0,,7.0,1.0,1.0,,
2019-20,8243442,5,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,False,,,,3.0,2.0,5.0,,1.0,,,,,,,,1.0,2.0,3.0,,,,,,,,,,,37.0,,,,,,,6.0,,6.7,,,1.0,,,1.0,3.0,,,,6.0,2.0,5.0,1,2.0,15.0,1.0,,,1.0
2019-20,8243448,6,14,Liverpool,Away,878705,195473,Rhian Brewster,rhian-brewster,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243470,7,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,1.0,,,7.0,2.0,8.0,1.0,2.0,2.0,,,,1.0,,,1.0,3.0,4.0,,,,,,,,,1.0,,26.0,,,,,,,6.0,,6.9,,,1.0,,1.0,1.0,2.0,,,,11.0,2.0,11.0,1,1.0,19.0,1.0,,1.0,1.0
2019-20,8243473,8,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,2.0,1.0,1.0,2.0,,,2.0,,,,,,,2.0,2.0,3.0,,,,,,,,,,,12.0,,,,,,,3.0,,6.8,,,,,,2.0,1.0,,2.0,,2.0,1.0,2.0,0,,8.0,,1.0,2.0,
2019-20,8243489,9,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,False,,,,7.0,8.0,15.0,1.0,2.0,4.0,,,1.0,,,,,3.0,5.0,,,2.0,,,,,1.0,,,60.0,,,,,,,12.0,,6.6,,,,,1.0,,1.0,,2.0,,12.0,9.0,20.0,1,2.0,35.0,5.0,1.0,,1.0
2019-20,8243495,10,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,0,,1.0,1.0,,,
