season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576193,1,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576193,1,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,,6.0,2.0,8.0,1.0,,1.0,,1.0,,1.0,,,,6.0,3.0,,,1.0,,1.0,,,,,,,61.0,2.0,,,,,10.0,,6.7,,,,,,4.0,,,,,10.0,2.0,12.0,2,1.0,24.0,3.0,1.0,1.0,
2021-22,9576069,2,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,False,,,1.0,16.0,3.0,19.0,2.0,1.0,2.0,,,1.0,2.0,,,2.0,7.0,6.0,,,1.0,,1.0,,,,,2.0,,81.0,1.0,,,,,6.0,,7.5,,,1.0,,1.0,,,,1.0,,17.0,3.0,20.0,3,4.0,35.0,2.0,1.0,,1.0
2021-22,9576148,3,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,True,1.0,,,14.0,1.0,14.0,1.0,2.0,1.0,,,1.0,1.0,,,1.0,4.0,3.0,,,1.0,,,,,,,,,47.0,1.0,,,,,9.0,,7.0,,,1.0,,,,1.0,,,,18.0,2.0,19.0,3,1.0,32.0,3.0,,,
2021-22,9576077,4,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,,18.0,11.0,29.0,2.0,,1.0,2.0,,2.0,2.0,,,2.0,6.0,4.0,,,,,,,,,,6.0,,82.0,1.0,,,,,10.0,,7.6,,,,,,2.0,,,1.0,,21.0,12.0,33.0,3,,49.0,4.0,2.0,2.0,
2021-22,9576156,5,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,0,,2.0,1.0,,,
2021-22,9576156,5,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,False,,,,11.0,,11.0,1.0,3.0,2.0,,1.0,1.0,1.0,,,2.0,6.0,10.0,,,1.0,,,,,,,1.0,,76.0,,1.0,,,,9.0,,7.0,,,3.0,,1.0,3.0,1.0,,,,15.0,1.0,15.0,4,3.0,34.0,1.0,2.0,2.0,1.0
2021-22,9576163,6,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576163,6,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,,16.0,3.0,19.0,4.0,1.0,5.0,1.0,1.0,,1.0,,,,10.0,4.0,,,1.0,,1.0,,,,,2.0,,90.0,2.0,,,,,10.0,,7.0,,,,,,5.0,,,,,19.0,3.0,22.0,2,,36.0,3.0,2.0,1.0,
2021-22,9576109,7,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,False,,,,9.0,2.0,11.0,5.0,2.0,4.0,,,,2.0,,,1.0,11.0,4.0,,,3.0,,,,,,1.0,,,68.0,1.0,,,,,6.0,,6.6,,,,,,,,,,,13.0,2.0,15.0,1,,26.0,,2.0,,
2021-22,9576185,8,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576185,8,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576117,9,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576117,9,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,1.0,27.0,5.0,32.0,2.0,3.0,6.0,1.0,,1.0,3.0,,,,7.0,7.0,,,2.0,1.0,1.0,,,,,2.0,,90.0,1.0,1.0,,,,7.0,,8.5,,,,,1.0,,1.0,,1.0,,34.0,5.0,38.0,2,1.0,49.0,,3.0,,1.0
2021-22,9576186,10,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576186,10,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,True,,,,4.0,,4.0,1.0,,,,,,1.0,,,,3.0,1.0,,,,,,,,,,1.0,,12.0,,,,,,1.0,,6.5,,,,,,1.0,,,,,4.0,,4.0,0,1.0,6.0,,,,1.0
2021-22,9576419,11,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,5.0,,5.0,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,14.0,2.0,,,,,4.0,,7.5,,,,,,,,,,,6.0,,6.0,2,,11.0,3.0,,,
2021-22,9576419,11,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,1.0,13.0,4.0,17.0,5.0,1.0,1.0,,,,1.0,,,,9.0,6.0,,,2.0,,,,,,1.0,2.0,,76.0,,,,,,5.0,,6.9,,,2.0,,,2.0,,,1.0,,15.0,4.0,19.0,2,1.0,31.0,2.0,3.0,1.0,1.0
2021-22,9576276,12,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,False,,,,9.0,3.0,12.0,2.0,1.0,5.0,,1.0,,2.0,,,,8.0,2.0,,,2.0,,1.0,,,,,1.0,,76.0,2.0,,,,,14.0,,6.8,,,,,,3.0,,,2.0,,18.0,3.0,21.0,2,,31.0,2.0,,1.0,
2021-22,9576276,12,14,Liverpool,Home,1096447,496185,Kaide Gordon,kaide-gordon,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576204,13,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576204,13,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,False,,,2.0,18.0,5.0,23.0,4.0,1.0,3.0,,1.0,2.0,,,,1.0,6.0,8.0,,,1.0,,2.0,,,,,1.0,,81.0,2.0,,,,,15.0,,8.7,,,3.0,,,3.0,,,4.0,,25.0,8.0,33.0,7,1.0,56.0,4.0,3.0,3.0,1.0
2021-22,9576367,14,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576367,14,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,1.0,,,21.0,2.0,22.0,3.0,3.0,7.0,1.0,,,1.0,,,,5.0,11.0,,,1.0,,1.0,,,,,3.0,,88.0,1.0,,,,,11.0,,8.3,,,1.0,,2.0,3.0,1.0,,2.0,,26.0,3.0,28.0,2,3.0,49.0,5.0,2.0,3.0,2.0
2021-22,9576369,15,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,5.0,1.0,6.0,,,2.0,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,22.0,1.0,,,,,6.0,,7.5,,,1.0,,,1.0,,,,,9.0,1.0,10.0,3,,18.0,2.0,,1.0,
2021-22,9576369,15,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,,23.0,3.0,26.0,1.0,2.0,6.0,,1.0,1.0,3.0,,,1.0,6.0,3.0,,,1.0,,,,,,,1.0,,82.0,1.0,,,,,10.0,,6.7,,,2.0,,,,,,,,30.0,4.0,34.0,4,,45.0,1.0,1.0,,
2021-22,9576107,16,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,True,,,,4.0,,4.0,,,1.0,,2.0,,1.0,,,2.0,4.0,,,,,,,,,,,,,32.0,,,,,,5.0,,5.6,,,2.0,,,1.0,,,,,4.0,,4.0,2,,11.0,2.0,,,
2021-22,9576393,17,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,False,,,,13.0,3.0,16.0,1.0,1.0,4.0,,1.0,1.0,2.0,,,4.0,10.0,4.0,,,2.0,,1.0,,,,,1.0,,90.0,3.0,,,,,14.0,,7.4,,,3.0,,,2.0,1.0,,,,21.0,3.0,23.0,7,1.0,41.0,1.0,1.0,1.0,
2021-22,9576093,18,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,,13.0,2.0,15.0,4.0,1.0,4.0,,,,,,,2.0,12.0,5.0,,,3.0,,1.0,,,,,,,89.0,1.0,,,,,16.0,,7.0,,,2.0,,,3.0,1.0,,2.0,,17.0,4.0,20.0,3,3.0,44.0,5.0,1.0,,
2021-22,9576093,18,14,Liverpool,Away,1096447,496185,Kaide Gordon,kaide-gordon,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10114693,19,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,,,,,,,6.7,,,,,,,,,,,1.0,,1.0,1,,2.0,,,,
2021-22,9576144,20,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,1.0,17.0,4.0,21.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,,,2.0,10.0,6.0,,,1.0,,,,,,1.0,1.0,,90.0,,,,,,15.0,,6.8,,,2.0,,,2.0,4.0,,2.0,1.0,28.0,4.0,28.0,3,2.0,45.0,1.0,1.0,1.0,1.0
2021-22,9576392,21,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,,9.0,2.0,11.0,2.0,1.0,4.0,,,,1.0,,,3.0,12.0,2.0,,,4.0,,,,,,,,,69.0,,,,,,24.0,,6.3,,,,,,2.0,,,3.0,1.0,19.0,6.0,25.0,0,,39.0,3.0,1.0,,
2021-22,9576342,22,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,False,,,,25.0,6.0,31.0,5.0,2.0,4.0,,1.0,2.0,1.0,,,,9.0,3.0,,,,,,,,1.0,,,,82.0,2.0,,,,,14.0,,6.5,,,2.0,,,3.0,2.0,,2.0,,35.0,6.0,39.0,6,,54.0,1.0,1.0,,
2021-22,9576342,22,14,Liverpool,Home,1096447,496185,Kaide Gordon,kaide-gordon,F,True,,,,3.0,1.0,4.0,1.0,,,,1.0,,,,,1.0,4.0,1.0,,,1.0,,,,,,,,,8.0,1.0,,,,,2.0,,6.0,,,,,,1.0,,,,,3.0,1.0,4.0,1,1.0,8.0,,,,
2021-22,9576332,23,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,1.0,17.0,4.0,21.0,9.0,4.0,2.0,,,,1.0,,,1.0,17.0,11.0,,,3.0,,,,,,,2.0,,90.0,1.0,,,,1.0,19.0,,7.2,,,,,,6.0,1.0,,2.0,,28.0,6.0,33.0,1,1.0,52.0,2.0,3.0,3.0,1.0
2021-22,9576332,23,14,Liverpool,Away,1096447,496185,Kaide Gordon,kaide-gordon,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576289,24,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,False,,,,10.0,2.0,12.0,2.0,1.0,6.0,,,,,,,,6.0,8.0,,,2.0,,2.0,,,,1.0,2.0,,90.0,2.0,,,,,15.0,,8.8,,,1.0,,1.0,4.0,3.0,,1.0,1.0,22.0,2.0,21.0,3,3.0,42.0,1.0,2.0,2.0,2.0
2021-22,9576300,25,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,True,,,1.0,9.0,1.0,10.0,,,1.0,,,,,,,1.0,4.0,,,,,,,,,,,1.0,,23.0,,,,,,6.0,,6.4,,,1.0,,,3.0,,,1.0,,9.0,1.0,10.0,1,,20.0,1.0,,,
2021-22,9576421,26,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,3.0,,3.0,,1.0,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,28.0,,,,,,2.0,,6.5,,,1.0,,,1.0,,,,,3.0,,3.0,2,,9.0,1.0,,,
2021-22,10144875,27,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,,10.0,3.0,13.0,1.0,1.0,3.0,,,,2.0,,,,4.0,1.0,,,1.0,,1.0,,,,,,,56.0,1.0,,,,,9.0,,7.1,,,,,,,,,,,13.0,5.0,18.0,1,,23.0,2.0,,,
2021-22,9576292,28,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576292,28,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,True,,,,3.0,1.0,4.0,2.0,,2.0,,,,,,,,3.0,,,,1.0,,,,,,,,,11.0,,,,,,2.0,,6.5,,,1.0,,,,1.0,,1.0,,4.0,2.0,5.0,1,,8.0,,,,
2021-22,9576337,29,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,True,,,1.0,4.0,1.0,5.0,,,2.0,,,,2.0,,,1.0,3.0,3.0,,,,,,,,,1.0,,,25.0,,,,,,2.0,,6.7,,,,,,,,,1.0,,4.0,2.0,6.0,0,2.0,14.0,,1.0,,
2021-22,10196718,30,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196718,30,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,True,,,,8.0,5.0,13.0,,,1.0,,1.0,1.0,,,,,1.0,2.0,,,,1.0,,,,,,1.0,,20.0,,,,,,3.0,,6.8,,,1.0,,,2.0,,,,,9.0,5.0,14.0,2,1.0,22.0,,,1.0,1.0
2021-22,9576236,31,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,False,,,,18.0,5.0,23.0,1.0,2.0,4.0,,,,,,,1.0,5.0,4.0,,,1.0,,1.0,,,,,3.0,,90.0,2.0,,,,1.0,14.0,,8.2,,,4.0,,,3.0,,,,,24.0,7.0,31.0,6,,48.0,3.0,1.0,1.0,
2021-22,9576282,32,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,,8.0,,8.0,1.0,,1.0,,1.0,,2.0,,,2.0,6.0,2.0,,,1.0,,1.0,,,,,,,70.0,2.0,,,,,11.0,,6.7,,,,,,,,,3.0,1.0,13.0,2.0,15.0,2,2.0,25.0,2.0,,,1.0
2021-22,10236821,33,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10236821,33,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,,17.0,6.0,23.0,1.0,,1.0,,,,2.0,,,1.0,7.0,2.0,,,1.0,,,,,,,2.0,,90.0,,,,,,14.0,,6.6,,,2.0,,,2.0,1.0,,,,24.0,9.0,32.0,2,1.0,42.0,1.0,1.0,,
2021-22,9576266,34,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,1.0,8.0,1.0,9.0,3.0,,1.0,,,,2.0,,,2.0,8.0,,,,1.0,,1.0,,,,1.0,,,30.0,1.0,,,,,5.0,,6.9,,,1.0,,,1.0,,,1.0,,9.0,1.0,10.0,2,,17.0,1.0,,,
2021-22,9576266,34,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,False,,,,23.0,3.0,26.0,3.0,,2.0,,,,,,,,5.0,4.0,,,,,,,,,,1.0,,82.0,,,,,,12.0,,6.7,,,1.0,,,3.0,,,,,29.0,4.0,33.0,1,2.0,44.0,3.0,1.0,1.0,2.0
2021-22,9576434,35,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,,11.0,2.0,13.0,5.0,1.0,4.0,1.0,1.0,,2.0,,,,9.0,8.0,,,,1.0,,,,,,4.0,,90.0,4.0,,,,,11.0,,7.7,,,1.0,,,4.0,,,1.0,,15.0,4.0,19.0,5,2.0,40.0,3.0,3.0,2.0,
2021-22,9576357,36,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576357,36,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,True,,,,6.0,1.0,7.0,1.0,,1.0,,,,1.0,,,2.0,7.0,,,,1.0,,,,,,,,,25.0,,,,,,6.0,,6.1,,,,,,2.0,,,,,8.0,1.0,9.0,0,,14.0,,,,
2021-22,9576430,37,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,3.0,1.0,4.0,1.0,,2.0,,,,,,,1.0,3.0,1.0,,,1.0,,,,,,,,,25.0,,,,,,4.0,,6.5,,,,,1.0,,,,,,4.0,3.0,7.0,0,,10.0,,1.0,,
2021-22,9576430,37,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,,15.0,4.0,19.0,5.0,1.0,3.0,,,2.0,,,,,7.0,4.0,,,2.0,1.0,,,,,1.0,1.0,,90.0,,,,,,9.0,,7.3,,,2.0,,,,2.0,,,1.0,22.0,5.0,25.0,4,2.0,36.0,1.0,1.0,,1.0
2021-22,9576299,38,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,False,,,,10.0,5.0,15.0,1.0,,4.0,,,3.0,3.0,,,1.0,6.0,2.0,,,1.0,,,,,,,,,58.0,,,,,,10.0,,6.4,,,,,,1.0,1.0,,,,16.0,6.0,21.0,3,1.0,32.0,1.0,,1.0,1.0
