playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,fiftyFifty,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,totalShots,throughBalls,unsuccessfulCrossesOpenPlay,oboxBlocked,substituteOn,successfulCrossesAndCorners,keyPassesAttemptAssists,putthroughBlockedDistributionWon,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,totalFoulsConceded,interceptions,backwardPasses,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,shotsOnTargetIncGoals,expectedGoalsOnTarget,successfulLayoffs,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,totalTouchesInOppositionBox,oboxTarget,blocks,goals,offsides,awayGoals,shotsBlockedInBox,rightFootGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,overruns,goalAssists,foulWonPenalty,unsuccessfulLayoffs,homeGoals,penaltiesTaken,iboxBlocked,penaltyGoals,penaltiesConceded,throwInsToOppositionPlayer,ownGoalScored,lastPlayerTackle,secondGoalAssists,successfulCornersIntoBox,leftFootGoals,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,cornersTakenInclShortCorners,headedGoals,redCards2ndYellow,setPiecesGoals,otherGoals
154043,Ainsley Maitland-Niles,Midfielder,Arsenal,3,England,2021-22,18.0,0.4975,6.0,0.0,,8.0,,23.0,8.0,4.0,2.0,31.0,135.0,,,6.0,1.0,,264.0,3.0,18.0,1.0,2.0,15.0,100.0,,,5.0469,,3.0,4.0,15.0,45.0,,3.0,0.0,36.0,,50.0,23.0,8.0,,,4.0,55.0,3.0,30.0,3.0,0.0,,133.0,1.0,45.0,4.0,4.0,,,20.0,4.0,183.0,1.0,5.0,50.0,,0.0,8.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,3.0,2.0,4.0,1.0,9.0,1.0,4.0,4.0,20.0,1.0,1.0,4.0,0.0683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437742,Albert Sambi Lokonga,Midfielder,Arsenal,3,Belgium,2021-22,43.0,1.1123,26.0,0.0,,22.0,,71.0,19.0,11.0,12.0,95.0,818.0,,,36.0,5.0,,1133.0,20.0,55.0,1.0,8.0,39.0,688.0,,1.0,12.4301,1.0,11.0,12.0,23.0,261.0,,15.0,0.0,98.0,,210.0,72.0,19.0,,,4.0,412.0,11.0,62.0,16.0,0.0,,793.0,4.0,119.0,18.0,3.0,,,235.0,35.0,960.0,3.0,5.0,312.0,,5.0,24.0,32.0,1.0,4.0,16.0,6.0,1.0,4.0,7.0,1.0,18.0,5.0,1.0,1.0,9.0,8.0,12.0,13.0,112.0,3.0,4.0,5.0,0.5958,8.0,0.7585,3.0,7.0,1.0,1.0,5.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450544,Charlie Patino,Midfielder,Arsenal,3,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209289,Emile Smith Rowe,Midfielder,Arsenal,3,England,2021-22,85.0,2.2595,43.0,0.0,,14.0,,88.0,33.0,23.0,21.0,97.0,767.0,,,25.0,3.0,,1920.0,18.0,74.0,4.0,34.0,67.0,657.0,,2.0,28.8709,,10.0,28.0,67.0,229.0,,21.0,1.0,159.0,,164.0,105.0,33.0,,,7.0,475.0,24.0,134.0,7.0,0.0,,756.0,14.0,229.0,7.0,32.0,,,150.0,13.0,1093.0,7.0,2.0,200.0,,1.0,9.0,33.0,1.0,9.0,31.0,4.0,21.0,2.0,12.0,5.0,28.0,17.0,21.0,40.0,46.0,8.0,5.0,15.0,224.0,11.0,2.0,3.0,5.9882,23.0,5.056,26.0,4.0,9.0,9.0,66.0,4.0,1.0,10.0,2.0,5.0,7.0,7.0,,,,1.0,2.0,,1.0,5.0,,7.0,,,,,,,4.0,3.0,18.0,,,25.0,,,,
84450,Granit Xhaka,Midfielder,Arsenal,3,Switzerland,2021-22,110.0,2.2345,58.0,1.0,,32.0,,163.0,27.0,24.0,27.0,203.0,1543.0,,,56.0,5.0,,2331.0,29.0,97.0,4.0,35.0,70.0,1287.0,,4.0,32.2546,1.0,28.0,35.0,81.0,554.0,,19.0,0.0,207.0,,509.0,146.0,27.0,,,14.0,822.0,31.0,151.0,27.0,1.0,,1494.0,10.0,275.0,18.0,19.0,,,244.0,53.0,1862.0,18.0,13.0,527.0,,10.0,40.0,56.0,9.0,11.0,16.0,8.0,16.0,5.0,,9.0,30.0,15.0,7.0,16.0,30.0,11.0,29.0,21.0,236.0,3.0,5.0,14.0,1.6325,5.0,1.3365,19.0,4.0,,,38.0,4.0,6.0,1.0,2.0,0.0,6.0,,1.0,1.0,0.0332,,2.0,,,1.0,,6.0,,1.0,3.0,,,,,1.0,,,3.0,,,,,
493928,Marcelo Flores,Midfielder,Arsenal,3,Mexico,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184029,Martin Ødegaard,Midfielder,Arsenal,3,Norway,2021-22,158.0,5.3916,82.0,0.0,,49.0,,191.0,36.0,43.0,32.0,217.0,1559.0,,,38.0,7.0,,2791.0,23.0,108.0,6.0,48.0,93.0,1299.0,,5.0,37.0255,1.0,10.0,39.0,135.0,270.0,,20.0,1.0,266.0,,403.0,162.0,36.0,,,28.0,878.0,33.0,228.0,15.0,0.0,,1471.0,18.0,376.0,21.0,25.0,,,540.0,43.0,1970.0,8.0,9.0,482.0,,4.0,26.0,48.0,5.0,20.0,33.0,19.0,14.0,12.0,4.0,18.0,73.0,17.0,21.0,41.0,69.0,12.0,27.0,11.0,346.0,12.0,12.0,22.0,4.913,21.0,3.9275,25.0,10.0,4.0,4.0,65.0,10.0,1.0,7.0,3.0,4.0,8.0,1.0,12.0,12.0,0.708,3.0,4.0,,2.0,3.0,,8.0,,2.0,,,,1.0,11.0,5.0,17.0,2.0,,31.0,1.0,,1.0,
439482,Miguel Azeez,Midfielder,Arsenal,3,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153256,Mohamed Elneny,Midfielder,Arsenal,3,Egypt,2021-22,20.0,0.2957,22.0,0.0,,16.0,,27.0,14.0,8.0,8.0,37.0,565.0,,,12.0,,,801.0,6.0,27.0,2.0,12.0,21.0,510.0,,2.0,16.5454,2.0,11.0,17.0,14.0,183.0,,5.0,0.0,47.0,,130.0,51.0,14.0,,,8.0,296.0,15.0,35.0,6.0,0.0,,549.0,2.0,45.0,8.0,,,,187.0,18.0,646.0,,3.0,232.0,,1.0,10.0,15.0,,3.0,5.0,1.0,,3.0,6.0,,7.0,6.0,1.0,,4.0,3.0,5.0,14.0,65.0,,3.0,3.0,0.1592,2.0,0.5344,1.0,2.0,,,3.0,2.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
498046,Salah-Eddine Oulad M'hand,Midfielder,Arsenal,3,Netherlands,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
