playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,successfulCrossesOpenPlay,foulWonPenalty,successfulCrossesAndCorners,penaltiesConceded,throwInsToOppositionPlayer,unsuccessfulCornersIntoBox,lastPlayerTackle,clearancesOffTheLine,redCards2ndYellow,catches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,successfulCornersIntoBox,penaltiesTaken,penaltyGoals,penaltiesSaved,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,goalkeeperSmother,drops,crossesNotClaimed
41792,Aaron Ramsey,Midfielder,Arsenal,3,Wales,2013-14,151.0,12.0,27.0,9.8819,77.0,29.0,23.0,1515.0,10.0,2.0,7.0,8.0,3.0,9.0,9.0,20.0,2.0,130.0,3.0,24.2732,24.0,1.0,4.0,25.0,5.0,159.0,23.0,8.0,1.0,41.0,25.0,71.0,3.0,1494.0,11.0,365.0,65.0,3.0,413.0,27.0,75.0,226.0,1936.0,9.0,1.0,476.0,4.0,33.0,53.0,2.0,4.832,0.0,0.1761,6.0,38.0,204.0,8.0,72.0,20.0,237.0,25.0,1.0,32.0,7.0,8.0,1764.0,7.0,142.0,46.0,1203.0,82.0,12.0,17.0,131.0,389.0,293.0,22.0,3.0,487.0,8.0,12.0,802.0,15.0,1.0,4.0,261.0,12.0,0.0,12.0,30.0,3.0,23.0,6.0,8.0,3.0,12.0,5.3672,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28566,Abou Diaby,Midfielder,Arsenal,3,France,2013-14,,,,,,1.0,1.0,13.0,,,,,1.0,,,,,,,0.6645,,,,,0.0,1.0,1.0,,,,,,,13.0,,2.0,,,5.0,,,3.0,13.0,,,7.0,,,,,0.0048,0.0,,,,2.0,,2.0,,2.0,,,,,,16.0,,,,11.0,,,,,2.0,,,,3.0,,,4.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81880,Alex Oxlade-Chamberlain,Midfielder,Arsenal,3,England,2013-14,46.0,7.0,5.0,2.2514,8.0,2.0,14.0,330.0,2.0,1.0,0.0,4.0,8.0,,,2.0,1.0,39.0,2.0,15.2656,4.0,,3.0,10.0,1.0,26.0,14.0,1.0,1.0,22.0,9.0,32.0,,327.0,6.0,125.0,6.0,,95.0,6.0,21.0,65.0,489.0,1.0,1.0,78.0,1.0,8.0,7.0,,0.8656,0.0,,2.0,11.0,56.0,2.0,24.0,6.0,64.0,8.0,2.0,5.0,1.0,3.0,523.0,3.0,42.0,11.0,245.0,24.0,7.0,12.0,44.0,79.0,88.0,5.0,2.0,91.0,3.0,2.0,190.0,11.0,,3.0,83.0,3.0,0.0,10.0,21.0,3.0,13.0,4.0,4.0,,2.0,1.7224,0.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
158870,Gedion Zelalem,Midfielder,Arsenal,3,United States,2013-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153127,Isaac Hayden,Midfielder,Arsenal,3,Jamaica,2013-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54102,Jack Wilshere,Midfielder,Arsenal,3,England,2013-14,133.0,4.0,8.0,2.253,31.0,30.0,24.0,1219.0,3.0,5.0,2.0,2.0,5.0,2.0,2.0,7.0,4.0,120.0,4.0,28.5704,29.0,,2.0,44.0,0.0,123.0,24.0,1.0,2.0,54.0,19.0,84.0,,1196.0,9.0,333.0,27.0,,354.0,29.0,60.0,152.0,1586.0,3.0,3.0,295.0,,10.0,20.0,1.0,4.4933,0.0,,9.0,17.0,159.0,4.0,59.0,19.0,169.0,17.0,1.0,11.0,5.0,3.0,1719.0,1.0,124.0,35.0,990.0,71.0,5.0,23.0,126.0,330.0,257.0,6.0,1.0,383.0,3.0,4.0,758.0,19.0,,2.0,246.0,4.0,0.0,12.0,45.0,4.0,10.0,6.0,2.0,4.0,10.0,1.7093,6.0,3.0,,3.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
14985,Kim Källström,Midfielder,Arsenal,3,Sweden,2013-14,9.0,1.0,1.0,0.0809,9.0,2.0,3.0,111.0,,,,,2.0,1.0,1.0,1.0,,9.0,,1.5112,,1.0,1.0,,0.0,20.0,3.0,,,1.0,3.0,1.0,,111.0,1.0,26.0,7.0,,35.0,4.0,5.0,15.0,141.0,,,42.0,,3.0,1.0,,0.1144,0.0,,,2.0,17.0,,7.0,1.0,20.0,3.0,,3.0,,,128.0,,11.0,4.0,86.0,5.0,6.0,2.0,8.0,25.0,20.0,2.0,,36.0,,2.0,50.0,2.0,,1.0,17.0,2.0,0.0,1.0,,,1.0,,,2.0,3.0,0.1857,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
18155,Mathieu Flamini,Midfielder,Arsenal,3,France,2013-14,60.0,6.0,6.0,1.1177,39.0,,27.0,1125.0,2.0,1.0,1.0,5.0,9.0,1.0,1.0,14.0,4.0,62.0,1.0,17.288,7.0,2.0,1.0,18.0,0.0,104.0,27.0,1.0,1.0,1.0,1.0,14.0,,1107.0,6.0,132.0,25.0,,300.0,24.0,66.0,142.0,1390.0,3.0,,456.0,,9.0,31.0,,0.5047,1.0,,2.0,12.0,87.0,,41.0,18.0,96.0,1.0,1.0,37.0,4.0,3.0,1604.0,,85.0,22.0,963.0,18.0,50.0,22.0,46.0,331.0,145.0,16.0,1.0,352.0,3.0,14.0,573.0,18.0,,1.0,108.0,23.0,1.0,,5.0,11.0,39.0,6.0,5.0,8.0,12.0,0.9128,8.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
37605,Mesut Özil,Midfielder,Arsenal,3,Germany,2013-14,122.0,6.0,18.0,6.7618,23.0,16.0,26.0,1639.0,5.0,11.0,0.0,3.0,1.0,8.0,8.0,12.0,3.0,93.0,3.0,29.8615,67.0,,3.0,25.0,1.0,111.0,26.0,2.0,2.0,45.0,67.0,79.0,5.0,1608.0,6.0,404.0,16.0,5.0,484.0,9.0,40.0,294.0,2063.0,17.0,1.0,282.0,1.0,17.0,20.0,1.0,6.5194,0.0,0.3321,9.0,24.0,180.0,9.0,95.0,25.0,197.0,24.0,63.0,17.0,7.0,5.0,2149.0,6.0,98.0,42.0,1402.0,102.0,2.0,23.0,110.0,394.0,220.0,7.0,5.0,467.0,5.0,7.0,1196.0,20.0,1.0,3.0,203.0,5.0,0.0,17.0,45.0,2.0,6.0,11.0,3.0,4.0,2.0,5.3243,0.0,9.0,,36.0,,1.0,31.0,,,,,,,,,,,,,24.0,,,,,,,,,,
8758,Mikel Arteta,Midfielder,Arsenal,3,Spain,2013-14,139.0,5.0,4.0,2.4865,105.0,5.0,31.0,2152.0,2.0,,2.0,5.0,4.0,,,41.0,3.0,150.0,2.0,33.3123,19.0,4.0,,36.0,1.0,200.0,31.0,2.0,,5.0,13.0,17.0,4.0,2064.0,3.0,215.0,71.0,4.0,625.0,33.0,143.0,213.0,2563.0,3.0,1.0,869.0,2.0,23.0,40.0,,2.2253,1.0,0.2946,,7.0,147.0,,54.0,27.0,170.0,6.0,1.0,83.0,10.0,2.0,2407.0,,192.0,39.0,1839.0,8.0,54.0,28.0,98.0,668.0,331.0,34.0,0.0,646.0,2.0,34.0,1119.0,25.0,,,248.0,42.0,1.0,1.0,17.0,7.0,63.0,3.0,5.0,11.0,15.0,2.01,3.0,3.0,,6.0,,,1.0,,,,,,,,,,,,1.0,,2.0,2.0,,,,,,,,
