playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throwInsToOppositionPlayer,lastPlayerTackle,redCards2ndYellow,clearancesOffTheLine,successfulLaunches,secondGoalAssists,setPiecesGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,expectedGoalsFreekick,foulWonPenalty,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCornersIntoBox,unsuccessfulCornersIntoBox,penaltiesConceded,headedGoals,ownGoalScored,otherGoals,penaltiesTaken,penaltyGoals
41792,Aaron Ramsey,Midfielder,Arsenal,3,Wales,2018-19,96.0,5.0,2.293,0.0,11.0,13.0,2.0,4.2486,34.0,22.0,5.0,128.0,28.0,6.0,23.0,14.0,139.0,10.0,773.0,4.0,4.0,2.0,5.0,14.0,1.0,34.0,1.0,4.0,5.0,5.0,1327.0,5.0,2.0,21.0,79.0,2.0,33.0,66.0,608.0,78.0,3.0,19.701,19.0,3.0,13.0,6.0,75.0,202.0,20.0,1.0,175.0,6.0,2.0,201.0,89.0,28.0,4.0,1.0,16.0,3.0,11.0,412.0,11.0,10.0,38.0,6.0,141.0,13.0,0.0,760.0,9.0,16.0,230.0,18.0,12.0,1.0,222.0,21.0,9.0,26.0,148.0,1029.0,13.0,10.0,5.0,2.0,227.0,14.0,1.0,3.4024,0.0,11.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154043,Ainsley Maitland-Niles,Midfielder,Arsenal,3,England,2018-19,65.0,1.0,0.9521,1.0,1.0,3.0,,1.1028,33.0,4.0,,78.0,16.0,1.0,,11.0,97.0,17.0,451.0,1.0,1.0,1.0,,5.0,,18.0,2.0,,1.0,2.0,985.0,2.0,,12.0,70.0,2.0,34.0,64.0,340.0,24.0,2.0,17.8048,5.0,11.0,17.0,1.0,53.0,32.0,12.0,0.0,135.0,18.0,0.0,158.0,59.0,16.0,,1.0,11.0,,14.0,201.0,15.0,17.0,31.0,1.0,117.0,6.0,0.0,445.0,1.0,5.0,179.0,22.0,19.0,4.0,161.0,8.0,19.0,14.0,100.0,782.0,98.0,2.0,,7.0,154.0,4.0,,0.902,1.0,19.0,32.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89572,Denis Suárez,Midfielder,Arsenal,3,Spain,2018-19,12.0,,0.0266,0.0,,,,,1.0,,,3.0,4.0,,1.0,,3.0,,34.0,,,,,4.0,,,,,,,67.0,,,,6.0,,2.0,6.0,31.0,,,1.9175,,,1.0,,12.0,7.0,1.0,0.0,18.0,,,4.0,5.0,4.0,,,,,6.0,23.0,1.0,,7.0,,18.0,,0.0,33.0,,,14.0,1.0,4.0,,14.0,,1.0,,9.0,59.0,1.0,,,,8.0,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209289,Emile Smith Rowe,Midfielder,Arsenal,3,England,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84450,Granit Xhaka,Midfielder,Arsenal,3,Switzerland,2018-19,142.0,9.0,3.5241,0.0,9.0,12.0,1.0,3.3227,52.0,20.0,5.0,232.0,29.0,2.0,14.0,29.0,329.0,29.0,2245.0,4.0,1.0,2.0,8.0,,95.0,93.0,7.0,6.0,31.0,2.0,2500.0,2.0,,41.0,161.0,3.0,58.0,109.0,1757.0,9.0,7.0,40.1704,38.0,54.0,37.0,1.0,101.0,636.0,52.0,1.0,303.0,26.0,2.0,718.0,207.0,29.0,6.0,,23.0,4.0,7.0,988.0,34.0,98.0,24.0,1.0,210.0,52.0,0.0,2146.0,8.0,13.0,486.0,29.0,7.0,9.0,539.0,45.0,36.0,159.0,352.0,2784.0,34.0,4.0,8.0,22.0,959.0,29.0,2.0,2.041,10.0,97.0,97.0,4.0,,,,5.0,,2.0,7.0,7.0,,0.4249,,,,,,,,,,,,,,,,21.0,56.0,2.0,,,,,
57249,Henrikh Mkhitaryan,Midfielder,Arsenal,3,Armenia,2018-19,122.0,5.0,4.3084,0.0,17.0,14.0,5.0,4.3451,28.0,32.0,5.0,141.0,25.0,4.0,33.0,19.0,160.0,36.0,796.0,6.0,3.0,3.0,10.0,6.0,46.0,46.0,2.0,2.0,8.0,6.0,1644.0,6.0,6.0,25.0,79.0,3.0,64.0,58.0,616.0,80.0,3.0,25.5909,25.0,11.0,26.0,7.0,97.0,168.0,10.0,1.0,201.0,32.0,3.0,202.0,124.0,25.0,2.0,3.0,6.0,2.0,32.0,447.0,23.0,55.0,57.0,7.0,155.0,21.0,0.0,761.0,18.0,20.0,333.0,22.0,20.0,2.0,238.0,27.0,16.0,20.0,188.0,1197.0,11.0,8.0,10.0,6.0,197.0,18.0,3.0,5.094,1.0,19.0,41.0,,,,,,2.0,,1.0,1.0,1.0,0.0957,,,,,,,,,,,,,,,,2.0,15.0,,1.0,,,,
200089,Joe Willock,Midfielder,Arsenal,3,England,2018-19,5.0,,0.0087,0.0,1.0,,,,1.0,1.0,,2.0,2.0,,1.0,1.0,3.0,,15.0,,,,,1.0,,2.0,,,,,64.0,,,1.0,4.0,,2.0,3.0,11.0,3.0,,2.1932,,,1.0,1.0,4.0,1.0,2.0,0.0,9.0,1.0,,5.0,1.0,2.0,,,1.0,,2.0,10.0,1.0,,4.0,1.0,7.0,1.0,0.0,15.0,1.0,1.0,10.0,,,,5.0,,1.0,1.0,4.0,31.0,,1.0,,1.0,2.0,,,0.1115,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198849,Lucas Torreira,Midfielder,Arsenal,3,Uruguay,2018-19,131.0,2.0,1.599,1.0,6.0,6.0,3.0,1.9528,65.0,19.0,2.0,159.0,34.0,2.0,14.0,24.0,200.0,7.0,1590.0,2.0,,0.0,5.0,10.0,23.0,47.0,5.0,3.0,8.0,1.0,2360.0,1.0,,26.0,175.0,1.0,51.0,154.0,1330.0,25.0,7.0,40.1474,14.0,31.0,38.0,1.0,105.0,429.0,77.0,1.0,306.0,27.0,2.0,415.0,220.0,34.0,3.0,2.0,26.0,,8.0,698.0,37.0,20.0,36.0,1.0,259.0,21.0,1.0,1548.0,13.0,9.0,298.0,39.0,13.0,7.0,508.0,38.0,41.0,60.0,238.0,2056.0,7.0,4.0,5.0,18.0,700.0,29.0,1.0,1.89,7.0,41.0,64.0,,,,,5.0,1.0,,2.0,2.0,1.0,0.1169,,,,,,,,,,,,,,,,5.0,8.0,,,,,,
242166,Mattéo Guendouzi,Midfielder,Arsenal,3,France,2018-19,115.0,1.0,2.3821,0.0,6.0,4.0,3.0,0.991,44.0,10.0,9.0,158.0,33.0,,13.0,23.0,195.0,14.0,1597.0,,,,4.0,10.0,2.0,42.0,3.0,2.0,1.0,2.0,2142.0,2.0,1.0,24.0,147.0,2.0,56.0,129.0,1324.0,14.0,2.0,34.324,17.0,24.0,32.0,2.0,91.0,457.0,62.0,0.0,262.0,24.0,,470.0,167.0,33.0,2.0,,18.0,,9.0,788.0,30.0,14.0,40.0,2.0,220.0,18.0,0.0,1562.0,6.0,5.0,288.0,26.0,23.0,5.0,453.0,24.0,30.0,78.0,217.0,1965.0,6.0,4.0,4.0,9.0,615.0,14.0,2.0,0.5799,9.0,37.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37605,Mesut Özil,Midfielder,Arsenal,3,Germany,2018-19,85.0,8.0,5.0087,0.0,3.0,6.0,1.0,2.2361,12.0,8.0,7.0,118.0,24.0,2.0,28.0,20.0,127.0,13.0,1118.0,5.0,10.0,1.0,1.0,4.0,38.0,18.0,2.0,1.0,18.0,,1741.0,,1.0,13.0,60.0,2.0,22.0,55.0,962.0,63.0,3.0,24.1196,43.0,4.0,24.0,2.0,72.0,287.0,22.0,1.0,145.0,8.0,4.0,303.0,82.0,24.0,1.0,,7.0,5.0,12.0,776.0,22.0,24.0,46.0,2.0,127.0,5.0,0.0,1071.0,2.0,8.0,257.0,5.0,21.0,2.0,306.0,10.0,4.0,29.0,222.0,1384.0,7.0,10.0,1.0,1.0,233.0,2.0,1.0,1.7133,2.0,9.0,23.0,,,,,1.0,4.0,,,,1.0,,,,,,,,,,,,,,,,,11.0,8.0,,,,,,
