playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,savesFromPenalty,totalTouchesInOppositionBox,punches,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalShots,setPiecesGoals,goalAssists,successfulLayoffs,foulWonPenalty,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,substituteOn,successfulCrossesAndCorners,aerialDuelsLost,throwInsToOppositionPlayer,ownGoalScored,homeGoals,rightFootGoals,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,blocks,attemptsFromSetPieces,interceptions,backwardPasses,substituteOff,overruns,unsuccessfulLayoffs,leftFootGoals,lastPlayerTackle,redCards2ndYellow,headedGoals,clearancesOffTheLine,throughBalls,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,handballsConceded,hitWoodwork,putthroughBlockedDistribution,secondGoalAssists,penaltiesTaken,penaltyGoals
9089,Ben Foster,Goalkeeper,Wrexham,109,England,2011-12,3.0,2.0,0.0,57.0,1.0,48.0,12.0,37.0,37.0,510.0,1020.0,363.0,37.0,3.0,10.0,9.0,3330.0,9.0,5.0,1.0,6.0,160.0,2.0,1.0,17.0,7.0,2.0,147.0,35.0,49.0,3.0,74.0,117.0,2.0,0.0,12.0,1.0,892.0,438.0,37.0,3.0,1.0,282.0,44.0,9.0,3.0,0.0,350.0,469.0,530.0,1.0,2.0,204.0,33.0,54.0,1.0,350.0,1447.0,1.0,246.0,228.0,68.0,0.0,498.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18151,Marton Fülöp,Goalkeeper,West Bromwich Albion,35,Hungary,2011-12,1.0,,0.0,,,,,1.0,1.0,10.0,22.0,7.0,,,,,90.0,,1.0,,,5.0,,,2.0,,1.0,3.0,2.0,3.0,1.0,,,,0.0,1.0,,20.0,6.0,1.0,,,8.0,2.0,1.0,,0.0,7.0,10.0,11.0,,,3.0,,2.0,,7.0,28.0,,4.0,4.0,,0.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38219,Luke Daniels,Goalkeeper,Barrow,573,England,2011-12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
