playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goalKicks,savesMadeCaught,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,groundDuels,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,aerialDuels,tacklesLost,aerialDuelsWon,substituteOn,successfulCrossesOpenPlay,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,throughBalls,successfulLayoffs,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,oboxTarget,timesTackled,freekickTotal,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,blocks,attemptsFromSetPieces,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,expectedGoals,overruns,goals,offsides,awayGoals,ownGoalScored,homeGoals,leftFootGoals,unsuccessfulDribbles,hitWoodwork,goalAssists,headedGoals,unsuccessfulLayoffs,lastPlayerTackle,foulWonPenalty,successfulCornersIntoBox,rightFootGoals,unsuccessfulCornersIntoBox,handballsConceded,cornersTakenInclShortCorners,penaltiesTaken,penaltyGoals,secondGoalAssists
9089,Ben Foster,Goalkeeper,Wrexham,109,England,2013-14,1.0,2.0,0.0653,0.0,35.0,2.0,36.0,7.0,24.0,24.0,368.0,1.0,641.0,200.0,18.0,3.0,5.0,2148.0,4.0,5.0,1.0,2.0,4.0,92.0,2.0,5.0,3.0,35.337,90.0,14.0,38.0,1.0,26.0,72.0,1.0,0.0,5.0,2.0,569.0,244.0,24.0,5.0,4.0,146.0,33.0,1.0,5.0,0.0,176.0,304.0,377.0,2.0,1.0,120.0,23.0,46.0,1.0,2.0,181.0,879.0,1.0,231.0,127.0,1.0,36.0,1.0,361.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12086,Boaz Myhill,Goalkeeper,West Bromwich Albion U23,7595,Wales,2013-14,,,0.0382,0.0,24.0,1.0,23.0,6.0,14.0,14.0,164.0,,341.0,123.0,7.0,3.0,2.0,1260.0,7.0,6.0,,,5.0,39.0,,8.0,2.0,16.6657,64.0,11.0,21.0,,16.0,41.0,2.0,0.0,7.0,5.0,306.0,148.0,14.0,1.0,,116.0,15.0,,5.0,0.0,145.0,131.0,167.0,,,60.0,8.0,19.0,,,138.0,512.0,,86.0,61.0,,18.0,0.0,158.0,20.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38219,Luke Daniels,Goalkeeper,Barrow,573,England,2013-14,,,0.0001,0.0,,,1.0,,1.0,,3.0,,4.0,,,,,12.0,,,,,,,,1.0,,0.1407,1.0,2.0,,,,1.0,,0.0,,,4.0,3.0,1.0,,,1.0,,,,0.0,1.0,1.0,3.0,,,,1.0,,,,1.0,8.0,,2.0,,,,0.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
