playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,fiftyFifty,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,homeGoals,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsBlockedInBox,blockedShots,iboxBlocked,substituteOn,backwardPasses,expectedGoals,successfulCrossesOpenPlay,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,throughBalls,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,oboxBlocked,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,throwInsToOppositionPlayer,putthroughBlockedDistributionWon,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,blocks,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,handballsConceded,penaltiesTaken,penaltyGoals,goalAssists,foulWonPenalty,clearancesOffTheLine,hitWoodwork,leftFootGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,headedGoals,ownGoalScored
225321,Aaron Ramsdale,Goalkeeper,Sheffield Utd,49,England,2020-21,4.0,0.1079,4.0,0.0,23.0,1.0,58.0,3.0,38.0,3.0,38.0,577.0,1019.0,0.0,9.0,12.0,5.0,4.0,3420.0,1.0,3.0,16.0,13.0,1.0,1.0,7.0,161.0,2.0,12.0,3.0,56.2757,2.0,119.0,34.0,63.0,1.0,64.0,147.0,5.0,0.0,20.0,0.0,2.0,886.0,350.0,38.0,10.0,2.0,237.0,50.0,8.0,9.0,0.0,229.0,479.0,586.0,1.0,2.0,180.0,44.0,69.0,1.0,2.0,281.0,1386.0,259.0,205.0,1.0,88.0,1.0,574.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487836,Antwoine Hackford,Forward,Sheffield Utd,49,England,2020-21,1.0,0.0001,,0.0,,,,,1.0,,,,1.0,0.0,,1.0,,,10.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,0.0,1.0,0.0,,,1.0,1.0,,,1.0,,,,0.0,,1.0,,,,,,,,,,3.0,,,,,0.0,,,1.0,1.0,1.0,1.0,1.0,0.1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167878,Ben Osborn,Midfielder,Sheffield Utd,49,England,2020-21,85.0,2.0226,51.0,0.0,,33.0,,102.0,24.0,27.0,17.0,141.0,743.0,1.0,,30.0,2.0,,1606.0,1.0,17.0,79.0,4.0,,46.0,66.0,582.0,28.0,,1.0,26.2478,17.0,4.0,13.0,29.0,68.0,230.0,,15.0,0.0,164.0,0.0,,244.0,95.0,24.0,,,418.0,25.0,134.0,13.0,0.0,,734.0,277.0,18.0,19.0,,,112.0,10.0,12.0,20.0,1091.0,17.0,201.0,4.0,,1.0,39.0,39.0,3.0,4.0,3.0,7.0,157.0,1.1375,11.0,4.0,1.5898,5.0,2.0,10.0,41.0,1.0,4.0,1.0,13.0,2.0,17.0,1.0,1.0,5.0,5.0,17.0,2.0,1.0,15.0,7.0,51.0,32.0,1.0,14.0,3.0,6.0,41.0,7.0,1.0,1.0,,,,,,,,,,,,
18867,Billy Sharp,Forward,Sheffield Utd,49,England,2020-21,72.0,0.5542,28.0,0.0,,5.0,,28.0,16.0,14.0,7.0,28.0,112.0,0.0,,40.0,,,730.0,1.0,28.0,35.0,2.0,,8.0,23.0,84.0,32.0,,1.0,14.0863,4.0,,2.0,15.0,44.0,17.0,,14.0,2.0,107.0,3.0,,23.0,14.0,16.0,,,65.0,13.0,67.0,12.0,0.0,,101.0,79.0,1.0,5.0,,,28.0,14.0,,,216.0,,20.0,9.0,,1.0,,3.0,,,,9.0,44.0,3.031,1.0,6.0,3.0398,9.0,1.0,6.0,7.0,3.0,11.0,,,,1.0,3.0,3.0,,,2.0,,3.0,4.0,7.0,7.0,23.0,3.0,6.0,,,,3.0,,,2.0,2.0,,,,,,,,,,
40386,Chris Basham,Defender,Sheffield Utd,49,England,2020-21,138.0,0.9306,96.0,0.0,,69.0,,125.0,31.0,52.0,31.0,182.0,1057.0,0.0,,116.0,2.0,,2586.0,,61.0,172.0,12.0,1.0,37.0,117.0,837.0,47.0,,2.0,42.6674,10.0,11.0,103.0,51.0,77.0,170.0,,28.0,0.0,310.0,0.0,,363.0,158.0,31.0,,,408.0,39.0,194.0,55.0,0.0,,1046.0,274.0,42.0,21.0,,,369.0,25.0,49.0,38.0,1603.0,32.0,473.0,17.0,,5.0,57.0,54.0,2.0,2.0,2.0,,155.0,0.7363,6.0,1.0,0.0511,8.0,,4.0,19.0,,6.0,,,,6.0,1.0,1.0,,11.0,21.0,,,27.0,9.0,19.0,28.0,7.0,8.0,15.0,,58.0,10.0,,2.0,,,1.0,1.0,5.0,1.0,,,,,,
523700,Daniel Jebbison,Forward,Sheffield Utd,49,Canada,2020-21,37.0,0.0593,11.0,0.0,,6.0,,11.0,4.0,4.0,3.0,11.0,35.0,1.0,,26.0,1.0,,284.0,1.0,21.0,17.0,,,6.0,12.0,23.0,5.0,,,3.257,1.0,,,2.0,16.0,10.0,,4.0,1.0,54.0,0.0,,3.0,15.0,4.0,,,16.0,2.0,28.0,5.0,0.0,,35.0,28.0,2.0,2.0,,,9.0,6.0,1.0,1.0,83.0,,8.0,2.0,,0.0,,1.0,1.0,1.0,1.0,1.0,13.0,1.163,,2.0,0.996,3.0,,3.0,1.0,1.0,1.0,,,1.0,,,,,,5.0,1.0,1.0,4.0,2.0,1.0,7.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,
27436,David McGoldrick,Forward,Sheffield Utd,49,Ireland,2020-21,254.0,1.5083,106.0,0.0,,33.0,,208.0,35.0,52.0,28.0,230.0,909.0,2.0,,203.0,3.0,,2401.0,1.0,115.0,201.0,9.0,,34.0,113.0,655.0,95.0,,2.0,35.2102,16.0,,23.0,37.0,139.0,224.0,,33.0,3.0,455.0,6.0,,253.0,78.0,35.0,,,526.0,28.0,252.0,88.0,0.0,,898.0,424.0,21.0,47.0,,,194.0,45.0,2.0,24.0,1421.0,5.0,158.0,24.0,,7.0,22.0,45.0,15.0,20.0,15.0,7.0,238.0,6.9108,5.0,24.0,6.7717,51.0,1.0,25.0,16.0,8.0,17.0,5.0,,9.0,5.0,7.0,7.0,,,16.0,9.0,4.0,12.0,34.0,16.0,78.0,27.0,20.0,3.0,,13.0,12.0,5.0,2.0,,,1.0,,,1.0,2.0,1.0,1.0,0.1546,2.0,
63426,Enda Stevens,Defender,Sheffield Utd,49,Ireland,2020-21,134.0,1.663,74.0,0.0,,59.0,,169.0,30.0,37.0,30.0,259.0,1185.0,0.0,,68.0,4.0,,2700.0,,33.0,124.0,11.0,,60.0,89.0,869.0,45.0,,2.0,46.7544,16.0,15.0,75.0,54.0,101.0,378.0,,10.0,0.0,258.0,0.0,,519.0,168.0,30.0,,,523.0,43.0,190.0,35.0,0.0,,1174.0,443.0,26.0,20.0,,,95.0,33.0,22.0,57.0,1854.0,34.0,414.0,14.0,,6.0,90.0,69.0,2.0,3.0,2.0,,193.0,1.2742,11.0,4.0,0.5907,13.0,,2.0,53.0,,3.0,1.0,,1.0,11.0,3.0,3.0,,24.0,29.0,1.0,,33.0,15.0,53.0,44.0,9.0,12.0,12.0,,171.0,,1.0,1.0,,,1.0,,,,,,,,,
199598,Ethan Ampadu,Defender,Sheffield Utd,49,Wales,2020-21,86.0,1.1127,66.0,0.0,,57.0,,120.0,25.0,40.0,23.0,178.0,1006.0,0.0,,81.0,2.0,,2090.0,,29.0,147.0,10.0,1.0,35.0,95.0,772.0,6.0,,2.0,36.7833,11.0,6.0,83.0,41.0,57.0,236.0,,25.0,0.0,233.0,0.0,,395.0,114.0,25.0,,,406.0,31.0,152.0,52.0,0.0,,988.0,242.0,36.0,13.0,,,280.0,25.0,49.0,56.0,1425.0,26.0,428.0,17.0,,3.0,58.0,64.0,,1.0,,2.0,95.0,0.3153,4.0,2.0,0.3157,6.0,,5.0,10.0,,1.0,1.0,5.0,1.0,6.0,1.0,1.0,2.0,24.0,21.0,1.0,,21.0,2.0,13.0,7.0,4.0,3.0,19.0,3.0,36.0,4.0,1.0,1.0,,,,,,,,,,,,1.0
471848,Femi Seriki,Defender,Sheffield Utd,49,England,2020-21,,,,0.0,,,,,1.0,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
