playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,punches,successfulLaunches,expectedAssists,totalClearances,catches,winningGoal,forwardPasses,recoveries,appearances,gamesPlayed,successfulPassesOppositionHalf,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,gkSuccessfulDistribution,openPlayPasses,substituteOn,totalLossesOfPossession,gkUnsuccessfulDistribution,successfulLongPasses,timePlayed,touches,unsuccessfulLaunches,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,goals,offsides,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,rightFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,shotsOffTargetIncWoodwork,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,successfulCrossesOpenPlay,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,oboxTarget,tacklesLost,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,leftFootGoals,headedGoals,clearancesOffTheLine,secondGoalAssists,penaltiesConceded,penaltiesTaken,penaltyGoals,lastPlayerTackle,savesMade,penaltiesFaced,savesMadeParried,savesMadeFromInsideBox,penaltiesSaved,savesMadeFromOutsideBox,savesMadeCaught,savesFromPenalty,goalkeeperSmother,drops,setPiecesGoals,foulWonPenalty,ownGoalScored
209046,Callum Hudson-Odoi,Forward,Nott'm Forest,17,England,2025-26,0.0,0.0,0.0,,,2.9843,14.0,,1.0,109.0,68.0,30.0,30.0,484.0,71.0,657.0,,,650.0,9.0,248.0,,24.0,1844.0,1005.0,5.0,13.0,15.0,78.0,10.0,10.0,2.6981,14.0,1.0,3.0,3.0,1.0,3.0,6.0,6.0,9.0,5.0,56.0,1.0,5.0,25.6528,40.0,7.0,12.0,3.0,28.0,78.0,50.0,1.0,10.0,7.0,1.0,72.0,12.0,3.0,230.0,8.0,1.0,115.0,2.0,12.0,0.0305,8.0,20.0,58.0,4.0,17.0,21.0,75.0,7.0,12.0,1.0,1.0,13.0,1.0,59.0,27.0,562.0,66.0,1.0,26.0,69.0,246.0,137.0,8.0,2.0,1.0,7.0,21.0,7.0,125.0,3.0,21.0,30.0,2.0,8.0,17.0,3.0,4.0,2.803,,,,,,,,,,,,,,,,,,,,,
60689,Chris Wood,Forward,Nott'm Forest,17,New Zealand,2025-26,0.0,0.0,0.0,,,0.3206,9.0,,0.0,39.0,14.0,15.0,15.0,66.0,49.0,160.0,,,158.0,4.0,75.0,,2.0,906.0,241.0,,1.0,11.0,53.0,,9.0,2.5952,1.0,1.0,3.0,4.0,1.0,,5.0,5.0,39.0,2.0,8.0,,1.0,13.9114,5.0,,6.0,1.0,1.0,1.0,3.0,,14.0,1.0,,35.0,6.0,,46.0,,2.0,45.0,,,,,23.0,48.0,,22.0,11.0,1.0,,65.0,,1.0,,4.0,34.0,6.0,109.0,37.0,,14.0,14.0,40.0,87.0,,2.0,1.0,,12.0,,22.0,26.0,3.0,1.0,4.0,1.0,11.0,,2.0,4.2481,2.0,,,,,,,,,,,,,,,,,,,,
456512,Dan Ndoye,Forward,Nott'm Forest,17,Switzerland,2025-26,0.0,0.0,1.0,,,1.5374,12.0,,1.0,60.0,50.0,24.0,24.0,169.0,61.0,282.0,,,280.0,10.0,179.0,,7.0,1176.0,555.0,1.0,6.0,19.0,80.0,4.0,4.0,0.9376,23.0,1.0,1.0,9.0,0.0,,2.0,2.0,14.0,5.0,58.0,1.0,1.0,15.4967,13.0,4.0,22.0,,20.0,33.0,39.0,,7.0,13.0,,46.0,16.0,3.0,101.0,4.0,,61.0,1.0,8.0,,4.0,11.0,55.0,1.0,6.0,14.0,30.0,5.0,25.0,,1.0,9.0,3.0,69.0,29.0,214.0,52.0,1.0,17.0,66.0,75.0,149.0,14.0,1.0,1.0,10.0,12.0,4.0,124.0,11.0,13.0,13.0,2.0,10.0,11.0,,3.0,1.0617,,1.0,,,,,,,,,,,,,,,,,,,
476887,Dilane Bakwa,Forward,Nott'm Forest,17,France,2025-26,0.0,0.0,1.0,,,1.0138,2.0,,0.0,48.0,28.0,14.0,14.0,111.0,41.0,196.0,,,190.0,8.0,107.0,,2.0,552.0,333.0,3.0,6.0,11.0,37.0,2.0,3.0,0.1808,4.0,2.0,,,,1.0,2.0,2.0,4.0,1.0,26.0,2.0,1.0,11.2332,9.0,1.0,14.0,,13.0,30.0,18.0,,4.0,3.0,,68.0,9.0,7.0,65.0,5.0,,52.0,,6.0,,1.0,7.0,35.0,2.0,9.0,6.0,22.0,12.0,5.0,,1.0,8.0,3.0,27.0,10.0,153.0,22.0,2.0,10.0,33.0,15.0,64.0,1.0,,1.0,1.0,9.0,1.0,59.0,1.0,6.0,8.0,1.0,,7.0,1.0,4.0,0.5493,,,,,,,,,,,,,,,,,,,,,
569014,Eric da Silva Moreira,Forward,Nott'm Forest,17,Germany,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482973,Igor Jesus,Forward,Nott'm Forest,17,Brazil,2025-26,0.0,0.0,2.0,,2.0,1.268,30.0,,4.0,114.0,61.0,37.0,37.0,232.0,125.0,458.0,,,455.0,9.0,298.0,,13.0,2314.0,883.0,1.0,3.0,19.0,241.0,31.0,21.0,4.9858,24.0,1.0,6.0,11.0,5.0,8.0,15.0,15.0,127.0,6.0,74.0,,4.0,34.6029,11.0,23.0,40.0,4.0,28.0,7.0,71.0,,18.0,16.0,,87.0,42.0,,140.0,1.0,2.0,104.0,6.0,3.0,,5.0,39.0,122.0,4.0,35.0,28.0,7.0,,207.0,1.0,,3.0,7.0,154.0,30.0,320.0,124.0,,37.0,114.0,117.0,395.0,7.0,1.0,,8.0,31.0,23.0,188.0,80.0,21.0,11.0,5.0,3.0,23.0,8.0,16.0,6.6441,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,
687076,Lamin Sillah,Forward,Nott'm Forest,17,Gambia,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469130,Lorenzo Lucca,Forward,Nott'm Forest,17,Italy,2025-26,0.0,0.0,0.0,,,0.013,3.0,,0.0,3.0,3.0,4.0,4.0,6.0,7.0,16.0,,,15.0,3.0,15.0,,,127.0,37.0,,,1.0,9.0,,1.0,0.2377,,,1.0,2.0,1.0,,,,4.0,,2.0,,,1.593,1.0,,2.0,,1.0,,4.0,,3.0,,,8.0,1.0,,4.0,,,3.0,,,,,4.0,7.0,,2.0,1.0,,,9.0,,,,,7.0,1.0,9.0,9.0,,1.0,5.0,1.0,16.0,,0.0,,,1.0,,7.0,5.0,,,,1.0,1.0,,,0.7872,,1.0,,,,,,,,,,,,,,,,,,,
503301,Omari Hutchinson,Forward,Nott'm Forest,17,England,2025-26,0.0,0.0,1.0,,1.0,3.9107,8.0,,0.0,107.0,87.0,31.0,31.0,333.0,91.0,538.0,,,524.0,14.0,316.0,,12.0,1684.0,1008.0,6.0,15.0,23.0,132.0,8.0,11.0,2.1913,22.0,3.0,1.0,8.0,0.0,4.0,9.0,9.0,24.0,2.0,86.0,6.0,2.0,19.915,28.0,4.0,24.0,,38.0,107.0,67.0,,6.0,12.0,,189.0,23.0,31.0,202.0,14.0,,142.0,1.0,22.0,,8.0,17.0,76.0,5.0,10.0,17.0,72.0,45.0,29.0,3.0,1.0,28.0,,91.0,47.0,435.0,84.0,,24.0,108.0,40.0,223.0,25.0,1.0,1.0,10.0,22.0,4.0,194.0,5.0,17.0,41.0,,12.0,9.0,4.0,10.0,1.9378,1.0,,,,,,,,,,,,,,,,,,,1.0,
210156,Taiwo Awoniyi,Forward,Nott'm Forest,17,Nigeria,2025-26,0.0,0.0,2.0,,,0.7695,4.0,,0.0,17.0,18.0,17.0,17.0,36.0,15.0,75.0,,,74.0,14.0,54.0,,,481.0,161.0,,,1.0,62.0,1.0,8.0,3.5817,2.0,1.0,4.0,6.0,4.0,,4.0,4.0,41.0,1.0,11.0,,,6.3468,5.0,1.0,7.0,2.0,2.0,1.0,7.0,,6.0,1.0,,13.0,10.0,,24.0,,,24.0,,,,2.0,14.0,15.0,1.0,8.0,3.0,1.0,,50.0,,,,1.0,20.0,5.0,60.0,25.0,,4.0,21.0,21.0,82.0,2.0,0.0,,1.0,3.0,1.0,32.0,9.0,4.0,2.0,1.0,1.0,2.0,,2.0,3.578,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,
