playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesConceded,headedGoals,clearancesOffTheLine,foulWonPenalty,lastPlayerTackle,goalKicks,ownGoalScored,gkSuccessfulDistribution,secondGoalAssists,penaltiesTaken,penaltyGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow,penaltiesSaved,savesFromPenalty,crossesNotClaimed
18428,Chris Eagles,Midfielder,Bolton,30,England,2011-12,159.0,21.0,0.0,42.0,25.0,9.0,44.0,53.0,17.0,195.0,34.0,6.0,47.0,26.0,224.0,71.0,872.0,4.0,1.0,1.0,8.0,56.0,36.0,2.0,49.0,2302.0,4.0,27.0,127.0,9.0,118.0,630.0,24.0,76.0,4.0,2.0,46.0,3.0,6.0,49.0,132.0,163.0,37.0,0.0,286.0,3.0,323.0,177.0,34.0,2.0,8.0,2.0,50.0,490.0,40.0,112.0,95.0,250.0,9.0,0.0,854.0,28.0,30.0,495.0,36.0,37.0,2.0,11.0,217.0,17.0,52.0,29.0,18.0,169.0,1548.0,17.0,17.0,1.0,13.0,207.0,2.0,1.0,29.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15188,Darren Pratley,Midfielder,Bolton,30,England,2011-12,77.0,3.0,0.0,4.0,6.0,,41.0,14.0,2.0,83.0,25.0,,60.0,14.0,93.0,19.0,449.0,1.0,3.0,0.0,11.0,1.0,24.0,,3.0,1271.0,2.0,17.0,70.0,6.0,63.0,339.0,,29.0,,1.0,5.0,2.0,20.0,32.0,60.0,106.0,16.0,0.0,147.0,1.0,117.0,58.0,25.0,,14.0,,8.0,188.0,26.0,19.0,20.0,123.0,7.0,0.0,445.0,8.0,8.0,154.0,27.0,6.0,3.0,,112.0,30.0,25.0,,17.0,114.0,668.0,2.0,7.0,,5.0,171.0,1.0,4.0,10.0,24.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
38328,David N'Gog,Forward,Bolton,30,France,2011-12,274.0,1.0,0.0,16.0,21.0,10.0,39.0,43.0,9.0,239.0,33.0,4.0,57.0,24.0,246.0,17.0,736.0,3.0,15.0,3.0,9.0,,147.0,,1.0,2046.0,10.0,84.0,170.0,9.0,107.0,478.0,,139.0,1.0,2.0,28.0,,27.0,41.0,190.0,186.0,52.0,4.0,444.0,0.0,173.0,69.0,33.0,1.0,7.0,2.0,31.0,388.0,32.0,17.0,111.0,297.0,63.0,0.0,735.0,22.0,18.0,493.0,32.0,16.0,2.0,,225.0,68.0,17.0,,12.0,152.0,1249.0,6.0,20.0,2.0,3.0,103.0,2.0,2.0,7.0,22.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
19958,David Wheater,Defender,Bolton,30,England,2011-12,84.0,,2.0,6.0,4.0,,43.0,13.0,,108.0,24.0,2.0,7.0,24.0,181.0,1.0,584.0,2.0,,0.0,,,92.0,2.0,,2009.0,,38.0,102.0,7.0,48.0,357.0,,35.0,,1.0,6.0,22.0,200.0,39.0,46.0,107.0,4.0,2.0,186.0,2.0,290.0,65.0,24.0,,8.0,,,135.0,32.0,1.0,2.0,94.0,54.0,2.0,580.0,9.0,4.0,199.0,35.0,1.0,34.0,,130.0,28.0,53.0,,46.0,57.0,991.0,,1.0,,69.0,268.0,,1.0,73.0,38.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
80235,Dedryck Boyata,Defender,Bolton,30,Belgium,2011-12,37.0,2.0,0.0,2.0,2.0,,32.0,5.0,4.0,65.0,14.0,,14.0,13.0,100.0,12.0,446.0,1.0,,0.0,1.0,,11.0,,2.0,1123.0,,4.0,53.0,6.0,46.0,329.0,,13.0,46.0,1.0,5.0,7.0,42.0,34.0,33.0,25.0,6.0,0.0,90.0,1.0,262.0,68.0,14.0,,7.0,,4.0,191.0,28.0,12.0,15.0,79.0,7.0,0.0,438.0,3.0,2.0,186.0,25.0,8.0,7.0,,117.0,11.0,34.0,,17.0,42.0,775.0,87.0,2.0,,20.0,157.0,,3.0,35.0,21.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
27696,Fabrice Muamba,Midfielder,Bolton,30,England,2011-12,78.0,,0.0,2.0,5.0,,51.0,10.0,2.0,81.0,20.0,1.0,18.0,18.0,89.0,1.0,366.0,1.0,,1.0,2.0,,39.0,3.0,,1330.0,2.0,22.0,83.0,3.0,66.0,254.0,,11.0,,,6.0,,15.0,20.0,56.0,100.0,8.0,0.0,161.0,0.0,100.0,67.0,20.0,1.0,18.0,,2.0,141.0,17.0,1.0,17.0,122.0,17.0,0.0,365.0,5.0,3.0,118.0,33.0,7.0,2.0,,91.0,28.0,40.0,,23.0,75.0,549.0,,9.0,,7.0,136.0,1.0,2.0,8.0,33.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
28183,Grétar Steinsson,Defender,Bolton,30,Iceland,2011-12,68.0,5.0,0.0,5.0,4.0,2.0,35.0,10.0,2.0,148.0,23.0,,15.0,20.0,212.0,40.0,637.0,1.0,3.0,0.0,3.0,,46.0,2.0,5.0,1882.0,4.0,21.0,71.0,7.0,46.0,390.0,,19.0,65.0,1.0,9.0,17.0,95.0,39.0,47.0,31.0,10.0,0.0,139.0,1.0,319.0,57.0,23.0,1.0,7.0,,4.0,240.0,32.0,41.0,14.0,93.0,25.0,0.0,619.0,6.0,11.0,349.0,28.0,1.0,16.0,,209.0,21.0,42.0,,35.0,78.0,1222.0,182.0,1.0,1.0,48.0,190.0,2.0,6.0,64.0,53.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
9765,Ivan Klasnic,Forward,Bolton,30,Croatia,2011-12,97.0,1.0,1.0,15.0,18.0,1.0,22.0,30.0,10.0,134.0,29.0,4.0,62.0,16.0,148.0,5.0,504.0,8.0,7.0,3.0,13.0,,32.0,,1.0,1497.0,4.0,20.0,57.0,6.0,45.0,332.0,,63.0,,,25.0,,16.0,39.0,77.0,101.0,13.0,2.0,154.0,5.0,133.0,44.0,29.0,,8.0,7.0,8.0,265.0,33.0,5.0,49.0,122.0,12.0,1.0,499.0,12.0,14.0,246.0,14.0,10.0,2.0,2.0,166.0,25.0,14.0,,24.0,104.0,757.0,,10.0,,4.0,92.0,5.0,3.0,14.0,21.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
110578,Jay Lynch,Goalkeeper,Bolton,30,England,2011-12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105322,Joe Riley,Defender,Bolton,30,England,2011-12,12.0,,0.0,1.0,,1.0,9.0,,2.0,30.0,3.0,,3.0,2.0,44.0,5.0,88.0,,,,1.0,,7.0,,,200.0,,4.0,15.0,1.0,12.0,37.0,,1.0,6.0,,,1.0,8.0,4.0,8.0,5.0,,0.0,27.0,,48.0,12.0,3.0,,2.0,,1.0,20.0,3.0,6.0,4.0,20.0,3.0,0.0,87.0,,3.0,62.0,7.0,3.0,,,20.0,,5.0,,7.0,15.0,148.0,13.0,1.0,,7.0,24.0,,0.0,14.0,11.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
