playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,successfulLaunches,savesMade,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,unsuccessfulLayoffs,redCards2ndYellow,clearancesOffTheLine,foulWonPenalty,headedGoals,lastPlayerTackle,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,goalkeeperSmother,drops,setPiecesGoals,ownGoalScored,penaltiesConceded,penaltiesTaken,penaltyGoals
14295,Darren Fletcher,Midfielder,Man Utd,1,Scotland,2013-14,24.0,,1.0,0.0176,8.0,1.0,12.0,669.0,,,,,3.0,,,5.0,1.0,21.0,,1.0,7.7113,7.0,,11.0,0.0,54.0,12.0,,,2.0,3.0,8.0,,657.0,4.0,96.0,6.0,,205.0,3.0,,55.0,56.0,763.0,2.0,,245.0,,23.0,10.0,,1.0,0.6507,0.0,,,5.0,50.0,,16.0,9.0,73.0,3.0,,12.0,3.0,1.0,1.0,779.0,28.0,16.0,541.0,9.0,1.0,10.0,8.0,19.0,194.0,52.0,6.0,,214.0,1.0,2.0,352.0,7.0,,40.0,7.0,0.0,,3.0,1.0,15.0,2.0,,1.0,1.0,0.2594,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
51940,David de Gea,Goalkeeper,Man Utd,1,Spain,2013-14,1.0,,,,,,37.0,892.0,,,,,,,,1.0,9.0,3.0,,3.0,42.8711,1.0,,3.0,0.0,284.0,37.0,,,,,,,445.0,,405.0,,,85.0,,,254.0,,1201.0,,,317.0,,385.0,57.0,,,0.0345,0.0,,,,10.0,,,37.0,395.0,,,3.0,12.0,,,3330.0,5.0,2.0,243.0,,,20.0,43.0,,93.0,6.0,,,714.0,,,180.0,34.0,,3.0,2.0,0.0,,,,,,,201.0,,,1.0,93.0,99.0,288.0,300.0,130.0,19.0,52.0,,,,,,,31.0,45.0,13.0,4.0,14.0,2.0,1.0,,,,,
112139,James Wilson,Forward,Man Utd,1,England,2013-14,3.0,1.0,2.0,0.775,,,1.0,18.0,2.0,,0.0,,,,,2.0,1.0,,,,0.3967,,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,18.0,1.0,6.0,,,4.0,1.0,,,8.0,22.0,,,1.0,,,2.0,,,0.006,0.0,,,3.0,6.0,,3.0,1.0,6.0,,,2.0,,,,64.0,,2.0,12.0,5.0,,,1.0,1.0,4.0,3.0,,2.0,2.0,,,11.0,,1.0,1.0,,0.0,,,,,1.0,,,1.0,1.1611,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,
109322,Jesse Lingard,Midfielder,Man Utd,1,England,2013-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
37642,Jonny Evans,Defender,Man Utd,1,Northern Ireland,2013-14,21.0,1.0,1.0,,19.0,,17.0,805.0,,,,,,1.0,1.0,16.0,5.0,32.0,,1.0,19.1263,3.0,1.0,11.0,0.0,100.0,17.0,,,,2.0,1.0,,777.0,5.0,114.0,17.0,,148.0,2.0,,81.0,33.0,1041.0,2.0,,472.0,,42.0,24.0,,,0.4748,0.0,,,6.0,59.0,,,17.0,101.0,2.0,,51.0,4.0,,,1377.0,67.0,12.0,623.0,15.0,,132.0,20.0,5.0,291.0,88.0,6.0,,333.0,,2.0,232.0,15.0,1.0,37.0,35.0,0.0,2.0,4.0,11.0,25.0,3.0,,24.0,1.0,1.0155,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
43670,Juan Mata,Midfielder,Man Utd,1,Spain,2013-14,129.0,16.0,12.0,,31.0,14.0,28.0,1385.0,6.0,13.0,3.0,,3.0,,,15.0,4.0,96.0,19.0,3.0,,58.0,,41.0,0.0,136.0,28.0,2.0,3.0,14.0,104.0,70.0,,1352.0,12.0,375.0,23.0,5.0,458.0,14.0,45.0,79.0,294.0,1828.0,5.0,,407.0,1.0,31.0,17.0,,8.0,,0.0,,4.0,24.0,126.0,6.0,103.0,25.0,157.0,44.0,69.0,18.0,3.0,,38.0,2064.0,99.0,30.0,1149.0,86.0,,10.0,26.0,114.0,300.0,228.0,9.0,3.0,333.0,,8.0,859.0,22.0,,210.0,3.0,0.0,13.0,24.0,,12.0,15.0,,3.0,6.0,,0.0,1.0,,,,,,,2.0,,,1.0,1.0,,,,,,,,,2.0,,,,
41184,Marouane Fellaini,Midfielder,Man Utd,1,Belgium,2013-14,140.0,8.0,9.0,0.1669,57.0,2.0,19.0,1028.0,,4.0,,,4.0,1.0,1.0,45.0,3.0,82.0,,2.0,1.9692,7.0,1.0,20.0,0.0,118.0,19.0,,,8.0,6.0,40.0,,1009.0,13.0,183.0,42.0,,290.0,42.0,,45.0,158.0,1347.0,4.0,1.0,404.0,4.0,8.0,31.0,,2.0,0.2013,0.0,,1.0,22.0,109.0,1.0,44.0,15.0,117.0,6.0,,113.0,4.0,,2.0,1376.0,150.0,23.0,866.0,48.0,,66.0,16.0,95.0,284.0,290.0,11.0,,296.0,,15.0,509.0,13.0,1.0,177.0,68.0,0.0,11.0,9.0,3.0,33.0,5.0,,3.0,11.0,0.7514,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2404,Michael Carrick,Midfielder,Man Utd,1,England,2013-14,62.0,6.0,5.0,0.8881,61.0,2.0,29.0,2051.0,1.0,,0.0,5.0,3.0,1.0,1.0,12.0,5.0,86.0,,3.0,32.9316,28.0,1.0,22.0,0.0,223.0,29.0,1.0,,1.0,5.0,15.0,,1997.0,6.0,270.0,43.0,,644.0,12.0,,173.0,178.0,2376.0,6.0,,769.0,,45.0,48.0,,2.0,1.6554,0.0,,,11.0,189.0,,32.0,26.0,234.0,5.0,,36.0,10.0,3.0,2.0,2413.0,110.0,44.0,1644.0,14.0,,57.0,30.0,50.0,539.0,172.0,16.0,1.0,690.0,3.0,18.0,1050.0,25.0,1.0,136.0,24.0,0.0,4.0,6.0,10.0,80.0,1.0,5.0,11.0,9.0,0.623,5.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,
106611,Michael Keane,Defender,Man Utd,1,England,2013-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
38530,Nani,Midfielder,Man Utd,1,Portugal,2013-14,48.0,4.0,3.0,0.437,13.0,1.0,11.0,305.0,,3.0,,2.0,4.0,2.0,2.0,9.0,2.0,47.0,2.0,1.0,10.0567,11.0,2.0,9.0,0.0,31.0,11.0,,,13.0,30.0,29.0,,302.0,10.0,148.0,8.0,,109.0,5.0,4.0,5.0,60.0,485.0,6.0,,62.0,1.0,2.0,13.0,,6.0,1.1889,0.0,,2.0,13.0,64.0,,24.0,7.0,66.0,22.0,7.0,13.0,,1.0,9.0,560.0,51.0,15.0,234.0,25.0,,3.0,10.0,39.0,57.0,99.0,4.0,,79.0,1.0,5.0,186.0,8.0,2.0,86.0,4.0,0.0,7.0,25.0,,4.0,6.0,2.0,,1.0,0.7578,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,
14965,Nemanja Vidic,Defender,Man Utd,1,Serbia,2013-14,77.0,3.0,2.0,0.1258,30.0,,25.0,1042.0,,,,,2.0,2.0,2.0,44.0,6.0,39.0,,2.0,23.7235,5.0,3.0,13.0,0.0,129.0,25.0,,,,,1.0,,1011.0,11.0,161.0,22.0,,204.0,32.0,,129.0,91.0,1477.0,8.0,,635.0,1.0,48.0,38.0,,,0.5433,2.0,,2.0,13.0,103.0,,3.0,23.0,151.0,,,151.0,7.0,,,2082.0,146.0,13.0,762.0,32.0,,264.0,25.0,33.0,365.0,223.0,10.0,,382.0,,8.0,256.0,19.0,3.0,72.0,107.0,1.0,3.0,2.0,13.0,47.0,1.0,,40.0,8.0,2.1985,5.0,9.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,
14075,Patrice Evra,Defender,Man Utd,1,France,2013-14,159.0,3.0,9.0,1.2579,79.0,,33.0,1255.0,1.0,12.0,1.0,2.0,,7.0,7.0,58.0,6.0,135.0,,2.0,37.1481,35.0,1.0,31.0,0.0,124.0,33.0,,,22.0,102.0,47.0,,1225.0,7.0,427.0,54.0,,84.0,35.0,,32.0,198.0,2186.0,235.0,2.0,378.0,4.0,25.0,51.0,1.0,28.0,3.0714,0.0,,3.0,16.0,182.0,3.0,13.0,33.0,207.0,102.0,,126.0,10.0,1.0,28.0,2884.0,203.0,56.0,1016.0,65.0,41.0,181.0,36.0,101.0,447.0,362.0,22.0,0.0,526.0,1.0,25.0,698.0,30.0,1.0,236.0,68.0,0.0,15.0,26.0,5.0,50.0,4.0,2.0,24.0,10.0,1.6326,2.0,4.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
76359,Phil Jones,Defender,Man Utd,1,England,2013-14,102.0,2.0,4.0,0.4509,61.0,2.0,26.0,1076.0,1.0,,1.0,1.0,,1.0,1.0,39.0,7.0,92.0,,3.0,29.2075,13.0,1.0,25.0,1.0,114.0,26.0,,,7.0,19.0,18.0,,1051.0,6.0,182.0,45.0,,380.0,29.0,,64.0,135.0,1549.0,57.0,,519.0,1.0,25.0,20.0,,7.0,1.6986,0.0,,,10.0,101.0,2.0,9.0,26.0,126.0,19.0,,93.0,8.0,2.0,7.0,2174.0,146.0,23.0,886.0,22.0,6.0,149.0,27.0,63.0,223.0,248.0,8.0,0.0,338.0,2.0,16.0,438.0,20.0,1.0,155.0,54.0,0.0,3.0,8.0,13.0,55.0,3.0,1.0,22.0,7.0,0.6325,5.0,7.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,
54772,Rafael,Defender,Man Utd,1,Brazil,2013-14,85.0,1.0,2.0,0.1333,42.0,,19.0,666.0,,1.0,,1.0,1.0,1.0,1.0,19.0,3.0,84.0,,2.0,18.142,16.0,,24.0,0.0,78.0,19.0,,,22.0,50.0,33.0,,652.0,4.0,254.0,36.0,,242.0,19.0,,15.0,109.0,1188.0,170.0,1.0,224.0,2.0,21.0,46.0,,10.0,1.4314,0.0,,3.0,6.0,120.0,1.0,4.0,18.0,141.0,50.0,,37.0,4.0,1.0,10.0,1418.0,102.0,32.0,510.0,24.0,16.0,76.0,19.0,66.0,30.0,187.0,6.0,,285.0,1.0,6.0,311.0,16.0,,150.0,18.0,0.0,5.0,19.0,6.0,35.0,9.0,1.0,22.0,9.0,0.2151,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
2034,Rio Ferdinand,Defender,Man Utd,1,England,2013-14,22.0,,,,10.0,,14.0,576.0,,,,,2.0,,,12.0,1.0,13.0,,,14.8804,,,3.0,0.0,64.0,14.0,,,1.0,,6.0,,560.0,,71.0,9.0,,205.0,,,64.0,45.0,722.0,2.0,,349.0,,22.0,14.0,,,0.072,0.0,,,,41.0,,2.0,12.0,63.0,,,28.0,4.0,,,1128.0,29.0,6.0,449.0,1.0,,87.0,15.0,10.0,104.0,51.0,4.0,,222.0,,1.0,164.0,14.0,,23.0,16.0,0.0,,3.0,7.0,19.0,,,17.0,,,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
12297,Robin van Persie,Forward,Man Utd,1,Netherlands,2013-14,126.0,16.0,21.0,10.1774,11.0,2.0,21.0,387.0,12.0,22.0,5.0,4.0,3.0,9.0,9.0,60.0,4.0,35.0,5.0,2.0,23.4715,14.0,12.0,11.0,5.0,38.0,21.0,3.0,7.0,14.0,38.0,41.0,1.0,366.0,25.0,208.0,10.0,1.0,97.0,26.0,20.0,18.0,108.0,659.0,6.0,4.0,78.0,,10.0,7.0,1.0,2.0,1.9238,0.0,0.0964,3.0,46.0,80.0,3.0,34.0,18.0,90.0,11.0,29.0,82.0,2.0,,9.0,1584.0,57.0,14.0,279.0,122.0,2.0,13.0,17.0,66.0,94.0,183.0,9.0,7.0,88.0,,1.0,228.0,13.0,12.0,101.0,22.0,0.0,13.0,15.0,,4.0,8.0,4.0,1.0,10.0,10.5926,2.0,,,,,,,,4.0,,,,2.0,,,,,,,,,,,,2.0,2.0
3,Ryan Giggs,Midfielder,Man Utd,1,Wales,2013-14,41.0,1.0,2.0,0.4864,6.0,2.0,12.0,287.0,,,,1.0,6.0,1.0,1.0,8.0,,14.0,5.0,,5.7528,9.0,,1.0,0.0,30.0,12.0,,,9.0,12.0,20.0,1.0,274.0,2.0,86.0,4.0,1.0,77.0,6.0,3.0,16.0,43.0,389.0,2.0,,103.0,,8.0,7.0,,,0.7774,0.0,0.0618,,4.0,40.0,,14.0,6.0,48.0,8.0,9.0,10.0,,1.0,10.0,503.0,16.0,11.0,223.0,8.0,1.0,6.0,4.0,33.0,69.0,57.0,9.0,,98.0,1.0,2.0,146.0,4.0,,47.0,2.0,0.0,5.0,7.0,1.0,12.0,5.0,1.0,1.0,3.0,0.2801,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
101982,Sam Johnstone,Goalkeeper,Man Utd,1,England,2013-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
83090,Shinji Kagawa,Midfielder,Man Utd,1,Japan,2013-14,60.0,4.0,6.0,1.3254,18.0,7.0,18.0,706.0,,2.0,,1.0,4.0,4.0,4.0,6.0,6.0,35.0,,1.0,13.4609,14.0,3.0,8.0,0.0,52.0,18.0,,,10.0,16.0,43.0,,698.0,4.0,179.0,15.0,,164.0,4.0,,40.0,157.0,900.0,7.0,,220.0,1.0,10.0,20.0,,6.0,2.4148,0.0,,1.0,10.0,82.0,3.0,64.0,14.0,92.0,16.0,,13.0,3.0,2.0,6.0,1170.0,42.0,29.0,574.0,44.0,,5.0,13.0,54.0,233.0,102.0,12.0,,152.0,2.0,3.0,400.0,7.0,3.0,89.0,7.0,0.0,8.0,10.0,,18.0,9.0,1.0,1.0,2.0,1.7399,0.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,
43250,Tom Cleverley,Midfielder,Man Utd,1,England,2013-14,84.0,7.0,5.0,1.3648,49.0,1.0,22.0,1137.0,1.0,,1.0,3.0,4.0,2.0,2.0,17.0,4.0,84.0,1.0,,21.7401,10.0,4.0,30.0,0.0,124.0,22.0,1.0,,4.0,11.0,23.0,,1106.0,3.0,166.0,41.0,,321.0,16.0,1.0,84.0,148.0,1373.0,6.0,,422.0,1.0,23.0,28.0,1.0,1.0,0.8234,0.0,,,8.0,95.0,,43.0,18.0,118.0,10.0,2.0,23.0,4.0,2.0,2.0,1579.0,90.0,27.0,935.0,19.0,1.0,15.0,19.0,67.0,365.0,174.0,15.0,0.0,303.0,2.0,8.0,599.0,15.0,4.0,151.0,6.0,0.0,7.0,5.0,4.0,33.0,6.0,3.0,7.0,7.0,1.0721,3.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
154968,Tom Lawrence,Forward,Man Utd,1,Wales,2013-14,8.0,2.0,,,1.0,,1.0,43.0,,,,2.0,,,,,1.0,4.0,,,0.3967,2.0,,1.0,0.0,5.0,1.0,,,3.0,,7.0,1.0,43.0,,13.0,1.0,1.0,5.0,1.0,,,18.0,58.0,,,7.0,,,1.0,,,0.0485,0.0,0.059,,,6.0,,7.0,1.0,6.0,,,,,,,70.0,4.0,1.0,37.0,2.0,,,1.0,8.0,18.0,12.0,,,2.0,,,30.0,,,12.0,,0.0,1.0,2.0,,2.0,1.0,2.0,,1.0,0.1075,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
