playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,successfulLaunches,savesMade,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,unsuccessfulLayoffs,redCards2ndYellow,clearancesOffTheLine,foulWonPenalty,headedGoals,lastPlayerTackle,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,goalkeeperSmother,drops,setPiecesGoals,ownGoalScored,penaltiesConceded,penaltiesTaken,penaltyGoals
154976,Adnan Januzaj,Midfielder,Man Utd,1,Belgium,2013-14,154.0,19.0,12.0,2.8016,22.0,9.0,27.0,598.0,4.0,3.0,3.0,9.0,12.0,3.0,3.0,18.0,4.0,134.0,7.0,2.0,22.6365,28.0,10.0,61.0,2.0,83.0,27.0,2.0,2.0,47.0,65.0,101.0,2.0,590.0,16.0,361.0,17.0,2.0,142.0,31.0,9.0,23.0,139.0,1122.0,3.0,2.0,105.0,6.0,17.0,17.0,2.0,19.0,2.9007,0.0,0.1577,24.0,28.0,93.0,3.0,31.0,15.0,110.0,50.0,19.0,21.0,1.0,5.0,30.0,1640.0,137.0,30.0,465.0,71.0,1.0,9.0,18.0,136.0,150.0,291.0,13.0,1.0,167.0,5.0,5.0,413.0,14.0,10.0,270.0,3.0,0.0,27.0,51.0,2.0,15.0,7.0,9.0,4.0,6.0,2.6084,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
50004,Alexander Büttner,Defender,Man Utd,1,Netherlands,2013-14,31.0,3.0,,,16.0,,8.0,259.0,,,,1.0,3.0,,,11.0,3.0,29.0,,1.0,6.782,3.0,2.0,8.0,0.0,30.0,8.0,,,4.0,19.0,10.0,,250.0,2.0,71.0,12.0,,9.0,7.0,,4.0,59.0,412.0,38.0,,106.0,,12.0,16.0,,4.0,0.2327,0.0,,1.0,2.0,18.0,,1.0,5.0,30.0,19.0,,20.0,1.0,,4.0,497.0,38.0,7.0,225.0,6.0,5.0,21.0,7.0,20.0,108.0,69.0,1.0,,83.0,,4.0,127.0,4.0,2.0,49.0,9.0,0.0,2.0,5.0,2.0,7.0,,1.0,14.0,5.0,0.2188,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
39725,Anders Lindegaard,Goalkeeper,Man Utd,1,Denmark,2013-14,,,,,,,1.0,29.0,,,,,,,,,,,,,1.0731,,,,0.0,9.0,1.0,,,,,,,13.0,,18.0,,,1.0,,,8.0,,39.0,,,6.0,,16.0,1.0,,,0.0019,0.0,,,,1.0,,,1.0,17.0,,,,1.0,,,90.0,,,4.0,,,,,,2.0,,,,26.0,,,6.0,,,,,0.0,,,,,,,11.0,,,0.0,1.0,4.0,11.0,11.0,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,
27258,Anderson,Midfielder,Man Utd,1,Brazil,2013-14,13.0,,1.0,0.0625,5.0,1.0,4.0,118.0,,1.0,,,2.0,,,3.0,1.0,7.0,,,2.0932,4.0,,1.0,0.0,7.0,4.0,,,1.0,,5.0,,118.0,1.0,30.0,5.0,,37.0,5.0,,10.0,10.0,144.0,,,24.0,,3.0,6.0,,,0.3027,0.0,,1.0,2.0,17.0,,6.0,2.0,20.0,,,4.0,,1.0,,155.0,8.0,6.0,88.0,1.0,1.0,3.0,2.0,10.0,32.0,21.0,1.0,,39.0,1.0,,74.0,1.0,,17.0,1.0,0.0,,1.0,,3.0,2.0,,,1.0,0.0697,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
20695,Antonio Valencia,Defender,Man Utd,1,Ecuador,2013-14,168.0,3.0,6.0,1.9673,50.0,3.0,29.0,1054.0,2.0,5.0,1.0,1.0,9.0,2.0,2.0,56.0,5.0,98.0,,,18.7496,24.0,2.0,23.0,1.0,125.0,29.0,2.0,,33.0,85.0,59.0,,1048.0,7.0,348.0,36.0,,441.0,38.0,,23.0,246.0,1563.0,72.0,2.0,282.0,,19.0,21.0,1.0,17.0,2.8592,1.0,,9.0,13.0,136.0,3.0,50.0,20.0,155.0,85.0,,90.0,7.0,2.0,17.0,1940.0,132.0,42.0,876.0,54.0,6.0,23.0,22.0,112.0,70.0,300.0,21.0,1.0,297.0,2.0,14.0,634.0,17.0,2.0,210.0,34.0,0.0,24.0,28.0,7.0,39.0,3.0,1.0,13.0,16.0,1.934,6.0,2.0,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,
18892,Ashley Young,Defender,Man Utd,1,England,2013-14,66.0,1.0,6.0,1.3048,13.0,2.0,20.0,455.0,2.0,7.0,0.0,1.0,7.0,2.0,2.0,9.0,3.0,44.0,9.0,,10.1228,15.0,,19.0,0.0,51.0,20.0,2.0,,20.0,92.0,39.0,,440.0,10.0,258.0,9.0,,69.0,18.0,17.0,26.0,128.0,759.0,11.0,,97.0,2.0,13.0,18.0,,6.0,1.8441,0.0,,11.0,16.0,81.0,1.0,19.0,13.0,94.0,72.0,39.0,20.0,3.0,2.0,16.0,1030.0,55.0,36.0,335.0,36.0,,12.0,16.0,57.0,116.0,121.0,18.0,2.0,142.0,2.0,4.0,280.0,13.0,,101.0,11.0,0.0,29.0,13.0,1.0,10.0,8.0,1.0,6.0,6.0,0.7011,4.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
51922,Ben Amos,Goalkeeper,Man Utd,1,England,2013-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
43020,Chicharito,Forward,Man Utd,1,Mexico,2013-14,47.0,3.0,11.0,4.6963,5.0,2.0,24.0,210.0,4.0,10.0,2.0,1.0,18.0,5.0,5.0,18.0,,23.0,,,9.5193,10.0,2.0,14.0,1.0,17.0,24.0,1.0,2.0,7.0,13.0,23.0,,197.0,7.0,98.0,4.0,,57.0,6.0,,11.0,64.0,338.0,,1.0,44.0,,1.0,4.0,,,0.9059,0.0,,3.0,18.0,28.0,3.0,34.0,6.0,29.0,13.0,,22.0,1.0,2.0,,839.0,27.0,3.0,170.0,56.0,,2.0,9.0,29.0,50.0,74.0,1.0,2.0,39.0,2.0,1.0,137.0,9.0,2.0,52.0,4.0,0.0,6.0,5.0,1.0,3.0,3.0,1.0,,,5.0703,2.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
55909,Chris Smalling,Defender,Man Utd,1,England,2013-14,58.0,2.0,3.0,0.4212,43.0,,25.0,988.0,1.0,4.0,1.0,,4.0,2.0,2.0,29.0,6.0,71.0,,1.0,24.3763,11.0,2.0,16.0,0.0,105.0,25.0,,,5.0,15.0,9.0,,974.0,8.0,225.0,30.0,,362.0,19.0,,70.0,112.0,1497.0,107.0,,432.0,2.0,36.0,41.0,,10.0,0.8111,0.0,,2.0,11.0,135.0,,4.0,21.0,171.0,15.0,,93.0,8.0,,10.0,1938.0,135.0,26.0,747.0,30.0,14.0,180.0,25.0,29.0,133.0,193.0,8.0,0.0,381.0,,13.0,395.0,19.0,2.0,100.0,64.0,0.0,7.0,14.0,16.0,27.0,2.0,,32.0,4.0,1.2719,2.0,9.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,
50175,Danny Welbeck,Forward,Man Utd,1,England,2013-14,107.0,10.0,19.0,9.6174,17.0,,25.0,523.0,9.0,1.0,6.0,,10.0,9.0,9.0,19.0,4.0,68.0,,,21.682,12.0,10.0,31.0,3.0,64.0,25.0,7.0,2.0,28.0,1.0,68.0,,503.0,17.0,185.0,15.0,,120.0,11.0,,13.0,144.0,835.0,1.0,1.0,106.0,2.0,2.0,12.0,1.0,1.0,0.7202,0.0,,6.0,36.0,64.0,1.0,53.0,15.0,66.0,1.0,,30.0,1.0,1.0,1.0,1459.0,79.0,22.0,444.0,83.0,,19.0,22.0,88.0,141.0,186.0,15.0,3.0,118.0,1.0,2.0,352.0,18.0,10.0,156.0,11.0,0.0,5.0,21.0,,23.0,7.0,,1.0,2.0,7.3506,2.0,,,,,,,,5.0,,,2.0,,,,,,,,,,,,,,
