playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throughBalls,substituteOn,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,substituteOff,hitWoodwork,shotsOnTargetOutsideBox,oboxTarget,headedGoals,foulWonPenalty,unsuccessfulLayoffs,shotsBlockedInBox,iboxBlocked,ownGoalScored,leftFootGoals,freekickTotal,attemptsFromSetPieces,secondGoalAssists,expectedGoalsFreekick,penaltiesConceded,penaltiesTaken,penaltyGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,drops
214590,Aaron Wan-Bissaka,Defender,Man Utd,1,DR Congo,2020-21,126.0,13.0,2.1446,93.0,0.0,1.0,4.0,2.0,1.5426,88.0,6.0,226.0,34.0,4.0,1.0,56.0,34.0,272.0,47.0,1805.0,2.0,1.0,1.0,1.0,75.0,13.0,13.0,2.0,3060.0,2.0,37.0,174.0,2.0,94.0,136.0,1506.0,36.0,18.0,3.0,34.7108,27.0,9.0,61.0,36.0,89.0,97.0,14.0,1.0,300.0,48.0,1.0,672.0,182.0,34.0,2.0,34.0,26.0,831.0,34.0,47.0,47.0,225.0,38.0,0.0,1794.0,2.0,15.0,425.0,54.0,34.0,17.0,773.0,31.0,62.0,27.0,263.0,2656.0,259.0,1.0,32.0,715.0,18.0,2.0,0.9471,3.0,46.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152590,Alex Telles,Defender,Man Utd,1,Brazil,2020-21,36.0,2.0,1.1137,17.0,0.0,1.0,1.0,1.0,0.0458,14.0,4.0,47.0,9.0,2.0,,7.0,8.0,70.0,27.0,458.0,,1.0,,1.0,31.0,1.0,12.0,1.0,691.0,1.0,14.0,36.0,2.0,10.0,19.0,374.0,3.0,3.0,,8.4627,10.0,,18.0,11.0,22.0,134.0,4.0,0.0,72.0,5.0,,185.0,45.0,9.0,,7.0,4.0,220.0,9.0,43.0,9.0,41.0,17.0,0.0,448.0,3.0,8.0,132.0,7.0,3.0,2.0,24.0,4.0,16.0,14.0,115.0,686.0,67.0,1.0,6.0,180.0,3.0,,0.1557,0.0,23.0,18.0,1.0,1.0,28.0,8.0,16.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493250,Amad Diallo,Forward,Man Utd,1,Cote d’Ivoire,2020-21,18.0,,0.2179,8.0,0.0,,1.0,1.0,0.1909,3.0,1.0,8.0,3.0,1.0,3.0,6.0,2.0,11.0,,63.0,,,,,3.0,,,,167.0,,2.0,13.0,,3.0,12.0,50.0,1.0,,,2.1212,1.0,,1.0,3.0,16.0,6.0,4.0,0.0,31.0,1.0,,17.0,13.0,3.0,,,9.0,29.0,3.0,,14.0,28.0,1.0,0.0,63.0,,,32.0,3.0,5.0,1.0,20.0,2.0,,2.0,20.0,104.0,,,3.0,23.0,1.0,,0.0304,0.0,3.0,7.0,1.0,1.0,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
449434,Anthony Elanga,Forward,Man Utd,1,Sweden,2020-21,13.0,1.0,0.0298,2.0,0.0,,1.0,2.0,0.6008,4.0,2.0,12.0,2.0,,,,2.0,13.0,1.0,53.0,1.0,1.0,1.0,,5.0,,1.0,,156.0,,4.0,12.0,,2.0,11.0,38.0,6.0,,,2.2554,1.0,,1.0,2.0,9.0,14.0,4.0,0.0,25.0,,0.0,9.0,9.0,2.0,,2.0,4.0,28.0,2.0,1.0,6.0,20.0,1.0,0.0,52.0,1.0,,30.0,2.0,3.0,1.0,8.0,2.0,1.0,2.0,22.0,92.0,,,,13.0,,,0.4458,0.0,1.0,5.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
148225,Anthony Martial,Forward,Man Utd,1,France,2020-21,106.0,1.0,1.8194,68.0,1.0,10.0,21.0,3.0,6.7273,2.0,33.0,74.0,22.0,3.0,21.0,39.0,17.0,75.0,7.0,481.0,4.0,15.0,1.0,3.0,42.0,1.0,1.0,13.0,1485.0,13.0,25.0,81.0,2.0,29.0,64.0,402.0,117.0,,2.0,16.3753,14.0,,8.0,19.0,81.0,165.0,27.0,0.0,187.0,14.0,3.0,80.0,33.0,22.0,3.0,1.0,24.0,311.0,17.0,7.0,61.0,145.0,17.0,1.0,476.0,12.0,17.0,197.0,1.0,36.0,3.0,95.0,15.0,1.0,4.0,141.0,770.0,2.0,3.0,,96.0,7.0,4.0,6.6574,0.0,1.0,14.0,2.0,5.0,,,,11.0,,4.0,4.0,1.0,4.0,4.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,
180804,Axel Tuanzebe,Defender,Man Utd,1,DR Congo,2020-21,15.0,,0.0237,7.0,0.0,,,1.0,,13.0,,22.0,9.0,,,5.0,4.0,30.0,,263.0,,,,,11.0,,,,402.0,,5.0,21.0,,4.0,15.0,216.0,,,,5.1307,,,15.0,8.0,10.0,74.0,2.0,0.0,36.0,2.0,,81.0,30.0,9.0,,6.0,2.0,60.0,8.0,,3.0,25.0,6.0,0.0,260.0,,1.0,37.0,7.0,,5.0,86.0,6.0,3.0,17.0,22.0,327.0,6.0,,3.0,173.0,4.0,,,2.0,8.0,18.0,,5.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
232937,Brandon Williams,Defender,Man Utd,1,England,2020-21,7.0,1.0,0.0759,6.0,0.0,,1.0,,0.2993,,1.0,16.0,4.0,,,1.0,2.0,19.0,,123.0,,,,,2.0,,1.0,1.0,187.0,1.0,2.0,5.0,,4.0,5.0,102.0,2.0,4.0,,2.4194,1.0,,4.0,3.0,5.0,12.0,3.0,0.0,12.0,1.0,,54.0,12.0,4.0,,,2.0,41.0,3.0,,3.0,10.0,,0.0,122.0,,,29.0,,2.0,,41.0,2.0,1.0,2.0,16.0,167.0,15.0,,2.0,64.0,1.0,,0.2301,0.0,3.0,14.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141746,Bruno Fernandes,Midfielder,Man Utd,1,Portugal,2020-21,217.0,15.0,9.6706,130.0,0.0,37.0,51.0,3.0,18.343,57.0,84.0,377.0,37.0,12.0,47.0,64.0,35.0,458.0,78.0,2111.0,18.0,3.0,9.0,30.0,59.0,9.0,41.0,10.0,3105.0,10.0,43.0,147.0,2.0,108.0,131.0,1511.0,124.0,1.0,3.0,33.2173,83.0,2.0,27.0,36.0,174.0,560.0,52.0,7.0,364.0,38.0,9.0,627.0,162.0,37.0,16.0,27.0,22.0,1220.0,34.0,125.0,59.0,305.0,16.0,0.0,2004.0,33.0,34.0,723.0,30.0,23.0,,542.0,43.0,26.0,142.0,382.0,2848.0,39.0,30.0,7.0,474.0,28.0,,16.1008,6.0,81.0,82.0,12.0,2.0,59.0,22.0,28.0,12.0,3.0,23.0,23.0,1.0,,5.0,7.0,7.0,,1.0,16.0,16.0,2.0,1.2652,1.0,10.0,9.0,,,,,,,,,,,,
200617,Daniel James,Midfielder,Man Utd,1,Wales,2020-21,64.0,2.0,0.7917,29.0,0.0,8.0,6.0,6.0,1.6473,15.0,9.0,53.0,15.0,1.0,2.0,12.0,11.0,54.0,18.0,288.0,3.0,4.0,0.0,3.0,20.0,3.0,2.0,2.0,911.0,2.0,15.0,45.0,2.0,22.0,40.0,233.0,39.0,,,8.4164,9.0,,5.0,7.0,49.0,76.0,14.0,1.0,109.0,9.0,3.0,52.0,45.0,15.0,2.0,6.0,12.0,170.0,5.0,18.0,21.0,89.0,5.0,0.0,286.0,3.0,9.0,122.0,9.0,11.0,1.0,78.0,14.0,,1.0,82.0,461.0,2.0,3.0,,66.0,8.0,,2.2317,3.0,1.0,15.0,,4.0,,,,7.0,,1.0,1.0,,,,5.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,
51940,David de Gea,Goalkeeper,Man Utd,1,Spain,2020-21,1.0,,0.0083,2.0,0.0,,,,,,,4.0,26.0,,,2.0,26.0,123.0,,501.0,,,,,6.0,9.0,,,2295.0,,1.0,8.0,3.0,,3.0,296.0,,,4.0,28.0848,,13.0,14.0,32.0,,122.0,3.0,0.0,9.0,,,263.0,130.0,26.0,,,,28.0,29.0,,,3.0,5.0,0.0,285.0,,,128.0,,1.0,,116.0,,,82.0,,674.0,,,63.0,350.0,,,,0.0,119.0,44.0,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,20.0,172.0,2.0,4.0,6.0,60.0,225.0,35.0,16.0,40.0,
