playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throughBalls,substituteOn,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,substituteOff,hitWoodwork,shotsOnTargetOutsideBox,oboxTarget,headedGoals,foulWonPenalty,unsuccessfulLayoffs,shotsBlockedInBox,iboxBlocked,ownGoalScored,leftFootGoals,freekickTotal,attemptsFromSetPieces,secondGoalAssists,expectedGoalsFreekick,penaltiesConceded,penaltiesTaken,penaltyGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,drops
172649,Dean Henderson,Goalkeeper,Man Utd,1,England,2020-21,1.0,,0.0042,,0.0,,,,,1.0,,6.0,13.0,,,,12.0,84.0,,258.0,,,,,7.0,4.0,,,1125.0,,,8.0,,1.0,1.0,146.0,,,,11.5421,,10.0,7.0,12.0,1.0,61.0,,0.0,9.0,,,141.0,89.0,13.0,,,,14.0,12.0,,,2.0,7.0,0.0,141.0,,,84.0,1.0,,,56.0,,,28.0,,382.0,,,40.0,160.0,,,,3.0,78.0,21.0,,1.0,,,,,,,,,,,,,,,,,,,,,,8.0,16.0,94.0,4.0,,4.0,40.0,134.0,26.0,8.0,23.0,1.0
180184,Donny van de Beek,Midfielder,Man Utd,1,Netherlands,2020-21,29.0,,0.8191,24.0,0.0,,1.0,,0.9144,15.0,2.0,34.0,19.0,1.0,6.0,11.0,4.0,38.0,,273.0,1.0,,0.0,,7.0,,,,513.0,,5.0,31.0,2.0,18.0,29.0,229.0,27.0,,2.0,7.9126,2.0,,6.0,12.0,24.0,69.0,6.0,0.0,60.0,9.0,1.0,60.0,38.0,19.0,1.0,5.0,3.0,129.0,10.0,,11.0,53.0,2.0,0.0,267.0,1.0,3.0,60.0,10.0,8.0,1.0,90.0,5.0,6.0,6.0,54.0,370.0,2.0,,2.0,106.0,5.0,,0.3692,1.0,4.0,8.0,,15.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
40720,Edinson Cavani,Forward,Man Utd,1,Uruguay,2020-21,63.0,1.0,1.6136,47.0,0.0,7.0,15.0,1.0,6.2426,12.0,27.0,75.0,26.0,3.0,19.0,26.0,13.0,76.0,3.0,336.0,10.0,6.0,6.0,1.0,28.0,3.0,1.0,4.0,1368.0,4.0,18.0,41.0,1.0,13.0,31.0,248.0,68.0,,,13.7975,11.0,1.0,11.0,18.0,45.0,95.0,13.0,2.0,104.0,2.0,4.0,44.0,41.0,26.0,3.0,4.0,6.0,179.0,17.0,3.0,16.0,76.0,10.0,0.0,329.0,12.0,6.0,127.0,8.0,6.0,,108.0,21.0,6.0,12.0,89.0,499.0,3.0,1.0,,82.0,11.0,2.0,8.0402,4.0,1.0,14.0,2.0,13.0,,,,5.0,,1.0,1.0,6.0,,3.0,6.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,
197365,Eric Bailly,Defender,Man Utd,1,Cote d’Ivoire,2020-21,27.0,,0.0641,22.0,0.0,1.0,,1.0,,5.0,1.0,43.0,12.0,,,12.0,10.0,66.0,,562.0,,,,,41.0,3.0,,,915.0,,17.0,37.0,1.0,5.0,13.0,476.0,4.0,,1.0,13.719,,6.0,36.0,17.0,10.0,122.0,4.0,0.0,64.0,2.0,,197.0,73.0,12.0,,,,155.0,16.0,,,23.0,24.0,0.0,552.0,1.0,,75.0,5.0,4.0,11.0,220.0,10.0,13.0,20.0,23.0,663.0,1.0,,16.0,341.0,4.0,1.0,0.1048,3.0,23.0,40.0,,2.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
101582,Fred,Midfielder,Man Utd,1,Brazil,2020-21,154.0,,2.0991,115.0,0.0,9.0,7.0,4.0,1.6307,81.0,16.0,172.0,30.0,,12.0,57.0,27.0,222.0,9.0,1806.0,1.0,1.0,1.0,8.0,23.0,8.0,,1.0,2395.0,1.0,14.0,144.0,3.0,81.0,135.0,1486.0,15.0,2.0,1.0,22.691,25.0,5.0,21.0,25.0,140.0,589.0,30.0,0.0,298.0,40.0,0.0,523.0,228.0,30.0,,42.0,6.0,895.0,22.0,9.0,36.0,275.0,9.0,0.0,1756.0,9.0,7.0,307.0,39.0,24.0,9.0,492.0,45.0,45.0,98.0,202.0,2233.0,6.0,8.0,16.0,689.0,35.0,1.0,1.7867,5.0,50.0,74.0,5.0,3.0,,,,9.0,,5.0,5.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
465527,Hannibal Mejbri,Midfielder,Man Utd,1,Tunisia,2020-21,2.0,,0.0004,2.0,0.0,,,,,,,,1.0,,,1.0,,,,3.0,,,,,,,,,8.0,,,2.0,,,2.0,3.0,,,,0.2755,,,,,2.0,,1.0,0.0,4.0,,,1.0,,1.0,,,2.0,1.0,,,2.0,4.0,,0.0,3.0,,,2.0,,1.0,,,,,,2.0,8.0,,,,2.0,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95658,Harry Maguire,Defender,Man Utd,1,England,2020-21,106.0,1.0,0.6238,86.0,0.0,9.0,10.0,1.0,1.39,29.0,27.0,188.0,34.0,1.0,,43.0,34.0,283.0,2.0,2227.0,2.0,1.0,1.0,,179.0,13.0,1.0,7.0,3048.0,7.0,44.0,203.0,3.0,14.0,68.0,1792.0,53.0,,4.0,34.0441,6.0,7.0,122.0,36.0,62.0,829.0,31.0,0.0,309.0,5.0,1.0,795.0,199.0,34.0,,12.0,6.0,700.0,33.0,2.0,12.0,130.0,135.0,0.0,2166.0,17.0,4.0,315.0,17.0,8.0,23.0,526.0,40.0,60.0,152.0,77.0,2626.0,13.0,,34.0,1245.0,20.0,1.0,2.2796,11.0,95.0,101.0,,,,,,1.0,1.0,1.0,1.0,2.0,,,9.0,9.0,,,,,,,,,,,,,,,,,,,,,
43670,Juan Mata,Midfielder,Man Utd,1,Spain,2020-21,17.0,,0.7165,14.0,0.0,1.0,4.0,,1.3799,1.0,4.0,31.0,9.0,2.0,3.0,5.0,6.0,41.0,4.0,286.0,1.0,2.0,1.0,1.0,3.0,,4.0,2.0,509.0,2.0,2.0,8.0,,10.0,7.0,239.0,13.0,,,5.4699,6.0,,3.0,6.0,15.0,57.0,4.0,1.0,25.0,3.0,0.0,59.0,25.0,9.0,,1.0,1.0,167.0,6.0,9.0,7.0,22.0,1.0,0.0,279.0,,3.0,65.0,,2.0,,99.0,1.0,3.0,6.0,71.0,341.0,,1.0,5.0,82.0,,,1.0348,0.0,10.0,14.0,2.0,3.0,8.0,3.0,5.0,5.0,,1.0,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,
6744,Lee Grant,Goalkeeper,Man Utd,1,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106760,Luke Shaw,Defender,Man Utd,1,England,2020-21,125.0,20.0,6.0284,83.0,0.0,2.0,6.0,3.0,1.0804,44.0,9.0,212.0,32.0,5.0,3.0,44.0,30.0,241.0,67.0,1609.0,1.0,3.0,1.0,1.0,66.0,10.0,57.0,4.0,2655.0,4.0,28.0,146.0,1.0,79.0,108.0,1339.0,66.0,37.0,4.0,31.1642,67.0,,39.0,33.0,97.0,675.0,28.0,0.0,271.0,25.0,0.0,523.0,187.0,32.0,,16.0,20.0,839.0,32.0,132.0,41.0,205.0,38.0,0.0,1587.0,3.0,17.0,488.0,28.0,36.0,9.0,110.0,42.0,20.0,29.0,301.0,2417.0,225.0,1.0,8.0,586.0,20.0,1.0,0.5605,8.0,29.0,58.0,,2.0,97.0,31.0,60.0,3.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
176297,Marcus Rashford,Forward,Man Utd,1,England,2020-21,194.0,8.0,3.1439,97.0,0.0,21.0,37.0,16.0,9.0476,18.0,58.0,190.0,37.0,9.0,51.0,35.0,33.0,213.0,27.0,1189.0,11.0,27.0,6.0,10.0,44.0,7.0,8.0,12.0,2928.0,12.0,19.0,167.0,2.0,57.0,142.0,941.0,187.0,2.0,4.0,34.2434,34.0,1.0,10.0,39.0,175.0,369.0,42.0,2.0,361.0,20.0,5.0,233.0,111.0,37.0,8.0,9.0,81.0,767.0,37.0,28.0,131.0,317.0,25.0,0.0,1181.0,21.0,34.0,471.0,9.0,82.0,2.0,186.0,25.0,8.0,35.0,401.0,1791.0,17.0,10.0,7.0,217.0,17.0,1.0,8.922,4.0,23.0,29.0,1.0,4.0,1.0,,1.0,11.0,1.0,14.0,14.0,,2.0,5.0,11.0,11.0,,3.0,5.0,5.0,,0.2779,,,,,,,,,,,,,,,
220688,Mason Greenwood,Forward,Man Utd,1,England,2020-21,107.0,6.0,2.2751,52.0,0.0,21.0,24.0,14.0,3.9062,13.0,46.0,91.0,31.0,2.0,22.0,24.0,21.0,107.0,24.0,714.0,7.0,4.0,3.0,10.0,20.0,4.0,6.0,11.0,1824.0,11.0,14.0,75.0,1.0,23.0,69.0,581.0,112.0,1.0,3.0,23.142,12.0,1.0,1.0,23.0,93.0,97.0,20.0,4.0,182.0,9.0,4.0,109.0,79.0,31.0,2.0,3.0,30.0,435.0,22.0,24.0,59.0,162.0,6.0,0.0,707.0,22.0,16.0,241.0,10.0,36.0,,263.0,17.0,5.0,26.0,245.0,1040.0,1.0,10.0,4.0,178.0,6.0,,6.1489,2.0,16.0,33.0,2.0,10.0,4.0,,,14.0,3.0,6.0,6.0,1.0,,5.0,11.0,11.0,,4.0,,,1.0,,,,,,,,,,,,,,,,
250370,Nathan Bishop,Goalkeeper,Man Utd,1,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62398,Nemanja Matic,Midfielder,Man Utd,1,Serbia,2020-21,54.0,1.0,1.4896,32.0,0.0,2.0,3.0,,0.6549,25.0,4.0,79.0,20.0,,7.0,19.0,12.0,99.0,3.0,1016.0,,,,1.0,29.0,4.0,1.0,,1101.0,,10.0,67.0,1.0,21.0,48.0,864.0,9.0,,2.0,15.7937,8.0,2.0,9.0,18.0,44.0,333.0,6.0,0.0,121.0,14.0,,291.0,116.0,20.0,,14.0,4.0,463.0,17.0,3.0,12.0,92.0,19.0,0.0,980.0,1.0,3.0,131.0,11.0,17.0,5.0,287.0,14.0,22.0,53.0,105.0,1186.0,3.0,1.0,8.0,455.0,11.0,,0.2913,2.0,20.0,32.0,1.0,8.0,,,,1.0,,3.0,3.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
74208,Paul Pogba,Midfielder,Man Utd,1,France,2020-21,167.0,2.0,1.7886,83.0,0.0,9.0,11.0,5.0,2.505,36.0,22.0,182.0,26.0,3.0,23.0,40.0,21.0,227.0,19.0,1333.0,3.0,4.0,3.0,2.0,88.0,5.0,2.0,3.0,1896.0,3.0,33.0,173.0,,44.0,118.0,1009.0,63.0,,3.0,23.8442,23.0,1.0,37.0,26.0,134.0,374.0,38.0,2.0,340.0,22.0,0.0,359.0,148.0,26.0,2.0,10.0,21.0,690.0,26.0,20.0,71.0,252.0,55.0,0.0,1307.0,11.0,9.0,385.0,26.0,44.0,2.0,397.0,41.0,26.0,97.0,203.0,1781.0,4.0,2.0,2.0,418.0,25.0,,2.7948,3.0,45.0,48.0,4.0,5.0,,,,4.0,,5.0,5.0,,2.0,1.0,7.0,7.0,,1.0,,,,,2.0,,,,,,,,,,,,,,
195851,Scott McTominay,Midfielder,Man Utd,1,Scotland,2020-21,116.0,2.0,0.741,55.0,0.0,11.0,8.0,1.0,2.0536,51.0,15.0,124.0,32.0,1.0,10.0,29.0,24.0,168.0,10.0,1297.0,4.0,1.0,0.0,5.0,80.0,7.0,2.0,3.0,2127.0,3.0,31.0,167.0,2.0,43.0,118.0,1061.0,33.0,,3.0,23.7106,16.0,3.0,43.0,25.0,85.0,261.0,42.0,0.0,283.0,25.0,4.0,403.0,154.0,32.0,2.0,27.0,9.0,618.0,23.0,10.0,26.0,203.0,49.0,0.0,1265.0,7.0,8.0,248.0,24.0,26.0,10.0,471.0,47.0,29.0,68.0,162.0,1698.0,8.0,5.0,7.0,513.0,23.0,,2.1212,3.0,44.0,53.0,,8.0,,,,4.0,,1.0,1.0,1.0,,,6.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,
472464,Shola Shoretire,Forward,Man Utd,1,England,2020-21,1.0,,0.0066,,0.0,,,,,,,1.0,2.0,,,,,1.0,,6.0,,,,,2.0,,,,9.0,,1.0,1.0,,1.0,,5.0,,,,0.2755,,,,,,3.0,,0.0,2.0,,,,1.0,2.0,,,,4.0,,,,,1.0,0.0,6.0,,,3.0,,,,,,,,3.0,10.0,,,,1.0,,,,0.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184667,Victor Lindelöf,Defender,Man Utd,1,Sweden,2020-21,73.0,,0.6896,59.0,0.0,,1.0,1.0,0.169,22.0,4.0,108.0,29.0,1.0,,36.0,29.0,190.0,1.0,1866.0,1.0,1.0,0.0,,101.0,10.0,,,2586.0,,37.0,96.0,3.0,18.0,32.0,1614.0,8.0,5.0,3.0,27.5648,5.0,7.0,95.0,30.0,36.0,466.0,8.0,0.0,169.0,8.0,1.0,655.0,145.0,29.0,1.0,12.0,2.0,540.0,27.0,1.0,5.0,68.0,64.0,0.0,1832.0,3.0,1.0,211.0,10.0,2.0,14.0,678.0,24.0,31.0,62.0,67.0,2114.0,10.0,,28.0,1136.0,8.0,1.0,0.5889,0.0,82.0,87.0,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
461566,Will Fish,Defender,Man Utd,1,England,2020-21,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
