playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throughBalls,goals,offsides,awayGoals,iboxTarget,shotsOnTargetInBox,rightFootGoals,leftFootGoals,shotsOffTargetIncWoodwork,unsuccessfulCornersIntoBox,handballsConceded,foulWonPenalty,cornersTakenInclShortCorners,unsuccessfulLayoffs,homeGoals,headedGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,hitWoodwork,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,secondGoalAssists,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,clearancesOffTheLine,redCards2ndYellow,ownGoalScored,otherGoals
214590,Aaron Wan-Bissaka,Defender,Man Utd,1,DR Congo,2023-24,61.0,4.0,1.3812,0.0,2.0,1.0,3.0,0.0194,42.0,1.0,114.0,22.0,2.0,2.0,20.0,142.0,10.0,832.0,1.0,2.0,40.0,3.0,1.0,4.0,1781.0,19.0,89.0,4.0,1.0,41.0,68.0,677.0,24.0,9.0,4.0,34.3234,10.0,5.0,54.0,34.0,1.0,42.0,120.0,9.0,0.0,150.0,14.0,285.0,94.0,22.0,1.0,17.0,1.0,9.0,368.0,30.0,10.0,18.0,1.0,110.0,21.0,0.0,825.0,3.0,204.0,25.0,17.0,15.0,279.0,17.0,41.0,13.0,148.0,1271.0,129.0,4.0,1.0,22.0,326.0,14.0,0.1111,4.0,28.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493105,Alejandro Garnacho,Forward,Man Utd,1,Argentina,2023-24,188.0,7.0,2.9099,0.0,40.0,28.0,1.0,6.1,22.0,60.0,149.0,36.0,4.0,26.0,30.0,172.0,49.0,834.0,10.0,6.0,32.0,2.0,3.0,7.0,2573.0,25.0,130.0,4.0,,74.0,123.0,643.0,267.0,,3.0,47.1213,42.0,1.0,12.0,39.0,30.0,163.0,218.0,54.0,1.0,318.0,24.0,139.0,106.0,36.0,3.0,7.0,,63.0,440.0,35.0,51.0,112.0,30.0,286.0,7.0,0.0,829.0,53.0,408.0,15.0,48.0,2.0,173.0,20.0,18.0,19.0,304.0,1445.0,6.0,18.0,10.0,15.0,229.0,15.0,8.3859,4.0,23.0,54.0,2.0,7.0,15.0,3.0,18.0,18.0,3.0,3.0,32.0,2.0,2.0,2.0,4.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
451302,Altay Bayindir,Goalkeeper,Man Utd,1,Turkey,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493250,Amad Diallo,Forward,Man Utd,1,Cote d’Ivoire,2023-24,39.0,,0.4831,0.0,3.0,4.0,1.0,0.2329,10.0,7.0,19.0,9.0,1.0,3.0,3.0,20.0,,167.0,2.0,6.0,10.0,,2.0,,388.0,6.0,29.0,1.0,,5.0,25.0,144.0,29.0,,1.0,6.5713,9.0,,6.0,6.0,1.0,33.0,18.0,4.0,0.0,68.0,2.0,25.0,14.0,9.0,2.0,7.0,,10.0,106.0,5.0,1.0,24.0,1.0,58.0,4.0,0.0,166.0,1.0,53.0,3.0,11.0,1.0,74.0,5.0,1.0,3.0,50.0,258.0,2.0,3.0,2.0,1.0,41.0,3.0,0.518,1.0,1.0,6.0,,1.0,,0.0,1.0,1.0,,1.0,3.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
202641,André Onana,Goalkeeper,Man Utd,1,Cameroon,2023-24,3.0,,0.0972,0.0,,,,,2.0,,15.0,38.0,,,38.0,407.0,,1374.0,,,17.0,9.0,,,3420.0,3.0,21.0,5.0,1.0,2.0,7.0,761.0,,,7.0,62.1687,3.0,44.0,24.0,58.0,,,255.0,4.0,0.0,24.0,,778.0,287.0,38.0,,2.0,,,120.0,53.0,,,,7.0,14.0,0.0,1108.0,1.0,417.0,,1.0,,340.0,1.0,,206.0,1.0,1750.0,,,,165.0,847.0,,,5.0,392.0,87.0,1.0,,,,,,,,,,,,,,,,37.0,48.0,162.0,5.0,7.0,13.0,149.0,5.0,5.0,1.0,230.0,71.0,51.0,98.0,,,,,,,,,,,,
148225,Anthony Martial,Forward,Man Utd,1,France,2023-24,33.0,,0.1512,0.0,1.0,4.0,,1.1507,4.0,5.0,27.0,13.0,,9.0,5.0,28.0,,137.0,,8.0,27.0,,1.0,,445.0,19.0,20.0,,,7.0,12.0,108.0,19.0,,,8.2115,6.0,,3.0,6.0,1.0,14.0,37.0,6.0,0.0,53.0,4.0,31.0,9.0,13.0,1.0,3.0,,2.0,78.0,6.0,,12.0,1.0,26.0,8.0,0.0,131.0,1.0,56.0,1.0,2.0,,27.0,3.0,,1.0,42.0,195.0,,5.0,,,31.0,1.0,1.2236,0.0,1.0,4.0,,1.0,3.0,1.0,2.0,2.0,1.0,,1.0,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
467169,Antony,Forward,Man Utd,1,Brazil,2023-24,111.0,4.0,1.9415,0.0,17.0,16.0,1.0,3.4827,40.0,26.0,104.0,29.0,1.0,12.0,15.0,112.0,12.0,561.0,6.0,14.0,25.0,,11.0,4.0,1323.0,23.0,100.0,,1.0,51.0,98.0,438.0,64.0,,5.0,26.194,21.0,1.0,8.0,26.0,11.0,88.0,52.0,32.0,0.0,211.0,28.0,134.0,96.0,29.0,11.0,19.0,,33.0,325.0,26.0,12.0,52.0,11.0,186.0,2.0,0.0,554.0,13.0,206.0,21.0,26.0,1.0,222.0,19.0,12.0,11.0,153.0,899.0,15.0,12.0,6.0,3.0,128.0,13.0,3.3763,5.0,8.0,24.0,3.0,1.0,2.0,0.0,4.0,4.0,,1.0,10.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
141746,Bruno Fernandes,Midfielder,Man Utd,1,Portugal,2023-24,180.0,12.0,10.2251,0.0,27.0,41.0,2.0,11.6225,68.0,68.0,281.0,35.0,8.0,45.0,35.0,394.0,83.0,1911.0,13.0,,48.0,7.0,23.0,52.0,3119.0,27.0,136.0,4.0,,105.0,115.0,1365.0,108.0,1.0,7.0,56.8243,106.0,7.0,47.0,52.0,14.0,153.0,459.0,28.0,5.0,316.0,43.0,645.0,200.0,35.0,23.0,30.0,,21.0,1088.0,48.0,171.0,56.0,14.0,268.0,21.0,0.0,1777.0,43.0,695.0,38.0,19.0,6.0,407.0,41.0,27.0,152.0,400.0,2687.0,21.0,2.0,13.0,32.0,481.0,30.0,10.0022,9.0,113.0,68.0,30.0,10.0,13.0,5.0,8.0,8.0,7.0,2.0,27.0,74.0,,,151.0,2.0,5.0,1.0,,,,,,,,,,,,,,,3.0,39.0,11.0,11.0,2.0,0.7081,5.0,4.0,,,,
61256,Casemiro,Midfielder,Man Utd,1,Brazil,2023-24,132.0,3.0,1.2229,0.0,11.0,9.0,,0.6693,83.0,28.0,167.0,25.0,2.0,9.0,24.0,244.0,10.0,1406.0,6.0,1.0,65.0,5.0,3.0,3.0,1985.0,23.0,144.0,3.0,1.0,59.0,102.0,1083.0,46.0,,4.0,33.2888,14.0,6.0,66.0,34.0,5.0,109.0,320.0,10.0,0.0,276.0,41.0,526.0,133.0,25.0,3.0,27.0,2.0,8.0,502.0,31.0,10.0,25.0,5.0,211.0,42.0,0.0,1372.0,6.0,300.0,56.0,9.0,33.0,417.0,30.0,18.0,79.0,143.0,1822.0,,6.0,6.0,27.0,663.0,25.0,3.4919,7.0,77.0,73.0,4.0,1.0,6.0,0.0,5.0,5.0,1.0,,19.0,,,,,,1.0,,,,6.0,,,,,,,,6.0,,,,,,1.0,1.0,,0.0148,,,2.0,,,
80607,Christian Eriksen,Midfielder,Man Utd,1,Denmark,2023-24,52.0,4.0,2.3417,0.0,5.0,4.0,,0.2918,18.0,8.0,91.0,22.0,2.0,13.0,12.0,120.0,15.0,754.0,4.0,10.0,9.0,,3.0,11.0,1139.0,7.0,25.0,3.0,,24.0,23.0,601.0,12.0,,1.0,20.6401,25.0,1.0,12.0,27.0,1.0,45.0,254.0,3.0,0.0,77.0,11.0,204.0,86.0,22.0,3.0,5.0,,3.0,381.0,24.0,32.0,17.0,1.0,68.0,2.0,0.0,726.0,8.0,182.0,13.0,3.0,6.0,154.0,7.0,4.0,33.0,142.0,920.0,3.0,7.0,4.0,8.0,264.0,7.0,0.9805,1.0,29.0,28.0,5.0,1.0,1.0,0.0,,,1.0,,4.0,16.0,,,26.0,,1.0,,,,,,,,,,,,,,,,,8.0,2.0,2.0,,0.1375,,,,,,
504598,Daniel Gore,Midfielder,Man Utd,1,England,2023-24,,,,0.0,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,1.0,,2.0,,,,2.0,,,,,,,,,,,,,1.0,0.0,2.0,,,,1.0,,,,,,,,,,2.0,,0.0,,,,1.0,,,,,1.0,,,3.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461537,Dermot Mee,Goalkeeper,Man Utd,1,Northern Ireland,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
