playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,totalTackles,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,substituteOn,aerialDuels,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,totalLossesOfPossession,tacklesWon,leftsidePasses,totalFoulsConceded,backwardPasses,touches,substituteOff,successfulPassesOwnHalf,foulAttemptedTackle,yellowCards,unsuccessfulPassesOwnHalf,blockedShots,totalShots,goalKicks,successfulLaunches,shotsBlockedInBox,iboxBlocked,gkSuccessfulDistribution,shotsOffTargetIncWoodwork,successfulLongPasses,unsuccessfulLaunches,expectedGoals,unsuccessfulLongPasses,shotsOnTargetIncGoals,expectedGoalsOnTarget,unsuccessfulCrossesOpenPlay,goals,awayGoals,unsuccessfulLayoffs,keyPassesAttemptAssists,homeGoals,headedGoals,unsuccessfulCrossesAndCorners,successfulCrossesOpenPlay,expectedGoalsFreekick,throughBalls,goalAssists,successfulLayoffs,oboxBlocked,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,successfulCornersIntoBox,penaltiesTaken,oboxTarget,rightFootGoals,leftFootGoals,freekickTotal,cornersWon,successfulDribbles,blocks,attemptsFromSetPieces,interceptions,unsuccessfulCornersIntoBox,penaltyGoals,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,overruns,offsides,iboxTarget,shotsOnTargetInBox,throwInsToOppositionPlayer,foulWonPenalty,punches,savesMade,savesMadeFromOutsideBox,savesMadeParried,savesMadeFromInsideBox
550864,Leny Yoro,Defender,Man Utd,1,France,2026-27,4.0,0.0228,0.0,2.0,2.0,2.0,,2.0,24.0,2.0,1.0,22.0,1.0,2.0,1.0,,2.0,21.0,1.0,1.4177,1.0,2.0,3.0,2.0,,0.0,6.0,,4.0,1.0,2.0,1.0,1.0,13.0,1.0,2.0,5.0,,0.0,24.0,4.0,1.0,9.0,1.0,9.0,32.0,,9.0,1.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
221820,Lisandro Martínez,Defender,Man Utd,1,Argentina,2026-27,6.0,0.0594,0.0,,5.0,2.0,2.0,10.0,136.0,,9.0,180.0,3.0,6.0,1.0,,,120.0,1.0,3.5786,7.0,4.0,3.0,47.0,,0.0,12.0,,42.0,8.0,2.0,,,35.0,3.0,1.0,3.0,6.0,0.0,126.0,11.0,,37.0,,10.0,153.0,,91.0,,0.0,4.0,,1.0,5.0,,,,5.0,1.0,6.0,1.0,0.0267,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,
106760,Luke Shaw,Defender,Man Utd,1,England,2026-27,7.0,0.502,0.0,6.0,19.0,3.0,3.0,21.0,150.0,,6.0,252.0,1.0,11.0,,3.0,6.0,126.0,6.0,4.0875,7.0,4.0,6.0,51.0,1.0,0.0,18.0,1.0,55.0,6.0,3.0,2.0,2.0,78.0,4.0,3.0,12.0,5.0,0.0,150.0,35.0,4.0,17.0,2.0,27.0,216.0,2.0,57.0,2.0,1.0,6.0,,1.0,,,,,,1.0,3.0,,0.0211,2.0,,,3.0,,,,4.0,,,4.0,5.0,,,1.0,,,,,6.0,,,,,,,1.0,,3.0,,4.0,,,18.0,,,1.0,,,,4.0,,,,,,
176297,Marcus Rashford,Forward,Man Utd,1,England,2026-27,9.0,0.2063,0.0,3.0,18.0,3.0,2.0,21.0,81.0,1.0,3.0,195.0,2.0,15.0,,5.0,14.0,57.0,13.0,1.6239,1.0,1.0,7.0,29.0,5.0,0.0,24.0,2.0,18.0,8.0,3.0,2.0,4.0,40.0,1.0,4.0,21.0,1.0,0.0,80.0,36.0,1.0,6.0,1.0,28.0,121.0,2.0,21.0,,0.0,4.0,,4.0,,,,,,2.0,3.0,1.0,0.2566,3.0,2.0,0.3605,7.0,,,1.0,8.0,,,7.0,1.0,0.0275,,,2.0,,,1.0,1.0,,,1.0,,,1.0,3.0,6.0,,1.0,,,,1.0,,,1.0,2.0,1.0,1.0,,,,,,,
184341,Mason Mount,Midfielder,Man Utd,1,England,2026-27,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430871,Matheus Cunha,Forward,Man Utd,1,Brazil,2026-27,15.0,0.4182,0.0,2.0,8.0,3.0,3.0,9.0,77.0,,6.0,230.0,6.0,6.0,,1.0,6.0,68.0,15.0,3.5505,,3.0,9.0,24.0,4.0,0.0,21.0,,15.0,6.0,3.0,,3.0,46.0,3.0,7.0,15.0,1.0,0.0,77.0,28.0,2.0,20.0,1.0,18.0,118.0,3.0,22.0,1.0,0.0,,2.0,5.0,,,1.0,1.0,,3.0,,,0.4669,1.0,2.0,0.2113,4.0,,,,3.0,,,4.0,,,3.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,4.0,,1.0,,,2.0,2.0,,1.0,,,,,
230001,Noussair Mazraoui,Defender,Man Utd,1,Morocco,2026-27,5.0,0.0722,0.0,2.0,3.0,3.0,1.0,5.0,90.0,2.0,5.0,98.0,3.0,4.0,1.0,3.0,2.0,83.0,3.0,3.3443,3.0,4.0,2.0,12.0,,0.0,9.0,1.0,23.0,3.0,3.0,1.0,1.0,56.0,3.0,1.0,4.0,2.0,0.0,90.0,16.0,1.0,30.0,1.0,25.0,121.0,1.0,29.0,,0.0,1.0,,1.0,,,,,,1.0,2.0,,0.2243,2.0,,,5.0,,,,2.0,,,5.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,8.0,,,1.0,,,,2.0,,,,,,
596777,Patrick Dorgu,Defender,Man Utd,1,Denmark,2026-27,7.0,0.0406,0.0,2.0,6.0,3.0,1.0,7.0,25.0,2.0,8.0,75.0,2.0,8.0,1.0,,2.0,17.0,9.0,3.8813,2.0,5.0,5.0,8.0,,0.0,15.0,,4.0,1.0,3.0,1.0,1.0,14.0,4.0,2.0,7.0,6.0,0.0,25.0,15.0,1.0,5.0,4.0,8.0,48.0,1.0,4.0,2.0,1.0,1.0,,5.0,,,,,,4.0,1.0,,0.6535,1.0,1.0,0.301,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,1.0,1.0,2.0,,,,,,
465247,Senne Lammens,Goalkeeper,Man Utd,1,Belgium,2026-27,,0.0008,0.0,,,3.0,3.0,14.0,58.0,,2.0,270.0,,2.0,1.0,,,36.0,,5.5052,4.0,6.0,,8.0,,0.0,2.0,,33.0,28.0,3.0,,,4.0,5.0,,,2.0,0.0,51.0,14.0,,17.0,,,87.0,,40.0,,0.0,3.0,,,3.0,2.0,,,18.0,,8.0,10.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,1.0,3.0,8.0
576628,Shea Lacey,Forward,Man Utd,1,England,2026-27,,0.0033,0.0,,1.0,1.0,,1.0,5.0,1.0,,10.0,,,,,,3.0,,,,,,,,0.0,,,1.0,1.0,1.0,,,3.0,,,,,0.0,5.0,2.0,,4.0,,,7.0,,1.0,,0.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166989,Youri Tielemans,Midfielder,Man Utd,1,Belgium,2026-27,9.0,0.274,0.0,2.0,16.0,3.0,3.0,21.0,226.0,,3.0,247.0,2.0,11.0,1.0,9.0,10.0,199.0,4.0,5.5052,2.0,6.0,7.0,67.0,6.0,0.0,20.0,3.0,67.0,17.0,3.0,1.0,1.0,122.0,5.0,1.0,17.0,1.0,0.0,221.0,27.0,1.0,72.0,1.0,20.0,263.0,1.0,83.0,1.0,0.0,8.0,3.0,3.0,,,,,,,6.0,2.0,0.5544,5.0,3.0,0.463,1.0,,,,5.0,,,1.0,,,2.0,,5.0,3.0,,2.0,,,,2.0,,,,2.0,2.0,1.0,,3.0,,,,,3.0,,,1.0,1.0,,,,,,,
