playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,totalTackles,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,substituteOn,aerialDuels,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,totalLossesOfPossession,tacklesWon,leftsidePasses,totalFoulsConceded,backwardPasses,touches,substituteOff,successfulPassesOwnHalf,foulAttemptedTackle,yellowCards,unsuccessfulPassesOwnHalf,blockedShots,totalShots,goalKicks,successfulLaunches,shotsBlockedInBox,iboxBlocked,gkSuccessfulDistribution,shotsOffTargetIncWoodwork,successfulLongPasses,unsuccessfulLaunches,expectedGoals,unsuccessfulLongPasses,shotsOnTargetIncGoals,expectedGoalsOnTarget,unsuccessfulCrossesOpenPlay,goals,awayGoals,unsuccessfulLayoffs,keyPassesAttemptAssists,homeGoals,headedGoals,unsuccessfulCrossesAndCorners,successfulCrossesOpenPlay,expectedGoalsFreekick,throughBalls,goalAssists,successfulLayoffs,oboxBlocked,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,successfulCornersIntoBox,penaltiesTaken,oboxTarget,rightFootGoals,leftFootGoals,freekickTotal,cornersWon,successfulDribbles,blocks,attemptsFromSetPieces,interceptions,unsuccessfulCornersIntoBox,penaltyGoals,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,overruns,offsides,iboxTarget,shotsOnTargetInBox,throwInsToOppositionPlayer,foulWonPenalty,punches,savesMade,savesMadeFromOutsideBox,savesMadeParried,savesMadeFromInsideBox
532605,Andrey Santos,Midfielder,Man Utd,1,Brazil,2026-27,5.0,0.2421,0.0,4.0,6.0,3.0,1.0,6.0,83.0,2.0,4.0,83.0,1.0,9.0,1.0,2.0,6.0,77.0,4.0,3.3443,7.0,4.0,4.0,33.0,2.0,0.0,14.0,2.0,19.0,7.0,3.0,3.0,1.0,43.0,3.0,1.0,10.0,3.0,0.0,79.0,8.0,1.0,20.0,2.0,11.0,105.0,1.0,34.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606745,Ayden Heaven,Defender,Man Utd,1,England,2026-27,6.0,0.0358,0.0,1.0,2.0,1.0,1.0,6.0,67.0,,6.0,90.0,4.0,5.0,,,3.0,60.0,3.0,1.9266,1.0,2.0,2.0,38.0,2.0,0.0,11.0,,20.0,4.0,1.0,1.0,,24.0,2.0,1.0,5.0,2.0,0.0,62.0,8.0,,8.0,1.0,1.0,76.0,,37.0,,0.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,0.1212,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485711,Benjamin Sesko,Forward,Man Utd,1,Slovenia,2026-27,9.0,0.0088,0.0,,4.0,3.0,,4.0,15.0,3.0,7.0,53.0,6.0,1.0,1.0,,,11.0,6.0,1.9547,,3.0,3.0,4.0,,0.0,10.0,,2.0,3.0,3.0,,1.0,5.0,2.0,2.0,3.0,1.0,0.0,13.0,8.0,,2.0,1.0,7.0,22.0,,6.0,,0.0,2.0,1.0,2.0,,,1.0,1.0,,1.0,,,0.3227,,1.0,0.3042,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141746,Bruno Fernandes,Midfielder,Man Utd,1,Portugal,2026-27,10.0,0.7982,0.0,2.0,20.0,3.0,3.0,32.0,205.0,,1.0,270.0,1.0,5.0,1.0,7.0,5.0,159.0,11.0,5.5052,1.0,6.0,9.0,60.0,1.0,1.0,15.0,1.0,58.0,12.0,3.0,,4.0,136.0,5.0,6.0,14.0,,0.0,193.0,58.0,2.0,35.0,2.0,52.0,265.0,,44.0,1.0,0.0,5.0,8.0,7.0,,,2.0,2.0,,3.0,14.0,2.0,2.26,12.0,4.0,2.4115,8.0,3.0,0.0,,7.0,3.0,,13.0,3.0,0.0346,3.0,1.0,12.0,6.0,12.0,1.0,7.0,5.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,6.0,,,,,,,,,,,
446008,Bryan Mbeumo,Forward,Man Utd,1,Cameroon,2026-27,19.0,0.4739,0.0,3.0,10.0,3.0,3.0,11.0,92.0,,10.0,270.0,7.0,9.0,1.0,5.0,6.0,80.0,18.0,5.5052,1.0,6.0,12.0,6.0,2.0,0.0,28.0,2.0,10.0,10.0,3.0,1.0,5.0,71.0,5.0,5.0,18.0,3.0,0.0,91.0,37.0,2.0,41.0,3.0,35.0,146.0,,14.0,1.0,1.0,3.0,5.0,6.0,,,5.0,5.0,,2.0,1.0,,2.3051,1.0,4.0,1.6994,9.0,2.0,1.0,,5.0,1.0,,12.0,3.0,,,,5.0,,5.0,,4.0,1.0,,,,2.0,,2.0,1.0,,,3.0,3.0,,,1.0,,1.0,1.0,2.0,2.0,,,,,,,
216051,Diogo Dalot,Defender,Man Utd,1,Portugal,2026-27,10.0,0.1353,0.0,4.0,3.0,3.0,2.0,6.0,74.0,1.0,3.0,168.0,2.0,6.0,,2.0,5.0,66.0,8.0,2.1609,3.0,2.0,8.0,1.0,,0.0,16.0,1.0,21.0,5.0,3.0,1.0,3.0,43.0,2.0,3.0,13.0,1.0,0.0,74.0,15.0,3.0,26.0,3.0,26.0,116.0,2.0,27.0,1.0,1.0,3.0,2.0,3.0,,,1.0,1.0,,2.0,2.0,1.0,0.1621,3.0,1.0,0.4656,3.0,,,,6.0,,,3.0,2.0,,,,,1.0,,,2.0,,,,,,,3.0,1.0,,,4.0,,,9.0,,1.0,,,1.0,1.0,2.0,,,,,,
95658,Harry Maguire,Defender,Man Utd,1,England,2026-27,7.0,0.4219,0.0,1.0,12.0,3.0,3.0,21.0,191.0,,15.0,270.0,3.0,16.0,1.0,4.0,4.0,159.0,8.0,5.5052,15.0,6.0,4.0,33.0,1.0,0.0,23.0,1.0,67.0,11.0,3.0,1.0,,81.0,5.0,,8.0,12.0,0.0,186.0,23.0,,83.0,4.0,8.0,227.0,,90.0,1.0,1.0,9.0,,3.0,1.0,1.0,,,1.0,2.0,11.0,2.0,0.0764,9.0,1.0,0.011,1.0,,,,2.0,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,1.0,2.0,1.0,,4.0,,,2.0,,,,,,,,,,,,,
458249,Joshua Zirkzee,Forward,Man Utd,1,Netherlands,2026-27,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59735,Karl Darlow,Goalkeeper,Man Utd,1,Wales,2026-27,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516895,Kobbie Mainoo,Midfielder,Man Utd,1,England,2026-27,7.0,0.3546,0.0,5.0,9.0,3.0,2.0,12.0,158.0,1.0,2.0,187.0,1.0,15.0,,8.0,14.0,141.0,1.0,2.1609,2.0,2.0,6.0,47.0,4.0,0.0,22.0,4.0,32.0,21.0,3.0,2.0,3.0,89.0,2.0,4.0,20.0,1.0,0.0,155.0,20.0,3.0,65.0,,14.0,196.0,2.0,57.0,,0.0,4.0,4.0,,,1.0,1.0,1.0,,,5.0,,0.2083,3.0,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,1.0,3.0,,,,,,,,,,,5.0,,,3.0,,,,,3.0,,,,,,,,,,,
