playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goalAssists,goals,awayGoals,cleanSheets,successfulLaunches,homeGoals,rightFootGoals,leftFootGoals,clearancesOffTheLine,unsuccessfulLaunches,lastPlayerTackle,handballsConceded,successfulCornersIntoBox,hitWoodwork,secondGoalAssists,redCards2ndYellow,headedGoals,foulWonPenalty,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,penaltiesConceded,ownGoalScored,drops
106760,Luke Shaw,Defender,Man Utd,1,England,2014-15,48.0,7.0,1.1562,1.0,,1.0,3.0,0.2784,23.0,3.0,2.0,50.0,16.0,1.0,15.0,74.0,36.0,541.0,1.0,,1.0,,46.0,,7.0,1.0,1126.0,1.0,,17.0,74.0,1.0,21.0,45.0,446.0,15.0,11.0,,14.4638,14.0,56.0,14.0,,31.0,232.0,15.0,0.0,122.0,9.0,142.0,42.0,16.0,,4.0,13.0,266.0,13.0,36.0,15.0,,76.0,29.0,0.0,533.0,2.0,10.0,144.0,19.0,11.0,2.0,31.0,12.0,12.0,,21.0,136.0,856.0,92.0,7.0,,208.0,6.0,0.145,1.0,24.0,23.0,,,,1.0,2.0,,,,,16.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
58893,Marcos Rojo,Defender,Man Utd,1,Argentina,2014-15,89.0,5.0,0.503,0.0,4.0,3.0,,0.6948,53.0,12.0,2.0,98.0,22.0,1.0,20.0,193.0,8.0,1324.0,1.0,3.0,2.0,,108.0,2.0,5.0,1.0,1764.0,1.0,,51.0,121.0,2.0,29.0,64.0,1013.0,17.0,8.0,2.0,23.0799,10.0,139.0,19.0,1.0,38.0,519.0,4.0,0.0,210.0,9.0,557.0,120.0,22.0,2.0,17.0,2.0,483.0,17.0,8.0,6.0,1.0,102.0,57.0,0.0,1304.0,9.0,3.0,230.0,36.0,7.0,8.0,155.0,24.0,56.0,,118.0,93.0,1727.0,59.0,3.0,3.0,653.0,12.0,1.1256,6.0,95.0,41.0,,,,5.0,20.0,,,,,54.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41184,Marouane Fellaini,Midfielder,Man Utd,1,Belgium,2014-15,204.0,5.0,1.971,1.0,6.0,17.0,2.0,4.5933,57.0,30.0,,156.0,27.0,54.0,19.0,170.0,9.0,1114.0,14.0,3.0,8.0,,187.0,1.0,5.0,10.0,1830.0,10.0,3.0,76.0,209.0,3.0,32.0,98.0,915.0,88.0,2.0,,21.1321,21.0,55.0,17.0,3.0,128.0,301.0,30.0,3.0,413.0,9.0,230.0,121.0,27.0,1.0,9.0,14.0,574.0,14.0,9.0,52.0,3.0,226.0,111.0,1.0,1103.0,13.0,9.0,262.0,48.0,13.0,10.0,337.0,61.0,25.0,,29.0,246.0,1473.0,7.0,5.0,3.0,375.0,24.0,4.262,5.0,14.0,30.0,,6.0,3.0,3.0,,3.0,2.0,1.0,,5.0,,8.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2404,Michael Carrick,Midfielder,Man Utd,1,England,2014-15,30.0,,1.2695,0.0,4.0,4.0,,0.7963,25.0,4.0,2.0,86.0,18.0,8.0,16.0,113.0,,1089.0,,2.0,2.0,,24.0,2.0,,1.0,1454.0,1.0,,10.0,50.0,2.0,14.0,36.0,869.0,13.0,,,14.0518,6.0,36.0,10.0,2.0,20.0,310.0,10.0,0.0,80.0,4.0,325.0,94.0,18.0,2.0,6.0,1.0,497.0,8.0,,2.0,2.0,56.0,14.0,0.0,1062.0,,5.0,130.0,19.0,2.0,10.0,365.0,8.0,31.0,,107.0,89.0,1238.0,3.0,2.0,2.0,479.0,4.0,0.3714,1.0,27.0,35.0,2.0,1.0,0.0,5.0,,1.0,,,,10.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
38530,Nani,Midfielder,Man Utd,1,Portugal,2014-15,4.0,1.0,0.1075,0.0,,,,,,,,1.0,1.0,,,1.0,3.0,16.0,,,1.0,,1.0,,1.0,,45.0,,,1.0,3.0,,,3.0,15.0,,,,0.1888,,,1.0,,3.0,5.0,1.0,0.0,7.0,,3.0,2.0,1.0,,,1.0,12.0,1.0,3.0,3.0,,6.0,,0.0,16.0,,,7.0,,2.0,,3.0,,,,,5.0,27.0,1.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82205,Nick Powell,Midfielder,Man Utd,1,England,2014-15,6.0,,0.0124,0.0,,,,,,2.0,,2.0,3.0,,,3.0,,16.0,,,3.0,1.0,6.0,,,,40.0,,,4.0,4.0,,1.0,2.0,12.0,1.0,,,1.1027,,1.0,1.0,,2.0,3.0,1.0,0.0,10.0,,5.0,,3.0,,,1.0,10.0,1.0,1.0,1.0,,4.0,2.0,0.0,14.0,2.0,,7.0,,1.0,,5.0,,,1.0,1.0,3.0,25.0,,,,3.0,,0.0655,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160817,Paddy McNair,Defender,Man Utd,1,Northern Ireland,2014-15,38.0,1.0,0.2185,0.0,1.0,2.0,1.0,0.1956,23.0,3.0,,44.0,16.0,,12.0,91.0,2.0,687.0,1.0,1.0,4.0,,30.0,2.0,1.0,,1026.0,,,13.0,48.0,1.0,21.0,31.0,545.0,2.0,,1.0,16.3211,5.0,71.0,14.0,,25.0,182.0,5.0,0.0,86.0,10.0,190.0,51.0,16.0,2.0,8.0,1.0,211.0,13.0,2.0,6.0,,56.0,17.0,0.0,673.0,1.0,2.0,111.0,15.0,4.0,4.0,233.0,8.0,26.0,,51.0,82.0,884.0,14.0,5.0,1.0,386.0,3.0,0.164,2.0,47.0,32.0,,,,,5.0,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76359,Phil Jones,Defender,Man Utd,1,England,2014-15,79.0,,0.5622,0.0,1.0,1.0,1.0,0.1751,52.0,2.0,1.0,97.0,22.0,1.0,22.0,171.0,3.0,1161.0,1.0,,,2.0,81.0,,1.0,1.0,1879.0,1.0,,31.0,143.0,3.0,11.0,93.0,877.0,7.0,4.0,1.0,18.2061,5.0,165.0,18.0,1.0,48.0,208.0,29.0,0.0,222.0,3.0,413.0,112.0,22.0,,11.0,4.0,410.0,15.0,4.0,9.0,1.0,141.0,50.0,0.0,1148.0,1.0,2.0,197.0,41.0,16.0,6.0,427.0,26.0,70.0,1.0,113.0,113.0,1560.0,10.0,3.0,,581.0,14.0,0.2698,3.0,74.0,30.0,,,,5.0,10.0,,,,,38.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
48847,Radamel Falcao,Forward,Man Utd,1,Colombia,2014-15,129.0,2.0,1.7925,0.0,8.0,16.0,4.0,4.5198,10.0,29.0,3.0,53.0,26.0,43.0,14.0,56.0,2.0,398.0,15.0,3.0,12.0,,71.0,1.0,2.0,11.0,1286.0,11.0,4.0,51.0,68.0,1.0,12.0,48.0,338.0,67.0,,1.0,16.4984,14.0,9.0,15.0,5.0,78.0,112.0,25.0,2.0,197.0,7.0,51.0,44.0,26.0,1.0,1.0,11.0,248.0,14.0,2.0,56.0,5.0,126.0,20.0,0.0,372.0,13.0,7.0,167.0,9.0,13.0,2.0,99.0,21.0,7.0,,4.0,136.0,640.0,1.0,10.0,3.0,96.0,5.0,6.5281,2.0,3.0,9.0,4.0,4.0,2.0,2.0,,2.0,1.0,2.0,1.0,1.0,,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,0.0642,,,,,
54772,Rafael,Defender,Man Utd,1,Brazil,2014-15,32.0,5.0,0.249,0.0,,,2.0,,21.0,2.0,,33.0,10.0,,6.0,53.0,21.0,334.0,,,4.0,,12.0,,5.0,,590.0,,,7.0,43.0,1.0,13.0,38.0,269.0,7.0,10.0,3.0,12.1988,5.0,31.0,11.0,,25.0,14.0,11.0,0.0,75.0,7.0,117.0,42.0,10.0,,6.0,8.0,151.0,10.0,21.0,11.0,,63.0,5.0,0.0,328.0,2.0,7.0,113.0,15.0,7.0,2.0,150.0,6.0,20.0,,12.0,53.0,555.0,50.0,1.0,,135.0,4.0,0.079,2.0,20.0,17.0,1.0,,,,2.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
161076,Reece James,Defender,Man Utd,1,England,2014-15,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12297,Robin van Persie,Forward,Man Utd,1,Netherlands,2014-15,167.0,2.0,2.3292,0.0,10.0,37.0,2.0,12.7592,18.0,66.0,7.0,74.0,27.0,37.0,25.0,81.0,8.0,547.0,20.0,1.0,2.0,7.0,98.0,4.0,4.0,23.0,2114.0,23.0,5.0,66.0,97.0,2.0,9.0,65.0,450.0,129.0,,3.0,30.3081,25.0,31.0,23.0,9.0,101.0,109.0,26.0,2.0,264.0,7.0,91.0,52.0,27.0,4.0,3.0,21.0,340.0,21.0,13.0,61.0,9.0,166.0,32.0,0.0,522.0,29.0,11.0,194.0,15.0,21.0,2.0,185.0,34.0,6.0,5.0,16.0,162.0,868.0,2.0,8.0,1.0,130.0,12.0,10.9431,5.0,7.0,15.0,2.0,10.0,3.0,4.0,,7.0,2.0,6.0,1.0,1.0,,1.0,2.0,3.0,1.0,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,0.0612,2.0,1.0,,,
43250,Tom Cleverley,Midfielder,Man Utd,1,England,2014-15,133.0,10.0,1.1475,0.0,7.0,9.0,1.0,1.6641,76.0,17.0,1.0,135.0,32.0,78.0,32.0,202.0,42.0,1496.0,,3.0,,9.0,42.0,4.0,14.0,2.0,2610.0,2.0,3.0,29.0,131.0,7.0,45.0,118.0,1221.0,30.0,1.0,2.0,37.3794,27.0,23.0,45.0,4.0,104.0,409.0,32.0,2.0,264.0,27.0,363.0,154.0,32.0,4.0,16.0,9.0,815.0,38.0,55.0,37.0,4.0,222.0,13.0,0.0,1470.0,8.0,10.0,324.0,60.0,11.0,3.0,398.0,32.0,28.0,6.0,73.0,326.0,1896.0,16.0,13.0,3.0,493.0,24.0,1.8083,7.0,67.0,42.0,,3.0,1.0,4.0,4.0,2.0,3.0,,,21.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
106612,Tom Thorpe,Defender,Man Utd,1,England,2014-15,,,,0.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112133,Tyler Blackett,Defender,Man Utd,1,England,2014-15,23.0,1.0,0.099,1.0,,,,,10.0,,,25.0,11.0,,6.0,69.0,3.0,453.0,,,5.0,,18.0,,1.0,,650.0,,,5.0,32.0,2.0,5.0,19.0,344.0,,3.0,1.0,9.438,,44.0,10.0,,18.0,167.0,3.0,0.0,55.0,1.0,198.0,45.0,11.0,,1.0,2.0,144.0,8.0,3.0,3.0,,37.0,13.0,1.0,440.0,,1.0,81.0,9.0,6.0,1.0,66.0,10.0,19.0,,40.0,22.0,563.0,5.0,,,241.0,7.0,,3.0,44.0,15.0,,,,2.0,5.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
12496,Víctor Valdés,Goalkeeper,Man Utd,1,Spain,2014-15,,,0.0004,0.0,,,,,,,,,2.0,,1.0,33.0,,58.0,,,1.0,,,,,,106.0,,,,,,,,13.0,,,,1.0055,,1.0,1.0,,,4.0,,0.0,,,46.0,18.0,2.0,,,,5.0,1.0,,,,,,0.0,29.0,,,34.0,,,,8.0,,,,12.0,,74.0,,,,20.0,,,0.0,33.0,7.0,,,,1.0,6.0,,,,,15.0,,,,,,,,,,2.0,2.0,14.0,2.0,,,,7.0,,1.0,7.0,12.0,2.0,5.0,,,,,,,,,1.0
