playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,oboxBlocked,substituteOn,aerialDuels,timePlayed,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,substituteOff,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,offsides,iboxTarget,shotsOnTargetInBox,goalsConcededOutsideBox,successfulCornersIntoBox,penaltyGoalsConceded,successfulLaunches,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,expectedGoalsFreekick,goalAssists,foulWonPenalty,cornersTakenInclShortCorners,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,throwInsToOppositionPlayer,putthroughBlockedDistributionWon,penaltiesTaken,oboxTarget,tacklesLost,headedGoals,aerialDuelsWon,blocks,interceptions,penaltyGoals,unsuccessfulLaunches,leftFootGoals,clearancesOffTheLine,hitWoodwork,lastPlayerTackle,penaltiesConceded,ownGoalScored,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,redCards2ndYellow
154976,Adnan Januzaj,Midfielder,Man Utd,1,Belgium,2015-16,16.0,0.2559,0.0,2.0,1.0,3.0,0.5595,1.0,2.0,2.0,5.0,5.0,3.0,2.0,5.0,2.0,42.0,1.0,1.0,1.0,3.0,3.0,144.0,3.0,7.0,2.0,7.0,31.0,7.0,0.8909,1.0,1.0,1.0,1.0,13.0,14.0,3.0,1.0,23.0,0.0,10.0,11.0,5.0,1.0,3.0,31.0,1.0,2.0,7.0,1.0,20.0,0.0,40.0,1.0,2.0,22.0,1.0,3.0,8.0,5.0,6.0,10.0,73.0,2.0,1.0,6.0,4.0,0.3049,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59846,Ander Herrera,Midfielder,Man Utd,1,Spain,2015-16,110.0,1.8492,0.0,11.0,6.0,2.0,2.5549,56.0,13.0,7.0,133.0,27.0,72.0,17.0,175.0,24.0,1097.0,3.0,1.0,9.0,10.0,14.0,1532.0,7.0,103.0,36.0,96.0,876.0,37.0,15.1098,19.0,17.0,15.0,2.0,103.0,303.0,21.0,2.0,213.0,2.0,279.0,118.0,27.0,2.0,11.0,588.0,14.0,28.0,43.0,2.0,199.0,0.0,1076.0,7.0,16.0,292.0,45.0,19.0,245.0,28.0,46.0,270.0,1435.0,11.0,9.0,340.0,20.0,2.7173,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,42.0,42.0,1.0,6.0,0.1359,2.0,1.0,7.0,4.0,2.0,6.0,4.0,3.0,21.0,1.0,2.0,11.0,1.0,7.0,6.0,24.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,
156689,Andreas Pereira,Midfielder,Man Utd,1,Brazil,2015-16,12.0,0.3248,0.0,,,1.0,,1.0,,,5.0,4.0,,,7.0,4.0,49.0,,,,4.0,2.0,80.0,2.0,6.0,1.0,6.0,42.0,1.0,1.3454,3.0,,2.0,,10.0,14.0,1.0,0.0,18.0,,17.0,7.0,4.0,,1.0,41.0,2.0,7.0,4.0,,16.0,0.0,47.0,,2.0,21.0,1.0,4.0,11.0,2.0,,7.0,77.0,,,5.0,1.0,,2.0,,,,,2.0,1.0,,,,3.0,1.0,,2.0,1.0,,2.0,,,,6.0,,,4.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
148225,Anthony Martial,Forward,Man Utd,1,France,2015-16,340.0,6.047,0.0,13.0,25.0,25.0,9.6158,21.0,44.0,6.0,210.0,31.0,55.0,29.0,215.0,42.0,923.0,11.0,5.0,4.0,2.0,147.0,2632.0,91.0,213.0,66.0,157.0,695.0,209.0,27.6569,32.0,18.0,29.0,9.0,249.0,279.0,56.0,1.0,553.0,6.0,233.0,103.0,31.0,6.0,98.0,574.0,25.0,42.0,194.0,9.0,406.0,0.0,905.0,19.0,30.0,550.0,20.0,84.0,158.0,40.0,13.0,253.0,1583.0,2.0,4.0,141.0,14.0,7.3625,2.0,17.0,9.0,9.0,4.0,,1.0,,,,,4.0,2.0,5.0,22.0,,7.0,,4.0,1.0,1.0,12.0,5.0,7.0,9.0,,27.0,,5.0,1.0,1.0,56.0,4.0,9.0,,3.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
20695,Antonio Valencia,Defender,Man Utd,1,Ecuador,2015-16,42.0,0.8845,0.0,3.0,1.0,2.0,0.1223,27.0,3.0,1.0,49.0,14.0,7.0,8.0,69.0,26.0,584.0,,,1.0,6.0,26.0,855.0,8.0,67.0,12.0,49.0,493.0,27.0,7.3197,4.0,18.0,6.0,2.0,34.0,42.0,6.0,0.0,109.0,,173.0,57.0,14.0,,5.0,343.0,6.0,26.0,9.0,2.0,83.0,0.0,576.0,2.0,15.0,133.0,21.0,16.0,245.0,16.0,22.0,124.0,841.0,2.0,1.0,181.0,10.0,0.2383,1.0,2.0,,,,,,4.0,,,,82.0,,20.0,15.0,1.0,9.0,,3.0,,,4.0,1.0,9.0,,12.0,2.0,,1.0,6.0,,18.0,6.0,15.0,,12.0,,,,,,,,,,,,,,,,,,,,,,
18892,Ashley Young,Defender,Man Utd,1,England,2015-16,60.0,1.3291,0.0,3.0,3.0,2.0,1.0957,20.0,4.0,1.0,90.0,18.0,9.0,11.0,126.0,62.0,566.0,1.0,0.0,2.0,7.0,18.0,1063.0,6.0,64.0,35.0,52.0,404.0,21.0,14.2851,8.0,18.0,18.0,1.0,54.0,81.0,20.0,0.0,124.0,1.0,207.0,72.0,18.0,1.0,23.0,294.0,16.0,66.0,31.0,1.0,106.0,0.0,545.0,1.0,12.0,250.0,14.0,12.0,143.0,15.0,36.0,135.0,930.0,3.0,2.0,157.0,10.0,0.8625,5.0,2.0,1.0,1.0,2.0,,2.0,3.0,1.0,1.0,4.0,110.0,2.0,36.0,26.0,1.0,10.0,0.0813,2.0,,6.0,2.0,1.0,11.0,,11.0,10.0,,1.0,6.0,,12.0,,26.0,,18.0,,,,,,,,,,,,,,,,,,,,,,
180804,Axel Tuanzebe,Defender,Man Utd,1,DR Congo,2015-16,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15208,Bastian Schweinsteiger,Midfielder,Man Utd,1,Germany,2015-16,88.0,0.8022,0.0,3.0,3.0,1.0,0.9426,36.0,9.0,2.0,114.0,18.0,20.0,13.0,153.0,5.0,1067.0,1.0,1.0,2.0,5.0,38.0,1202.0,22.0,81.0,43.0,65.0,850.0,18.0,11.3598,8.0,16.0,10.0,1.0,66.0,332.0,17.0,0.0,169.0,0.0,353.0,106.0,18.0,,3.0,567.0,10.0,5.0,31.0,1.0,131.0,0.0,1042.0,6.0,2.0,213.0,25.0,13.0,230.0,19.0,64.0,152.0,1290.0,5.0,2.0,349.0,15.0,1.2674,3.0,,2.0,2.0,,,1.0,7.0,,,,4.0,1.0,39.0,30.0,,2.0,,,,1.0,2.0,,2.0,1.0,,23.0,,,11.0,1.0,16.0,3.0,23.0,,10.0,,,,,,,,,,,,,,,,,,,,,,
171273,Cameron Borthwick-Jackson,Defender,Man Utd,1,England,2015-16,45.0,0.7413,0.0,,1.0,2.0,0.0541,8.0,1.0,,45.0,10.0,1.0,6.0,64.0,22.0,353.0,,,,4.0,33.0,692.0,23.0,29.0,14.0,19.0,277.0,6.0,5.1188,6.0,17.0,6.0,,22.0,128.0,2.0,0.0,74.0,,148.0,43.0,10.0,,3.0,189.0,4.0,22.0,8.0,,41.0,0.0,348.0,,5.0,123.0,6.0,9.0,25.0,8.0,12.0,52.0,564.0,1.0,,105.0,3.0,0.0148,0.0,,,,2.0,,,1.0,,,,80.0,1.0,19.0,21.0,1.0,5.0,,1.0,,,1.0,1.0,5.0,,20.0,4.0,,1.0,2.0,,10.0,4.0,11.0,,14.0,,,,,,,,,,,,,,,,,,,,,,
55909,Chris Smalling,Defender,Man Utd,1,England,2015-16,137.0,0.77,0.0,7.0,2.0,,1.0454,55.0,11.0,1.0,155.0,35.0,1.0,35.0,269.0,,1533.0,,,1.0,,194.0,3150.0,70.0,203.0,23.0,79.0,1160.0,38.0,29.9748,5.0,180.0,31.0,6.0,67.0,356.0,14.0,0.0,340.0,,500.0,194.0,35.0,,3.0,364.0,28.0,,12.0,6.0,146.0,0.0,1505.0,9.0,5.0,292.0,39.0,12.0,561.0,47.0,104.0,116.0,1998.0,,1.0,900.0,17.0,1.809,8.0,1.0,2.0,2.0,3.0,,2.0,14.0,,,,7.0,1.0,114.0,84.0,,,,1.0,,,17.0,,,,,16.0,,,16.0,,124.0,19.0,97.0,,64.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
