playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,awayGoals,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,throughBalls,oboxBlocked,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,expectedGoalsFreekick,goalAssists,successfulLayoffs,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,oboxTarget,shotsBlockedOutsideBox,goals,unsuccessfulLayoffs,rightFootGoals,headedGoals,secondGoalAssists,leftFootGoals,penaltiesTaken,setPiecesGoals,foulWonPenalty,penaltyGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,lastPlayerTackle,redCards2ndYellow
214590,Aaron Wan-Bissaka,Defender,Man Utd,1,DR Congo,2021-22,91.0,8.0,0.8772,57.0,0.0,3.0,1.0,3.0,0.1469,49.0,2.0,151.0,20.0,31.0,20.0,178.0,27.0,937.0,1.0,0.0,51.0,3.0,8.0,1.0,1794.0,1.0,32.0,117.0,6.0,1.0,55.0,98.0,742.0,29.0,9.0,1.0,31.0711,14.0,2.0,32.0,35.0,3.0,59.0,89.0,13.0,0.0,208.0,10.0,0.0,350.0,126.0,20.0,13.0,25.0,392.0,29.0,27.0,38.0,3.0,157.0,19.0,0.0,933.0,1.0,9.0,280.0,36.0,36.0,14.0,361.0,15.0,34.0,1.0,17.0,137.0,1449.0,158.0,1.0,20.0,375.0,13.0,0.327,2.0,27.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493105,Alejandro Garnacho,Forward,Man Utd,1,Argentina,2021-22,2.0,,0.0009,,0.0,,,,,,,,2.0,,,,,3.0,,0.0,,,,,12.0,,,,,,,,3.0,,,,,,,,,,2.0,,,0.0,2.0,,0.0,1.0,,2.0,,,1.0,,,,,2.0,,0.0,3.0,,,,,,,1.0,1.0,,,,1.0,3.0,,,,2.0,1.0,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152590,Alex Telles,Defender,Man Utd,1,Brazil,2021-22,82.0,14.0,2.1677,29.0,0.0,3.0,3.0,,0.3344,48.0,7.0,121.0,21.0,17.0,18.0,184.0,53.0,935.0,1.0,0.0,54.0,4.0,30.0,,1660.0,,24.0,99.0,4.0,2.0,35.0,69.0,728.0,19.0,21.0,3.0,29.4915,22.0,7.0,43.0,26.0,2.0,58.0,291.0,9.0,0.0,181.0,13.0,0.0,417.0,99.0,21.0,21.0,10.0,459.0,22.0,97.0,20.0,2.0,127.0,30.0,0.0,921.0,4.0,10.0,342.0,27.0,12.0,4.0,52.0,23.0,26.0,,23.0,175.0,1445.0,117.0,2.0,25.0,322.0,10.0,0.3759,1.0,63.0,62.0,3.0,2.0,1.0,15.0,4.0,4.0,33.0,2.0,1.0,0.0831,4.0,1.0,51.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
493250,Amad Diallo,Forward,Man Utd,1,Cote d’Ivoire,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156689,Andreas Pereira,Midfielder,Man Utd,1,Brazil,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449434,Anthony Elanga,Forward,Man Utd,1,Sweden,2021-22,74.0,4.0,1.2258,39.0,0.0,5.0,7.0,4.0,2.0177,26.0,16.0,83.0,21.0,21.0,14.0,90.0,17.0,413.0,3.0,2.0,42.0,1.0,4.0,4.0,1214.0,4.0,18.0,83.0,2.0,,32.0,59.0,319.0,57.0,1.0,1.0,18.3659,7.0,,5.0,17.0,2.0,56.0,64.0,22.0,0.0,157.0,16.0,0.0,95.0,50.0,21.0,6.0,20.0,225.0,15.0,17.0,35.0,2.0,115.0,24.0,0.0,413.0,9.0,11.0,186.0,20.0,11.0,1.0,138.0,8.0,9.0,,4.0,116.0,671.0,13.0,9.0,5.0,102.0,5.0,2.6132,0.0,7.0,30.0,7.0,2.0,3.0,,,,,,1.0,,2.0,13.0,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
148225,Anthony Martial,Forward,Man Utd,1,France,2021-22,12.0,,0.4035,6.0,0.0,,3.0,,0.1226,,5.0,15.0,8.0,2.0,2.0,15.0,4.0,82.0,2.0,0.0,8.0,,,1.0,209.0,1.0,4.0,12.0,1.0,,4.0,8.0,67.0,15.0,,,1.0468,,,1.0,3.0,,8.0,38.0,4.0,0.0,24.0,1.0,1.0,14.0,5.0,8.0,,3.0,52.0,2.0,4.0,7.0,,16.0,4.0,0.0,81.0,2.0,1.0,32.0,,4.0,,8.0,,,,,22.0,120.0,,2.0,,15.0,,0.6677,0.0,,2.0,6.0,1.0,,,,,,,,,,3.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
180804,Axel Tuanzebe,Defender,Man Utd,1,DR Congo,2021-22,18.0,,0.01,9.0,0.0,1.0,1.0,,0.1212,5.0,1.0,19.0,9.0,5.0,6.0,33.0,1.0,240.0,,0.0,25.0,1.0,,1.0,505.0,1.0,12.0,21.0,2.0,,2.0,8.0,197.0,6.0,,,7.9863,,1.0,12.0,10.0,1.0,6.0,59.0,3.0,0.0,39.0,1.0,0.0,80.0,29.0,9.0,2.0,,34.0,8.0,1.0,,1.0,14.0,13.0,0.0,235.0,,2.0,37.0,3.0,,4.0,92.0,3.0,5.0,,10.0,9.0,285.0,,1.0,4.0,173.0,2.0,0.1343,1.0,14.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232937,Brandon Williams,Defender,Man Utd,1,England,2021-22,104.0,3.0,1.3792,58.0,0.0,,1.0,,0.3061,55.0,4.0,126.0,26.0,35.0,23.0,170.0,11.0,934.0,,0.0,31.0,2.0,3.0,,2123.0,,17.0,133.0,4.0,,34.0,119.0,723.0,34.0,44.0,7.0,47.1368,20.0,5.0,45.0,52.0,,87.0,383.0,44.0,0.0,237.0,20.0,0.0,356.0,158.0,26.0,18.0,19.0,327.0,48.0,11.0,36.0,,206.0,14.0,0.0,913.0,3.0,7.0,312.0,37.0,20.0,6.0,36.0,23.0,44.0,1.0,41.0,159.0,1513.0,132.0,4.0,21.0,440.0,15.0,0.24,8.0,44.0,73.0,3.0,4.0,,,,,,,,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141746,Bruno Fernandes,Midfielder,Man Utd,1,Portugal,2021-22,194.0,16.0,6.9333,93.0,0.0,34.0,29.0,4.0,5.788,54.0,55.0,300.0,36.0,41.0,35.0,413.0,68.0,1901.0,3.0,3.0,49.0,5.0,39.0,9.0,3118.0,9.0,30.0,146.0,9.0,,86.0,127.0,1371.0,104.0,,2.0,53.8537,83.0,3.0,41.0,54.0,6.0,164.0,528.0,47.0,1.0,340.0,36.0,7.0,562.0,180.0,36.0,26.0,26.0,1013.0,45.0,109.0,66.0,6.0,291.0,19.0,0.0,1807.0,26.0,35.0,660.0,28.0,26.0,,438.0,33.0,17.0,,117.0,373.0,2565.0,22.0,9.0,25.0,514.0,28.0,9.7046,10.0,113.0,102.0,1.0,22.0,28.0,19.0,6.0,6.0,32.0,3.0,,0.2788,6.0,26.0,68.0,10.0,10.0,28.0,10.0,5.0,7.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
461529,Charlie Savage,Midfielder,Man Utd,1,Wales,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14937,Cristiano Ronaldo,Forward,Man Utd,1,Portugal,2021-22,129.0,1.0,2.0362,62.0,0.0,30.0,43.0,5.0,13.2039,8.0,80.0,154.0,30.0,25.0,27.0,159.0,14.0,879.0,33.0,4.0,110.0,6.0,1.0,22.0,2458.0,22.0,68.0,88.0,7.0,,33.0,46.0,705.0,182.0,2.0,3.0,40.9162,23.0,2.0,29.0,41.0,20.0,61.0,247.0,18.0,7.0,217.0,8.0,14.0,140.0,52.0,30.0,2.0,12.0,493.0,34.0,14.0,42.0,20.0,107.0,42.0,0.0,851.0,37.0,20.0,275.0,6.0,20.0,,202.0,16.0,2.0,,15.0,290.0,1237.0,5.0,6.0,2.0,228.0,9.0,17.7486,8.0,5.0,40.0,3.0,2.0,10.0,,8.0,8.0,,2.0,1.0,0.2431,3.0,53.0,,3.0,3.0,10.0,18.0,5.0,14.0,2.0,,2.0,3.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,
51940,David de Gea,Goalkeeper,Man Utd,1,Spain,2021-22,,,0.0098,,0.0,,,,,,,11.0,38.0,,38.0,245.0,,788.0,,0.0,8.0,8.0,,,3420.0,,,9.0,9.0,,1.0,1.0,427.0,,,3.0,56.7787,,16.0,21.0,57.0,,,193.0,1.0,0.0,9.0,,0.0,407.0,204.0,38.0,,,53.0,48.0,,,,1.0,8.0,0.0,399.0,,,247.0,,,,188.0,,,,116.0,,1087.0,,,75.0,490.0,,,0.0,234.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,46.0,299.0,5.0,5.0,2.0,10.0,128.0,1.0,343.0,90.0,38.0,80.0,,,
172649,Dean Henderson,Goalkeeper,Man Utd,1,England,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
