playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,awayGoals,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,throughBalls,oboxBlocked,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,expectedGoalsFreekick,goalAssists,successfulLayoffs,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,oboxTarget,shotsBlockedOutsideBox,goals,unsuccessfulLayoffs,rightFootGoals,headedGoals,secondGoalAssists,leftFootGoals,penaltiesTaken,setPiecesGoals,foulWonPenalty,penaltyGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,lastPlayerTackle,redCards2ndYellow
216051,Diogo Dalot,Defender,Man Utd,1,Portugal,2021-22,77.0,13.0,1.2633,58.0,0.0,1.0,4.0,6.0,0.6967,55.0,12.0,133.0,24.0,28.0,19.0,190.0,42.0,961.0,1.0,0.0,46.0,5.0,15.0,3.0,1799.0,3.0,17.0,105.0,3.0,,30.0,76.0,700.0,27.0,23.0,2.0,29.1629,16.0,9.0,56.0,29.0,,60.0,54.0,4.0,0.0,182.0,11.0,0.0,360.0,151.0,24.0,14.0,8.0,424.0,26.0,43.0,16.0,,136.0,29.0,0.0,946.0,8.0,8.0,306.0,41.0,17.0,13.0,418.0,18.0,29.0,2.0,71.0,129.0,1470.0,148.0,1.0,29.0,362.0,13.0,0.5545,4.0,57.0,84.0,5.0,2.0,1.0,1.0,,,1.0,2.0,,,,1.0,2.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
180184,Donny van de Beek,Midfielder,Man Utd,1,Netherlands,2021-22,43.0,,0.1727,30.0,0.0,3.0,2.0,,0.915,21.0,4.0,38.0,15.0,12.0,5.0,44.0,5.0,275.0,,2.0,15.0,1.0,,,552.0,,7.0,36.0,2.0,,14.0,28.0,228.0,11.0,,,11.0761,5.0,1.0,5.0,14.0,,36.0,66.0,3.0,0.0,79.0,8.0,0.0,89.0,42.0,15.0,10.0,10.0,131.0,12.0,6.0,19.0,,64.0,8.0,0.0,268.0,2.0,1.0,80.0,11.0,4.0,3.0,62.0,9.0,8.0,,3.0,58.0,382.0,1.0,2.0,3.0,100.0,7.0,1.0465,1.0,6.0,13.0,10.0,2.0,2.0,,,,1.0,,,,,3.0,1.0,,,2.0,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
40720,Edinson Cavani,Forward,Man Utd,1,Uruguay,2021-22,35.0,,0.8597,23.0,0.0,4.0,8.0,,3.5376,4.0,14.0,48.0,15.0,5.0,7.0,55.0,2.0,230.0,6.0,2.0,24.0,,,6.0,764.0,6.0,17.0,20.0,1.0,,9.0,13.0,168.0,30.0,,,11.8886,6.0,,5.0,10.0,4.0,18.0,61.0,5.0,0.0,55.0,6.0,0.0,29.0,22.0,15.0,3.0,1.0,98.0,9.0,2.0,5.0,4.0,31.0,7.0,0.0,222.0,6.0,6.0,74.0,1.0,4.0,,45.0,7.0,2.0,,7.0,95.0,314.0,1.0,3.0,4.0,77.0,1.0,3.5254,0.0,7.0,22.0,8.0,,,,,,,1.0,,,1.0,9.0,,,,,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
197365,Eric Bailly,Defender,Man Utd,1,Cote d’Ivoire,2021-22,7.0,,0.0072,7.0,0.0,,,1.0,,5.0,,7.0,4.0,4.0,3.0,17.0,,85.0,,0.0,8.0,,,,217.0,,2.0,11.0,,,3.0,5.0,65.0,,,1.0,3.9596,,1.0,10.0,4.0,,5.0,17.0,,0.0,18.0,2.0,0.0,40.0,10.0,4.0,1.0,1.0,14.0,4.0,,2.0,,10.0,6.0,0.0,81.0,,,23.0,4.0,,2.0,21.0,2.0,3.0,,3.0,7.0,117.0,,2.0,4.0,54.0,2.0,,1.0,10.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
101582,Fred,Midfielder,Man Utd,1,Brazil,2021-22,141.0,1.0,3.0009,84.0,0.0,4.0,9.0,,2.7993,63.0,11.0,179.0,28.0,42.0,24.0,214.0,2.0,1343.0,,1.0,28.0,4.0,1.0,2.0,2035.0,2.0,13.0,129.0,5.0,,61.0,114.0,1067.0,20.0,1.0,2.0,31.7335,24.0,5.0,20.0,31.0,1.0,128.0,436.0,30.0,2.0,270.0,27.0,3.0,408.0,197.0,28.0,36.0,15.0,642.0,26.0,2.0,40.0,1.0,242.0,15.0,0.0,1316.0,2.0,6.0,302.0,27.0,21.0,11.0,346.0,31.0,32.0,,62.0,153.0,1719.0,7.0,10.0,16.0,488.0,26.0,1.2683,5.0,35.0,82.0,4.0,11.0,3.0,,,,,,,,4.0,15.0,,3.0,3.0,3.0,4.0,,1.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,1.0,,
465527,Hannibal Mejbri,Midfielder,Man Utd,1,Tunisia,2021-22,6.0,,0.0093,6.0,0.0,,1.0,2.0,0.0611,2.0,1.0,3.0,2.0,1.0,1.0,4.0,,21.0,1.0,0.0,1.0,,,,68.0,,1.0,3.0,,,2.0,3.0,17.0,1.0,,,0.6311,,,,2.0,,5.0,5.0,,0.0,9.0,,0.0,3.0,1.0,2.0,1.0,1.0,11.0,2.0,,2.0,,8.0,,0.0,21.0,,1.0,9.0,1.0,1.0,,5.0,3.0,,,,8.0,34.0,,1.0,,6.0,3.0,0.0713,2.0,1.0,2.0,1.0,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95658,Harry Maguire,Defender,Man Utd,1,England,2021-22,67.0,,0.6368,56.0,1.0,4.0,10.0,,1.1597,34.0,19.0,111.0,30.0,32.0,28.0,213.0,2.0,1563.0,1.0,1.0,103.0,6.0,,7.0,2514.0,7.0,28.0,132.0,6.0,,15.0,57.0,1230.0,45.0,,1.0,38.5037,4.0,4.0,100.0,41.0,3.0,39.0,541.0,19.0,0.0,199.0,7.0,0.0,567.0,148.0,30.0,13.0,1.0,475.0,35.0,2.0,6.0,3.0,96.0,75.0,0.0,1519.0,9.0,2.0,244.0,21.0,4.0,29.0,397.0,21.0,32.0,,120.0,58.0,1878.0,3.0,1.0,39.0,875.0,11.0,1.9483,7.0,102.0,80.0,2.0,,1.0,,,,,2.0,,,,,,2.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
209243,Jadon Sancho,Forward,Man Utd,1,England,2021-22,94.0,8.0,3.6464,43.0,0.0,9.0,9.0,4.0,3.6046,14.0,17.0,147.0,29.0,13.0,20.0,154.0,19.0,935.0,7.0,2.0,13.0,,8.0,6.0,1902.0,6.0,11.0,70.0,4.0,,35.0,68.0,769.0,112.0,2.0,2.0,31.7594,38.0,1.0,5.0,28.0,7.0,83.0,321.0,7.0,0.0,164.0,19.0,1.0,173.0,112.0,29.0,6.0,38.0,570.0,24.0,20.0,65.0,7.0,151.0,2.0,0.0,928.0,8.0,15.0,292.0,8.0,47.0,,162.0,4.0,15.0,,12.0,279.0,1277.0,16.0,9.0,3.0,219.0,2.0,3.6215,0.0,7.0,42.0,9.0,5.0,2.0,1.0,,,1.0,,,,3.0,27.0,7.0,,,2.0,3.0,1.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
109322,Jesse Lingard,Midfielder,Man Utd,1,England,2021-22,19.0,,0.1699,9.0,0.0,1.0,6.0,,2.1706,9.0,7.0,15.0,16.0,2.0,2.0,17.0,8.0,145.0,1.0,1.0,1.0,,,2.0,356.0,2.0,1.0,15.0,1.0,,6.0,15.0,128.0,9.0,,,9.9125,8.0,,1.0,13.0,,18.0,35.0,4.0,1.0,34.0,4.0,1.0,41.0,19.0,16.0,2.0,4.0,98.0,12.0,8.0,9.0,,33.0,,0.0,144.0,1.0,4.0,46.0,7.0,2.0,,31.0,5.0,,,,38.0,210.0,,2.0,,30.0,3.0,0.6393,1.0,2.0,4.0,14.0,2.0,1.0,,,,,,,,,5.0,,2.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
43670,Juan Mata,Midfielder,Man Utd,1,Spain,2021-22,9.0,2.0,0.2845,12.0,0.0,2.0,1.0,1.0,0.055,6.0,3.0,19.0,7.0,3.0,2.0,23.0,3.0,208.0,2.0,0.0,,,2.0,1.0,232.0,1.0,,13.0,1.0,,3.0,13.0,178.0,7.0,1.0,,2.7316,2.0,1.0,1.0,4.0,1.0,9.0,49.0,4.0,0.0,22.0,1.0,0.0,45.0,22.0,7.0,2.0,3.0,114.0,3.0,4.0,5.0,1.0,22.0,,0.0,206.0,2.0,4.0,42.0,4.0,3.0,,67.0,2.0,1.0,,7.0,47.0,256.0,,2.0,2.0,73.0,2.0,0.321,0.0,4.0,7.0,5.0,1.0,1.0,,,,1.0,,,,,4.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
106760,Luke Shaw,Defender,Man Utd,1,England,2021-22,75.0,8.0,2.7379,33.0,0.0,1.0,1.0,2.0,0.096,21.0,5.0,118.0,20.0,19.0,19.0,147.0,45.0,924.0,3.0,0.0,35.0,3.0,29.0,,1602.0,,15.0,64.0,5.0,1.0,37.0,44.0,746.0,17.0,15.0,,24.19,36.0,1.0,17.0,24.0,,60.0,358.0,16.0,0.0,139.0,11.0,0.0,354.0,95.0,20.0,8.0,7.0,480.0,19.0,80.0,21.0,,104.0,20.0,0.0,910.0,4.0,12.0,283.0,13.0,7.0,11.0,71.0,32.0,9.0,,31.0,141.0,1364.0,138.0,4.0,8.0,326.0,11.0,0.1488,8.0,29.0,38.0,1.0,3.0,1.0,17.0,,,31.0,,2.0,,3.0,,55.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
176297,Marcus Rashford,Forward,Man Utd,1,England,2021-22,107.0,1.0,1.9945,37.0,0.0,5.0,12.0,8.0,2.9219,6.0,17.0,86.0,25.0,20.0,13.0,94.0,21.0,393.0,15.0,3.0,37.0,1.0,1.0,6.0,1232.0,6.0,27.0,56.0,3.0,,19.0,46.0,294.0,77.0,1.0,2.0,27.827,7.0,,4.0,28.0,3.0,80.0,85.0,18.0,1.0,163.0,9.0,1.0,83.0,44.0,25.0,1.0,31.0,223.0,25.0,21.0,57.0,3.0,126.0,10.0,0.0,384.0,5.0,17.0,224.0,5.0,22.0,1.0,88.0,13.0,5.0,1.0,5.0,137.0,639.0,4.0,10.0,1.0,77.0,5.0,2.8635,2.0,8.0,19.0,12.0,,2.0,,1.0,1.0,,,1.0,0.0675,2.0,15.0,,2.0,2.0,2.0,4.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
220688,Mason Greenwood,Forward,Man Utd,1,England,2021-22,64.0,4.0,1.3369,35.0,0.0,10.0,19.0,6.0,3.4176,15.0,38.0,62.0,18.0,12.0,16.0,75.0,18.0,464.0,3.0,4.0,12.0,,5.0,8.0,1278.0,8.0,8.0,67.0,3.0,,16.0,63.0,365.0,65.0,,,18.1617,16.0,,6.0,18.0,6.0,56.0,54.0,16.0,3.0,131.0,5.0,1.0,90.0,55.0,18.0,6.0,20.0,264.0,15.0,29.0,36.0,6.0,119.0,4.0,0.0,461.0,19.0,13.0,175.0,9.0,32.0,,197.0,15.0,1.0,,24.0,123.0,711.0,,12.0,1.0,130.0,10.0,4.2775,1.0,13.0,14.0,2.0,7.0,4.0,1.0,,,11.0,,1.0,,1.0,13.0,12.0,6.0,6.0,4.0,5.0,2.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
62398,Nemanja Matic,Midfielder,Man Utd,1,Serbia,2021-22,84.0,2.0,1.3596,39.0,0.0,1.0,1.0,,0.1184,31.0,5.0,117.0,23.0,22.0,16.0,134.0,4.0,1039.0,,0.0,45.0,,2.0,1.0,1382.0,1.0,17.0,79.0,5.0,,33.0,51.0,854.0,8.0,1.0,3.0,23.5608,9.0,3.0,18.0,26.0,,67.0,295.0,3.0,0.0,163.0,15.0,0.0,332.0,124.0,23.0,13.0,5.0,452.0,21.0,4.0,26.0,,118.0,28.0,0.0,1007.0,4.0,1.0,187.0,18.0,17.0,6.0,309.0,26.0,31.0,,51.0,103.0,1270.0,4.0,9.0,5.0,455.0,20.0,0.1955,3.0,17.0,38.0,7.0,6.0,1.0,,,,,,1.0,,4.0,5.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
74208,Paul Pogba,Midfielder,Man Utd,1,France,2021-22,122.0,3.0,2.8155,49.0,1.0,9.0,8.0,,0.9228,13.0,23.0,119.0,20.0,15.0,16.0,145.0,9.0,877.0,,1.0,56.0,2.0,3.0,4.0,1354.0,4.0,20.0,116.0,4.0,,30.0,80.0,659.0,48.0,,1.0,20.6341,15.0,,16.0,22.0,3.0,102.0,255.0,29.0,0.0,238.0,11.0,0.0,247.0,98.0,20.0,4.0,15.0,465.0,18.0,9.0,42.0,3.0,182.0,36.0,1.0,862.0,15.0,10.0,241.0,9.0,39.0,,257.0,39.0,13.0,,73.0,118.0,1164.0,1.0,7.0,2.0,270.0,23.0,2.671,7.0,26.0,36.0,4.0,8.0,6.0,,,,,,1.0,,9.0,15.0,1.0,3.0,3.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
76359,Phil Jones,Defender,Man Utd,1,England,2021-22,1.0,,0.0088,2.0,0.0,,,,,5.0,,7.0,4.0,2.0,2.0,10.0,,81.0,,0.0,2.0,,,,161.0,,,10.0,1.0,,2.0,8.0,70.0,,,,2.5792,,,8.0,3.0,,1.0,16.0,2.0,0.0,11.0,,0.0,29.0,9.0,4.0,,,21.0,2.0,,,,9.0,2.0,0.0,81.0,,,11.0,5.0,1.0,4.0,30.0,,3.0,,1.0,6.0,106.0,,1.0,1.0,50.0,,,0.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
