season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436880,1,43,Manchester_City,Away,70996,61366,Kevin De Bruyne,kevin-de-bruyne,M,False,,,3.0,26.0,17.0,43.0,1.0,1.0,,4.0,,,,1.0,,1.0,4.0,6.0,,,0.322119,0.067,,1.0,0.0,,,,,1.0,1.0,,90.0,,,,,,,,14.0,,,7.4,,,2.0,,,,1.0,4.0,,4.0,,37.0,18.0,51.0,,,2,1.0,70.0,1.0,3.0,1.0,1.0
2024-25,12436880,1,43,Manchester_City,Away,136710,91651,Mateo Kovačić,mateo-kovacic,M,False,,,,32.0,31.0,63.0,,,,6.0,,,1.0,1.0,,3.0,6.0,8.0,,,0.019821,0.1281,0.0652,,0.0,1.0,,,,,,,90.0,1.0,,,,,,,8.0,,,7.5,,,,,,2.0,4.0,,,3.0,,34.0,32.0,66.0,,,2,6.0,87.0,,,2.0,4.0
2024-25,12436880,1,43,Manchester_City,Away,189061,114283,Jack Grealish,jack-grealish,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436880,1,43,Manchester_City,Away,331209,165809,Bernardo Silva,bernardo-silva,M,False,,,,24.0,25.0,49.0,,,,2.0,1.0,,1.0,1.0,,1.0,5.0,,,,0.199218,0.1289,0.0708,2.0,1.0,,,,,,3.0,,90.0,1.0,1.0,,,,,,6.0,,,7.5,,,,,,2.0,1.0,1.0,,,,26.0,26.0,51.0,,,2,,64.0,,,,
2024-25,12436880,1,43,Manchester_City,Away,859765,209244,Phil Foden,phil-foden,M,True,,,,16.0,8.0,24.0,,1.0,,1.0,,,,,,,,2.0,,,0.0104768,,,,0.0,,,,,2.0,,,45.0,,1.0,,,,,,4.0,,,7.0,,,,,,1.0,,,,,,19.0,9.0,28.0,,,0,,34.0,,1.0,,
2024-25,12436880,1,43,Manchester_City,Away,934386,248875,Jérémy Doku,jeremy-doku,M,False,1.0,,,26.0,2.0,27.0,,,,8.0,,,,,,2.0,6.0,11.0,,,0.0906274,0.133,0.2865,1.0,0.0,,,,,,1.0,,90.0,1.0,,,,,,,16.0,,,7.9,,,1.0,,,,9.0,4.0,,,1.0,33.0,3.0,32.0,,,2,1.0,60.0,3.0,4.0,6.0,1.0
2024-25,12436880,1,43,Manchester_City,Away,1003334,432714,James McAtee,james-mcatee,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436880,1,43,Manchester_City,Away,1046795,510281,Savinho,savio,M,False,,,,10.0,2.0,12.0,1.0,,,2.0,,,,1.0,,,3.0,5.0,,,0.162529,,,1.0,0.0,,,,,,3.0,,45.0,,,,,,,,6.0,,,7.4,,,,,,,3.0,2.0,,,,14.0,2.0,14.0,,,0,2.0,23.0,2.0,,3.0,1.0
2024-25,12436898,2,43,Manchester_City,Home,45853,59859,İlkay Gündoğan,ilkay-gundogan,M,True,,,,13.0,2.0,15.0,,,,,,,,,,,1.0,,,,0.0467324,,,1.0,0.0,,,,,,,,19.0,,,,,,,,3.0,,,6.7,,,,,,,,,,,,16.0,2.0,18.0,,,0,,18.0,,,,
2024-25,12436898,2,43,Manchester_City,Home,70996,61366,Kevin De Bruyne,kevin-de-bruyne,M,False,3.0,,3.0,71.0,12.0,80.0,2.0,,,1.0,2.0,,1.0,,,3.0,6.0,1.0,,,0.648453,0.8141,0.9749,1.0,1.0,1.0,,,1.0,,4.0,,89.0,1.0,,,,,,,22.0,,,9.6,,,2.0,,,,1.0,7.0,,3.0,1.0,88.0,12.0,93.0,,,4,,115.0,1.0,,1.0,
