playerId,playerName,position,team_name,team_id,nationality,season,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,keyPassesAttemptAssists,groundDuelsLost,totalTouchesInOppositionBox,successfulCrossesOpenPlay,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,substituteOn,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,aerialDuelsLost,throwInsToOppositionPlayer,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,expectedGoals,blocks,expectedGoalsFreekick,blockedShots,overruns,throughBalls,goalAssists,oboxBlocked,iboxTarget,shotsOnTargetInBox,ownGoalScored,lastPlayerTackle,freekickTotal,attemptsFromSetPieces,clearancesOffTheLine,hitWoodwork,shotsBlockedOutsideBox,handballsConceded,offsides,shotsBlockedInBox,iboxBlocked,goals,awayGoals,successfulCornersIntoBox,homeGoals,headedGoals,redCards2ndYellow,otherGoals,unsuccessfulLayoffs,penaltiesConceded,rightFootGoals,secondGoalAssists,penaltiesTaken,penaltyGoals,leftFootGoals,foulWonPenalty
204968,Ryan Yates,Midfielder,Nottingham Forest,17,England,2023-24,0.5972,0.0,,,126.0,35.0,21.0,162.0,818.0,,,81.0,1.0,,1986.0,168.0,4.0,50.0,125.0,627.0,,2.0,26.4124,7.0,39.0,38.0,207.0,,57.0,1.0,288.0,,274.0,110.0,35.0,,304.0,34.0,207.0,43.0,0.0,,743.0,210.0,,,158.0,29.0,1192.0,26.0,353.0,,6.0,36.0,45.0,120.0,6.0,82.0,45.0,1.0,7.0,0.9036,66.0,21.0,12.0,5.0,14.0,,1.0,1.0,38.0,,27.0,1.0,26.0,4.0,5.0,14.0,14.0,8.0,40.0,4.0,54.0,21.0,,179.0,2.0,7.0,40.0,2.6962,15.0,,11.0,2.0,2.0,1.0,5.0,5.0,5.0,,,,,,1.0,5.0,,2.0,6.0,6.0,1.0,1.0,,0.0,,,,3.0,,1.0,,,,,
513046,Danilo,Midfielder,Nottingham Forest,17,Brazil,2023-24,0.7243,0.0,,,96.0,29.0,20.0,140.0,724.0,,,25.0,1.0,,1797.0,76.0,6.0,41.0,61.0,538.0,,4.0,29.4005,4.0,41.0,42.0,193.0,,9.0,0.0,145.0,,220.0,118.0,29.0,,299.0,36.0,120.0,15.0,0.0,,710.0,215.0,,,189.0,46.0,1036.0,25.0,289.0,,4.0,44.0,55.0,69.0,18.0,59.0,18.0,,7.0,2.1944,36.0,16.0,8.0,6.0,9.0,19.0,3.0,4.0,10.0,,26.0,3.0,18.0,9.0,22.0,22.0,9.0,6.0,18.0,17.0,13.0,35.0,16.0,122.0,1.0,13.0,11.0,1.8422,8.0,,7.0,1.0,4.0,2.0,6.0,2.0,2.0,,,,,,,6.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,,,,2.0,1.0,1.0,,,,1.0,
461682,Brandon Aguilera,Midfielder,Rio Ave,2847,Costa Rica,2023-24,0.0017,0.0,,,4.0,1.0,,4.0,8.0,,,,,,4.0,,,1.0,,4.0,,,,,,,1.0,,,0.0,3.0,,5.0,,1.0,,3.0,,3.0,,0.0,,8.0,5.0,,,1.0,,11.0,,1.0,,0.0,,1.0,3.0,,3.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,3.0,,,1.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524070,Jamie McDonnell,Midfielder,Mansfield Town,77,Northern Ireland,2023-24,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210156,Taiwo Awoniyi,Forward,Nottingham Forest,17,Nigeria,2023-24,0.8827,0.0,,,44.0,20.0,12.0,45.0,172.0,,,69.0,,,1046.0,54.0,5.0,8.0,33.0,125.0,,1.0,15.4779,,9.0,21.0,34.0,,16.0,1.0,130.0,,37.0,33.0,20.0,,82.0,16.0,61.0,21.0,0.0,,168.0,105.0,,,45.0,2.0,332.0,,45.0,,2.0,1.0,9.0,76.0,7.0,28.0,46.0,,11.0,4.4796,9.0,19.0,12.0,1.0,8.0,,1.0,,48.0,,5.0,1.0,2.0,7.0,1.0,18.0,8.0,1.0,7.0,8.0,9.0,1.0,,56.0,,11.0,3.0,4.7334,2.0,,3.0,1.0,2.0,3.0,1.0,4.0,4.0,,,,,,,1.0,,13.0,2.0,2.0,6.0,3.0,,3.0,1.0,,,1.0,,3.0,,,,2.0,
60689,Chris Wood,Forward,Nottingham Forest U21,19584,New Zealand,2023-24,1.0995,0.0,,,149.0,31.0,20.0,153.0,431.0,,,171.0,,,1807.0,98.0,4.0,20.0,25.0,272.0,,3.0,24.4224,1.0,26.0,34.0,82.0,,13.0,4.0,253.0,,128.0,46.0,31.0,,170.0,30.0,82.0,73.0,0.0,,427.0,235.0,,,108.0,6.0,671.0,3.0,108.0,,0.0,4.0,39.0,155.0,21.0,57.0,98.0,,26.0,11.0091,7.0,41.0,29.0,2.0,11.0,,1.0,,98.0,,8.0,1.0,3.0,9.0,2.0,30.0,15.0,8.0,4.0,6.0,22.0,1.0,,113.0,,7.0,11.0,11.8821,3.0,,7.0,,1.0,1.0,1.0,11.0,11.0,,,,,,2.0,1.0,,7.0,6.0,6.0,14.0,8.0,,6.0,5.0,,,10.0,1.0,4.0,,,,5.0,
209046,Callum Hudson-Odoi,Forward,Nottingham Forest,17,England,2023-24,2.5447,0.0,,,81.0,29.0,20.0,95.0,649.0,1.0,,9.0,1.0,,1853.0,93.0,6.0,32.0,91.0,523.0,,2.0,25.6698,1.0,11.0,41.0,269.0,,30.0,0.0,195.0,,109.0,98.0,29.0,,406.0,35.0,186.0,2.0,0.0,1.0,643.0,260.0,,,63.0,31.0,1035.0,8.0,159.0,,0.0,14.0,24.0,102.0,35.0,95.0,81.0,9.0,20.0,3.6807,18.0,30.0,14.0,55.0,9.0,9.0,4.0,11.0,7.0,,15.0,4.0,10.0,27.0,63.0,60.0,10.0,11.0,8.0,43.0,14.0,7.0,5.0,208.0,11.0,11.0,9.0,2.7248,1.0,0.0745,8.0,4.0,3.0,1.0,2.0,8.0,8.0,,,1.0,1.0,,2.0,2.0,,9.0,6.0,6.0,8.0,3.0,2.0,5.0,,,,,,8.0,,,,,1.0
449434,Anthony Elanga,Forward,Newcastle United,4,Sweden,2023-24,4.0457,0.0,,,146.0,36.0,25.0,159.0,644.0,,,56.0,2.0,,2433.0,104.0,6.0,57.0,86.0,478.0,,3.0,33.0264,,16.0,47.0,124.0,,26.0,1.0,234.0,,137.0,96.0,36.0,,315.0,41.0,178.0,18.0,0.0,,637.0,358.0,,,168.0,7.0,1097.0,10.0,177.0,,1.0,13.0,52.0,130.0,23.0,92.0,126.0,7.0,23.0,4.3538,33.0,43.0,16.0,51.0,11.0,,4.0,7.0,38.0,,20.0,4.0,14.0,42.0,51.0,64.0,20.0,21.0,19.0,28.0,9.0,8.0,,215.0,6.0,10.0,7.0,6.5766,2.0,,11.0,13.0,4.0,9.0,6.0,14.0,14.0,,,,,,3.0,6.0,,19.0,5.0,5.0,5.0,2.0,,3.0,1.0,,,5.0,,3.0,1.0,,,1.0,
152760,Divock Origi,Forward,Nottingham Forest,17,Belgium,2023-24,0.8273,0.0,,,39.0,20.0,6.0,42.0,131.0,,,28.0,,,600.0,34.0,,16.0,23.0,84.0,,,6.2232,,2.0,6.0,19.0,,8.0,0.0,87.0,,38.0,16.0,20.0,,62.0,6.0,59.0,11.0,0.0,,130.0,93.0,,,40.0,5.0,250.0,,30.0,,1.0,3.0,8.0,53.0,6.0,36.0,26.0,3.0,4.0,0.8166,6.0,10.0,4.0,10.0,14.0,,1.0,3.0,17.0,,6.0,1.0,2.0,12.0,10.0,22.0,6.0,6.0,4.0,9.0,14.0,2.0,,34.0,,6.0,14.0,1.397,,,4.0,3.0,3.0,1.0,2.0,3.0,3.0,,,,,,,2.0,,5.0,2.0,2.0,,,,,,,,,,,,,,,
201440,Hwang Ui-Jo,Forward,Nottingham Forest,17,South Korea,2023-24,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551232,Rodrigo Ribeiro,Forward,Sporting CP,255,Portugal,2023-24,0.0065,0.0,,,2.0,4.0,,2.0,8.0,,,3.0,,,14.0,2.0,,1.0,,6.0,,,,,,,,,,0.0,7.0,,5.0,1.0,4.0,,6.0,,4.0,2.0,0.0,,8.0,4.0,,,,,13.0,,,,0.0,,1.0,5.0,,4.0,3.0,,,,,,,,4.0,,,,1.0,,1.0,,,1.0,,2.0,,,,,1.0,1.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536677,Esapa Osong,Forward,Nottingham Forest U21,19584,England,2023-24,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536681,Joe Gardner,Forward,Nottingham Forest U21,19584,Ireland,2023-24,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
