season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243389,1,39,Wolverhampton_Wanderers,Away,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243389,1,39,Wolverhampton_Wanderers,Away,6562,19624,João Moutinho,joao-moutinho,M,False,2.0,,2.0,13.0,12.0,23.0,1.0,,4.0,,,,4.0,,1.0,7.0,6.0,,,1.0,,,,,,2.0,,90.0,,1.0,,,,,,8.0,,7.2,,,,,1.0,1.0,3.0,,2.0,,17.0,14.0,28.0,0,5.0,48.0,1.0,,1.0,3.0
2019-20,8243389,1,39,Wolverhampton_Wanderers,Away,17737,38533,Rui Patrício,rui-patricio,G,False,,,12.0,7.0,7.0,14.0,,,10.0,,,,,,,,,,,,,,,,1.0,,,90.0,,,,,,,,13.0,,7.1,,1.0,,,,,,,25.0,,15.0,12.0,27.0,0,,30.0,,,,
2019-20,8243389,1,39,Wolverhampton_Wanderers,Away,22100,41727,Ryan Bennett,ryan-bennett,D,False,,,1.0,4.0,6.0,10.0,2.0,2.0,2.0,,,,2.0,,,4.0,3.0,,,,,,,,4.0,,,90.0,,,,,,,,7.0,,7.0,,,1.0,,3.0,,,,4.0,,8.0,8.0,16.0,1,1.0,33.0,1.0,,,1.0
2019-20,8243389,1,39,Wolverhampton_Wanderers,Away,98449,94147,Conor Coady,conor-coady,D,False,,,3.0,4.0,11.0,15.0,,2.0,4.0,,,,,,,1.0,3.0,,,1.0,,,,,,,,90.0,,,,,,,,7.0,,6.9,,,,,5.0,,,,7.0,,8.0,14.0,22.0,0,1.0,29.0,,,,
2019-20,8243389,1,39,Wolverhampton_Wanderers,Away,139310,90585,Willy Boly,willy-boly,D,False,,,3.0,8.0,15.0,23.0,,4.0,8.0,,,,1.0,,1.0,3.0,8.0,,,2.0,,,,,1.0,,,90.0,,1.0,,,,,,9.0,,7.6,,,,,8.0,2.0,,,4.0,,14.0,16.0,30.0,0,2.0,51.0,1.0,,2.0,1.0
2019-20,8243389,1,39,Wolverhampton_Wanderers,Away,143047,87835,Matt Doherty,matt-doherty,D,False,,,,8.0,8.0,16.0,3.0,2.0,4.0,,,,,,,8.0,4.0,,,4.0,,,,,,,,90.0,,,,,,,,19.0,,6.3,,,,,1.0,1.0,,,3.0,,13.0,13.0,26.0,0,1.0,55.0,3.0,1.0,,1.0
2019-20,8243389,1,39,Wolverhampton_Wanderers,Away,187729,107613,Romain Saïss,romain-saiss,D,True,,,1.0,,5.0,5.0,,2.0,1.0,,,,,,,,3.0,,,,,,,,,,,9.0,,,,,,,,4.0,,6.7,,,,,1.0,,,,2.0,,1.0,6.0,7.0,0,1.0,11.0,,,,
2019-20,8243389,1,39,Wolverhampton_Wanderers,Away,190405,151589,Leander Dendoncker,leander-dendoncker,M,False,,,,5.0,10.0,15.0,3.0,4.0,4.0,,,1.0,1.0,,,4.0,7.0,,,,,,,,1.0,2.0,,90.0,,1.0,,,,,,10.0,,7.1,,,1.0,,2.0,1.0,1.0,,1.0,,9.0,12.0,20.0,2,2.0,37.0,4.0,,1.0,1.0
2019-20,8243389,1,39,Wolverhampton_Wanderers,Away,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,1.0,8.0,8.0,16.0,6.0,4.0,7.0,1.0,,,1.0,,1.0,11.0,6.0,,,1.0,,,,,1.0,1.0,,90.0,2.0,,,,,,,19.0,,6.9,,,,,5.0,4.0,,,4.0,,15.0,12.0,27.0,2,,49.0,5.0,,2.0,
