season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896925,2,39,Wolverhampton_Wanderers,Home,187729,107613,Romain Saïss,romain-saiss,D,False,,,5.0,11.0,26.0,37.0,1.0,,7.0,,,,1.0,,,,6.0,5.0,,,1.0,,,,,5.0,,,90.0,,,,1.0,,,,11.0,,6.1,,,,1.0,4.0,,,8.0,,13.0,30.0,43.0,0,3.0,63.0,1.0,1.0,1.0,2.0
2020-21,8896925,2,39,Wolverhampton_Wanderers,Home,190405,151589,Leander Dendoncker,leander-dendoncker,M,True,,,,,1.0,1.0,1.0,,,,,,,,,,2.0,,,,1.0,,,,,,,,12.0,,,,,,,,1.0,,6.3,,,,,,,,,,,2.0,2.0,0,,2.0,,,,
2020-21,8896925,2,39,Wolverhampton_Wanderers,Home,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,4.0,5.0,8.0,13.0,2.0,1.0,3.0,,,,1.0,,,2.0,6.0,3.0,,,,,1.0,,,,,,90.0,1.0,,,,,,,11.0,,7.2,,,2.0,1.0,1.0,1.0,,5.0,1.0,7.0,11.0,17.0,3,1.0,33.0,2.0,1.0,,
2020-21,8896925,2,39,Wolverhampton_Wanderers,Home,280955,171317,Rúben Neves,ruben-neves,M,False,,,4.0,15.0,31.0,46.0,,,11.0,,,2.0,2.0,,,,2.0,3.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,8.0,,6.8,,,,1.0,,1.0,,8.0,,21.0,33.0,53.0,2,2.0,66.0,,1.0,,
2020-21,8896925,2,39,Wolverhampton_Wanderers,Home,286165,159533,Adama Traoré,adama-traore,F,False,2.0,,2.0,10.0,11.0,19.0,1.0,3.0,5.0,,,,,,,3.0,5.0,17.0,,,,,,,,1.0,3.0,,90.0,,,,,,,,28.0,,7.3,,,,,8.0,5.0,,3.0,,21.0,16.0,32.0,0,3.0,71.0,3.0,4.0,7.0,2.0
2020-21,8896925,2,39,Wolverhampton_Wanderers,Home,308764,200600,Daniel Podence,daniel-podence,M,False,2.0,,,11.0,9.0,18.0,3.0,,2.0,1.0,,,1.0,,,1.0,7.0,4.0,,,1.0,1.0,,,,,2.0,,90.0,,,,,,,,10.0,,7.3,,,2.0,,2.0,3.0,,,,13.0,12.0,22.0,2,3.0,36.0,3.0,,1.0,1.0
2020-21,8896925,2,39,Wolverhampton_Wanderers,Home,797688,179456,Oskar Buur,oskar-buur,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896925,2,39,Wolverhampton_Wanderers,Home,846441,216054,Rúben Vinagre,ruben-vinagre,D,True,,,,11.0,11.0,22.0,1.0,,3.0,,,,,,,4.0,7.0,5.0,,,,,,,,1.0,,,82.0,,,,,,,,13.0,,6.0,,,,3.0,4.0,1.0,,1.0,,14.0,15.0,28.0,0,3.0,53.0,,,2.0,2.0
2020-21,8896925,2,39,Wolverhampton_Wanderers,Home,879349,247632,Pedro Neto,pedro-neto,M,False,,,1.0,18.0,8.0,26.0,3.0,,1.0,,,2.0,1.0,,,1.0,8.0,3.0,,,2.0,,,,,1.0,2.0,,78.0,,,,,,,,5.0,,6.5,,,,,2.0,1.0,,1.0,1.0,20.0,8.0,27.0,2,2.0,40.0,1.0,,1.0,1.0
2020-21,8896925,2,39,Wolverhampton_Wanderers,Home,894474,214048,Max Kilman,max-kilman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896925,2,39,Wolverhampton_Wanderers,Home,902029,437858,Vitinha,vitinha,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896925,2,39,Wolverhampton_Wanderers,Home,954076,449988,Fábio Silva,fabio-silva,F,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,1.0,,6.5,,,,,,,,,,,1.0,1.0,0,,3.0,1.0,,,
2020-21,8896960,3,39,Wolverhampton_Wanderers,Away,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896960,3,39,Wolverhampton_Wanderers,Away,6562,19624,João Moutinho,joao-moutinho,M,False,,,4.0,49.0,26.0,75.0,3.0,,2.0,,,1.0,4.0,,,,8.0,2.0,,,1.0,,,,,,1.0,,73.0,,,,,,,,4.0,,6.3,,,1.0,,,,,6.0,,51.0,26.0,77.0,2,1.0,85.0,1.0,1.0,,
2020-21,8896960,3,39,Wolverhampton_Wanderers,Away,17737,38533,Rui Patrício,rui-patricio,G,False,,,3.0,1.0,6.0,7.0,,,9.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,8.0,,6.3,4.0,4.0,,,,,,11.0,,6.0,9.0,15.0,0,,26.0,,,,
2020-21,8896960,3,39,Wolverhampton_Wanderers,Away,98449,94147,Conor Coady,conor-coady,D,False,,,3.0,11.0,29.0,40.0,,1.0,2.0,,,,2.0,,,,5.0,4.0,,,3.0,,,,,,,,90.0,,1.0,,,,,,5.0,,5.9,,,,,1.0,,,5.0,,14.0,31.0,45.0,0,2.0,52.0,,,1.0,1.0
2020-21,8896960,3,39,Wolverhampton_Wanderers,Away,139310,90585,Willy Boly,willy-boly,D,False,,,2.0,16.0,28.0,44.0,2.0,5.0,2.0,,,,3.0,,,,6.0,7.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,5.0,,6.0,,,,3.0,,,,3.0,,18.0,31.0,49.0,0,2.0,56.0,,1.0,,2.0
2020-21,8896960,3,39,Wolverhampton_Wanderers,Away,187729,107613,Romain Saïss,romain-saiss,D,False,,,3.0,34.0,26.0,60.0,4.0,5.0,7.0,,,,1.0,,,,5.0,6.0,,,,,,,,2.0,,,90.0,,,,,,,,15.0,,6.2,,,,1.0,1.0,,,9.0,,44.0,30.0,74.0,0,,85.0,,,1.0,
2020-21,8896960,3,39,Wolverhampton_Wanderers,Away,190405,151589,Leander Dendoncker,leander-dendoncker,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896960,3,39,Wolverhampton_Wanderers,Away,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,,16.0,13.0,29.0,3.0,2.0,5.0,,,1.0,1.0,,,3.0,9.0,4.0,,,,,,,,1.0,,,90.0,1.0,,1.0,,,,,17.0,,6.2,,,,,3.0,1.0,,,2.0,21.0,14.0,34.0,2,,54.0,6.0,1.0,1.0,
2020-21,8896960,3,39,Wolverhampton_Wanderers,Away,252821,200402,Nélson Semedo,nelson-semedo,D,False,,,1.0,22.0,15.0,37.0,1.0,1.0,1.0,,,,,,,,2.0,8.0,,,,,,,,1.0,,,73.0,,,,,,,,12.0,,7.0,,,,,6.0,1.0,,3.0,,29.0,17.0,45.0,0,2.0,70.0,2.0,,5.0,1.0
2020-21,8896960,3,39,Wolverhampton_Wanderers,Away,280955,171317,Rúben Neves,ruben-neves,M,False,,,6.0,64.0,34.0,98.0,,3.0,7.0,,,1.0,2.0,,,1.0,4.0,7.0,,,1.0,,,,,1.0,,,90.0,1.0,,,,,,,18.0,,7.1,,,1.0,1.0,,,,10.0,,76.0,39.0,115.0,3,4.0,128.0,,,,3.0
2020-21,8896960,3,39,Wolverhampton_Wanderers,Away,286165,159533,Adama Traoré,adama-traore,F,False,,,,16.0,2.0,18.0,,2.0,1.0,,,,,,,2.0,5.0,10.0,,,1.0,,,,,,,,62.0,,,,,,,,19.0,,7.3,,,,,10.0,8.0,,,,30.0,2.0,24.0,0,,48.0,1.0,,8.0,
2020-21,8896960,3,39,Wolverhampton_Wanderers,Away,844132,,Meritan Shabani,meritan-shabani,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896960,3,39,Wolverhampton_Wanderers,Away,846441,216054,Rúben Vinagre,ruben-vinagre,D,False,2.0,,2.0,26.0,23.0,47.0,2.0,1.0,9.0,,,,1.0,,,2.0,7.0,5.0,,,2.0,,,,,1.0,1.0,,90.0,,,,,,,,12.0,,6.7,,,,1.0,,3.0,,4.0,,28.0,27.0,52.0,0,4.0,78.0,1.0,,,3.0
2020-21,8896960,3,39,Wolverhampton_Wanderers,Away,879349,247632,Pedro Neto,pedro-neto,M,False,2.0,,,29.0,8.0,35.0,2.0,,5.0,,,,2.0,,,2.0,11.0,5.0,,,1.0,,,,,,3.0,,90.0,,,,,,,,14.0,,6.6,,,2.0,,7.0,3.0,,1.0,,32.0,8.0,37.0,2,,60.0,4.0,2.0,3.0,
2020-21,8896960,3,39,Wolverhampton_Wanderers,Away,894474,214048,Max Kilman,max-kilman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896960,3,39,Wolverhampton_Wanderers,Away,902029,437858,Vitinha,vitinha,M,True,,,,16.0,6.0,22.0,,,2.0,,,,,,,,2.0,3.0,,,1.0,,,,,,1.0,,17.0,,,,,,,,4.0,,6.8,,,,,2.0,,,,,18.0,6.0,24.0,0,2.0,29.0,1.0,,1.0,
2020-21,8896960,3,39,Wolverhampton_Wanderers,Away,954044,441271,Ki-Jana Hoever,ki-jana-hoever,D,True,1.0,,1.0,10.0,5.0,14.0,,1.0,2.0,,,,,,,,,2.0,,,,,,,,,1.0,,17.0,,,,,,,,4.0,,6.6,,,,,,2.0,,1.0,,14.0,5.0,17.0,0,,23.0,,1.0,,
2020-21,8896960,3,39,Wolverhampton_Wanderers,Away,954076,449988,Fábio Silva,fabio-silva,F,True,,,,11.0,6.0,17.0,2.0,1.0,3.0,,,2.0,,,,3.0,6.0,2.0,,,,,,,,1.0,1.0,,28.0,,,,,,,,6.0,,6.4,,,,,1.0,,,,,12.0,6.0,18.0,2,,28.0,1.0,1.0,,
2020-21,8896910,4,39,Wolverhampton_Wanderers,Home,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896910,4,39,Wolverhampton_Wanderers,Home,6562,19624,João Moutinho,joao-moutinho,M,True,,,1.0,4.0,2.0,6.0,,,1.0,,,,1.0,,,,2.0,1.0,,,,,,,,1.0,,,19.0,,,,,,,,4.0,,6.5,,,,,1.0,2.0,,1.0,,6.0,3.0,7.0,0,1.0,13.0,,,,
2020-21,8896910,4,39,Wolverhampton_Wanderers,Home,17737,38533,Rui Patrício,rui-patricio,G,False,,,2.0,,11.0,11.0,,,7.0,,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,,,,8.0,,7.3,2.0,2.0,,,,,,10.0,,5.0,14.0,19.0,0,,27.0,,,,
2020-21,8896910,4,39,Wolverhampton_Wanderers,Home,98449,94147,Conor Coady,conor-coady,D,False,,,8.0,15.0,45.0,60.0,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,5.0,,7.1,,,,3.0,,,,11.0,,18.0,47.0,65.0,0,,69.0,,,,
2020-21,8896910,4,39,Wolverhampton_Wanderers,Home,139310,90585,Willy Boly,willy-boly,D,False,,,1.0,14.0,34.0,48.0,,3.0,4.0,,,1.0,,,,,,3.0,,,,,,,,,,,90.0,,,,,,,,6.0,,7.1,,,,6.0,,,,2.0,,16.0,38.0,54.0,1,,61.0,,,,
2020-21,8896910,4,39,Wolverhampton_Wanderers,Home,187729,107613,Romain Saïss,romain-saiss,D,False,1.0,,2.0,19.0,21.0,39.0,1.0,3.0,5.0,,,1.0,1.0,,,,5.0,6.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,14.0,,7.0,,,,5.0,3.0,3.0,,5.0,,27.0,26.0,50.0,1,1.0,73.0,,,2.0,1.0
2020-21,8896910,4,39,Wolverhampton_Wanderers,Home,190405,151589,Leander Dendoncker,leander-dendoncker,M,False,1.0,,,22.0,14.0,35.0,3.0,1.0,,,,1.0,2.0,,,,9.0,4.0,,,4.0,,,,,,3.0,,90.0,1.0,1.0,,,,,,5.0,,7.1,,,,,,1.0,,,,26.0,14.0,39.0,2,3.0,48.0,1.0,,,2.0
2020-21,8896910,4,39,Wolverhampton_Wanderers,Home,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,2.0,13.0,5.0,18.0,2.0,1.0,5.0,,1.0,1.0,,,,1.0,7.0,5.0,,,1.0,,,,,1.0,,,90.0,1.0,,,,,,,14.0,,6.4,,,1.0,,5.0,,,2.0,,17.0,6.0,23.0,3,,41.0,5.0,2.0,2.0,
2020-21,8896910,4,39,Wolverhampton_Wanderers,Home,252821,200402,Nélson Semedo,nelson-semedo,D,False,1.0,,1.0,19.0,16.0,34.0,1.0,,5.0,,1.0,,1.0,,,,4.0,2.0,,,1.0,,,,,2.0,,,78.0,1.0,1.0,,,,,,8.0,,6.7,,,1.0,1.0,2.0,1.0,,4.0,,24.0,18.0,41.0,2,,66.0,,1.0,1.0,
2020-21,8896910,4,39,Wolverhampton_Wanderers,Home,280955,171317,Rúben Neves,ruben-neves,M,False,,,7.0,22.0,25.0,47.0,,1.0,7.0,,,1.0,2.0,,,2.0,6.0,3.0,,,2.0,,,,,1.0,,,90.0,,1.0,,,,,,13.0,,6.7,,,1.0,1.0,,,,13.0,,33.0,25.0,58.0,2,1.0,70.0,,1.0,,1.0
2020-21,8896910,4,39,Wolverhampton_Wanderers,Home,286165,159533,Adama Traoré,adama-traore,F,True,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,2.0,,,,,,,,,,,8.0,,,,,,,,2.0,,6.6,,,,,,,,,,1.0,1.0,2.0,0,2.0,5.0,1.0,,,1.0
2020-21,8896910,4,39,Wolverhampton_Wanderers,Home,308764,200600,Daniel Podence,daniel-podence,M,False,,,,15.0,5.0,20.0,,,2.0,,,,,,,,,2.0,,,,,,,,,,,71.0,,,,,,,,7.0,,6.7,,,,,1.0,2.0,,,,21.0,6.0,25.0,0,,29.0,,1.0,1.0,
2020-21,8896910,4,39,Wolverhampton_Wanderers,Home,797688,179456,Oskar Buur,oskar-buur,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896910,4,39,Wolverhampton_Wanderers,Home,879349,247632,Pedro Neto,pedro-neto,M,False,3.0,,,23.0,7.0,27.0,,2.0,5.0,,,1.0,2.0,,,2.0,8.0,3.0,,,2.0,,1.0,,,,2.0,,82.0,2.0,,,,,,,13.0,,7.2,,,,,2.0,9.0,,1.0,,29.0,9.0,29.0,3,,51.0,1.0,1.0,,
2020-21,8896910,4,39,Wolverhampton_Wanderers,Home,894474,214048,Max Kilman,max-kilman,D,False,,,2.0,23.0,36.0,59.0,1.0,,2.0,1.0,,,,,,,4.0,,,,3.0,,,,,2.0,2.0,,90.0,,,,,,,,6.0,,7.3,,,,5.0,,,,4.0,,26.0,38.0,64.0,0,,75.0,1.0,,,
2020-21,8896910,4,39,Wolverhampton_Wanderers,Home,902029,437858,Vitinha,vitinha,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896910,4,39,Wolverhampton_Wanderers,Home,954044,441271,Ki-Jana Hoever,ki-jana-hoever,D,True,,,,1.0,,1.0,1.0,,,,,,,,,1.0,2.0,1.0,,,,,,,,1.0,,,12.0,,,,,,,,2.0,,6.7,,,,4.0,,,,,,2.0,,2.0,0,1.0,11.0,,,,
2020-21,8896910,4,39,Wolverhampton_Wanderers,Home,954076,449988,Fábio Silva,fabio-silva,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896918,5,39,Wolverhampton_Wanderers,Away,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896918,5,39,Wolverhampton_Wanderers,Away,6562,19624,João Moutinho,joao-moutinho,M,False,1.0,,2.0,13.0,10.0,22.0,,,4.0,,,,1.0,,,1.0,3.0,7.0,,,2.0,,,,,3.0,1.0,,82.0,,,,,,,,8.0,,7.3,,,,,,2.0,,3.0,,17.0,12.0,27.0,0,5.0,42.0,1.0,2.0,,3.0
2020-21,8896918,5,39,Wolverhampton_Wanderers,Away,17737,38533,Rui Patrício,rui-patricio,G,False,,,12.0,7.0,5.0,12.0,,,9.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,15.0,,7.3,2.0,2.0,,,,,,27.0,,16.0,11.0,27.0,0,,33.0,,,,
2020-21,8896918,5,39,Wolverhampton_Wanderers,Away,98449,94147,Conor Coady,conor-coady,D,False,,,1.0,2.0,9.0,11.0,1.0,2.0,5.0,,,,,,,,1.0,3.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,13.0,,7.0,,,,2.0,,,,8.0,,10.0,12.0,22.0,0,1.0,30.0,1.0,,,1.0
2020-21,8896918,5,39,Wolverhampton_Wanderers,Away,139310,90585,Willy Boly,willy-boly,D,False,,,3.0,8.0,12.0,20.0,1.0,,3.0,,,,,,,,1.0,2.0,,,1.0,,,,,,,,90.0,,1.0,,,,,,10.0,,7.0,,,,4.0,,,,10.0,,15.0,15.0,30.0,0,2.0,37.0,,,,1.0
2020-21,8896918,5,39,Wolverhampton_Wanderers,Away,143593,111291,Marçal,marcal,D,True,,,,,2.0,2.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,8.0,,,,,,,,2.0,,6.4,,,,,,,,1.0,,,3.0,3.0,0,,4.0,1.0,,,
