season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,6562,19624,João Moutinho,joao-moutinho,M,False,2.0,,5.0,11.0,29.0,38.0,4.0,1.0,12.0,,,,1.0,,,,7.0,4.0,,,2.0,,,,,1.0,4.0,,86.0,,,,,,,,10.0,,7.2,,,,2.0,1.0,4.0,,10.0,,14.0,35.0,45.0,0,2.0,57.0,,1.0,,1.0
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,17737,38533,Rui Patrício,rui-patricio,G,False,,,10.0,6.0,5.0,11.0,,,10.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,7.0,,7.2,1.0,1.0,,1.0,,,,16.0,,10.0,7.0,17.0,0,,27.0,,,,
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,98449,94147,Conor Coady,conor-coady,D,False,,,8.0,3.0,25.0,28.0,2.0,,1.0,,,,,,,1.0,3.0,3.0,,,,,,,,2.0,,,90.0,,,,,,,,9.0,,7.4,,,,7.0,,,,14.0,,7.0,29.0,36.0,0,3.0,50.0,,,,3.0
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,139310,90585,Willy Boly,willy-boly,D,False,,,4.0,3.0,26.0,29.0,2.0,6.0,3.0,,,,1.0,,,1.0,5.0,9.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,16.0,,7.2,,,,7.0,,,,9.0,,10.0,34.0,44.0,0,2.0,58.0,,1.0,,2.0
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,143593,111291,Marçal,marcal,D,False,,,2.0,9.0,17.0,26.0,3.0,5.0,4.0,,,,,,,,5.0,8.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,10.0,,7.0,,,,3.0,3.0,1.0,,6.0,,14.0,20.0,33.0,0,,53.0,,1.0,2.0,
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,187729,107613,Romain Saïss,romain-saiss,D,False,,,8.0,13.0,27.0,40.0,9.0,6.0,2.0,,1.0,,1.0,1.0,,,11.0,7.0,,,1.0,,1.0,,1.0,1.0,,,90.0,2.0,2.0,,,,,,5.0,,8.6,,,1.0,7.0,,,,12.0,,16.0,29.0,45.0,3,,66.0,,1.0,,
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,190405,151589,Leander Dendoncker,leander-dendoncker,M,False,1.0,,,13.0,15.0,27.0,,6.0,2.0,,,,,,,,,9.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,8.0,,7.3,,,,2.0,,1.0,,1.0,,17.0,18.0,34.0,0,3.0,45.0,1.0,,,1.0
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,192442,102057,Raúl Jiménez,raul-jimenez,F,False,1.0,,3.0,20.0,13.0,32.0,5.0,2.0,3.0,,1.0,,,,,3.0,10.0,7.0,,,,,1.0,,1.0,1.0,,,90.0,2.0,,,,,,,19.0,,7.4,,,3.0,3.0,3.0,1.0,,4.0,,28.0,14.0,41.0,5,,69.0,5.0,4.0,1.0,
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,280955,171317,Rúben Neves,ruben-neves,M,True,,,2.0,3.0,4.0,7.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,,14.0,,,,,,,,1.0,,6.6,,,,1.0,,,,3.0,,4.0,4.0,8.0,0,,11.0,,,,
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,286165,159533,Adama Traoré,adama-traore,F,False,,,1.0,6.0,8.0,14.0,,1.0,2.0,,,2.0,,,,2.0,7.0,13.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,23.0,,6.9,,,1.0,2.0,10.0,4.0,,6.0,,10.0,14.0,20.0,3,3.0,65.0,2.0,2.0,7.0,1.0
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,308764,200600,Daniel Podence,daniel-podence,M,False,1.0,,3.0,10.0,9.0,18.0,2.0,,3.0,1.0,,,,,,,2.0,5.0,,,,1.0,,,,,1.0,,76.0,,,,,,,,10.0,,7.5,,,,,2.0,1.0,,5.0,,17.0,10.0,26.0,0,1.0,34.0,2.0,2.0,2.0,
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,606164,194634,Diogo Jota,diogo-jota,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,797688,179456,Oskar Buur,oskar-buur,D,True,,,,3.0,10.0,13.0,,1.0,,,,,2.0,,,1.0,3.0,1.0,,,,,,,,,,,22.0,,,,,,,,2.0,,6.1,,,,,,,,1.0,,3.0,11.0,14.0,0,,19.0,,,,
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,846441,216054,Rúben Vinagre,ruben-vinagre,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,879349,247632,Pedro Neto,pedro-neto,M,False,1.0,,,9.0,11.0,19.0,4.0,,5.0,,,,,,,,5.0,2.0,,,,1.0,,,,2.0,1.0,,68.0,,,,,,,,10.0,,7.0,,,,,2.0,3.0,,1.0,,14.0,12.0,23.0,0,,37.0,3.0,1.0,1.0,
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,902029,437858,Vitinha,vitinha,M,True,,,,4.0,1.0,5.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,10.0,,,,,,,,,,6.7,,,,,1.0,,,,,4.0,1.0,5.0,0,,6.0,,,1.0,
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,954076,449988,Fábio Silva,fabio-silva,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896925,2,39,Wolverhampton_Wanderers,Home,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896925,2,39,Wolverhampton_Wanderers,Home,6562,19624,João Moutinho,joao-moutinho,M,False,,,,11.0,13.0,24.0,,,6.0,,,,2.0,,,1.0,3.0,2.0,,,,,,,,,1.0,,78.0,,1.0,,,,,,9.0,,6.7,,,,,,1.0,,,,15.0,17.0,31.0,0,2.0,39.0,,,,1.0
2020-21,8896925,2,39,Wolverhampton_Wanderers,Home,17737,38533,Rui Patrício,rui-patricio,G,False,,,5.0,1.0,8.0,9.0,,,10.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,1.0,,,11.0,,6.9,3.0,6.0,,,,,,15.0,,8.0,12.0,20.0,0,,33.0,,,,
2020-21,8896925,2,39,Wolverhampton_Wanderers,Home,98449,94147,Conor Coady,conor-coady,D,False,,,7.0,8.0,22.0,30.0,1.0,1.0,7.0,,,,2.0,,,,5.0,2.0,,,1.0,,,,,2.0,1.0,,90.0,,,,,,,,12.0,,6.1,,,,,1.0,,,12.0,,14.0,26.0,40.0,0,1.0,48.0,1.0,,,
2020-21,8896925,2,39,Wolverhampton_Wanderers,Home,139310,90585,Willy Boly,willy-boly,D,False,,,1.0,5.0,18.0,23.0,,5.0,3.0,,,,2.0,,,,3.0,8.0,,,1.0,,,,,3.0,,,90.0,,1.0,,,,,,16.0,,6.6,,,1.0,3.0,,,,5.0,,6.0,30.0,36.0,1,3.0,52.0,2.0,,,2.0
2020-21,8896925,2,39,Wolverhampton_Wanderers,Home,143593,111291,Marçal,marcal,D,False,,,,1.0,3.0,4.0,,1.0,,,,,,,,,,3.0,,,,,,,,,,,8.0,,,,,,,,,,6.9,,,,,,,,,,1.0,3.0,4.0,0,2.0,6.0,,,,1.0
