season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,possessionLostCtrl,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2013-14,3964789,1,88,Hull_City,Away,788,1881,Steve Harper,steve-harper,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3964789,1,88,Hull_City,Away,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964819,2,88,Hull_City,Home,788,1881,Steve Harper,steve-harper,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3964819,2,88,Hull_City,Home,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3964841,3,88,Hull_City,Away,788,1881,Steve Harper,steve-harper,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3964841,3,88,Hull_City,Away,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3965123,4,88,Hull_City,Home,4387,11974,Eldin Jakupović,eldin-jakupovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965123,4,88,Hull_City,Home,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3965149,5,88,Hull_City,Away,788,1881,Steve Harper,steve-harper,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965149,5,88,Hull_City,Away,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3965163,6,88,Hull_City,Home,788,1881,Steve Harper,steve-harper,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965163,6,88,Hull_City,Home,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3965181,7,88,Hull_City,Home,788,1881,Steve Harper,steve-harper,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965181,7,88,Hull_City,Home,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3965205,8,88,Hull_City,Away,788,1881,Steve Harper,steve-harper,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965205,8,88,Hull_City,Away,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3965235,9,88,Hull_City,Away,788,1881,Steve Harper,steve-harper,G,False,,,9.0,8.0,2.0,10.0,,,7.0,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,1.0,16.0,7.3,1.0,5.0,,,,,,,24.0,,22.0,3.0,25.0,0.0,,34.0,,,,
2013-14,3965235,9,88,Hull_City,Away,4387,11974,Eldin Jakupović,eldin-jakupovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965245,10,88,Hull_City,Home,788,1881,Steve Harper,steve-harper,G,False,,,7.0,4.0,7.0,11.0,,,9.0,,,,,,,,,,0.0,0.0,1.0,,,,90.0,,,0.0,,,12.0,7.1,1.0,1.0,,,,,,,18.0,,15.0,7.0,22.0,0.0,,28.0,,,,
2013-14,3965245,10,88,Hull_City,Home,4387,11974,Eldin Jakupović,eldin-jakupovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965269,11,88,Hull_City,Away,788,1881,Steve Harper,steve-harper,G,False,,1.0,8.0,6.0,3.0,9.0,,,6.0,,,,,,,1.0,1.0,1.0,0.0,0.0,,,,,90.0,,,0.0,1.0,1.0,19.0,5.3,2.0,2.0,,,1.0,1.0,,1.0,26.0,,24.0,3.0,27.0,0.0,,34.0,,,1.0,
2013-14,3965269,11,88,Hull_City,Away,4387,11974,Eldin Jakupović,eldin-jakupovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965285,12,88,Hull_City,Home,788,1881,Steve Harper,steve-harper,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965285,12,88,Hull_City,Home,12769,12390,Allan McGregor,allan-mcgregor,G,False,,3.0,10.0,7.0,11.0,18.0,,,7.0,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,12.0,6.5,,1.0,,,,,,3.0,21.0,,17.0,13.0,30.0,0.0,,33.0,,,,
2013-14,3965305,13,88,Hull_City,Home,788,1881,Steve Harper,steve-harper,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965305,13,88,Hull_City,Home,12769,12390,Allan McGregor,allan-mcgregor,G,False,,1.0,14.0,14.0,,14.0,,,9.0,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,17.0,7.0,3.0,3.0,,,,,,1.0,30.0,,29.0,1.0,30.0,0.0,,36.0,,,,
2013-14,3965317,14,88,Hull_City,Away,788,1881,Steve Harper,steve-harper,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965317,14,88,Hull_City,Away,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,8.0,6.0,7.0,13.0,,,5.0,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,12.0,7.0,3.0,5.0,,,1.0,,,,20.0,,16.0,9.0,25.0,0.0,,35.0,,,,
2013-14,3965353,15,88,Hull_City,Away,788,1881,Steve Harper,steve-harper,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965353,15,88,Hull_City,Away,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3965365,16,88,Hull_City,Home,788,1881,Steve Harper,steve-harper,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965365,16,88,Hull_City,Home,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3965395,17,88,Hull_City,Away,788,1881,Steve Harper,steve-harper,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,3965395,17,88,Hull_City,Away,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3965405,18,88,Hull_City,Home,788,1881,Steve Harper,steve-harper,G,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,44.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,
2013-14,3965405,18,88,Hull_City,Home,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,46.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,
