matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attLgLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755311,1,2014-08-16 15:00:00,35,West Brom,Home,131.0,6.0,1.0,4.0,3.0,2.0,1.0,222.0,3.0,1.0,3.0,5.0,12.0,27.0,349.0,,,23.0,15.0,16.0,7.0,,,,,,,,,,9.0,1.0,,,,,,7.0,4.0,3.0,,,70.0,49.0,1.0,,2.0,2.0,14.0,,8.0,,1.0,6.0,13.0,9.0,,25.0,,68.0,48.0,2.0,15.0,9.0,,,80.0,18.0,9.0,2.0,1.0,3.0,2.0,,185.0,1.0,,1.0,1.0,,,7.0,1.0,1.0,1.0,9.0,,11.0,11.0,1.0,3.0,94.0,82.0,53.0,3.0,,5.0,3.0,5.0,420.0,3.0,2.0,56.0,68.0,24.0,,,,,1.0,158.0,158.0,5.0,14.0,27.0,57.8,,,14.0,0.0,90.0,,,,1.0,,5.0,,3.0,113.0,338.0,9.0,8.0,142.0,14.0,15.0,9.0,6.0,30.0,24.0,,166.0,8.0,327.0,1.0,1.0,24.0,14.0,54.0,,439.0,,0.0,10.0,18.0,1.0,24.0,3.0,628.0,,9.0,5.0,6.0,11.0,0.0
755319,2,2014-08-23 15:00:00,35,West Brom,Away,135.0,7.0,2.0,8.0,6.0,3.0,,149.0,5.0,,1.0,7.0,9.0,29.0,276.0,,,15.0,15.0,9.0,5.0,,,,,1.0,1.0,,,1.0,5.0,,,,,,1.0,11.0,6.0,3.0,,,54.0,61.0,1.0,1.0,,2.0,17.0,2.0,3.0,,,5.0,13.0,4.0,,20.0,1.0,54.0,45.0,2.0,17.0,9.0,,1.0,58.0,15.0,14.0,,,2.0,1.0,1.0,161.0,,,,,,,8.0,,2.0,,9.0,,17.0,17.0,1.0,1.0,82.0,90.0,42.0,1.0,,3.0,2.0,2.0,346.0,2.0,1.0,75.0,62.0,11.0,,,,,,149.0,149.0,3.0,30.0,20.0,42.4,,,17.0,0.0,71.0,2.0,,2.0,1.0,,4.0,,3.0,60.0,264.0,12.0,5.0,151.0,13.0,17.0,7.0,5.0,23.0,18.0,,103.0,10.0,240.0,2.0,1.0,41.0,9.0,73.0,1.0,368.0,,0.0,8.0,19.0,2.0,20.0,2.0,557.0,,13.0,5.0,5.0,16.0,0.0
755330,3,2014-08-30 15:00:00,35,West Brom,Away,172.0,12.0,4.0,5.0,1.0,1.0,,199.0,5.0,,5.0,10.0,11.0,27.0,366.0,,1.0,9.0,12.0,10.0,9.0,2.0,,,,,1.0,1.0,,,9.0,,,1.0,,,3.0,4.0,8.0,7.0,,,68.0,61.0,1.0,1.0,,3.0,20.0,7.0,8.0,1.0,,7.0,9.0,3.0,,12.0,1.0,42.0,43.0,3.0,8.0,4.0,2.0,,57.0,8.0,9.0,,1.0,4.0,3.0,1.0,162.0,,,,,,,7.0,,1.0,1.0,4.0,1.0,15.0,15.0,1.0,6.0,119.0,64.0,42.0,,,4.0,7.0,2.0,422.0,1.0,2.0,68.0,48.0,16.0,,,,,,127.0,127.0,3.0,24.0,27.0,44.1,1.0,1.0,20.0,0.0,92.0,3.0,2.0,4.0,,,7.0,,3.0,87.0,350.0,12.0,11.0,186.0,22.0,8.0,7.0,7.0,22.0,15.0,,129.0,5.0,277.0,1.0,,24.0,12.0,50.0,1.0,441.0,1.0,0.0,16.0,21.0,2.0,15.0,2.0,610.0,,8.0,3.0,7.0,14.0,0.0
755342,4,2014-09-13 15:00:00,35,West Brom,Home,163.0,16.0,,6.0,6.0,2.0,,181.0,4.0,,5.0,8.0,7.0,40.0,338.0,,,24.0,16.0,20.0,8.0,,,,1.0,,2.0,,,,11.0,,,,,,,4.0,2.0,10.0,,,61.0,54.0,,,,2.0,15.0,7.0,11.0,,1.0,9.0,13.0,12.0,,13.0,3.0,50.0,54.0,2.0,10.0,4.0,2.0,,65.0,12.0,10.0,,,1.0,,2.0,151.0,,,,,,,6.0,,1.0,,4.0,,19.0,19.0,2.0,5.0,109.0,81.0,46.0,1.0,,1.0,7.0,3.0,411.0,1.0,2.0,60.0,58.0,27.0,,,,,,152.0,152.0,5.0,24.0,19.0,45.5,,,15.0,0.0,110.0,1.0,2.0,3.0,,,3.0,,3.0,76.0,324.0,9.0,8.0,180.0,25.0,10.0,5.0,9.0,34.0,25.0,,131.0,10.0,285.0,1.0,,38.0,7.0,80.0,1.0,431.0,1.0,0.0,13.0,20.0,,29.0,2.0,623.0,,9.0,4.0,9.0,17.0,0.0
755351,5,2014-09-21 13:30:00,35,West Brom,Away,78.0,8.0,2.0,4.0,2.0,3.0,1.0,157.0,3.0,,4.0,7.0,14.0,25.0,231.0,,2.0,9.0,15.0,9.0,5.0,1.0,,,,,,,,,4.0,,,,,,,3.0,7.0,,,,46.0,55.0,2.0,1.0,1.0,8.0,22.0,2.0,15.0,,1.0,7.0,6.0,2.0,,9.0,,50.0,45.0,8.0,35.0,14.0,,,68.0,7.0,11.0,,,2.0,2.0,,138.0,1.0,1.0,1.0,,1.0,,12.0,,2.0,,14.0,,12.0,12.0,4.0,4.0,71.0,86.0,33.0,9.0,1.0,2.0,5.0,4.0,292.0,2.0,2.0,67.0,75.0,16.0,,,,,,133.0,133.0,8.0,15.0,20.0,38.2,,1.0,22.0,0.0,65.0,1.0,,1.0,2.0,,4.0,2.0,1.0,84.0,222.0,18.0,7.0,90.0,12.0,35.0,12.0,6.0,16.0,10.0,,136.0,4.0,246.0,2.0,,39.0,16.0,77.0,2.0,320.0,,0.0,10.0,17.0,2.0,15.0,2.0,512.0,,9.0,8.0,7.0,15.0,0.0
755362,6,2014-09-28 16:00:00,35,West Brom,Home,251.0,15.0,4.0,6.0,2.0,2.0,,285.0,2.0,3.0,3.0,3.0,13.0,25.0,530.0,,1.0,16.0,20.0,19.0,9.0,1.0,,,,,1.0,,,,16.0,,,,,,,2.0,3.0,7.0,,,115.0,63.0,1.0,,1.0,4.0,16.0,8.0,3.0,,,10.0,19.0,3.0,1.0,1.0,1.0,37.0,51.0,4.0,25.0,12.0,,,64.0,7.0,9.0,2.0,,1.0,,1.0,203.0,4.0,1.0,4.0,2.0,2.0,,7.0,2.0,1.0,,12.0,,21.0,21.0,,3.0,157.0,93.0,46.0,2.0,1.0,4.0,10.0,6.0,598.0,3.0,2.0,94.0,85.0,13.0,,,,,,138.0,138.0,4.0,25.0,25.0,62.7,,,16.0,0.0,144.0,1.0,1.0,2.0,1.0,,6.0,1.0,3.0,155.0,517.0,6.0,14.0,266.0,30.0,25.0,21.0,7.0,29.0,22.0,,195.0,6.0,382.0,1.0,3.0,29.0,14.0,62.0,2.0,619.0,,0.0,20.0,10.0,4.0,20.0,1.0,817.0,,10.0,14.0,11.0,7.0,0.0
755367,7,2014-10-04 15:00:00,35,West Brom,Away,127.0,13.0,,4.0,4.0,1.0,1.0,150.0,6.0,1.0,7.0,10.0,13.0,25.0,273.0,,,14.0,13.0,12.0,6.0,,,1.0,,,,,,,5.0,1.0,,,,,,8.0,10.0,9.0,,,46.0,68.0,1.0,1.0,1.0,2.0,11.0,,10.0,,,5.0,7.0,8.0,,13.0,2.0,52.0,56.0,2.0,26.0,14.0,,,59.0,15.0,12.0,1.0,,3.0,2.0,,160.0,,,,,,,12.0,,2.0,2.0,14.0,,14.0,14.0,1.0,7.0,75.0,85.0,40.0,5.0,,3.0,3.0,4.0,342.0,6.0,2.0,58.0,78.0,18.0,,,,,1.0,154.0,154.0,4.0,24.0,27.0,45.7,,,11.0,0.0,90.0,3.0,2.0,5.0,2.0,1.0,4.0,,3.0,71.0,256.0,7.0,6.0,139.0,19.0,26.0,7.0,4.0,21.0,17.0,1.0,123.0,7.0,253.0,3.0,1.0,42.0,16.0,71.0,2.0,371.0,,0.0,8.0,28.0,,16.0,2.0,574.0,,17.0,4.0,5.0,22.0,0.0
755382,8,2014-10-20 20:00:00,35,West Brom,Home,173.0,8.0,,2.0,2.0,1.0,1.0,104.0,4.0,,4.0,8.0,19.0,24.0,275.0,,1.0,11.0,14.0,3.0,4.0,1.0,,,,,,,1.0,1.0,7.0,,,,,,1.0,2.0,11.0,11.0,,,64.0,52.0,1.0,,1.0,7.0,14.0,2.0,7.0,,1.0,,5.0,1.0,,12.0,2.0,45.0,27.0,7.0,55.0,26.0,,1.0,45.0,6.0,7.0,1.0,,2.0,1.0,,151.0,2.0,,2.0,2.0,,,12.0,2.0,5.0,1.0,26.0,,17.0,17.0,4.0,4.0,64.0,83.0,29.0,11.0,1.0,3.0,4.0,2.0,332.0,7.0,2.0,58.0,30.0,10.0,,,,,,121.0,121.0,5.0,25.0,12.0,37.3,,2.0,14.0,0.0,80.0,3.0,2.0,5.0,,,4.0,,1.0,57.0,265.0,8.0,7.0,187.0,11.0,55.0,11.0,,7.0,7.0,,97.0,4.0,179.0,5.0,,37.0,20.0,72.0,,359.0,1.0,0.0,8.0,13.0,3.0,15.0,1.0,558.0,,7.0,4.0,,9.0,0.0
755391,9,2014-10-25 15:00:00,35,West Brom,Home,203.0,7.0,1.0,5.0,4.0,3.0,,268.0,2.0,1.0,8.0,11.0,24.0,20.0,466.0,,2.0,25.0,19.0,23.0,10.0,2.0,,,,,1.0,1.0,,,11.0,1.0,,1.0,,,1.0,8.0,5.0,3.0,,,86.0,66.0,,,1.0,2.0,11.0,4.0,7.0,,,6.0,20.0,4.0,,19.0,1.0,58.0,46.0,2.0,28.0,20.0,,,92.0,14.0,8.0,1.0,,6.0,2.0,1.0,208.0,1.0,1.0,1.0,,1.0,,4.0,,,1.0,20.0,1.0,16.0,16.0,,8.0,135.0,78.0,54.0,3.0,,7.0,6.0,4.0,544.0,2.0,1.0,82.0,54.0,23.0,1.0,1.0,1.0,,1.0,156.0,156.0,7.0,25.0,24.0,68.8,1.0,,11.0,0.0,131.0,2.0,2.0,4.0,1.0,,9.0,,2.0,120.0,455.0,4.0,13.0,212.0,13.0,28.0,2.0,5.0,31.0,26.0,,186.0,8.0,379.0,,1.0,35.0,25.0,53.0,1.0,560.0,1.0,0.0,17.0,14.0,2.0,25.0,3.0,760.0,,14.0,1.0,6.0,13.0,0.0
755399,10,2014-11-01 15:00:00,35,West Brom,Away,122.0,7.0,1.0,1.0,,2.0,,136.0,1.0,1.0,6.0,9.0,8.0,27.0,257.0,,2.0,10.0,30.0,19.0,6.0,1.0,,,,,,,,,7.0,,,,,,,7.0,11.0,3.0,,,51.0,70.0,,,,4.0,32.0,3.0,13.0,,1.0,3.0,6.0,,,20.0,,75.0,51.0,4.0,56.0,34.0,,1.0,80.0,12.0,5.0,,,,,,160.0,,,,,,,14.0,,1.0,2.0,34.0,,21.0,21.0,3.0,6.0,81.0,85.0,30.0,8.0,,2.0,5.0,3.0,345.0,2.0,2.0,72.0,43.0,13.0,,,,,,172.0,172.0,4.0,27.0,23.0,44.2,,,32.0,0.0,80.0,5.0,,5.0,1.0,,2.0,,3.0,64.0,249.0,15.0,7.0,149.0,10.0,56.0,7.0,3.0,9.0,6.0,,118.0,6.0,232.0,1.0,1.0,52.0,9.0,88.0,6.0,372.0,,0.0,8.0,22.0,2.0,22.0,1.0,596.0,,7.0,5.0,3.0,15.0,0.0
