matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attLgLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755411,11,2014-11-09 13:30:00,35,West Brom,Home,207.0,7.0,1.0,2.0,1.0,6.0,,223.0,5.0,1.0,2.0,12.0,21.0,30.0,428.0,,1.0,28.0,17.0,23.0,7.0,,,,,,,,,,8.0,,,,,,,8.0,5.0,3.0,,,65.0,59.0,1.0,1.0,,1.0,22.0,3.0,13.0,,,7.0,8.0,2.0,,21.0,,64.0,64.0,1.0,28.0,17.0,,1.0,75.0,12.0,5.0,,,1.0,1.0,,175.0,,,,,,,6.0,,1.0,1.0,17.0,,13.0,13.0,,2.0,141.0,80.0,52.0,4.0,,2.0,5.0,2.0,508.0,2.0,1.0,69.0,61.0,16.0,,,,,,157.0,157.0,2.0,28.0,24.0,57.9,,,22.0,0.0,143.0,1.0,,1.0,3.0,,5.0,,3.0,97.0,413.0,14.0,7.0,224.0,19.0,28.0,15.0,7.0,18.0,11.0,,153.0,17.0,318.0,1.0,1.0,29.0,23.0,57.0,1.0,524.0,1.0,0.0,10.0,25.0,2.0,32.0,0.0,735.0,,14.0,11.0,7.0,16.0,0.0
755415,12,2014-11-22 15:00:00,35,West Brom,Away,113.0,5.0,,,,1.0,,84.0,2.0,1.0,4.0,10.0,7.0,18.0,197.0,,,14.0,9.0,9.0,4.0,,,,1.0,,1.0,,,,4.0,,,,,,,3.0,12.0,9.0,,,46.0,47.0,,,,5.0,13.0,,9.0,,,,2.0,2.0,,7.0,6.0,35.0,38.0,5.0,31.0,16.0,,,45.0,9.0,7.0,,,2.0,1.0,1.0,118.0,,,,,,,12.0,,2.0,,16.0,,14.0,14.0,5.0,4.0,50.0,67.0,23.0,15.0,,3.0,1.0,1.0,245.0,5.0,3.0,39.0,26.0,5.0,,,,,,106.0,106.0,1.0,23.0,11.0,26.3,,,13.0,0.0,56.0,4.0,2.0,6.0,,,4.0,,3.0,33.0,191.0,11.0,4.0,129.0,6.0,31.0,8.0,,5.0,5.0,,63.0,4.0,146.0,2.0,2.0,49.0,7.0,68.0,2.0,270.0,,1.0,5.0,17.0,,18.0,0.0,436.0,,10.0,6.0,,14.0,0.0
755431,13,2014-11-29 12:45:00,35,West Brom,Home,165.0,9.0,1.0,6.0,5.0,1.0,,195.0,1.0,,5.0,12.0,14.0,30.0,354.0,,,20.0,26.0,23.0,6.0,1.0,,,,,,,,,6.0,,,1.0,,,,2.0,8.0,9.0,,,86.0,66.0,,,,3.0,21.0,3.0,13.0,,1.0,4.0,10.0,6.0,,6.0,2.0,58.0,49.0,3.0,24.0,8.0,,3.0,76.0,9.0,9.0,,,1.0,,,183.0,,,,,,,6.0,,1.0,,8.0,1.0,11.0,11.0,1.0,5.0,98.0,99.0,41.0,4.0,,4.0,3.0,1.0,454.0,6.0,2.0,83.0,67.0,16.0,,,,,,164.0,164.0,2.0,31.0,24.0,48.4,1.0,1.0,21.0,0.0,107.0,1.0,3.0,4.0,,,4.0,,3.0,87.0,345.0,5.0,7.0,185.0,16.0,24.0,7.0,3.0,19.0,16.0,,149.0,6.0,308.0,2.0,,62.0,16.0,92.0,4.0,474.0,1.0,0.0,8.0,15.0,1.0,24.0,2.0,647.0,,11.0,3.0,4.0,11.0,0.0
755439,14,2014-12-02 20:00:00,35,West Brom,Home,164.0,9.0,3.0,7.0,5.0,1.0,1.0,198.0,2.0,1.0,2.0,18.0,11.0,33.0,355.0,,,18.0,30.0,23.0,13.0,2.0,,,,,,,,,15.0,,,,,,4.0,4.0,6.0,6.0,,,70.0,60.0,1.0,,1.0,3.0,22.0,8.0,4.0,,,7.0,7.0,9.0,1.0,13.0,2.0,62.0,60.0,3.0,20.0,13.0,,1.0,82.0,11.0,17.0,,,5.0,4.0,,188.0,1.0,1.0,1.0,,1.0,,3.0,,2.0,,13.0,,12.0,12.0,,2.0,113.0,95.0,42.0,3.0,,7.0,9.0,5.0,460.0,5.0,3.0,66.0,38.0,29.0,,,,,,189.0,189.0,1.0,24.0,25.0,57.6,,1.0,22.0,0.0,116.0,2.0,2.0,4.0,1.0,,9.0,,3.0,88.0,340.0,12.0,16.0,193.0,16.0,20.0,17.0,6.0,25.0,20.0,,158.0,9.0,319.0,2.0,1.0,62.0,13.0,85.0,,487.0,,0.0,22.0,10.0,3.0,25.0,2.0,693.0,,11.0,12.0,7.0,8.0,0.0
755444,15,2014-12-06 15:00:00,35,West Brom,Away,222.0,6.0,1.0,1.0,1.0,4.0,,185.0,3.0,1.0,1.0,21.0,19.0,42.0,406.0,,,18.0,16.0,24.0,2.0,1.0,,1.0,,1.0,1.0,,,,2.0,,1.0,,,,,5.0,6.0,6.0,,,74.0,68.0,,1.0,,4.0,15.0,2.0,2.0,,,2.0,2.0,4.0,,16.0,2.0,49.0,54.0,4.0,29.0,22.0,,,62.0,16.0,9.0,,,2.0,,1.0,188.0,,,,,,,11.0,,1.0,1.0,22.0,,15.0,15.0,3.0,1.0,124.0,95.0,46.0,3.0,,,3.0,3.0,492.0,3.0,2.0,58.0,61.0,12.0,,,,,1.0,148.0,148.0,1.0,42.0,21.0,50.7,,,15.0,0.0,129.0,2.0,,2.0,,1.0,1.0,,3.0,61.0,396.0,10.0,3.0,247.0,13.0,29.0,7.0,2.0,7.0,6.0,1.0,107.0,11.0,275.0,1.0,1.0,50.0,22.0,88.0,1.0,515.0,1.0,0.0,6.0,16.0,1.0,22.0,1.0,687.0,,9.0,6.0,2.0,15.0,0.0
755462,16,2014-12-13 15:00:00,35,West Brom,Home,122.0,7.0,,4.0,4.0,,,220.0,3.0,2.0,4.0,6.0,8.0,25.0,338.0,1.0,,27.0,18.0,9.0,9.0,,,,,,,,,,11.0,,,,,,1.0,6.0,3.0,4.0,,,54.0,59.0,2.0,3.0,1.0,,13.0,2.0,5.0,,1.0,4.0,23.0,5.0,,17.0,1.0,63.0,47.0,,22.0,16.0,,,60.0,17.0,11.0,1.0,,3.0,2.0,,144.0,,,,,,,6.0,1.0,2.0,1.0,16.0,,21.0,21.0,1.0,4.0,101.0,61.0,35.0,2.0,,5.0,4.0,5.0,374.0,2.0,4.0,78.0,72.0,19.0,,,,,,128.0,128.0,4.0,22.0,27.0,48.6,,,13.0,0.0,98.0,,2.0,2.0,2.0,,6.0,,1.0,118.0,322.0,10.0,10.0,127.0,10.0,22.0,19.0,2.0,32.0,30.0,,155.0,2.0,302.0,2.0,2.0,21.0,8.0,49.0,1.0,397.0,2.0,0.0,13.0,19.0,4.0,31.0,4.0,622.0,,5.0,9.0,4.0,16.0,0.0
755468,17,2014-12-20 15:00:00,35,West Brom,Away,124.0,8.0,1.0,6.0,5.0,4.0,,173.0,,2.0,,14.0,8.0,27.0,291.0,1.0,1.0,22.0,30.0,23.0,11.0,,,,,1.0,1.0,,,,14.0,,,,1.0,,,3.0,11.0,6.0,,,66.0,65.0,1.0,,1.0,2.0,23.0,4.0,4.0,,,11.0,14.0,3.0,1.0,8.0,1.0,50.0,50.0,2.0,30.0,10.0,,,93.0,8.0,14.0,,,1.0,1.0,1.0,208.0,2.0,,2.0,1.0,1.0,,5.0,1.0,,,10.0,1.0,20.0,20.0,5.0,,79.0,104.0,39.0,5.0,1.0,5.0,8.0,6.0,407.0,7.0,,84.0,64.0,17.0,1.0,1.0,1.0,,,198.0,198.0,5.0,28.0,28.0,56.6,1.0,,23.0,0.0,81.0,3.0,1.0,4.0,,,6.0,,2.0,93.0,281.0,10.0,13.0,155.0,19.0,30.0,3.0,11.0,29.0,18.0,,171.0,8.0,308.0,,2.0,65.0,9.0,90.0,1.0,434.0,2.0,0.0,16.0,13.0,1.0,31.0,0.0,643.0,,13.0,2.0,11.0,11.0,0.0
755482,18,2014-12-26 15:00:00,35,West Brom,Home,195.0,4.0,2.0,5.0,3.0,,1.0,171.0,3.0,1.0,5.0,12.0,9.0,27.0,361.0,,3.0,15.0,7.0,13.0,10.0,2.0,,,,,1.0,,,,12.0,,,,,,,2.0,8.0,1.0,,,70.0,78.0,5.0,5.0,1.0,2.0,30.0,6.0,13.0,,,10.0,7.0,5.0,,14.0,1.0,46.0,48.0,2.0,17.0,9.0,2.0,,66.0,5.0,9.0,,,1.0,1.0,1.0,174.0,1.0,,,1.0,,,4.0,,1.0,,9.0,,20.0,20.0,1.0,5.0,100.0,62.0,34.0,6.0,,6.0,7.0,6.0,441.0,2.0,3.0,69.0,58.0,18.0,1.0,1.0,1.0,,,155.0,155.0,6.0,37.0,31.0,47.9,,1.0,30.0,0.0,115.0,2.0,,2.0,,,6.0,,3.0,83.0,347.0,15.0,13.0,216.0,11.0,17.0,17.0,10.0,23.0,13.0,,132.0,3.0,266.0,2.0,1.0,36.0,9.0,61.0,4.0,459.0,,0.0,18.0,16.0,6.0,20.0,0.0,660.0,,6.0,10.0,10.0,10.0,0.0
755490,19,2014-12-28 15:00:00,35,West Brom,Away,111.0,7.0,1.0,2.0,1.0,4.0,,187.0,5.0,1.0,5.0,12.0,10.0,28.0,296.0,,2.0,14.0,19.0,15.0,8.0,,,,,,,,,1.0,12.0,,,,,1.0,2.0,8.0,6.0,7.0,,,51.0,54.0,1.0,2.0,,4.0,17.0,4.0,9.0,,,3.0,12.0,2.0,,11.0,2.0,55.0,57.0,4.0,16.0,13.0,,,68.0,14.0,11.0,,,1.0,1.0,,159.0,,,,,,,9.0,,3.0,1.0,13.0,1.0,20.0,20.0,3.0,5.0,98.0,81.0,42.0,5.0,,5.0,3.0,4.0,369.0,3.0,1.0,61.0,77.0,21.0,,,,,,151.0,151.0,7.0,17.0,19.0,49.4,1.0,,17.0,0.0,88.0,,1.0,1.0,,,7.0,,3.0,89.0,281.0,9.0,8.0,129.0,12.0,16.0,21.0,3.0,18.0,15.0,,140.0,9.0,285.0,3.0,1.0,55.0,10.0,80.0,4.0,396.0,1.0,0.0,15.0,14.0,2.0,19.0,2.0,591.0,,11.0,18.0,3.0,8.0,0.0
755502,20,2015-01-01 15:00:00,35,West Brom,Away,160.0,8.0,,1.0,1.0,1.0,,223.0,2.0,1.0,4.0,14.0,15.0,26.0,382.0,1.0,1.0,9.0,10.0,13.0,11.0,,,1.0,1.0,,1.0,,,,13.0,,,,,,,6.0,6.0,2.0,,,85.0,80.0,1.0,,1.0,2.0,17.0,3.0,11.0,,,1.0,9.0,3.0,,14.0,1.0,50.0,40.0,2.0,27.0,12.0,,,68.0,13.0,6.0,1.0,,2.0,1.0,1.0,201.0,1.0,,1.0,1.0,,1.0,6.0,1.0,3.0,,12.0,,16.0,16.0,3.0,4.0,99.0,107.0,52.0,,,7.0,5.0,3.0,468.0,2.0,2.0,58.0,68.0,18.0,,,,,,153.0,153.0,2.0,46.0,20.0,54.2,,,17.0,0.0,102.0,2.0,,2.0,,1.0,8.0,,3.0,99.0,374.0,10.0,12.0,175.0,11.0,27.0,8.0,1.0,14.0,13.0,3.0,146.0,3.0,326.0,3.0,1.0,58.0,16.0,77.0,,487.0,3.0,0.0,14.0,17.0,1.0,13.0,0.0,660.0,,11.0,4.0,1.0,16.0,0.0
