matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442006,1.0,2012-08-18 15:00:00,35,West Brom,Home,125.0,10.0,2.0,5.0,3.0,1.0,,162.0,2.0,,3.0,8.0,16.0,27.0,282.0,,,9.0,7.0,14.0,11.0,,,1.0,,,,2.0,,,,1.0,,10.0,1.0,1.0,,,,1.0,10.0,6.0,,,,52.0,31.0,2.0,1.0,1.0,4.0,6.0,6.0,,,7.0,6.0,4.0,,12.0,1.0,38.0,48.0,4.0,3.0,2.0,,3.0,69.0,11.0,11.0,2.0,5.0,1.0,2.0,126.0,1.0,,1.0,1.0,,,11.0,,,1.0,1.0,,,,1.0,7.0,,15.0,14.0,1.0,3.0,84.0,80.0,44.0,3.0,1.0,6.0,6.0,6.0,,,,7.0,,,46.0,31.0,16.0,,,,,2.0,127.0,120.0,,14.0,12.0,40.5,,,,0.0,,,,87.0,1.0,1.0,,,1.0,6.0,,3.0,73.0,,12.0,144.0,15.0,10.0,7.0,5.0,16.0,11.0,1.0,106.0,2.0,221.0,2.0,,27.0,16.0,50.0,2.0,349.0,1.0,0.0,18.0,19.0,1.0,15.0,1.0,508.0,,10.0,4.0,7.0,15.0,0.0
442018,2.0,2012-08-25 15:00:00,35,West Brom,Away,130.0,11.0,3.0,6.0,3.0,,2.0,144.0,4.0,,2.0,8.0,20.0,30.0,268.0,,,23.0,5.0,16.0,6.0,3.0,,1.0,1.0,,,1.0,,,,,,8.0,,,,,,1.0,9.0,13.0,,,,48.0,46.0,1.0,2.0,,3.0,3.0,6.0,,,5.0,5.0,2.0,,17.0,1.0,39.0,45.0,3.0,13.0,8.0,,,74.0,6.0,8.0,,4.0,3.0,1.0,126.0,1.0,,,,1.0,,9.0,,,,2.0,,,,,16.0,,16.0,10.0,1.0,2.0,79.0,75.0,39.0,7.0,1.0,3.0,7.0,6.0,,,,5.0,,,37.0,52.0,11.0,,,,,,148.0,139.0,3.0,18.0,20.0,41.0,,,,0.0,,,,90.0,1.0,5.0,,,1.0,4.0,,3.0,58.0,,10.0,145.0,19.0,22.0,9.0,5.0,15.0,10.0,1.0,102.0,5.0,213.0,2.0,,32.0,20.0,55.0,3.0,343.0,2.0,0.0,13.0,17.0,,29.0,3.0,533.0,,19.0,4.0,5.0,13.0,0.0
442026,3.0,2012-09-01 15:00:00,35,West Brom,Home,151.0,9.0,2.0,7.0,5.0,3.0,1.0,140.0,1.0,,2.0,6.0,10.0,22.0,284.0,,,18.0,15.0,12.0,7.0,,,,,,,1.0,,,,,,9.0,,,1.0,,,,12.0,1.0,,,,43.0,45.0,3.0,1.0,2.0,1.0,2.0,2.0,,,6.0,5.0,4.0,1.0,18.0,,50.0,42.0,1.0,8.0,4.0,,2.0,69.0,12.0,16.0,1.0,3.0,3.0,1.0,160.0,2.0,1.0,2.0,1.0,1.0,,7.0,,,1.0,2.0,,,,,12.0,1.0,5.0,4.0,,2.0,80.0,88.0,43.0,3.0,,4.0,5.0,5.0,,,,5.0,2.0,,54.0,39.0,17.0,,,,,,155.0,141.0,1.0,27.0,10.0,44.3,1.0,,,0.0,,,,83.0,2.0,,,,,5.0,,3.0,56.0,,9.0,165.0,26.0,22.0,7.0,6.0,18.0,12.0,,107.0,3.0,219.0,2.0,,29.0,10.0,59.0,5.0,366.0,,0.0,12.0,10.0,,20.0,1.0,529.0,,12.0,4.0,6.0,8.0,0.0
442032,4.0,2012-09-15 15:00:00,35,West Brom,Away,152.0,13.0,2.0,4.0,2.0,,1.0,154.0,3.0,,8.0,8.0,18.0,37.0,302.0,,,16.0,12.0,8.0,6.0,2.0,,1.0,,,,,,,,,,7.0,,,,,,1.0,13.0,10.0,,,,47.0,36.0,,,,3.0,3.0,6.0,,,4.0,6.0,3.0,,14.0,4.0,42.0,37.0,3.0,10.0,4.0,,2.0,58.0,10.0,7.0,,1.0,1.0,,125.0,,,,,,,10.0,,,,,,,,,7.0,1.0,7.0,6.0,4.0,8.0,91.0,75.0,44.0,5.0,,1.0,7.0,5.0,,,,5.0,1.0,,28.0,44.0,20.0,1.0,1.0,1.0,,,126.0,113.0,2.0,16.0,8.0,37.0,,,,0.0,,,,110.0,3.0,4.0,,,1.0,2.0,1.0,3.0,53.0,,8.0,175.0,27.0,23.0,4.0,4.0,14.0,10.0,1.0,86.0,,212.0,,,26.0,19.0,62.0,1.0,373.0,,1.0,10.0,18.0,,16.0,0.0,533.0,,9.0,4.0,4.0,13.0,0.0
442046,5.0,2012-09-22 15:00:00,35,West Brom,Home,148.0,12.0,4.0,7.0,3.0,1.0,,198.0,2.0,,5.0,13.0,27.0,33.0,339.0,,,18.0,20.0,22.0,7.0,2.0,,,,,,,,,,,,9.0,,,,1.0,,,5.0,5.0,,,,70.0,57.0,,,,9.0,1.0,5.0,,,9.0,15.0,4.0,,11.0,,53.0,45.0,9.0,12.0,8.0,,,76.0,15.0,7.0,1.0,2.0,1.0,,193.0,1.0,,,1.0,,,11.0,,,1.0,2.0,,,,1.0,21.0,1.0,8.0,6.0,1.0,5.0,84.0,91.0,43.0,1.0,,6.0,4.0,4.0,,,,3.0,,,78.0,28.0,20.0,,,,,,179.0,164.0,1.0,25.0,23.0,52.9,1.0,,1.0,0.0,,,,93.0,1.0,,,,,6.0,,3.0,83.0,,10.0,170.0,28.0,27.0,8.0,9.0,29.0,20.0,,134.0,4.0,299.0,2.0,,40.0,28.0,59.0,1.0,440.0,,0.0,11.0,11.0,2.0,23.0,1.0,631.0,,12.0,5.0,9.0,9.0,0.0
442050,6.0,2012-09-30 16:00:00,35,West Brom,Away,99.0,15.0,2.0,6.0,4.0,,,161.0,5.0,1.0,1.0,7.0,14.0,20.0,254.0,,3.0,17.0,13.0,24.0,8.0,2.0,,,,,,1.0,,,,,,11.0,,,,,,,13.0,8.0,,,,49.0,47.0,,,1.0,6.0,5.0,6.0,,,4.0,8.0,5.0,,13.0,2.0,48.0,62.0,6.0,25.0,12.0,,1.0,62.0,12.0,8.0,1.0,3.0,,1.0,111.0,,,,,,,13.0,,,1.0,1.0,,,,2.0,28.0,,10.0,8.0,1.0,1.0,79.0,65.0,38.0,11.0,,6.0,4.0,3.0,,,,8.0,,,40.0,60.0,12.0,,,,,,155.0,126.0,3.0,21.0,18.0,42.6,,,,0.0,,,,83.0,1.0,1.0,,,,6.0,,3.0,89.0,,10.0,118.0,31.0,54.0,10.0,4.0,17.0,13.0,,123.0,5.0,221.0,1.0,1.0,18.0,14.0,32.0,3.0,322.0,,0.0,14.0,26.0,6.0,23.0,1.0,547.0,,11.0,4.0,4.0,20.0,0.0
442066,7.0,2012-10-06 15:00:00,35,West Brom,Home,134.0,13.0,,5.0,5.0,,,179.0,6.0,,2.0,14.0,22.0,33.0,308.0,2.0,,11.0,12.0,15.0,8.0,1.0,,1.0,,,,,,,,,1.0,14.0,,,,,,,7.0,6.0,,,,62.0,49.0,2.0,2.0,,2.0,4.0,11.0,,,2.0,7.0,5.0,,16.0,1.0,57.0,53.0,2.0,12.0,9.0,,1.0,59.0,17.0,12.0,,5.0,3.0,,146.0,2.0,,2.0,2.0,,,8.0,,,3.0,1.0,,,,,15.0,,6.0,5.0,,2.0,77.0,78.0,51.0,5.0,3.0,4.0,7.0,5.0,,,,4.0,3.0,,62.0,34.0,23.0,,,,,,144.0,133.0,2.0,22.0,20.0,44.9,,,,0.0,,,,97.0,1.0,,,1.0,1.0,5.0,,3.0,72.0,,11.0,152.0,28.0,23.0,5.0,2.0,17.0,15.0,1.0,112.0,4.0,247.0,1.0,,28.0,22.0,52.0,3.0,382.0,2.0,0.0,14.0,22.0,,22.0,2.0,555.0,,11.0,4.0,2.0,16.0,0.0
442077,8.0,2012-10-20 15:00:00,35,West Brom,Home,107.0,7.0,1.0,3.0,2.0,,,177.0,7.0,,2.0,5.0,14.0,28.0,281.0,1.0,,11.0,8.0,16.0,10.0,1.0,,1.0,,,,1.0,,,,,1.0,12.0,,,,,,1.0,12.0,12.0,,,,53.0,34.0,3.0,2.0,1.0,3.0,5.0,11.0,,,6.0,7.0,1.0,,8.0,2.0,40.0,56.0,3.0,18.0,13.0,1.0,,55.0,13.0,16.0,1.0,3.0,2.0,1.0,137.0,1.0,,,1.0,,,10.0,,,1.0,1.0,,,,2.0,15.0,,4.0,4.0,,3.0,80.0,74.0,46.0,9.0,,4.0,8.0,4.0,,,,7.0,4.0,,82.0,30.0,18.0,,,,,,120.0,116.0,,15.0,16.0,43.9,,,1.0,0.0,,,,83.0,3.0,3.0,,,1.0,8.0,1.0,3.0,75.0,,12.0,122.0,17.0,22.0,9.0,5.0,15.0,10.0,1.0,114.0,3.0,246.0,1.0,,20.0,15.0,45.0,,353.0,1.0,0.0,17.0,17.0,,13.0,4.0,507.0,,12.0,7.0,6.0,15.0,0.0
442084,9.0,2012-10-28 15:00:00,35,West Brom,Away,161.0,12.0,1.0,2.0,1.0,1.0,,165.0,4.0,,6.0,4.0,30.0,17.0,324.0,2.0,2.0,20.0,19.0,11.0,8.0,1.0,,,1.0,,,1.0,,,,,2.0,7.0,,,,,,1.0,6.0,7.0,,,,66.0,54.0,4.0,3.0,1.0,3.0,1.0,10.0,,,4.0,9.0,2.0,,13.0,1.0,55.0,53.0,3.0,21.0,14.0,1.0,,72.0,7.0,13.0,1.0,3.0,3.0,1.0,152.0,1.0,,1.0,1.0,,,10.0,,,1.0,3.0,,,,,23.0,,18.0,15.0,1.0,6.0,96.0,85.0,47.0,6.0,,5.0,5.0,4.0,,,,3.0,1.0,,58.0,47.0,14.0,,,,,,159.0,145.0,3.0,18.0,25.0,49.6,,,,0.0,,,,90.0,2.0,1.0,,1.0,,6.0,,3.0,57.0,,10.0,176.0,29.0,35.0,12.0,4.0,18.0,14.0,,107.0,2.0,246.0,3.0,,20.0,30.0,43.0,7.0,404.0,2.0,0.0,11.0,23.0,2.0,23.0,2.0,611.0,,13.0,6.0,4.0,21.0,0.0
442097,10.0,2012-11-05 20:00:00,35,West Brom,Home,137.0,10.0,6.0,11.0,5.0,2.0,1.0,173.0,1.0,1.0,2.0,16.0,12.0,28.0,299.0,,,16.0,19.0,19.0,11.0,3.0,,4.0,,,,,,,,,,14.0,,,,,,1.0,6.0,4.0,,,,64.0,73.0,2.0,1.0,1.0,4.0,4.0,2.0,,,8.0,9.0,6.0,,14.0,2.0,51.0,55.0,4.0,18.0,11.0,,,70.0,7.0,11.0,2.0,1.0,2.0,,155.0,2.0,,1.0,2.0,,1.0,6.0,,,2.0,5.0,,,,,21.0,,14.0,14.0,,3.0,89.0,79.0,42.0,6.0,,10.0,6.0,3.0,,,,2.0,,,77.0,53.0,14.0,,,,,,154.0,141.0,4.0,24.0,32.0,43.5,,,,0.0,,,,73.0,3.0,,,1.0,4.0,10.0,1.0,3.0,94.0,,16.0,153.0,17.0,31.0,13.0,8.0,25.0,17.0,5.0,135.0,8.0,253.0,6.0,1.0,35.0,13.0,47.0,3.0,381.0,1.0,0.0,17.0,21.0,2.0,22.0,1.0,588.0,,7.0,4.0,8.0,18.0,0.0
