matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442108,11.0,2012-11-10 15:00:00,35,West Brom,Away,81.0,13.0,3.0,5.0,2.0,2.0,,136.0,8.0,,4.0,4.0,16.0,20.0,212.0,,,11.0,10.0,15.0,7.0,1.0,,1.0,,,,,,,,,,8.0,,,,,1.0,,6.0,8.0,,,,48.0,43.0,1.0,,1.0,10.0,1.0,3.0,,,8.0,8.0,3.0,,18.0,2.0,48.0,51.0,10.0,21.0,12.0,,,52.0,14.0,9.0,,,,,105.0,1.0,,1.0,1.0,,,15.0,,,1.0,3.0,,,,1.0,20.0,1.0,14.0,9.0,1.0,4.0,65.0,63.0,34.0,5.0,1.0,4.0,5.0,4.0,,,,2.0,1.0,,62.0,31.0,14.0,,,,,,143.0,130.0,2.0,19.0,16.0,34.1,1.0,,2.0,0.0,,,,59.0,,3.0,,1.0,1.0,4.0,,3.0,65.0,,9.0,98.0,25.0,34.0,10.0,8.0,19.0,11.0,1.0,95.0,4.0,198.0,3.0,,21.0,17.0,42.0,3.0,277.0,,0.0,9.0,21.0,,21.0,4.0,478.0,,8.0,6.0,8.0,15.0,0.0
442117,12.0,2012-11-17 15:00:00,35,West Brom,Home,124.0,8.0,,3.0,3.0,1.0,,150.0,5.0,,3.0,9.0,11.0,23.0,271.0,,,10.0,11.0,4.0,2.0,,,1.0,,,,1.0,,,,,,8.0,,,,,,,9.0,10.0,,,,52.0,50.0,2.0,,2.0,8.0,2.0,6.0,1.0,,,5.0,2.0,,7.0,4.0,37.0,40.0,8.0,18.0,10.0,,1.0,61.0,7.0,13.0,2.0,3.0,,1.0,137.0,2.0,,2.0,2.0,,,12.0,,,2.0,,,,,,23.0,,11.0,10.0,2.0,3.0,82.0,71.0,40.0,12.0,,1.0,3.0,5.0,,,,7.0,,,55.0,41.0,11.0,,,,,,134.0,111.0,4.0,33.0,6.0,35.3,,,,0.0,,,,71.0,5.0,1.0,,,1.0,2.0,,3.0,74.0,,4.0,141.0,25.0,41.0,6.0,,7.0,7.0,1.0,115.0,6.0,208.0,,,21.0,12.0,45.0,2.0,342.0,,0.0,9.0,23.0,1.0,14.0,0.0,521.0,,10.0,,,17.0,0.0
442125,13.0,2012-11-24 12:45:00,35,West Brom,Away,157.0,13.0,1.0,1.0,,1.0,,235.0,5.0,,2.0,9.0,21.0,23.0,391.0,,3.0,8.0,20.0,18.0,7.0,1.0,,1.0,,,,,,,,,2.0,12.0,1.0,,,1.0,,,11.0,9.0,,,,72.0,58.0,2.0,2.0,2.0,3.0,2.0,9.0,,1.0,2.0,3.0,3.0,,15.0,7.0,61.0,53.0,3.0,17.0,9.0,,,74.0,16.0,12.0,3.0,5.0,4.0,,175.0,2.0,,,2.0,,1.0,8.0,,,3.0,,,,,,21.0,1.0,15.0,13.0,2.0,2.0,109.0,87.0,56.0,7.0,1.0,6.0,4.0,6.0,,,,3.0,,,95.0,42.0,15.0,,,,,1.0,137.0,122.0,1.0,23.0,25.0,51.0,1.0,,,0.0,,,,113.0,5.0,3.0,,,1.0,6.0,,3.0,93.0,,10.0,169.0,23.0,32.0,5.0,2.0,12.0,10.0,2.0,140.0,7.0,312.0,,,27.0,23.0,42.0,1.0,469.0,,0.0,14.0,20.0,5.0,11.0,3.0,652.0,,9.0,3.0,2.0,13.0,0.0
442134,14.0,2012-11-28 19:45:00,35,West Brom,Away,123.0,13.0,1.0,3.0,2.0,,,178.0,6.0,,1.0,7.0,16.0,14.0,298.0,,,10.0,8.0,15.0,5.0,,,,,,,,,,,,,5.0,,,,,,,9.0,4.0,,,,55.0,47.0,,,,4.0,1.0,3.0,,,2.0,8.0,3.0,,10.0,1.0,43.0,51.0,4.0,14.0,9.0,1.0,,57.0,16.0,11.0,1.0,,,,121.0,,,,,,,9.0,,,,,,,,,11.0,,9.0,8.0,1.0,1.0,106.0,61.0,40.0,5.0,,4.0,1.0,1.0,,,,4.0,,,56.0,33.0,12.0,,,,,,127.0,119.0,2.0,18.0,25.0,35.3,,,1.0,0.0,,,,84.0,,1.0,,,,4.0,,,82.0,,5.0,136.0,20.0,22.0,10.0,2.0,13.0,11.0,,120.0,3.0,243.0,,,20.0,17.0,29.0,2.0,366.0,,0.0,6.0,21.0,,12.0,4.0,521.0,,18.0,4.0,2.0,14.0,0.0
442147,15.0,2012-12-01 15:00:00,35,West Brom,Home,165.0,10.0,1.0,5.0,4.0,3.0,,212.0,4.0,1.0,2.0,10.0,28.0,39.0,372.0,,,23.0,21.0,30.0,11.0,2.0,,,,,,,,,,,,13.0,,,,,,,3.0,2.0,,,,60.0,56.0,,,,7.0,6.0,6.0,,,5.0,16.0,6.0,,18.0,,57.0,69.0,7.0,23.0,19.0,,,78.0,9.0,15.0,,2.0,2.0,,168.0,,,,,,,7.0,,,,1.0,,,,1.0,29.0,,6.0,4.0,,2.0,112.0,73.0,50.0,5.0,,3.0,10.0,5.0,,,,1.0,1.0,,52.0,61.0,28.0,,,,,,162.0,149.0,3.0,24.0,24.0,57.2,,,,0.0,,,,112.0,1.0,,,,,4.0,,3.0,95.0,,13.0,190.0,30.0,36.0,11.0,5.0,29.0,24.0,,135.0,5.0,291.0,1.0,1.0,29.0,28.0,63.0,4.0,452.0,,0.0,15.0,17.0,,28.0,0.0,659.0,,10.0,7.0,5.0,13.0,0.0
442149,16.0,2012-12-08 15:00:00,35,West Brom,Away,149.0,18.0,2.0,5.0,3.0,,2.0,115.0,8.0,,6.0,4.0,14.0,31.0,259.0,,,14.0,24.0,12.0,3.0,3.0,1.0,,,,,,,,,,,5.0,,,,,,2.0,14.0,5.0,5.0,3.0,,42.0,50.0,1.0,1.0,,4.0,2.0,12.0,,1.0,4.0,2.0,4.0,,19.0,1.0,72.0,49.0,4.0,19.0,9.0,,,52.0,12.0,10.0,,3.0,4.0,,147.0,,,,,,,18.0,,,,2.0,,,,,14.0,,12.0,9.0,1.0,6.0,83.0,79.0,37.0,7.0,,4.0,2.0,1.0,322.0,,,6.0,2.0,,39.0,36.0,16.0,2.0,2.0,2.0,,,146.0,146.0,2.0,19.0,21.0,41.0,,,2.0,0.0,,,,77.0,1.0,,1.0,1.0,,5.0,,3.0,35.0,246.0,6.0,169.0,38.0,30.0,11.0,4.0,14.0,10.0,,76.0,4.0,194.0,2.0,,18.0,14.0,63.0,5.0,349.0,,0.0,8.0,21.0,,20.0,3.0,534.0,9.0,10.0,6.0,4.0,15.0,0.0
442168,17.0,2012-12-16 16:00:00,35,West Brom,Home,126.0,18.0,4.0,7.0,3.0,8.0,,188.0,9.0,3.0,9.0,10.0,13.0,32.0,307.0,,1.0,16.0,20.0,29.0,12.0,3.0,,,,,,1.0,,,,,,15.0,,,1.0,,,1.0,7.0,5.0,,,,52.0,56.0,,,,1.0,6.0,1.0,,,8.0,21.0,3.0,,8.0,1.0,52.0,55.0,1.0,19.0,15.0,,,68.0,14.0,9.0,,3.0,1.0,1.0,165.0,,,,,,,15.0,,,,1.0,,,,1.0,32.0,1.0,13.0,10.0,,9.0,97.0,90.0,50.0,2.0,,9.0,6.0,4.0,,,,2.0,2.0,,62.0,58.0,14.0,,,,,,183.0,163.0,3.0,26.0,15.0,55.3,1.0,,,0.0,,,,80.0,,2.0,,2.0,,10.0,,2.0,87.0,,15.0,154.0,30.0,39.0,15.0,8.0,33.0,25.0,1.0,123.0,19.0,273.0,1.0,3.0,28.0,17.0,52.0,2.0,394.0,,0.0,20.0,12.0,2.0,22.0,3.0,623.0,,16.0,5.0,8.0,11.0,0.0
442176,18.0,2012-12-22 15:00:00,35,West Brom,Home,156.0,20.0,3.0,8.0,5.0,3.0,1.0,173.0,8.0,,4.0,7.0,18.0,36.0,321.0,,,21.0,12.0,19.0,6.0,3.0,,,,,,1.0,,,,,,6.0,,,,,,1.0,6.0,4.0,,,,56.0,54.0,1.0,1.0,1.0,6.0,3.0,6.0,,,6.0,18.0,6.0,,7.0,,47.0,54.0,6.0,15.0,10.0,,,65.0,14.0,10.0,1.0,3.0,1.0,1.0,144.0,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,,19.0,1.0,7.0,4.0,,4.0,102.0,75.0,50.0,5.0,1.0,4.0,6.0,6.0,,,,2.0,1.0,,61.0,50.0,13.0,,,,,,145.0,131.0,1.0,31.0,18.0,49.6,,,,0.0,,,,91.0,1.0,1.0,,1.0,,4.0,,3.0,67.0,,10.0,169.0,36.0,29.0,18.0,6.0,31.0,25.0,1.0,107.0,7.0,255.0,1.0,,21.0,19.0,56.0,2.0,393.0,,0.0,13.0,15.0,,24.0,1.0,584.0,,14.0,10.0,6.0,13.0,0.0
442185,19.0,2012-12-26 15:00:00,35,West Brom,Away,121.0,7.0,1.0,1.0,,2.0,,135.0,4.0,,6.0,10.0,20.0,21.0,255.0,,,14.0,21.0,12.0,10.0,,,,,,,,,,,,1.0,12.0,,,,,,,14.0,7.0,,,,44.0,57.0,1.0,1.0,,5.0,1.0,9.0,,,9.0,7.0,1.0,,13.0,3.0,61.0,55.0,5.0,25.0,13.0,,,70.0,13.0,9.0,,,2.0,,170.0,1.0,,,1.0,,,10.0,,,1.0,2.0,,,,,19.0,,10.0,10.0,1.0,6.0,64.0,85.0,41.0,14.0,1.0,7.0,4.0,4.0,,,,4.0,2.0,,53.0,45.0,20.0,,,,,,174.0,163.0,5.0,29.0,18.0,50.2,,,,0.0,,,,70.0,1.0,3.0,,,,7.0,,3.0,80.0,,11.0,143.0,23.0,36.0,13.0,9.0,19.0,10.0,,129.0,8.0,224.0,2.0,,44.0,23.0,56.0,3.0,348.0,,0.0,12.0,26.0,,24.0,0.0,552.0,,13.0,8.0,9.0,23.0,0.0
442193,20.0,2012-12-29 15:00:00,35,West Brom,Away,103.0,9.0,1.0,5.0,4.0,3.0,1.0,166.0,3.0,,5.0,5.0,11.0,19.0,264.0,,,24.0,22.0,6.0,9.0,,,,,,,1.0,1.0,,,,,10.0,,,,,,1.0,16.0,2.0,,,,56.0,50.0,,,,5.0,9.0,6.0,,,6.0,8.0,10.0,,11.0,5.0,53.0,35.0,5.0,18.0,6.0,,,65.0,8.0,9.0,,4.0,3.0,1.0,120.0,,,,,,,6.0,,,,1.0,,,,,16.0,,7.0,6.0,1.0,5.0,85.0,66.0,28.0,9.0,,3.0,6.0,1.0,,,,6.0,1.0,1.0,53.0,39.0,21.0,,,,,,156.0,141.0,6.0,21.0,17.0,42.0,,,1.0,0.0,,,,87.0,6.0,,,,,4.0,,3.0,81.0,,9.0,117.0,24.0,33.0,11.0,6.0,27.0,21.0,,125.0,5.0,258.0,1.0,,26.0,13.0,44.0,,348.0,2.0,0.0,14.0,15.0,,30.0,0.0,542.0,,8.0,5.0,6.0,11.0,0.0
