matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360686,22.0,2012-01-21 15:00:00,35,West Brom,Away,114.0,10.0,,1.0,1.0,2.0,,119.0,3.0,,5.0,10.0,4.0,19.0,232.0,2.0,,19.0,8.0,7.0,10.0,,1.0,1.0,,,1.0,,,,15.0,,,,,1.0,,,6.0,6.0,,52.0,56.0,1.0,1.0,,3.0,,2.0,6.0,,1.0,8.0,3.0,,10.0,1.0,42.0,46.0,3.0,16.0,6.0,,,55.0,10.0,10.0,,,2.0,2.0,1.0,156.0,1.0,,,1.0,,,13.0,,,1.0,5.0,,,,1.0,15.0,2.0,14.0,12.0,,5.0,68.0,92.0,29.0,5.0,2.0,6.0,5.0,5.0,,,4.0,1.0,,88.0,22.0,12.0,,1.0,1.0,1.0,,203.0,179.0,2.0,19.0,26.0,51.7,1.0,1.0,,0.0,,,,66.0,1.0,,,,,1.0,9.0,,3.0,67.0,11.0,147.0,31.0,40.0,20.0,1.0,14.0,13.0,1.0,111.0,3.0,209.0,5.0,,35.0,5.0,51.0,2.0,342.0,2.0,0.0,16.0,18.0,1.0,28.0,0.0,558.0,15.0,11.0,1.0,12.0,0.0
360698,23.0,2012-02-01 20:00:00,35,West Brom,Away,167.0,20.0,1.0,1.0,,1.0,,132.0,4.0,,7.0,6.0,13.0,24.0,298.0,1.0,3.0,10.0,6.0,11.0,11.0,,,,,,1.0,,,,13.0,,,,,,,,5.0,10.0,,45.0,79.0,,,,3.0,,4.0,10.0,,7.0,7.0,5.0,,10.0,1.0,40.0,41.0,3.0,25.0,18.0,,,53.0,8.0,6.0,,,1.0,,1.0,159.0,1.0,,1.0,1.0,,,11.0,,,1.0,1.0,,,,1.0,29.0,,11.0,10.0,1.0,7.0,97.0,79.0,44.0,8.0,1.0,5.0,7.0,5.0,,,4.0,2.0,,54.0,29.0,19.0,,,,,,174.0,153.0,2.0,41.0,26.0,37.7,,,,0.0,,,,84.0,1.0,2.0,,,2.0,,5.0,,2.0,60.0,12.0,190.0,40.0,46.0,13.0,7.0,19.0,12.0,,98.0,6.0,214.0,1.0,1.0,16.0,15.0,43.0,2.0,385.0,1.0,0.0,14.0,18.0,4.0,13.0,0.0,598.0,17.0,6.0,7.0,14.0,0.0
360707,24.0,2012-02-04 15:00:00,35,West Brom,Home,100.0,19.0,3.0,8.0,5.0,1.0,2.0,178.0,1.0,,2.0,4.0,17.0,10.0,270.0,,,26.0,8.0,1.0,8.0,4.0,,,,,,,,,14.0,,,,,,,1.0,9.0,7.0,,52.0,52.0,,1.0,,,,3.0,2.0,,8.0,14.0,6.0,,17.0,,44.0,31.0,,17.0,7.0,,,47.0,12.0,4.0,1.0,,2.0,2.0,,140.0,,,,,,,7.0,,,,1.0,,,,1.0,9.0,,17.0,9.0,,2.0,72.0,66.0,34.0,7.0,,5.0,7.0,7.0,,,7.0,,,79.0,50.0,19.0,,,,,,166.0,161.0,2.0,24.0,24.0,36.6,,,,0.0,,,,84.0,,,,,1.0,,11.0,2.0,3.0,86.0,12.0,115.0,41.0,22.0,15.0,8.0,30.0,22.0,,125.0,3.0,263.0,1.0,,16.0,17.0,21.0,2.0,348.0,,0.0,21.0,17.0,,29.0,2.0,573.0,27.0,9.0,8.0,12.0,0.0
360718,25.0,2012-02-12 13:30:00,35,West Brom,Away,106.0,13.0,5.0,5.0,,2.0,,180.0,2.0,,2.0,7.0,21.0,31.0,281.0,2.0,,25.0,12.0,11.0,17.0,2.0,2.0,,,,,,,,22.0,,,,,1.0,,,5.0,7.0,,47.0,49.0,2.0,2.0,2.0,6.0,,4.0,7.0,1.0,8.0,11.0,2.0,1.0,13.0,1.0,48.0,35.0,6.0,20.0,11.0,,,57.0,12.0,6.0,3.0,,1.0,1.0,,143.0,5.0,,3.0,3.0,2.0,1.0,7.0,,,3.0,2.0,,,,1.0,21.0,1.0,7.0,6.0,1.0,2.0,77.0,61.0,29.0,12.0,1.0,8.0,16.0,14.0,,,7.0,,,58.0,66.0,18.0,,,,,,152.0,136.0,2.0,19.0,24.0,46.0,1.0,,,0.0,,,,92.0,2.0,2.0,,,2.0,2.0,11.0,1.0,3.0,99.0,24.0,123.0,25.0,36.0,12.0,8.0,22.0,14.0,3.0,140.0,7.0,258.0,2.0,,23.0,21.0,49.0,2.0,359.0,2.0,0.0,29.0,11.0,1.0,28.0,0.0,571.0,13.0,7.0,8.0,11.0,0.0
360727,26.0,2012-02-25 15:00:00,35,West Brom,Home,209.0,12.0,2.0,6.0,4.0,3.0,1.0,255.0,5.0,1.0,6.0,13.0,26.0,33.0,458.0,,1.0,18.0,7.0,8.0,9.0,2.0,1.0,,,,1.0,,,,14.0,,,,1.0,,,3.0,2.0,8.0,,94.0,75.0,3.0,2.0,1.0,4.0,,4.0,5.0,,7.0,16.0,6.0,,14.0,1.0,38.0,45.0,4.0,10.0,4.0,,,67.0,6.0,8.0,2.0,1.0,2.0,1.0,1.0,203.0,4.0,,4.0,4.0,,1.0,8.0,,,4.0,1.0,,,,,4.0,1.0,14.0,8.0,,6.0,137.0,97.0,54.0,,2.0,3.0,12.0,10.0,,,2.0,3.0,,113.0,95.0,20.0,,,,,,186.0,186.0,8.0,31.0,25.0,60.6,1.0,,,0.0,,,,131.0,,3.0,,,,1.0,6.0,,3.0,150.0,15.0,234.0,32.0,10.0,18.0,6.0,29.0,23.0,2.0,200.0,6.0,360.0,1.0,1.0,35.0,30.0,59.0,3.0,565.0,1.0,0.0,20.0,17.0,2.0,24.0,1.0,777.0,20.0,12.0,7.0,15.0,0.0
360737,27.0,2012-03-03 15:00:00,35,West Brom,Home,121.0,22.0,4.0,9.0,5.0,1.0,2.0,166.0,6.0,1.0,3.0,9.0,13.0,23.0,278.0,,,14.0,7.0,5.0,12.0,4.0,,,1.0,,1.0,,,,16.0,,,,,,,2.0,6.0,7.0,,56.0,52.0,1.0,1.0,1.0,3.0,,7.0,5.0,,14.0,16.0,3.0,1.0,10.0,1.0,40.0,46.0,3.0,13.0,9.0,,,54.0,9.0,10.0,,,4.0,3.0,1.0,141.0,1.0,,,,1.0,,8.0,,,,1.0,,,,,18.0,,14.0,9.0,2.0,3.0,77.0,76.0,48.0,5.0,,7.0,10.0,7.0,,,5.0,1.0,,36.0,66.0,16.0,,,,,,161.0,149.0,,27.0,20.0,45.7,,,,0.0,,,,85.0,1.0,1.0,,,1.0,,11.0,1.0,3.0,87.0,17.0,140.0,35.0,25.0,18.0,13.0,35.0,22.0,,122.0,6.0,254.0,1.0,1.0,22.0,14.0,39.0,2.0,359.0,,0.0,25.0,22.0,,20.0,3.0,571.0,12.0,9.0,14.0,20.0,0.0
360744,28.0,2012-03-11 14:00:00,35,West Brom,Away,127.0,15.0,2.0,4.0,2.0,,,148.0,6.0,,4.0,5.0,8.0,29.0,271.0,,,23.0,4.0,6.0,3.0,2.0,,,,1.0,1.0,,,,5.0,,,,,,,,18.0,5.0,,49.0,48.0,1.0,1.0,,4.0,,1.0,14.0,,5.0,4.0,,,9.0,1.0,49.0,35.0,4.0,15.0,4.0,,,50.0,14.0,5.0,,,1.0,1.0,1.0,130.0,,,,,,,9.0,,,,2.0,,,,1.0,9.0,,13.0,8.0,,4.0,87.0,68.0,36.0,8.0,,2.0,3.0,3.0,,,4.0,1.0,,56.0,57.0,12.0,1.0,1.0,1.0,,,141.0,129.0,,25.0,16.0,34.7,,,,0.0,,,,88.0,5.0,1.0,,1.0,,,3.0,,3.0,51.0,5.0,145.0,28.0,27.0,15.0,5.0,10.0,5.0,,92.0,6.0,219.0,2.0,,20.0,8.0,53.0,1.0,354.0,,1.0,7.0,18.0,,26.0,0.0,528.0,14.0,6.0,5.0,15.0,0.0
360757,29.0,2012-03-17 15:00:00,35,West Brom,Away,67.0,10.0,2.0,8.0,6.0,1.0,2.0,137.0,5.0,,5.0,5.0,7.0,15.0,196.0,,,10.0,10.0,11.0,7.0,2.0,1.0,,,,,,,,6.0,,,,,,,2.0,15.0,6.0,,44.0,53.0,1.0,,1.0,7.0,,3.0,3.0,,5.0,6.0,7.0,,11.0,5.0,37.0,46.0,7.0,22.0,12.0,,1.0,67.0,12.0,8.0,,,2.0,2.0,,110.0,1.0,1.0,1.0,,1.0,,13.0,,,,3.0,,,,2.0,22.0,,18.0,14.0,1.0,5.0,56.0,63.0,29.0,13.0,1.0,6.0,4.0,1.0,,,2.0,,,34.0,52.0,13.0,,,,,,146.0,128.0,1.0,27.0,14.0,39.6,,,,0.0,,,,54.0,1.0,3.0,,,,1.0,6.0,,2.0,77.0,10.0,82.0,22.0,40.0,11.0,5.0,20.0,15.0,1.0,118.0,4.0,202.0,3.0,,13.0,7.0,34.0,5.0,264.0,1.0,0.0,10.0,19.0,1.0,17.0,4.0,478.0,14.0,8.0,5.0,17.0,0.0
360768,30.0,2012-03-25 16:00:00,35,West Brom,Home,123.0,17.0,5.0,9.0,4.0,2.0,,180.0,3.0,,2.0,3.0,17.0,14.0,294.0,,,32.0,8.0,18.0,8.0,3.0,,,,,,,,,11.0,,,,,,,1.0,4.0,7.0,,48.0,65.0,,,1.0,1.0,3.0,6.0,6.0,,10.0,18.0,3.0,,10.0,2.0,43.0,56.0,1.0,4.0,3.0,,,54.0,11.0,4.0,1.0,,1.0,,,183.0,,,,,,,5.0,,,1.0,1.0,,,,,6.0,,10.0,4.0,,2.0,88.0,89.0,48.0,4.0,,9.0,2.0,2.0,,,1.0,3.0,,64.0,70.0,18.0,,,,,,197.0,193.0,3.0,24.0,35.0,51.1,,,3.0,0.0,,,,94.0,1.0,3.0,4.0,,1.0,,9.0,,3.0,98.0,11.0,160.0,36.0,8.0,20.0,10.0,31.0,21.0,,146.0,8.0,284.0,1.0,,14.0,19.0,35.0,4.0,413.0,,0.0,17.0,22.0,,34.0,0.0,620.0,23.0,12.0,10.0,15.0,0.0
360771,31.0,2012-03-31 15:00:00,35,West Brom,Away,139.0,9.0,,2.0,2.0,5.0,,189.0,4.0,,11.0,14.0,15.0,32.0,326.0,,,21.0,6.0,7.0,7.0,,,,,,,,,,9.0,,,,,,,,8.0,9.0,,63.0,66.0,,1.0,,3.0,,4.0,7.0,,2.0,7.0,8.0,,10.0,3.0,42.0,36.0,3.0,14.0,10.0,,,86.0,12.0,8.0,,1.0,,,,162.0,,,,,,,11.0,,,,5.0,,,,,13.0,,16.0,13.0,1.0,11.0,102.0,91.0,53.0,5.0,,3.0,4.0,2.0,,,4.0,1.0,,45.0,78.0,22.0,,,,,,164.0,152.0,1.0,26.0,24.0,46.7,,,,0.0,,,,87.0,4.0,1.0,,,,,3.0,1.0,3.0,103.0,7.0,153.0,19.0,26.0,15.0,2.0,17.0,15.0,,160.0,14.0,278.0,5.0,,38.0,16.0,57.0,3.0,414.0,,0.0,9.0,13.0,1.0,26.0,1.0,619.0,15.0,8.0,2.0,8.0,0.0
360788,32.0,2012-04-07 15:00:00,35,West Brom,Home,151.0,15.0,3.0,9.0,6.0,5.0,1.0,168.0,5.0,2.0,7.0,8.0,16.0,23.0,310.0,,1.0,9.0,9.0,8.0,6.0,3.0,,,,,,,,,4.0,,,,,,,1.0,7.0,9.0,,60.0,55.0,3.0,1.0,2.0,1.0,,3.0,11.0,,8.0,12.0,3.0,1.0,5.0,3.0,37.0,37.0,1.0,9.0,6.0,,,52.0,7.0,9.0,1.0,,2.0,2.0,,161.0,2.0,1.0,1.0,,2.0,,8.0,,,,,,,,1.0,12.0,,16.0,10.0,,7.0,74.0,73.0,38.0,4.0,,5.0,6.0,5.0,,,4.0,,,66.0,70.0,16.0,,,,,,152.0,144.0,2.0,22.0,20.0,47.2,,2.0,,0.0,,,,104.0,5.0,2.0,,,,,5.0,,3.0,101.0,11.0,179.0,31.0,17.0,11.0,8.0,25.0,17.0,,137.0,12.0,245.0,,2.0,19.0,19.0,40.0,7.0,399.0,,0.0,13.0,15.0,4.0,14.0,1.0,579.0,13.0,5.0,8.0,14.0,0.0
360793,33.0,2012-04-11 19:45:00,35,West Brom,Away,158.0,17.0,1.0,1.0,,1.0,,142.0,5.0,1.0,5.0,5.0,16.0,21.0,299.0,,,11.0,6.0,3.0,4.0,1.0,,,,,,,,,4.0,,,,,,,,12.0,7.0,,61.0,59.0,,,,1.0,,1.0,6.0,2.0,2.0,2.0,3.0,,9.0,1.0,37.0,35.0,1.0,12.0,6.0,,,52.0,10.0,8.0,,,,,,143.0,,,,,,,10.0,,,,1.0,,,,,9.0,,29.0,20.0,2.0,5.0,81.0,80.0,43.0,6.0,,3.0,2.0,1.0,,,9.0,2.0,,55.0,46.0,12.0,,,,,,142.0,137.0,1.0,32.0,19.0,35.1,,,,0.0,,,,98.0,3.0,,,,,,3.0,,2.0,61.0,5.0,180.0,28.0,17.0,10.0,2.0,7.0,5.0,,101.0,6.0,210.0,1.0,1.0,25.0,16.0,48.0,1.0,383.0,,0.0,5.0,20.0,2.0,14.0,0.0,556.0,21.0,4.0,2.0,13.0,0.0
360808,34.0,2012-04-14 15:00:00,35,West Brom,Home,108.0,14.0,2.0,7.0,5.0,5.0,1.0,183.0,7.0,,6.0,4.0,22.0,14.0,284.0,,2.0,19.0,7.0,9.0,13.0,,,,,1.0,1.0,,,,11.0,,,,,,2.0,,11.0,7.0,,57.0,53.0,1.0,1.0,,10.0,,5.0,7.0,,6.0,7.0,6.0,,12.0,2.0,43.0,40.0,10.0,8.0,4.0,,,74.0,13.0,10.0,,,2.0,1.0,1.0,163.0,1.0,,,,1.0,,15.0,,,,1.0,,,,,9.0,2.0,14.0,9.0,,6.0,89.0,91.0,45.0,8.0,1.0,5.0,9.0,5.0,,,3.0,2.0,,50.0,85.0,15.0,,,,,,161.0,155.0,6.0,17.0,21.0,47.9,2.0,,,0.0,,,,69.0,2.0,,,,2.0,,5.0,,3.0,101.0,14.0,124.0,32.0,14.0,8.0,5.0,19.0,14.0,,152.0,13.0,273.0,1.0,,24.0,23.0,41.0,3.0,378.0,,0.0,15.0,17.0,2.0,24.0,3.0,568.0,15.0,4.0,6.0,14.0,0.0
360814,35.0,2012-04-22 16:00:00,35,West Brom,Away,104.0,10.0,1.0,1.0,,4.0,,134.0,10.0,1.0,5.0,6.0,14.0,18.0,237.0,,,15.0,16.0,13.0,4.0,1.0,,,,,,,,,7.0,,,,,,,,18.0,12.0,,49.0,52.0,2.0,1.0,1.0,6.0,,2.0,8.0,2.0,3.0,5.0,2.0,,9.0,4.0,46.0,53.0,6.0,27.0,10.0,,,75.0,8.0,11.0,1.0,,3.0,1.0,,136.0,1.0,,,1.0,,,16.0,,,1.0,1.0,,,,,27.0,,11.0,10.0,1.0,5.0,76.0,77.0,32.0,15.0,,2.0,4.0,3.0,,,10.0,2.0,,74.0,43.0,18.0,,,,,,172.0,151.0,1.0,29.0,11.0,36.7,,2.0,,0.0,,,,71.0,4.0,2.0,,,1.0,,4.0,,3.0,69.0,6.0,123.0,22.0,48.0,8.0,1.0,9.0,8.0,,126.0,10.0,218.0,1.0,1.0,33.0,14.0,52.0,4.0,332.0,,0.0,9.0,26.0,,20.0,0.0,553.0,17.0,3.0,3.0,19.0,0.0
360827,36.0,2012-04-28 15:00:00,35,West Brom,Home,117.0,18.0,3.0,5.0,2.0,2.0,,182.0,1.0,1.0,6.0,5.0,15.0,33.0,294.0,,,15.0,13.0,18.0,13.0,3.0,1.0,,,,,,,,15.0,,,,,,,,11.0,1.0,,52.0,59.0,2.0,3.0,,1.0,,11.0,,,10.0,7.0,5.0,,13.0,2.0,43.0,57.0,1.0,15.0,9.0,,,69.0,15.0,15.0,,,4.0,2.0,,147.0,,,,,,,6.0,,,,2.0,,,,,17.0,,8.0,6.0,1.0,6.0,92.0,74.0,37.0,3.0,,4.0,12.0,3.0,,,4.0,4.0,,91.0,53.0,20.0,,,,,,164.0,153.0,5.0,24.0,20.0,55.5,,,,0.0,,,,92.0,3.0,,,,,1.0,6.0,3.0,2.0,93.0,16.0,135.0,38.0,26.0,6.0,9.0,23.0,14.0,1.0,144.0,5.0,271.0,2.0,1.0,27.0,18.0,59.0,3.0,383.0,1.0,0.0,20.0,19.0,1.0,24.0,0.0,574.0,10.0,4.0,10.0,16.0,0.0
360832,37.0,2012-05-06 14:00:00,35,West Brom,Away,160.0,21.0,3.0,7.0,4.0,2.0,,242.0,9.0,,6.0,7.0,26.0,28.0,395.0,1.0,1.0,21.0,7.0,12.0,11.0,3.0,,,,,,1.0,,,14.0,,,,,,,,9.0,7.0,,67.0,59.0,2.0,1.0,1.0,1.0,,4.0,5.0,,4.0,13.0,5.0,,15.0,1.0,41.0,45.0,1.0,11.0,5.0,,,84.0,10.0,15.0,,,3.0,1.0,,219.0,2.0,,1.0,2.0,,,12.0,,,2.0,1.0,,,,1.0,11.0,1.0,8.0,5.0,2.0,7.0,120.0,93.0,53.0,4.0,2.0,3.0,13.0,10.0,,,4.0,,1.0,69.0,65.0,28.0,1.0,1.0,1.0,,,181.0,175.0,2.0,25.0,24.0,62.4,,,,0.0,,,,95.0,2.0,2.0,,,2.0,,5.0,,3.0,126.0,16.0,189.0,38.0,17.0,11.0,4.0,23.0,19.0,,186.0,4.0,335.0,1.0,,24.0,29.0,52.0,8.0,501.0,2.0,0.0,19.0,12.0,1.0,26.0,4.0,694.0,16.0,6.0,4.0,11.0,0.0
360847,38.0,2012-05-13 15:00:00,35,West Brom,Home,127.0,12.0,4.0,7.0,3.0,1.0,1.0,133.0,4.0,,3.0,5.0,20.0,20.0,253.0,,2.0,18.0,7.0,7.0,7.0,2.0,,,,,,,,,10.0,,,,,,,,9.0,4.0,,49.0,59.0,1.0,,1.0,5.0,,5.0,12.0,,9.0,10.0,2.0,,19.0,,60.0,45.0,5.0,10.0,2.0,2.0,,55.0,12.0,10.0,1.0,,3.0,4.0,,132.0,2.0,,2.0,2.0,,,7.0,,,2.0,,,,,,8.0,,10.0,9.0,2.0,3.0,68.0,62.0,38.0,5.0,1.0,3.0,8.0,5.0,,,6.0,3.0,,41.0,45.0,16.0,,,,,,144.0,136.0,3.0,29.0,22.0,41.7,,2.0,,0.0,,,,77.0,,,,,,,3.0,1.0,3.0,65.0,11.0,147.0,32.0,18.0,22.0,8.0,24.0,16.0,,104.0,4.0,203.0,,,14.0,20.0,41.0,4.0,326.0,,0.0,13.0,16.0,3.0,21.0,0.0,509.0,4.0,12.0,9.0,11.0,0.0
