matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855379,21,2017-01-14 12:30:00,35,West Brom,Away,64.0,9.0,,1.0,1.0,3.0,,99.0,4.0,,3.0,6.0,3.0,20.0,162.0,,1.0,13.0,10.0,10.0,1.0,,,,,,,,,1.0,1.0,,,2.0,,,,,1.0,7.0,11.0,11.0,1.0,2.0,44.0,49.0,,,,2.0,14.0,1.0,16.0,,,,5.0,2.0,,17.0,7.0,60.0,35.0,2.0,24.0,11.0,1.0,,65.0,12.0,9.0,,1.0,2.0,,119.0,,,,,,,10.0,,2.0,,11.0,,15.0,15.0,,3.0,42.0,72.0,29.0,8.0,,1.0,,,219.0,3.0,,1.0,34.0,47.0,18.0,,,,,148.0,148.0,2.0,19.0,19.0,27.1,,,,,14.0,0.0,43.0,3.0,5.0,8.0,,,2.0,,3.0,42.0,149.0,5.0,1.0,84.0,22.0,24.0,8.0,,9.0,9.0,,85.0,7.0,173.0,2.0,,32.0,3.0,66.0,1.0,248.0,,0.0,3.0,13.0,1.0,24.0,2.0,429.0,7.0,20.0,3.0,,9.0,0.0
855391,22,2017-01-21 15:00:00,35,West Brom,Home,109.0,18.0,1.0,8.0,7.0,1.0,1.0,166.0,2.0,,,12.0,7.0,43.0,267.0,,,18.0,19.0,15.0,8.0,2.0,1.0,,,,,,,,,,,11.0,,1.0,,,2.0,10.0,3.0,6.0,9.0,5.0,56.0,55.0,1.0,1.0,,2.0,16.0,4.0,5.0,,2.0,1.0,15.0,7.0,1.0,10.0,,56.0,54.0,2.0,20.0,11.0,,,65.0,15.0,12.0,,3.0,2.0,,143.0,1.0,,1.0,,1.0,,7.0,1.0,1.0,,11.0,1.0,8.0,8.0,,,77.0,78.0,44.0,4.0,1.0,3.0,8.0,5.0,334.0,4.0,4.0,,49.0,70.0,27.0,,,,,145.0,145.0,1.0,28.0,21.0,44.4,1.0,,,1.0,16.0,0.0,79.0,2.0,1.0,3.0,1.0,,5.0,1.0,3.0,89.0,257.0,6.0,11.0,130.0,35.0,20.0,17.0,1.0,25.0,24.0,,129.0,8.0,250.0,1.0,,27.0,9.0,84.0,2.0,355.0,,0.0,14.0,18.0,,25.0,1.0,553.0,28.0,10.0,10.0,1.0,15.0,0.0
855396,23,2017-01-31 19:45:00,35,West Brom,Away,55.0,8.0,,8.0,8.0,2.0,1.0,154.0,2.0,1.0,1.0,14.0,1.0,28.0,201.0,,,30.0,20.0,16.0,9.0,1.0,,,,,,,,,,,,10.0,,,1.0,1.0,5.0,8.0,7.0,4.0,10.0,5.0,42.0,47.0,1.0,1.0,,3.0,15.0,5.0,11.0,,,3.0,13.0,5.0,,19.0,1.0,66.0,49.0,3.0,28.0,21.0,,,68.0,13.0,12.0,,3.0,4.0,,120.0,1.0,,,,1.0,,4.0,,,,21.0,3.0,11.0,11.0,3.0,1.0,68.0,62.0,28.0,4.0,1.0,3.0,8.0,5.0,274.0,5.0,2.0,,68.0,56.0,29.0,1.0,1.0,1.0,,155.0,155.0,2.0,16.0,23.0,38.3,2.0,2.0,,,15.0,0.0,58.0,2.0,,4.0,,,5.0,2.0,2.0,79.0,192.0,13.0,11.0,68.0,13.0,28.0,9.0,3.0,25.0,22.0,,127.0,7.0,245.0,,1.0,48.0,1.0,67.0,2.0,288.0,,0.0,15.0,15.0,2.0,45.0,1.0,520.0,25.0,10.0,6.0,3.0,13.0,0.0
855411,24,2017-02-04 15:00:00,35,West Brom,Home,78.0,15.0,1.0,3.0,2.0,1.0,1.0,147.0,2.0,2.0,2.0,14.0,7.0,38.0,222.0,1.0,1.0,10.0,22.0,22.0,8.0,1.0,1.0,1.0,,,,,,,,,1.0,12.0,,,,,2.0,4.0,6.0,6.0,8.0,7.0,44.0,74.0,2.0,1.0,1.0,5.0,13.0,4.0,4.0,,,5.0,13.0,1.0,,9.0,1.0,48.0,64.0,5.0,37.0,24.0,,,71.0,6.0,12.0,,7.0,5.0,,150.0,1.0,,1.0,1.0,,1.0,6.0,1.0,2.0,,24.0,,13.0,13.0,1.0,2.0,66.0,72.0,36.0,6.0,1.0,5.0,5.0,4.0,294.0,5.0,1.0,,65.0,49.0,33.0,,,,,146.0,146.0,,45.0,20.0,37.7,,,,,13.0,0.0,56.0,1.0,1.0,2.0,,1.0,7.0,,3.0,81.0,211.0,7.0,10.0,101.0,26.0,37.0,22.0,4.0,23.0,19.0,2.0,128.0,3.0,238.0,2.0,2.0,45.0,8.0,85.0,3.0,316.0,2.0,0.0,15.0,16.0,3.0,14.0,2.0,530.0,24.0,7.0,14.0,5.0,11.0,0.0
855421,25,2017-02-11 15:00:00,35,West Brom,Away,85.0,13.0,3.0,6.0,3.0,2.0,,100.0,1.0,1.0,4.0,6.0,6.0,15.0,179.0,,,10.0,14.0,15.0,3.0,1.0,4.0,,,,,,,,,,,4.0,,1.0,,,,6.0,7.0,9.0,7.0,1.0,38.0,63.0,1.0,,1.0,4.0,19.0,2.0,10.0,,,5.0,6.0,6.0,1.0,6.0,2.0,48.0,50.0,4.0,37.0,12.0,,,46.0,14.0,7.0,,,,,141.0,2.0,,,1.0,1.0,,7.0,1.0,1.0,1.0,12.0,1.0,15.0,15.0,4.0,4.0,54.0,74.0,27.0,7.0,1.0,2.0,4.0,3.0,256.0,7.0,2.0,,35.0,37.0,26.0,,,,,150.0,150.0,3.0,36.0,15.0,34.6,1.0,2.0,1.0,2.0,19.0,0.0,47.0,1.0,1.0,2.0,,,3.0,1.0,3.0,48.0,171.0,4.0,6.0,116.0,26.0,37.0,16.0,5.0,17.0,12.0,,88.0,7.0,181.0,2.0,1.0,33.0,6.0,63.0,1.0,280.0,1.0,0.0,8.0,17.0,1.0,19.0,2.0,475.0,17.0,15.0,11.0,5.0,12.0,0.0
855431,26,2017-02-25 15:00:00,35,West Brom,Home,96.0,5.0,2.0,3.0,1.0,2.0,,121.0,5.0,,1.0,8.0,7.0,21.0,214.0,,1.0,11.0,10.0,9.0,7.0,2.0,5.0,,,,,,,,,,,8.0,,1.0,,,,8.0,6.0,6.0,8.0,5.0,46.0,68.0,,,1.0,4.0,11.0,4.0,6.0,,1.0,8.0,10.0,5.0,2.0,9.0,3.0,44.0,37.0,4.0,22.0,12.0,,,48.0,12.0,4.0,,,,,124.0,1.0,,,1.0,,,9.0,1.0,3.0,2.0,12.0,1.0,19.0,19.0,,1.0,66.0,63.0,26.0,6.0,,4.0,6.0,4.0,273.0,2.0,1.0,,42.0,51.0,25.0,1.0,1.0,1.0,,147.0,147.0,2.0,35.0,23.0,32.0,1.0,,3.0,,11.0,0.0,59.0,1.0,2.0,3.0,,,5.0,,3.0,62.0,204.0,8.0,10.0,115.0,21.0,22.0,15.0,8.0,23.0,15.0,,96.0,9.0,203.0,4.0,,24.0,7.0,53.0,4.0,295.0,,0.0,13.0,18.0,3.0,18.0,2.0,489.0,24.0,16.0,6.0,8.0,10.0,0.0
855440,27,2017-03-04 15:00:00,35,West Brom,Home,109.0,10.0,2.0,1.0,,2.0,,158.0,3.0,,,11.0,12.0,34.0,266.0,,,30.0,37.0,14.0,5.0,3.0,2.0,,,,,,1.0,,,,,8.0,,,,,,4.0,8.0,2.0,3.0,8.0,51.0,44.0,,,,4.0,9.0,5.0,12.0,1.0,,5.0,9.0,7.0,,17.0,1.0,76.0,40.0,4.0,34.0,18.0,,,70.0,8.0,12.0,,2.0,2.0,1.0,157.0,,,,,,,8.0,,1.0,,18.0,,10.0,10.0,2.0,,80.0,72.0,30.0,5.0,,4.0,4.0,1.0,347.0,5.0,2.0,,54.0,56.0,29.0,,,,,168.0,168.0,1.0,27.0,14.0,51.4,,,,,9.0,0.0,82.0,2.0,,1.0,,,5.0,,3.0,79.0,254.0,7.0,8.0,134.0,16.0,34.0,5.0,5.0,22.0,18.0,,132.0,11.0,258.0,1.0,,48.0,12.0,80.0,,370.0,1.0,0.0,11.0,13.0,,39.0,0.0,576.0,7.0,11.0,1.0,5.0,11.0,0.0
855447,28,2017-03-11 15:00:00,35,West Brom,Away,114.0,15.0,,1.0,1.0,4.0,,135.0,4.0,,1.0,4.0,16.0,19.0,248.0,,,19.0,16.0,21.0,5.0,,,,,,,,,,,,,5.0,,,,,,4.0,8.0,8.0,1.0,4.0,56.0,57.0,,,,1.0,22.0,2.0,7.0,,,6.0,7.0,3.0,,8.0,1.0,45.0,58.0,1.0,21.0,10.0,,,56.0,12.0,8.0,,,,,146.0,,,,,,,10.0,,,1.0,10.0,,10.0,10.0,1.0,1.0,67.0,79.0,35.0,4.0,,1.0,4.0,2.0,330.0,4.0,,,36.0,62.0,29.0,,,,,151.0,151.0,1.0,26.0,26.0,37.2,,,,,22.0,0.0,83.0,1.0,1.0,2.0,,,1.0,,3.0,66.0,236.0,12.0,5.0,142.0,31.0,21.0,12.0,6.0,16.0,10.0,,112.0,9.0,226.0,,,33.0,17.0,62.0,,352.0,1.0,0.0,5.0,20.0,,25.0,2.0,524.0,15.0,15.0,9.0,6.0,12.0,0.0
855460,29,2017-03-18 12:30:00,35,West Brom,Home,68.0,8.0,3.0,6.0,3.0,1.0,,68.0,2.0,3.0,,6.0,2.0,16.0,130.0,,2.0,11.0,17.0,12.0,7.0,1.0,3.0,3.0,,,,,,,,,1.0,9.0,,,,,,1.0,6.0,5.0,11.0,1.0,27.0,65.0,3.0,1.0,2.0,2.0,15.0,1.0,10.0,,,4.0,7.0,2.0,2.0,7.0,1.0,41.0,41.0,2.0,23.0,8.0,,,45.0,5.0,6.0,,1.0,1.0,,114.0,2.0,2.0,2.0,,2.0,,5.0,1.0,3.0,,8.0,,18.0,18.0,4.0,,44.0,60.0,18.0,5.0,,3.0,7.0,8.0,201.0,5.0,,,33.0,32.0,22.0,,,,,131.0,131.0,3.0,36.0,18.0,23.3,,,,,15.0,0.0,36.0,1.0,,1.0,,3.0,3.0,,3.0,32.0,124.0,5.0,10.0,90.0,27.0,23.0,13.0,4.0,14.0,10.0,3.0,82.0,7.0,145.0,3.0,3.0,23.0,3.0,57.0,2.0,221.0,,0.0,12.0,14.0,4.0,21.0,1.0,390.0,16.0,10.0,10.0,4.0,10.0,0.0
855468,30,2017-04-01 15:00:00,35,West Brom,Away,87.0,13.0,1.0,2.0,1.0,,,81.0,2.0,1.0,1.0,6.0,10.0,20.0,166.0,1.0,,11.0,14.0,12.0,3.0,,,,,,,,1.0,,,,,2.0,,,,,,5.0,9.0,9.0,1.0,2.0,45.0,67.0,,,,2.0,16.0,1.0,13.0,,,1.0,3.0,2.0,,13.0,3.0,55.0,50.0,2.0,46.0,27.0,,1.0,41.0,13.0,14.0,,2.0,2.0,1.0,129.0,,,,,,,12.0,,3.0,,27.0,1.0,18.0,18.0,5.0,1.0,47.0,69.0,27.0,6.0,,1.0,2.0,1.0,231.0,7.0,2.0,,41.0,38.0,14.0,,,,,131.0,131.0,1.0,37.0,21.0,25.2,,,,,16.0,0.0,40.0,1.0,2.0,3.0,,,1.0,,3.0,35.0,158.0,8.0,3.0,122.0,22.0,46.0,9.0,1.0,8.0,7.0,,66.0,6.0,147.0,3.0,1.0,31.0,10.0,68.0,,261.0,1.0,0.0,3.0,18.0,,16.0,3.0,450.0,10.0,8.0,7.0,1.0,13.0,0.0
855478,31,2017-04-04 19:45:00,35,West Brom,Away,99.0,19.0,1.0,5.0,4.0,4.0,,164.0,,,1.0,7.0,10.0,20.0,258.0,,1.0,15.0,15.0,14.0,9.0,2.0,1.0,,,,1.0,,1.0,,,,1.0,13.0,,,1.0,,3.0,6.0,6.0,3.0,11.0,7.0,45.0,59.0,1.0,2.0,,3.0,11.0,6.0,6.0,,,6.0,16.0,8.0,,13.0,,55.0,47.0,3.0,11.0,6.0,,1.0,57.0,14.0,11.0,,5.0,3.0,1.0,139.0,,,,,,,3.0,,,,6.0,1.0,12.0,12.0,,1.0,77.0,59.0,33.0,5.0,,6.0,5.0,2.0,319.0,4.0,3.0,,50.0,42.0,45.0,,,,,137.0,137.0,3.0,27.0,27.0,44.4,1.0,,,,11.0,0.0,74.0,,,,,,10.0,,3.0,93.0,247.0,6.0,11.0,118.0,33.0,11.0,18.0,5.0,32.0,27.0,,135.0,7.0,249.0,,,23.0,10.0,50.0,,335.0,,0.0,18.0,12.0,3.0,17.0,4.0,513.0,27.0,8.0,11.0,6.0,8.0,0.0
855490,32,2017-04-08 15:00:00,35,West Brom,Home,91.0,13.0,2.0,8.0,6.0,4.0,1.0,197.0,2.0,1.0,1.0,14.0,13.0,29.0,280.0,,,20.0,22.0,18.0,10.0,1.0,1.0,,,,,,,,,,,12.0,,,,,4.0,6.0,6.0,4.0,11.0,6.0,60.0,69.0,3.0,3.0,,2.0,15.0,4.0,2.0,,,7.0,15.0,2.0,,15.0,1.0,55.0,48.0,2.0,15.0,7.0,,1.0,78.0,12.0,12.0,,1.0,2.0,,158.0,,,,,,,4.0,,,1.0,7.0,,22.0,22.0,6.0,1.0,88.0,68.0,35.0,3.0,,2.0,9.0,6.0,366.0,3.0,2.0,,85.0,59.0,29.0,,,,,168.0,168.0,4.0,33.0,30.0,41.9,,,,,15.0,0.0,77.0,1.0,1.0,2.0,1.0,,7.0,,3.0,108.0,269.0,8.0,11.0,109.0,23.0,15.0,14.0,6.0,25.0,19.0,,167.0,15.0,299.0,,1.0,38.0,13.0,66.0,1.0,383.0,1.0,0.0,17.0,11.0,2.0,26.0,2.0,586.0,28.0,18.0,8.0,7.0,8.0,0.0
855501,33,2017-04-16 13:30:00,35,West Brom,Home,102.0,23.0,,2.0,2.0,4.0,,113.0,5.0,,2.0,6.0,13.0,26.0,213.0,,,22.0,24.0,23.0,5.0,,,,,,,,,,,,,7.0,,,,,,7.0,7.0,8.0,3.0,4.0,48.0,54.0,2.0,2.0,,2.0,22.0,,15.0,,,4.0,12.0,5.0,,14.0,,74.0,56.0,2.0,20.0,12.0,,1.0,57.0,15.0,9.0,,1.0,2.0,,151.0,,,,,,,12.0,,1.0,1.0,12.0,,9.0,9.0,1.0,2.0,55.0,80.0,34.0,4.0,,3.0,2.0,2.0,287.0,4.0,,,54.0,36.0,34.0,,,,,171.0,171.0,1.0,21.0,26.0,36.3,,,,,22.0,0.0,57.0,,1.0,1.0,2.0,,5.0,,3.0,59.0,202.0,11.0,6.0,125.0,42.0,20.0,16.0,4.0,23.0,19.0,,103.0,10.0,209.0,1.0,,26.0,15.0,66.0,6.0,311.0,,0.0,7.0,15.0,2.0,30.0,3.0,505.0,10.0,17.0,9.0,4.0,10.0,0.0
855509,34,2017-05-16 20:00:00,35,West Brom,Away,125.0,14.0,,2.0,2.0,2.0,,86.0,5.0,,1.0,5.0,2.0,21.0,209.0,,1.0,12.0,15.0,6.0,4.0,,,,,,,,,,1.0,,,6.0,,,,,,9.0,10.0,11.0,3.0,3.0,39.0,56.0,1.0,,1.0,2.0,8.0,2.0,14.0,,,1.0,3.0,5.0,,19.0,5.0,62.0,32.0,2.0,16.0,9.0,,1.0,46.0,11.0,7.0,,1.0,1.0,,120.0,1.0,,1.0,1.0,,,13.0,1.0,1.0,,9.0,,28.0,28.0,3.0,1.0,65.0,67.0,25.0,7.0,,2.0,3.0,2.0,254.0,2.0,1.0,,26.0,39.0,12.0,,,,,126.0,126.0,3.0,34.0,12.0,29.3,,,,,8.0,0.0,59.0,3.0,4.0,7.0,,,2.0,,3.0,33.0,197.0,5.0,5.0,139.0,25.0,16.0,13.0,1.0,10.0,9.0,,70.0,5.0,154.0,1.0,,26.0,4.0,61.0,1.0,283.0,,0.0,6.0,11.0,3.0,15.0,2.0,457.0,5.0,16.0,9.0,1.0,8.0,0.0
855521,35,2017-04-29 15:00:00,35,West Brom,Home,123.0,28.0,2.0,6.0,4.0,5.0,,178.0,5.0,4.0,4.0,12.0,10.0,37.0,295.0,,,17.0,16.0,35.0,10.0,3.0,2.0,,,2.0,,,2.0,,,,,10.0,,,,,2.0,7.0,4.0,2.0,9.0,7.0,53.0,67.0,,,,5.0,17.0,5.0,6.0,,1.0,5.0,15.0,5.0,,11.0,,53.0,68.0,5.0,27.0,18.0,1.0,,62.0,14.0,9.0,,5.0,1.0,2.0,166.0,,,,,,,7.0,,1.0,,18.0,,9.0,9.0,2.0,4.0,93.0,77.0,49.0,6.0,,4.0,9.0,4.0,376.0,1.0,2.0,,53.0,57.0,42.0,,,,,151.0,151.0,1.0,32.0,27.0,54.8,,,,,17.0,0.0,80.0,,,,1.0,,7.0,1.0,3.0,101.0,283.0,8.0,13.0,148.0,45.0,27.0,14.0,5.0,26.0,21.0,,145.0,14.0,270.0,2.0,4.0,36.0,12.0,72.0,1.0,392.0,,0.0,16.0,16.0,1.0,21.0,2.0,587.0,26.0,10.0,8.0,5.0,9.0,0.0
855524,36,2017-05-06 15:00:00,35,West Brom,Away,73.0,18.0,4.0,7.0,4.0,2.0,,126.0,2.0,1.0,1.0,11.0,9.0,30.0,192.0,,,20.0,21.0,34.0,5.0,,3.0,,,,,,,,,,,8.0,,,,,,5.0,10.0,4.0,7.0,4.0,55.0,62.0,1.0,,1.0,2.0,15.0,7.0,3.0,,,8.0,10.0,7.0,1.0,10.0,1.0,47.0,66.0,2.0,42.0,33.0,1.0,,64.0,14.0,9.0,1.0,2.0,2.0,,145.0,1.0,1.0,1.0,,1.0,,9.0,1.0,2.0,,33.0,,7.0,7.0,,1.0,64.0,78.0,31.0,5.0,,,6.0,3.0,278.0,4.0,,,65.0,55.0,29.0,,,,,164.0,164.0,4.0,31.0,17.0,44.9,,2.0,1.0,,15.0,0.0,42.0,1.0,1.0,3.0,,,1.0,,3.0,65.0,180.0,6.0,6.0,98.0,37.0,42.0,10.0,8.0,26.0,19.0,,111.0,5.0,234.0,2.0,1.0,43.0,11.0,88.0,1.0,306.0,2.0,0.0,11.0,14.0,1.0,24.0,3.0,503.0,17.0,15.0,9.0,8.0,8.0,0.0
855540,37,2017-05-12 20:00:00,35,West Brom,Home,77.0,15.0,2.0,6.0,4.0,5.0,1.0,123.0,5.0,1.0,1.0,10.0,3.0,28.0,194.0,,1.0,9.0,14.0,15.0,4.0,1.0,1.0,2.0,,,,,,,,,,4.0,,,,,2.0,6.0,13.0,11.0,6.0,1.0,33.0,52.0,,,,1.0,7.0,3.0,8.0,,,5.0,9.0,6.0,,3.0,1.0,42.0,45.0,1.0,28.0,12.0,,1.0,49.0,13.0,7.0,,3.0,2.0,,115.0,,,,,,,12.0,,,,12.0,,15.0,15.0,5.0,1.0,55.0,68.0,33.0,8.0,,1.0,4.0,2.0,239.0,9.0,3.0,,68.0,29.0,24.0,,,,,117.0,117.0,,32.0,14.0,32.4,,,,1.0,7.0,0.0,59.0,2.0,2.0,4.0,,2.0,2.0,,3.0,53.0,183.0,3.0,5.0,88.0,25.0,28.0,10.0,5.0,22.0,17.0,2.0,89.0,14.0,196.0,,1.0,28.0,3.0,63.0,3.0,262.0,,0.0,7.0,18.0,1.0,14.0,3.0,436.0,13.0,15.0,6.0,5.0,13.0,0.0
855550,38,2017-05-21 15:00:00,35,West Brom,Away,107.0,15.0,1.0,5.0,4.0,,1.0,149.0,4.0,,1.0,10.0,11.0,24.0,251.0,,1.0,9.0,18.0,12.0,8.0,1.0,1.0,,,1.0,,1.0,2.0,,1.0,,1.0,12.0,,,,,1.0,3.0,9.0,3.0,10.0,6.0,43.0,51.0,2.0,2.0,1.0,6.0,19.0,5.0,9.0,,,4.0,8.0,9.0,1.0,14.0,,52.0,40.0,6.0,24.0,11.0,,,52.0,10.0,8.0,,2.0,1.0,2.0,128.0,1.0,1.0,1.0,,1.0,,9.0,,3.0,,11.0,,12.0,12.0,2.0,1.0,64.0,66.0,35.0,7.0,,3.0,7.0,5.0,297.0,4.0,1.0,,36.0,72.0,26.0,,,,,124.0,124.0,1.0,24.0,20.0,34.7,,3.0,,2.0,19.0,0.0,81.0,,,,1.0,,6.0,,3.0,83.0,242.0,11.0,10.0,120.0,20.0,24.0,5.0,4.0,22.0,18.0,,111.0,3.0,218.0,3.0,,34.0,11.0,56.0,,316.0,,0.0,16.0,18.0,1.0,14.0,1.0,500.0,15.0,19.0,2.0,4.0,13.0,0.0
