matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803371,21,2016-01-13 19:45:00,35,West Brom,Away,81.0,12.0,,8.0,8.0,3.0,,138.0,1.0,,1.0,9.0,9.0,17.0,211.0,,,12.0,24.0,16.0,8.0,1.0,,,,,,1.0,,,,,11.0,,,,,,2.0,4.0,8.0,7.0,,,47.0,58.0,,,,2.0,19.0,3.0,11.0,,,7.0,17.0,6.0,,12.0,1.0,55.0,56.0,2.0,14.0,5.0,,,82.0,8.0,13.0,,,3.0,2.0,,163.0,1.0,,,1.0,,10.0,2.0,1.0,,8.0,,28.0,28.0,3.0,1.0,55.0,80.0,27.0,7.0,1.0,3.0,7.0,6.0,287.0,4.0,3.0,1.0,50.0,67.0,35.0,,,,,167.0,163.0,8.0,30.0,13.0,38.9,,,19.0,0.0,52.0,1.0,,1.0,1.0,,4.0,,3.0,72.0,202.0,10.0,10.0,95.0,18.0,18.0,8.0,6.0,31.0,25.0,,138.0,11.0,253.0,1.0,,42.0,10.0,67.0,1.0,317.0,,0.0,13.0,21.0,,17.0,3.0,519.0,,12.0,7.0,7.0,15.0,0.0
803380,22,2016-01-16 15:00:00,35,West Brom,Away,103.0,20.0,,6.0,6.0,5.0,,163.0,6.0,2.0,3.0,11.0,9.0,29.0,260.0,,1.0,15.0,17.0,24.0,5.0,,,,,,,,,,,,7.0,,,,,,3.0,7.0,6.0,3.0,,,50.0,59.0,,,,3.0,14.0,3.0,9.0,1.0,,3.0,8.0,13.0,,11.0,,50.0,52.0,3.0,16.0,10.0,,,77.0,11.0,9.0,,,1.0,2.0,,140.0,,,,,,7.0,,1.0,1.0,10.0,,15.0,15.0,2.0,3.0,75.0,76.0,42.0,1.0,,4.0,1.0,,333.0,3.0,,,57.0,68.0,31.0,1.0,1.0,1.0,,156.0,151.0,1.0,27.0,24.0,44.2,,,14.0,0.0,90.0,1.0,1.0,1.0,,,7.0,,3.0,67.0,244.0,6.0,5.0,122.0,30.0,21.0,8.0,3.0,26.0,23.0,,115.0,13.0,259.0,1.0,2.0,39.0,10.0,69.0,4.0,355.0,,0.0,10.0,16.0,1.0,22.0,0.0,527.0,,11.0,5.0,3.0,12.0,0.0
803382,23,2016-01-23 15:00:00,35,West Brom,Home,80.0,7.0,,6.0,6.0,5.0,1.0,114.0,6.0,,3.0,11.0,1.0,28.0,188.0,,,17.0,22.0,20.0,3.0,1.0,,,,,,,,,,,3.0,,,,,,1.0,5.0,6.0,9.0,,,38.0,59.0,,,,4.0,8.0,1.0,9.0,,,2.0,9.0,13.0,,16.0,2.0,59.0,56.0,4.0,29.0,15.0,,,56.0,7.0,13.0,,,3.0,3.0,,125.0,,,,,,9.0,,2.0,,16.0,,23.0,23.0,5.0,3.0,59.0,75.0,34.0,6.0,,3.0,1.0,,256.0,4.0,3.0,,41.0,56.0,29.0,,,,,163.0,158.0,6.0,28.0,17.0,39.4,,,8.0,0.0,57.0,,4.0,4.0,1.0,,3.0,,3.0,56.0,177.0,4.0,4.0,98.0,11.0,34.0,11.0,2.0,27.0,25.0,,103.0,15.0,208.0,2.0,,45.0,1.0,69.0,1.0,279.0,1.0,0.0,4.0,17.0,,23.0,0.0,492.0,,15.0,6.0,3.0,14.0,0.0
803399,24,2016-02-02 20:00:00,35,West Brom,Home,115.0,11.0,2.0,13.0,11.0,10.0,1.0,171.0,6.0,,,15.0,3.0,43.0,273.0,,,20.0,23.0,28.0,11.0,1.0,,,,1.0,1.0,,,1.0,,,12.0,,,,,,1.0,5.0,9.0,9.0,,,46.0,58.0,3.0,4.0,1.0,4.0,14.0,3.0,5.0,,,7.0,24.0,11.0,,10.0,,45.0,65.0,4.0,16.0,9.0,,1.0,65.0,12.0,13.0,1.0,,2.0,1.0,1.0,161.0,,,,,,10.0,,,4.0,10.0,1.0,27.0,27.0,2.0,,81.0,76.0,39.0,7.0,,6.0,6.0,7.0,349.0,6.0,1.0,,66.0,61.0,45.0,,,,,163.0,162.0,9.0,30.0,17.0,45.3,,,14.0,0.0,85.0,2.0,1.0,3.0,,,7.0,,3.0,99.0,258.0,12.0,12.0,132.0,19.0,17.0,10.0,7.0,43.0,36.0,,159.0,24.0,284.0,,,45.0,3.0,81.0,2.0,373.0,,0.0,17.0,14.0,,22.0,0.0,599.0,,17.0,10.0,7.0,8.0,0.0
803410,25,2016-02-06 15:00:00,35,West Brom,Away,60.0,8.0,,1.0,1.0,2.0,,79.0,1.0,1.0,3.0,10.0,3.0,18.0,138.0,1.0,1.0,16.0,17.0,19.0,3.0,,,,1.0,,2.0,,,,,,4.0,,,,,,,9.0,9.0,10.0,,,26.0,53.0,,,,2.0,12.0,4.0,11.0,,,4.0,3.0,5.0,,9.0,3.0,52.0,47.0,2.0,23.0,10.0,,2.0,49.0,12.0,10.0,,,2.0,,2.0,118.0,,,,,,8.0,,2.0,,11.0,,28.0,28.0,5.0,3.0,41.0,70.0,29.0,8.0,,1.0,2.0,,204.0,7.0,1.0,,28.0,38.0,24.0,,,,,137.0,131.0,3.0,29.0,13.0,31.1,,1.0,12.0,0.0,43.0,3.0,3.0,6.0,,,3.0,,3.0,35.0,130.0,7.0,3.0,73.0,17.0,29.0,5.0,4.0,12.0,8.0,,73.0,14.0,167.0,2.0,2.0,33.0,5.0,55.0,2.0,228.0,1.0,0.0,7.0,18.0,1.0,19.0,3.0,415.0,,11.0,1.0,4.0,15.0,0.0
803420,26,2016-02-13 15:00:00,35,West Brom,Away,46.0,9.0,1.0,3.0,2.0,3.0,,80.0,8.0,,2.0,9.0,3.0,28.0,123.0,,,8.0,14.0,24.0,3.0,1.0,,,,,,,,,,,2.0,,,,,,2.0,7.0,16.0,17.0,,,24.0,60.0,1.0,,1.0,6.0,18.0,1.0,15.0,1.0,,1.0,3.0,2.0,,14.0,1.0,54.0,56.0,6.0,52.0,32.0,,1.0,45.0,12.0,10.0,1.0,,2.0,1.0,,121.0,1.0,,1.0,,1.0,17.0,,3.0,1.0,35.0,,16.0,16.0,4.0,2.0,36.0,67.0,30.0,14.0,,3.0,2.0,1.0,182.0,15.0,1.0,,40.0,21.0,19.0,,,,,150.0,138.0,2.0,37.0,11.0,24.1,,1.0,18.0,0.0,34.0,4.0,2.0,5.0,1.0,,3.0,,3.0,40.0,105.0,14.0,5.0,77.0,20.0,64.0,6.0,1.0,7.0,6.0,,74.0,9.0,145.0,4.0,,35.0,6.0,71.0,2.0,215.0,,0.0,5.0,17.0,2.0,12.0,4.0,448.0,,21.0,6.0,1.0,10.0,0.0
803426,27,2016-02-27 17:30:00,35,West Brom,Home,101.0,20.0,1.0,4.0,3.0,3.0,1.0,169.0,4.0,1.0,1.0,4.0,13.0,23.0,266.0,,2.0,13.0,27.0,29.0,5.0,,,,,,1.0,,,,,,8.0,,,1.0,,,2.0,8.0,11.0,4.0,,,40.0,63.0,2.0,1.0,2.0,3.0,14.0,1.0,8.0,,,3.0,12.0,4.0,1.0,8.0,,59.0,69.0,3.0,31.0,24.0,1.0,,57.0,14.0,16.0,1.0,,6.0,3.0,1.0,175.0,2.0,1.0,2.0,1.0,1.0,11.0,2.0,1.0,,25.0,2.0,10.0,10.0,,1.0,80.0,82.0,38.0,6.0,1.0,3.0,4.0,5.0,342.0,5.0,2.0,,48.0,71.0,33.0,,,,,164.0,161.0,4.0,30.0,26.0,46.1,1.0,,14.0,0.0,75.0,,,,,,5.0,,3.0,94.0,253.0,11.0,7.0,124.0,34.0,34.0,12.0,3.0,22.0,19.0,,139.0,13.0,268.0,1.0,2.0,25.0,16.0,65.0,1.0,370.0,,0.0,11.0,14.0,2.0,20.0,2.0,571.0,,18.0,9.0,3.0,13.0,0.0
803440,28,2016-03-01 19:45:00,35,West Brom,Away,70.0,4.0,1.0,2.0,1.0,1.0,,100.0,9.0,,,11.0,6.0,24.0,168.0,,1.0,20.0,26.0,27.0,7.0,1.0,,1.0,1.0,,2.0,1.0,,,,1.0,5.0,,,,,,,4.0,17.0,6.0,,,42.0,56.0,2.0,1.0,1.0,10.0,20.0,2.0,11.0,,,3.0,8.0,3.0,,21.0,3.0,67.0,55.0,10.0,30.0,25.0,,4.0,65.0,8.0,8.0,1.0,,3.0,1.0,2.0,138.0,1.0,,1.0,1.0,,16.0,1.0,,1.0,29.0,,24.0,24.0,7.0,,44.0,83.0,32.0,11.0,1.0,6.0,3.0,3.0,245.0,6.0,,1.0,49.0,71.0,21.0,,,,,168.0,160.0,2.0,18.0,29.0,35.0,,,20.0,0.0,49.0,3.0,,4.0,,,6.0,,3.0,43.0,151.0,15.0,9.0,86.0,12.0,38.0,9.0,2.0,14.0,12.0,,100.0,14.0,201.0,,,43.0,8.0,70.0,4.0,273.0,,0.0,11.0,14.0,1.0,27.0,2.0,496.0,,9.0,7.0,3.0,10.0,0.0
803447,29,2016-03-06 16:00:00,35,West Brom,Home,144.0,22.0,,5.0,5.0,6.0,,170.0,1.0,1.0,5.0,9.0,15.0,25.0,309.0,,,23.0,16.0,20.0,8.0,,,,,,,,,,,,8.0,,,,,,,3.0,3.0,4.0,,,60.0,76.0,1.0,1.0,,8.0,18.0,4.0,14.0,,,4.0,7.0,4.0,,19.0,,66.0,53.0,8.0,19.0,13.0,,,74.0,8.0,7.0,1.0,1.0,2.0,1.0,,188.0,1.0,,1.0,1.0,,3.0,1.0,1.0,,17.0,,21.0,21.0,,5.0,101.0,96.0,43.0,5.0,,3.0,6.0,2.0,426.0,3.0,2.0,,46.0,83.0,26.0,,,,,198.0,194.0,5.0,28.0,33.0,46.6,,,18.0,0.0,90.0,,1.0,1.0,2.0,,3.0,1.0,3.0,87.0,300.0,11.0,9.0,162.0,49.0,23.0,16.0,2.0,14.0,12.0,,153.0,12.0,291.0,1.0,1.0,38.0,18.0,71.0,5.0,439.0,1.0,0.0,9.0,19.0,,29.0,1.0,659.0,,13.0,7.0,4.0,11.0,0.0
803461,30,2016-04-21 19:45:00,35,West Brom,Away,84.0,9.0,2.0,4.0,2.0,6.0,,106.0,5.0,,3.0,8.0,6.0,30.0,186.0,,,8.0,23.0,15.0,4.0,2.0,,,,,,,,,,,5.0,,,1.0,,,1.0,6.0,10.0,6.0,,,48.0,52.0,1.0,1.0,,1.0,23.0,3.0,19.0,1.0,1.0,6.0,6.0,6.0,,10.0,2.0,68.0,49.0,1.0,10.0,9.0,,,52.0,14.0,13.0,,,3.0,2.0,,121.0,,,,,,15.0,,1.0,,9.0,1.0,14.0,14.0,1.0,3.0,54.0,69.0,31.0,2.0,,2.0,4.0,1.0,239.0,4.0,1.0,,42.0,47.0,27.0,,,,,131.0,129.0,3.0,24.0,17.0,28.6,1.0,,23.0,0.0,51.0,4.0,1.0,4.0,,,4.0,,3.0,46.0,168.0,13.0,6.0,113.0,28.0,12.0,7.0,6.0,20.0,14.0,,78.0,13.0,181.0,1.0,,17.0,8.0,69.0,,274.0,,0.0,8.0,17.0,2.0,15.0,1.0,434.0,,5.0,5.0,6.0,11.0,0.0
803468,31,2016-03-19 15:00:00,35,West Brom,Home,85.0,8.0,,2.0,2.0,8.0,,140.0,2.0,,5.0,19.0,4.0,32.0,223.0,,,17.0,20.0,30.0,8.0,,,,,,,,,,,,9.0,,,,,1.0,,6.0,4.0,3.0,,,42.0,67.0,,,,2.0,27.0,4.0,11.0,,,4.0,7.0,7.0,,16.0,,59.0,63.0,2.0,33.0,21.0,,1.0,83.0,8.0,13.0,,1.0,2.0,2.0,,191.0,,,,,,9.0,,3.0,,22.0,1.0,24.0,24.0,1.0,5.0,69.0,94.0,40.0,3.0,,5.0,3.0,,335.0,2.0,1.0,,61.0,65.0,30.0,,,,,201.0,198.0,4.0,28.0,27.0,50.1,1.0,,27.0,0.0,59.0,,,,,,6.0,,3.0,89.0,212.0,9.0,8.0,120.0,18.0,36.0,10.0,4.0,20.0,16.0,,161.0,23.0,261.0,3.0,,61.0,5.0,92.0,4.0,361.0,,0.0,10.0,17.0,3.0,26.0,1.0,573.0,,7.0,6.0,4.0,14.0,0.0
803481,32,2016-04-02 15:00:00,35,West Brom,Away,82.0,16.0,1.0,4.0,3.0,8.0,1.0,110.0,3.0,1.0,,11.0,5.0,28.0,188.0,,,14.0,16.0,18.0,1.0,1.0,,,,,,,,,,,2.0,,,,,,,5.0,13.0,9.0,,,42.0,66.0,,,,5.0,12.0,1.0,11.0,,,3.0,6.0,3.0,,8.0,5.0,52.0,49.0,5.0,22.0,15.0,,,69.0,13.0,10.0,,,4.0,4.0,,166.0,,,,,,13.0,,1.0,3.0,18.0,,20.0,20.0,1.0,,54.0,101.0,35.0,9.0,,1.0,1.0,,277.0,6.0,3.0,,45.0,47.0,26.0,,,,,183.0,176.0,3.0,33.0,23.0,43.2,,,12.0,0.0,43.0,5.0,1.0,6.0,,,2.0,,3.0,52.0,179.0,6.0,2.0,101.0,33.0,29.0,16.0,3.0,16.0,13.0,,107.0,15.0,220.0,2.0,1.0,46.0,6.0,90.0,,305.0,,0.0,3.0,13.0,,22.0,2.0,498.0,,20.0,8.0,3.0,11.0,0.0
803491,33,2016-04-09 17:30:00,35,West Brom,Away,107.0,11.0,,5.0,5.0,5.0,1.0,128.0,3.0,1.0,2.0,13.0,15.0,28.0,230.0,,1.0,16.0,12.0,18.0,6.0,1.0,,,,1.0,2.0,,,,,,8.0,,,,,,2.0,7.0,8.0,5.0,,,41.0,56.0,,1.0,,2.0,15.0,5.0,9.0,,1.0,8.0,15.0,6.0,,7.0,2.0,39.0,59.0,2.0,17.0,12.0,,,52.0,7.0,9.0,,1.0,4.0,2.0,2.0,148.0,1.0,,1.0,1.0,,5.0,1.0,1.0,,15.0,,16.0,16.0,3.0,2.0,54.0,71.0,34.0,8.0,1.0,4.0,4.0,2.0,298.0,5.0,2.0,,35.0,57.0,27.0,1.0,1.0,1.0,,149.0,142.0,5.0,23.0,21.0,37.9,,,15.0,0.0,73.0,1.0,1.0,2.0,,,6.0,,2.0,69.0,217.0,7.0,8.0,125.0,19.0,24.0,16.0,8.0,31.0,23.0,,108.0,15.0,222.0,1.0,1.0,30.0,17.0,54.0,1.0,316.0,,0.0,13.0,21.0,1.0,20.0,1.0,514.0,,11.0,12.0,8.0,9.0,0.0
803500,34,2016-04-16 15:00:00,35,West Brom,Home,113.0,16.0,1.0,10.0,9.0,1.0,1.0,214.0,6.0,,8.0,8.0,7.0,45.0,317.0,,1.0,22.0,23.0,23.0,11.0,2.0,,,,1.0,2.0,,,1.0,,,9.0,,2.0,,,,2.0,6.0,6.0,5.0,,,45.0,68.0,,2.0,,1.0,26.0,5.0,6.0,,,9.0,21.0,12.0,,12.0,1.0,56.0,69.0,1.0,12.0,6.0,,1.0,77.0,11.0,17.0,,,8.0,2.0,2.0,186.0,,,,,,8.0,,2.0,,10.0,,20.0,20.0,2.0,8.0,92.0,82.0,48.0,3.0,,8.0,5.0,4.0,404.0,2.0,2.0,,76.0,91.0,51.0,,,,2.0,183.0,177.0,10.0,20.0,28.0,56.7,,,26.0,0.0,102.0,2.0,1.0,3.0,,,8.0,,3.0,109.0,300.0,8.0,13.0,134.0,21.0,18.0,22.0,8.0,43.0,35.0,,171.0,9.0,334.0,2.0,,32.0,8.0,77.0,1.0,425.0,,0.0,17.0,13.0,2.0,24.0,0.0,661.0,,14.0,17.0,9.0,7.0,0.0
803511,35,2016-04-25 20:00:00,35,West Brom,Away,52.0,8.0,2.0,7.0,5.0,5.0,1.0,134.0,5.0,1.0,,11.0,12.0,26.0,179.0,,,11.0,10.0,16.0,8.0,1.0,,,,1.0,1.0,1.0,,,,,11.0,,,,,,,8.0,10.0,9.0,,,28.0,55.0,1.0,1.0,,5.0,9.0,5.0,10.0,,,7.0,11.0,3.0,1.0,13.0,2.0,50.0,49.0,5.0,19.0,12.0,,,58.0,13.0,8.0,,,4.0,3.0,1.0,137.0,1.0,1.0,1.0,,1.0,12.0,,2.0,2.0,13.0,,10.0,10.0,,,49.0,66.0,33.0,9.0,,7.0,3.0,3.0,232.0,8.0,1.0,1.0,32.0,52.0,30.0,,,,,145.0,138.0,3.0,21.0,22.0,33.5,,,9.0,0.0,46.0,1.0,1.0,2.0,2.0,,8.0,,1.0,70.0,164.0,5.0,10.0,66.0,15.0,26.0,11.0,7.0,24.0,17.0,,115.0,16.0,218.0,2.0,1.0,25.0,13.0,54.0,1.0,260.0,,0.0,16.0,20.0,1.0,16.0,1.0,456.0,,14.0,5.0,7.0,16.0,0.0
803521,36,2016-04-30 15:00:00,35,West Brom,Home,106.0,12.0,3.0,6.0,3.0,5.0,,123.0,1.0,2.0,2.0,9.0,4.0,23.0,223.0,1.0,,21.0,27.0,14.0,7.0,2.0,,,,1.0,1.0,,,,,,10.0,,,,,,,4.0,5.0,3.0,,,48.0,68.0,2.0,3.0,,2.0,21.0,3.0,14.0,,,8.0,12.0,3.0,,11.0,,70.0,43.0,2.0,13.0,9.0,,,67.0,14.0,6.0,,,1.0,,1.0,151.0,,,,,,3.0,,,1.0,13.0,,17.0,17.0,1.0,2.0,68.0,79.0,40.0,6.0,,5.0,4.0,5.0,318.0,2.0,4.0,,40.0,52.0,29.0,,,,,185.0,179.0,6.0,29.0,31.0,40.9,,,21.0,0.0,65.0,,1.0,1.0,1.0,,7.0,1.0,3.0,54.0,213.0,6.0,9.0,135.0,30.0,19.0,15.0,8.0,23.0,15.0,,105.0,13.0,220.0,,2.0,29.0,5.0,58.0,3.0,332.0,3.0,0.0,15.0,13.0,1.0,32.0,0.0,529.0,,19.0,10.0,8.0,12.0,0.0
803531,37,2016-05-07 15:00:00,35,West Brom,Away,80.0,6.0,1.0,5.0,4.0,5.0,,105.0,5.0,,4.0,12.0,7.0,25.0,180.0,1.0,,17.0,6.0,12.0,9.0,,,,,,,,,,,,11.0,,1.0,,1.0,,,5.0,4.0,8.0,,,36.0,64.0,,1.0,,6.0,17.0,2.0,11.0,,,3.0,7.0,6.0,,19.0,2.0,49.0,49.0,6.0,12.0,6.0,1.0,,55.0,8.0,4.0,1.0,1.0,1.0,1.0,,119.0,1.0,,1.0,1.0,,8.0,1.0,3.0,,7.0,2.0,26.0,26.0,3.0,4.0,47.0,75.0,33.0,5.0,,5.0,5.0,4.0,234.0,3.0,,,39.0,49.0,23.0,,,,1.0,134.0,130.0,9.0,22.0,18.0,31.7,1.0,,17.0,0.0,53.0,1.0,2.0,3.0,,,6.0,1.0,2.0,62.0,169.0,14.0,10.0,93.0,9.0,16.0,10.0,3.0,17.0,14.0,,100.0,16.0,179.0,3.0,,37.0,7.0,63.0,3.0,255.0,1.0,0.0,12.0,28.0,,23.0,1.0,463.0,,9.0,5.0,3.0,23.0,0.0
803536,38,2016-05-15 15:00:00,35,West Brom,Home,86.0,7.0,1.0,5.0,4.0,4.0,1.0,111.0,,,2.0,10.0,4.0,20.0,192.0,,,16.0,19.0,14.0,4.0,3.0,,,,,,,,,,,5.0,,,,1.0,,2.0,8.0,4.0,3.0,,,38.0,49.0,1.0,2.0,,1.0,16.0,5.0,13.0,,,7.0,5.0,5.0,,19.0,1.0,65.0,59.0,1.0,18.0,11.0,,,57.0,11.0,13.0,1.0,,,1.0,,129.0,1.0,,1.0,1.0,,6.0,1.0,1.0,,12.0,1.0,20.0,20.0,3.0,2.0,54.0,66.0,24.0,5.0,,4.0,4.0,1.0,264.0,,2.0,,55.0,49.0,26.0,,,,,159.0,152.0,2.0,15.0,27.0,32.6,1.0,,16.0,0.0,64.0,1.0,1.0,2.0,,,7.0,2.0,3.0,58.0,179.0,9.0,8.0,104.0,19.0,25.0,14.0,7.0,18.0,11.0,,104.0,11.0,199.0,1.0,,32.0,5.0,56.0,1.0,285.0,,0.0,13.0,22.0,,23.0,3.0,492.0,,13.0,10.0,7.0,13.0,0.0
