matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321766,11.0,2010-11-07 15:00:00,35,West Brom,Home,129.0,14.0,2.0,4.0,2.0,4.0,,155.0,5.0,2.0,3.0,8.0,6.0,48.0,280.0,,,23.0,5.0,10.0,7.0,3.0,,,,1.0,1.0,,,,,,,,,,,1.0,3.0,7.0,4.0,,45.0,40.0,,,,,5.0,12.0,,6.0,13.0,10.0,,5.0,1.0,50.0,49.0,,17.0,10.0,,,63.0,15.0,16.0,,,,,1.0,124.0,,,,,,,7.0,,,,,,,,,13.0,1.0,23.0,13.0,4.0,3.0,94.0,69.0,40.0,1.0,,5.0,5.0,1.0,,,4.0,6.0,,58.0,56.0,19.0,,,,,147.0,139.0,,23.0,12.0,39.7,1.0,,0.0,,,,84.0,1.0,,1.0,,,7.0,,3.0,85.0,10.0,140.0,25.0,25.0,19.0,5.0,28.0,23.0,,118.0,8.0,235.0,,2.0,26.0,7.0,71.0,3.0,347.0,,1.0,13.0,17.0,2.0,25.0,2.0,549.0,17.0,6.0,6.0,14.0,0.0
321769,12.0,2010-11-10 19:45:00,35,West Brom,Away,133.0,5.0,3.0,6.0,3.0,4.0,1.0,156.0,4.0,,5.0,10.0,9.0,36.0,283.0,,,18.0,21.0,17.0,12.0,4.0,1.0,,,,,,,,,12.0,1.0,,,,,,2.0,8.0,2.0,,56.0,51.0,,,1.0,2.0,5.0,8.0,,7.0,10.0,3.0,1.0,17.0,1.0,62.0,56.0,2.0,13.0,9.0,,,74.0,6.0,13.0,1.0,,3.0,2.0,,158.0,1.0,,1.0,,1.0,,7.0,,,,2.0,,,,1.0,13.0,,19.0,16.0,,5.0,75.0,92.0,49.0,6.0,,9.0,8.0,5.0,,,2.0,1.0,,48.0,67.0,15.0,1.0,1.0,1.0,1.0,155.0,146.0,2.0,28.0,10.0,49.6,,,0.0,,,,76.0,3.0,,,3.0,1.0,10.0,,3.0,70.0,17.0,146.0,16.0,22.0,15.0,7.0,22.0,15.0,1.0,109.0,11.0,241.0,2.0,,29.0,10.0,64.0,1.0,365.0,,0.0,20.0,22.0,,22.0,0.0,572.0,11.0,4.0,7.0,12.0,0.0
321785,13.0,2010-11-13 15:00:00,35,West Brom,Away,79.0,9.0,1.0,4.0,3.0,1.0,2.0,112.0,4.0,,2.0,4.0,4.0,24.0,187.0,,1.0,26.0,19.0,11.0,6.0,1.0,,,,,1.0,,,,,5.0,,,,,,,2.0,7.0,6.0,,31.0,49.0,,,,7.0,4.0,16.0,,5.0,8.0,5.0,,16.0,,77.0,73.0,7.0,10.0,6.0,,,67.0,14.0,14.0,,,6.0,4.0,1.0,123.0,,,,,,,10.0,,,,1.0,,,,1.0,15.0,,26.0,22.0,,2.0,59.0,78.0,35.0,5.0,,3.0,4.0,3.0,,,2.0,2.0,,48.0,38.0,21.0,,,,,173.0,163.0,2.0,18.0,23.0,39.3,,,0.0,,,,62.0,1.0,1.0,,,,4.0,,3.0,61.0,7.0,98.0,14.0,20.0,20.0,5.0,22.0,17.0,,103.0,6.0,199.0,1.0,,32.0,5.0,56.0,2.0,275.0,1.0,0.0,11.0,41.0,1.0,35.0,1.0,515.0,9.0,7.0,5.0,26.0,0.0
321796,14.0,2010-11-20 15:00:00,35,West Brom,Home,150.0,25.0,2.0,12.0,10.0,2.0,2.0,183.0,4.0,2.0,7.0,5.0,12.0,39.0,321.0,,1.0,25.0,20.0,14.0,9.0,4.0,,,1.0,,1.0,,,,,10.0,,,,,,,4.0,5.0,3.0,,55.0,50.0,1.0,3.0,,2.0,6.0,7.0,,5.0,19.0,7.0,,8.0,1.0,56.0,47.0,2.0,11.0,9.0,,,77.0,10.0,10.0,,,4.0,3.0,1.0,172.0,,,,,,,7.0,,,,1.0,,,,,17.0,,6.0,5.0,,7.0,92.0,87.0,47.0,3.0,,3.0,10.0,6.0,,,2.0,4.0,,76.0,56.0,19.0,2.0,2.0,2.0,,169.0,160.0,2.0,19.0,20.0,64.6,,,0.0,,,,100.0,1.0,1.0,,1.0,,7.0,1.0,3.0,81.0,13.0,175.0,41.0,20.0,17.0,5.0,34.0,29.0,,126.0,6.0,278.0,1.0,3.0,27.0,14.0,70.0,,419.0,,0.0,19.0,17.0,1.0,25.0,0.0,611.0,14.0,6.0,8.0,13.0,0.0
321799,15.0,2010-11-27 15:00:00,35,West Brom,Away,158.0,17.0,1.0,1.0,,1.0,,158.0,2.0,3.0,,4.0,14.0,35.0,315.0,,1.0,24.0,12.0,10.0,3.0,,,1.0,,,1.0,,,,,6.0,,,,,,,,5.0,7.0,,73.0,68.0,1.0,,1.0,2.0,1.0,4.0,1.0,2.0,6.0,2.0,,15.0,2.0,65.0,51.0,2.0,10.0,4.0,,,64.0,19.0,12.0,,,1.0,,1.0,169.0,3.0,1.0,2.0,2.0,1.0,,12.0,,,2.0,2.0,,,,,9.0,,27.0,20.0,1.0,1.0,89.0,93.0,36.0,2.0,4.0,2.0,4.0,5.0,,,2.0,2.0,,69.0,44.0,17.0,,,,,183.0,173.0,3.0,32.0,26.0,53.4,,1.0,0.0,,,,78.0,2.0,1.0,1.0,1.0,,3.0,,3.0,87.0,6.0,187.0,36.0,20.0,26.0,2.0,10.0,8.0,,128.0,3.0,232.0,2.0,3.0,32.0,14.0,68.0,4.0,409.0,1.0,1.0,9.0,18.0,3.0,28.0,2.0,626.0,19.0,11.0,2.0,13.0,0.0
321815,16.0,2010-12-05 13:30:00,35,West Brom,Home,159.0,20.0,1.0,5.0,4.0,3.0,,232.0,6.0,1.0,5.0,7.0,12.0,47.0,386.0,1.0,1.0,16.0,10.0,15.0,14.0,1.0,,,,,,,,,,17.0,,,,,,,,11.0,1.0,,85.0,71.0,1.0,,2.0,2.0,5.0,7.0,,7.0,10.0,9.0,,16.0,2.0,47.0,53.0,2.0,9.0,5.0,,,81.0,11.0,9.0,2.0,,2.0,2.0,,179.0,2.0,,1.0,2.0,,,8.0,,,3.0,2.0,,,,,11.0,,6.0,5.0,1.0,5.0,106.0,92.0,56.0,3.0,1.0,9.0,8.0,6.0,,,2.0,4.0,,76.0,101.0,18.0,,,,,157.0,149.0,5.0,25.0,32.0,57.6,,1.0,0.0,,,,97.0,3.0,,,1.0,,10.0,,2.0,131.0,17.0,174.0,31.0,17.0,12.0,7.0,28.0,21.0,,179.0,6.0,321.0,2.0,1.0,22.0,12.0,72.0,2.0,467.0,1.0,0.0,21.0,20.0,1.0,16.0,0.0,658.0,18.0,9.0,7.0,17.0,0.0
321817,17.0,2010-12-11 15:00:00,35,West Brom,Away,114.0,14.0,5.0,6.0,1.0,2.0,,163.0,3.0,,4.0,17.0,15.0,45.0,271.0,,,28.0,10.0,17.0,8.0,4.0,,,,,,,,,,9.0,,,,1.0,,,,9.0,2.0,,59.0,36.0,2.0,2.0,,3.0,5.0,8.0,,12.0,10.0,5.0,,12.0,,57.0,55.0,3.0,14.0,7.0,,,77.0,15.0,9.0,,,1.0,3.0,,157.0,1.0,1.0,1.0,,1.0,,4.0,,,,,,,,,13.0,1.0,12.0,9.0,,4.0,77.0,76.0,41.0,6.0,1.0,9.0,4.0,2.0,,,4.0,2.0,,74.0,31.0,23.0,,,,,185.0,176.0,,15.0,14.0,57.0,1.0,,0.0,,,,80.0,,,,,,10.0,2.0,3.0,93.0,13.0,144.0,25.0,23.0,26.0,12.0,30.0,18.0,,143.0,8.0,259.0,,,42.0,15.0,77.0,3.0,373.0,,0.0,17.0,15.0,1.0,36.0,2.0,580.0,12.0,14.0,13.0,11.0,0.0
321835,18.0,2011-02-20 12:00:00,35,West Brom,Home,94.0,19.0,4.0,6.0,2.0,4.0,,179.0,3.0,,1.0,4.0,16.0,30.0,267.0,,1.0,21.0,15.0,8.0,9.0,5.0,,,,,,,,,,14.0,,,,,,,,2.0,4.0,,51.0,58.0,1.0,2.0,1.0,4.0,4.0,6.0,,12.0,14.0,9.0,,9.0,,46.0,33.0,2.0,15.0,7.0,,1.0,58.0,9.0,6.0,1.0,,1.0,,,167.0,,,,,,,10.0,,,1.0,,,,,2.0,14.0,,13.0,10.0,1.0,1.0,79.0,94.0,46.0,1.0,,4.0,10.0,8.0,,,1.0,,,78.0,55.0,27.0,,,,,178.0,165.0,5.0,23.0,27.0,45.0,,1.0,0.0,,,,59.0,,,,,,7.0,1.0,3.0,94.0,14.0,115.0,30.0,26.0,15.0,12.0,35.0,23.0,,127.0,11.0,276.0,,,28.0,17.0,60.0,6.0,356.0,,0.0,19.0,13.0,3.0,25.0,0.0,563.0,12.0,6.0,12.0,8.0,0.0
321841,19.0,2010-12-26 15:00:00,35,West Brom,Away,153.0,17.0,2.0,5.0,3.0,2.0,,185.0,5.0,,,9.0,25.0,50.0,333.0,1.0,3.0,22.0,14.0,13.0,10.0,1.0,,,1.0,,1.0,,,,,12.0,,,,,1.0,,1.0,10.0,4.0,,65.0,66.0,2.0,2.0,,2.0,6.0,3.0,,7.0,14.0,9.0,,14.0,1.0,48.0,40.0,2.0,13.0,7.0,,,82.0,10.0,8.0,,,1.0,1.0,1.0,181.0,,,,,,,12.0,,,,,,,,1.0,13.0,1.0,17.0,10.0,2.0,,101.0,96.0,45.0,5.0,,4.0,7.0,4.0,,,2.0,2.0,,56.0,68.0,25.0,,,,,196.0,188.0,,35.0,25.0,55.2,1.0,1.0,0.0,,,,94.0,2.0,2.0,,,,6.0,1.0,2.0,93.0,11.0,176.0,33.0,21.0,14.0,6.0,30.0,24.0,,143.0,9.0,295.0,,,34.0,25.0,87.0,3.0,441.0,1.0,0.0,16.0,13.0,4.0,25.0,1.0,654.0,18.0,6.0,7.0,11.0,0.0
321854,20.0,2010-12-28 15:00:00,35,West Brom,Home,154.0,23.0,3.0,8.0,5.0,1.0,2.0,218.0,7.0,,3.0,5.0,21.0,35.0,364.0,,1.0,15.0,13.0,13.0,16.0,2.0,2.0,,1.0,,2.0,,,,,19.0,,,,1.0,,,2.0,6.0,1.0,,63.0,56.0,3.0,5.0,,4.0,8.0,5.0,,8.0,20.0,8.0,,10.0,1.0,42.0,49.0,4.0,13.0,9.0,,,68.0,11.0,13.0,,,5.0,3.0,2.0,156.0,1.0,,1.0,1.0,,,8.0,,,1.0,2.0,,,,,19.0,1.0,13.0,11.0,1.0,3.0,110.0,61.0,45.0,5.0,1.0,8.0,11.0,5.0,,,,2.0,,49.0,69.0,33.0,,,,,147.0,135.0,,22.0,27.0,62.2,1.0,1.0,0.0,,,,101.0,1.0,,,2.0,2.0,11.0,1.0,2.0,125.0,19.0,166.0,34.0,25.0,15.0,6.0,37.0,31.0,2.0,167.0,3.0,301.0,2.0,,16.0,21.0,56.0,4.0,430.0,,1.0,24.0,11.0,5.0,16.0,1.0,634.0,19.0,12.0,8.0,10.0,0.0
