matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOboxOwnGoal,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2128394,11.0,2020-12-06 12:00:00,35,West Brom,Home,226.0,14.0,1.0,4.0,3.0,,,207.0,4.0,,4.0,3.0,10.0,25.0,429.0,1.0,,13.0,11.0,18.0,6.0,1.0,2.0,,,,,,,1.0,,,,,7.0,,1.0,,,7.0,15.0,4.0,7.0,2.0,,88.0,45.0,,,,,19.0,1.0,9.0,1.0,1.0,4.0,6.0,3.0,,9.0,1.0,44.0,58.0,,14.0,9.0,,,,,,,33.0,31.0,10.0,16.0,,,2.0,1.0,,143.0,1.0,,1.0,1.0,,,6.0,,,1.0,,,,,,9.0,1.0,4.0,4.0,1.0,,4.0,127.0,61.0,49.0,6.0,1.0,4.0,4.0,4.0,466.0,,,7.0,2.0,1.0,81.0,53.0,22.0,,,,,,106.0,106.0,4.0,18.0,19.0,50.1,1.0,,,1.0,19.0,0.0,,,,137.0,2.0,1.0,2.0,1.0,,4.0,,,3.0,15.0,67.0,406.0,9.0,8.0,245.0,20.0,14.0,14.0,4.0,14.0,10.0,,95.0,5.0,264.0,,,14.0,10.0,42.0,2.0,495.0,3.0,1.0,9.0,15.0,,14.0,2.0,663.0,18.0,11.0,,9.0,4.0,7.0,0.0
2128403,12.0,2020-12-12 15:00:00,35,West Brom,Away,164.0,17.0,1.0,2.0,1.0,3.0,,230.0,1.0,1.0,6.0,8.0,8.0,27.0,392.0,,,20.0,20.0,18.0,7.0,1.0,1.0,1.0,0.0,,,,1.0,,,,,,10.0,0.0,,,1.0,6.0,9.0,3.0,4.0,9.0,,74.0,54.0,,,,1.0,12.0,6.0,7.0,1.0,,3.0,13.0,7.0,0.0,3.0,,46.0,49.0,1.0,13.0,8.0,,,,,,,30.0,69.0,12.0,9.0,,,2.0,1.0,1.0,176.0,1.0,,1.0,1.0,,,5.0,,,1.0,1.0,,,,,8.0,,5.0,5.0,,0.0,6.0,112.0,80.0,52.0,4.0,1.0,2.0,7.0,3.0,466.0,,,5.0,1.0,0.0,85.0,81.0,34.0,,,,,,145.0,145.0,4.0,17.0,26.0,54.7,,,,1.0,12.0,0.0,,,,122.0,3.0,2.0,4.0,,1.0,4.0,,0.0,3.0,11.0,100.0,380.0,5.0,9.0,184.0,31.0,13.0,10.0,3.0,24.0,21.0,1.0,145.0,10.0,324.0,1.0,1.0,18.0,9.0,51.0,2.0,484.0,2.0,0.0,13.0,18.0,,22.0,3.0,660.0,10.0,19.0,0.0,6.0,3.0,11.0,0.0
2128415,13.0,2020-12-15 20:00:00,35,West Brom,Away,72.0,8.0,,2.0,2.0,6.0,1.0,63.0,7.0,1.0,3.0,4.0,1.0,20.0,133.0,,,11.0,19.0,15.0,2.0,,1.0,,,,,,,,,,,,3.0,,,,1.0,5.0,17.0,9.0,3.0,2.0,,36.0,44.0,,1.0,,3.0,14.0,,9.0,,,2.0,3.0,,,6.0,2.0,47.0,38.0,3.0,31.0,16.0,,,,,,,36.0,34.0,8.0,5.0,,,1.0,1.0,,112.0,,,,,,,16.0,,,,1.0,,,,,16.0,,12.0,12.0,4.0,,3.0,38.0,56.0,15.0,13.0,,2.0,,1.0,191.0,,,8.0,,,18.0,50.0,8.0,,,,,,120.0,120.0,1.0,24.0,9.0,22.8,,,1.0,,14.0,0.0,,,,38.0,4.0,2.0,7.0,,,4.0,,,3.0,17.0,19.0,122.0,8.0,2.0,98.0,30.0,31.0,11.0,1.0,5.0,4.0,,52.0,8.0,131.0,1.0,1.0,17.0,1.0,63.0,2.0,224.0,,0.0,5.0,13.0,,12.0,3.0,380.0,6.0,12.0,,6.0,2.0,8.0,0.0
2128425,14.0,2020-12-20 19:15:00,35,West Brom,Home,109.0,7.0,,1.0,1.0,4.0,,82.0,5.0,1.0,2.0,5.0,7.0,18.0,190.0,,,3.0,29.0,19.0,,,,,,,,1.0,1.0,,,,,,,,,,,9.0,11.0,8.0,,1.0,,53.0,58.0,,,,2.0,14.0,,14.0,,1.0,1.0,5.0,1.0,,4.0,4.0,68.0,50.0,2.0,26.0,9.0,,,,,,,24.0,64.0,14.0,7.0,,,4.0,3.0,1.0,138.0,,,,,,,12.0,,,,,,,,,9.0,,16.0,16.0,3.0,,3.0,47.0,81.0,24.0,7.0,,,,1.0,249.0,,,2.0,1.0,,24.0,62.0,11.0,1.0,1.0,1.0,,,135.0,135.0,2.0,29.0,14.0,32.7,,,,,14.0,0.0,,,,44.0,5.0,2.0,7.0,,,,,,3.0,8.0,35.0,177.0,11.0,,126.0,31.0,26.0,16.0,1.0,10.0,9.0,,81.0,7.0,166.0,,1.0,19.0,7.0,69.0,1.0,282.0,,1.0,1.0,15.0,,11.0,1.0,442.0,6.0,12.0,,9.0,1.0,9.0,0.0
2128431,15.0,2020-12-27 16:30:00,35,West Brom,Away,49.0,13.0,,3.0,3.0,,,75.0,5.0,,1.0,2.0,2.0,17.0,121.0,,1.0,6.0,26.0,13.0,3.0,,1.0,1.0,,,,,,,,,,,4.0,,,,,3.0,8.0,9.0,3.0,2.0,,37.0,60.0,2.0,1.0,1.0,2.0,20.0,1.0,8.0,,,3.0,8.0,4.0,1.0,7.0,1.0,49.0,39.0,2.0,40.0,21.0,,,,,,,34.0,46.0,5.0,8.0,,,,,,113.0,1.0,,1.0,,1.0,,15.0,,,,3.0,,,,1.0,21.0,,13.0,13.0,3.0,,1.0,31.0,63.0,21.0,8.0,,1.0,3.0,3.0,181.0,,,4.0,3.0,,25.0,67.0,15.0,,,,,,145.0,145.0,1.0,38.0,13.0,21.6,,,1.0,,20.0,0.0,,,,32.0,1.0,,1.0,,1.0,1.0,,,3.0,14.0,38.0,112.0,9.0,4.0,71.0,41.0,40.0,7.0,2.0,14.0,12.0,1.0,76.0,6.0,156.0,3.0,,11.0,2.0,62.0,5.0,213.0,,0.0,5.0,15.0,1.0,15.0,1.0,404.0,9.0,14.0,,3.0,3.0,10.0,0.0
2128445,16.0,2020-12-29 18:00:00,35,West Brom,Home,92.0,12.0,1.0,1.0,,1.0,,64.0,2.0,,4.0,7.0,2.0,23.0,155.0,,,11.0,26.0,18.0,1.0,,,,,,,,,,,1.0,,,4.0,,,,,,8.0,7.0,2.0,2.0,,36.0,60.0,,1.0,,1.0,12.0,1.0,14.0,,,3.0,9.0,3.0,,11.0,1.0,58.0,41.0,1.0,24.0,15.0,1.0,,,,,,30.0,53.0,7.0,10.0,,,2.0,2.0,,122.0,,,,,,,7.0,,,,1.0,,,,1.0,15.0,,11.0,11.0,2.0,,4.0,44.0,56.0,18.0,10.0,,,1.0,1.0,213.0,,,5.0,,1.0,30.0,45.0,27.0,,,,,,132.0,132.0,4.0,25.0,22.0,24.4,,,,,12.0,0.0,,,,36.0,,2.0,2.0,,,2.0,,,3.0,14.0,43.0,144.0,6.0,1.0,106.0,37.0,24.0,5.0,3.0,17.0,14.0,,88.0,6.0,149.0,1.0,,25.0,3.0,64.0,1.0,238.0,,0.0,4.0,10.0,,17.0,0.0,402.0,10.0,13.0,,3.0,3.0,6.0,0.0
2128455,17.0,2021-01-02 20:00:00,35,West Brom,Home,100.0,18.0,1.0,4.0,3.0,5.0,1.0,182.0,6.0,,5.0,5.0,6.0,31.0,278.0,,1.0,15.0,15.0,27.0,6.0,1.0,1.0,1.0,,,,,,,,,,,6.0,,,,,6.0,17.0,4.0,4.0,3.0,,78.0,60.0,2.0,2.0,,1.0,19.0,1.0,12.0,1.0,,3.0,7.0,11.0,,8.0,4.0,48.0,54.0,1.0,19.0,9.0,,1.0,,,,,35.0,67.0,7.0,4.0,,,,1.0,,154.0,,,,,,,10.0,,,,1.0,,,,,9.0,,20.0,20.0,5.0,,5.0,88.0,66.0,31.0,5.0,,3.0,4.0,3.0,351.0,,,3.0,,,87.0,57.0,28.0,,,,,,149.0,149.0,10.0,19.0,22.0,38.1,,,,2.0,19.0,0.0,,,,54.0,8.0,,8.0,,1.0,3.0,,,3.0,16.0,90.0,262.0,11.0,7.0,119.0,43.0,19.0,16.0,2.0,21.0,19.0,1.0,137.0,15.0,276.0,1.0,,18.0,6.0,66.0,3.0,374.0,1.0,0.0,7.0,13.0,1.0,18.0,1.0,570.0,12.0,16.0,,10.0,3.0,7.0,0.0
2128462,18.0,2021-01-19 18:00:00,35,West Brom,Away,121.0,22.0,,2.0,2.0,,,152.0,1.0,,5.0,7.0,2.0,33.0,271.0,,,12.0,22.0,16.0,4.0,,,,,,,,,,,,,,5.0,,,,,3.0,8.0,6.0,2.0,4.0,,56.0,68.0,1.0,1.0,,2.0,13.0,,12.0,,1.0,1.0,12.0,3.0,,1.0,1.0,48.0,47.0,2.0,23.0,8.0,,,,,,,25.0,78.0,10.0,9.0,1.0,,1.0,,,169.0,1.0,,,1.0,,,6.0,,,1.0,1.0,,,,,8.0,,8.0,8.0,1.0,,6.0,74.0,68.0,30.0,3.0,,3.0,2.0,2.0,352.0,,,3.0,1.0,,50.0,66.0,29.0,,,,,,138.0,138.0,3.0,32.0,25.0,41.0,,,,1.0,13.0,0.0,,,,76.0,3.0,1.0,4.0,,,4.0,,,2.0,13.0,71.0,263.0,6.0,5.0,150.0,55.0,23.0,7.0,1.0,16.0,15.0,,130.0,6.0,241.0,1.0,,24.0,2.0,81.0,,375.0,,0.0,6.0,19.0,,17.0,1.0,536.0,17.0,8.0,,3.0,1.0,11.0,0.0
2128475,19.0,2021-01-16 12:30:00,35,West Brom,Away,82.0,11.0,,,,2.0,,99.0,5.0,,1.0,2.0,,15.0,181.0,,,15.0,31.0,22.0,6.0,,,2.0,,,,,,,,,,,7.0,2.0,,,2.0,8.0,15.0,8.0,8.0,4.0,,41.0,56.0,1.0,1.0,2.0,2.0,18.0,2.0,18.0,,1.0,,5.0,1.0,1.0,6.0,2.0,75.0,52.0,2.0,32.0,16.0,,,,,,,30.0,39.0,14.0,8.0,,,2.0,,,136.0,1.0,,1.0,,1.0,,12.0,,,,,,,,,16.0,,7.0,7.0,1.0,,1.0,51.0,69.0,26.0,11.0,2.0,3.0,4.0,5.0,244.0,,,7.0,1.0,,34.0,59.0,13.0,,,,,2.0,129.0,129.0,6.0,27.0,15.0,32.2,,,3.0,2.0,18.0,0.0,,,,42.0,1.0,3.0,4.0,,2.0,5.0,,,2.0,15.0,53.0,169.0,9.0,7.0,104.0,25.0,32.0,9.0,,6.0,6.0,2.0,81.0,4.0,172.0,,,22.0,,56.0,2.0,270.0,1.0,0.0,12.0,19.0,,25.0,1.0,452.0,18.0,9.0,,3.0,,10.0,0.0
2128480,20.0,2021-01-26 20:15:00,35,West Brom,Home,99.0,20.0,1.0,2.0,1.0,4.0,,66.0,2.0,,3.0,3.0,,21.0,163.0,,,11.0,27.0,10.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,6.0,12.0,6.0,4.0,,,44.0,49.0,,1.0,,2.0,6.0,1.0,16.0,,,3.0,3.0,3.0,,5.0,1.0,59.0,32.0,2.0,24.0,15.0,1.0,,,,,,23.0,37.0,8.0,7.0,,,1.0,2.0,,111.0,,,,,,,6.0,,,,,,,,,15.0,,14.0,14.0,5.0,,3.0,56.0,53.0,19.0,8.0,,2.0,,1.0,225.0,,,7.0,1.0,,21.0,58.0,16.0,,,,,,115.0,115.0,3.0,27.0,13.0,22.3,,,,,6.0,0.0,,,,36.0,1.0,1.0,2.0,,,2.0,,,3.0,11.0,38.0,150.0,3.0,2.0,125.0,38.0,24.0,6.0,2.0,10.0,8.0,,70.0,11.0,132.0,,,22.0,,59.0,,247.0,,0.0,4.0,13.0,,17.0,2.0,391.0,10.0,8.0,,3.0,3.0,6.0,0.0
2128494,21.0,2021-01-30 15:00:00,35,West Brom,Home,116.0,16.0,1.0,6.0,5.0,1.0,,105.0,4.0,,4.0,7.0,1.0,24.0,215.0,,,11.0,36.0,20.0,3.0,,,,,,,,,,,,,,4.0,,,,,7.0,8.0,4.0,4.0,1.0,,56.0,74.0,1.0,,2.0,1.0,7.0,,10.0,,,2.0,9.0,6.0,1.0,5.0,3.0,63.0,50.0,1.0,20.0,9.0,,1.0,0.301967,0.980432,1.3247,1.0982,32.0,81.0,9.0,9.0,1.0,,,,,163.0,1.0,,1.0,1.0,,,7.0,,,2.0,1.0,,,,,9.0,,14.0,14.0,2.0,,4.0,50.0,80.0,26.0,3.0,,2.0,2.0,3.0,311.0,,,2.0,1.0,,51.0,50.0,28.0,,,,,,165.0,165.0,5.0,28.0,33.0,37.5,,2.0,1.0,1.0,15.0,0.0,,,,67.0,3.0,2.0,5.0,,,2.0,,,3.0,12.0,53.0,202.0,7.0,4.0,135.0,46.0,20.0,11.0,2.0,17.0,15.0,,124.0,6.0,218.0,1.0,,32.0,1.0,77.0,1.0,336.0,,0.0,5.0,13.0,1.0,19.0,1.0,504.0,14.0,15.0,,8.0,2.0,7.0,0.0
2128501,22.0,2021-02-02 18:00:00,35,West Brom,Away,79.0,14.0,,4.0,4.0,4.0,1.0,99.0,6.0,,4.0,2.0,2.0,24.0,174.0,,,14.0,27.0,30.0,4.0,,,,,,,,,,,,,,5.0,,,,3.0,5.0,9.0,5.0,7.0,1.0,,33.0,57.0,1.0,2.0,1.0,2.0,13.0,2.0,10.0,,,2.0,3.0,11.0,,9.0,2.0,66.0,60.0,2.0,25.0,16.0,,,,,,,37.0,59.0,9.0,11.0,,1.0,2.0,1.0,,143.0,,,,,,,10.0,,,1.0,,,,,,16.0,,12.0,12.0,4.0,,4.0,43.0,66.0,24.0,9.0,1.0,2.0,2.0,4.0,243.0,,,4.0,,,51.0,51.0,31.0,,,,,,149.0,149.0,2.0,25.0,22.0,31.7,,3.0,,2.0,13.0,0.0,,,,49.0,1.0,3.0,4.0,,,2.0,,,3.0,18.0,44.0,163.0,6.0,4.0,102.0,38.0,25.0,13.0,2.0,17.0,15.0,,95.0,10.0,183.0,,,18.0,3.0,66.0,3.0,268.0,,0.0,8.0,18.0,,18.0,1.0,464.0,23.0,14.0,,2.0,2.0,11.0,0.0
2128514,23.0,2021-02-07 12:00:00,35,West Brom,Away,134.0,24.0,,6.0,6.0,2.0,,90.0,2.0,,7.0,2.0,1.0,26.0,218.0,,,14.0,14.0,25.0,3.0,1.0,,,,,,,,,,,,,2.0,,,,2.0,4.0,9.0,4.0,4.0,,,62.0,60.0,1.0,1.0,,2.0,17.0,,10.0,,,,3.0,7.0,,5.0,4.0,53.0,68.0,2.0,30.0,15.0,,,,,,,35.0,49.0,12.0,16.0,,,2.0,1.0,,120.0,,,,,,,8.0,,,,1.0,,,,,15.0,,5.0,5.0,,,7.0,53.0,60.0,21.0,8.0,,3.0,1.0,1.0,275.0,,,3.0,2.0,,45.0,46.0,17.0,,,,,,128.0,128.0,2.0,31.0,19.0,34.4,,,,,17.0,0.0,,,,68.0,3.0,1.0,4.0,,,3.0,,,3.0,18.0,41.0,203.0,11.0,4.0,152.0,44.0,30.0,15.0,,11.0,11.0,,73.0,7.0,162.0,1.0,,20.0,2.0,65.0,4.0,303.0,,0.0,4.0,24.0,,16.0,2.0,492.0,15.0,13.0,,3.0,,14.0,0.0
2128524,24.0,2021-02-14 14:00:00,35,West Brom,Home,79.0,12.0,1.0,5.0,4.0,1.0,1.0,92.0,,,2.0,6.0,1.0,19.0,166.0,,,8.0,20.0,14.0,5.0,1.0,,,,,,,,,,,,1.0,6.0,,,,1.0,4.0,6.0,4.0,6.0,1.0,,37.0,60.0,2.0,2.0,,2.0,23.0,,10.0,1.0,,4.0,8.0,4.0,,7.0,3.0,52.0,42.0,2.0,29.0,12.0,,,,,,,28.0,46.0,13.0,10.0,1.0,,1.0,1.0,,121.0,1.0,,1.0,1.0,,,4.0,,,1.0,,,,,1.0,12.0,,12.0,12.0,7.0,,3.0,44.0,62.0,22.0,5.0,,4.0,3.0,3.0,227.0,,,4.0,,,45.0,41.0,22.0,,,,,,124.0,124.0,2.0,37.0,10.0,26.9,,2.0,,,23.0,0.0,,,,51.0,3.0,3.0,5.0,,,4.0,,,3.0,15.0,40.0,157.0,15.0,7.0,104.0,28.0,29.0,9.0,2.0,15.0,13.0,,74.0,5.0,164.0,,,39.0,2.0,72.0,2.0,253.0,,0.0,7.0,14.0,,11.0,5.0,432.0,11.0,11.0,,6.0,4.0,7.0,0.0
2128529,25.0,2021-02-20 15:00:00,35,West Brom,Away,78.0,17.0,1.0,,,3.0,,82.0,4.0,,3.0,6.0,1.0,25.0,160.0,,,13.0,22.0,28.0,7.0,,,1.0,,,,1.0,2.0,,,,,,7.0,,1.0,,1.0,4.0,4.0,2.0,3.0,7.0,,27.0,59.0,3.0,3.0,,3.0,13.0,1.0,5.0,,1.0,5.0,6.0,,,9.0,,53.0,65.0,3.0,24.0,10.0,,,,,,,24.0,49.0,10.0,15.0,,,4.0,3.0,2.0,143.0,,,,,,,11.0,,,,1.0,,,,1.0,10.0,1.0,10.0,10.0,2.0,,3.0,54.0,73.0,24.0,5.0,,5.0,2.0,3.0,230.0,,,1.0,,,56.0,21.0,20.0,,,,,,151.0,151.0,,30.0,18.0,37.9,1.0,,,3.0,13.0,0.0,,,,43.0,1.0,,1.0,3.0,1.0,6.0,,,1.0,16.0,43.0,147.0,7.0,8.0,103.0,34.0,24.0,14.0,4.0,12.0,9.0,1.0,88.0,8.0,176.0,1.0,,33.0,1.0,79.0,3.0,267.0,,1.0,10.0,16.0,,19.0,0.0,436.0,11.0,6.0,,6.0,5.0,10.0,0.0
2128545,26.0,2021-02-27 15:00:00,35,West Brom,Home,63.0,8.0,1.0,3.0,2.0,2.0,,82.0,3.0,1.0,5.0,3.0,3.0,12.0,142.0,,,12.0,14.0,21.0,2.0,1.0,1.0,,,,,,,,,,,,4.0,,,,1.0,6.0,10.0,5.0,4.0,2.0,,32.0,56.0,1.0,1.0,,1.0,16.0,1.0,8.0,,,7.0,5.0,,1.0,10.0,3.0,51.0,53.0,1.0,16.0,10.0,,,,,,,32.0,55.0,11.0,11.0,,,2.0,1.0,,121.0,1.0,1.0,1.0,,1.0,,9.0,,,,1.0,,,,2.0,10.0,,14.0,14.0,4.0,,5.0,41.0,59.0,17.0,4.0,,1.0,3.0,2.0,202.0,,,2.0,2.0,,41.0,29.0,26.0,,2.0,2.0,,,154.0,154.0,4.0,29.0,12.0,29.9,,,,,16.0,0.0,,,,36.0,4.0,2.0,6.0,,,3.0,,,3.0,21.0,46.0,132.0,9.0,4.0,86.0,27.0,16.0,19.0,6.0,12.0,6.0,,89.0,6.0,156.0,1.0,1.0,25.0,4.0,61.0,1.0,230.0,1.0,0.0,6.0,13.0,,28.0,0.0,424.0,11.0,17.0,,8.0,7.0,5.0,0.0
2128554,27.0,2021-03-07 12:00:00,35,West Brom,Home,109.0,28.0,2.0,8.0,6.0,1.0,,194.0,2.0,,5.0,5.0,5.0,36.0,295.0,,,20.0,27.0,35.0,9.0,2.0,3.0,,,,,,,,,,,,8.0,,,,1.0,4.0,7.0,2.0,8.0,5.0,,52.0,72.0,2.0,2.0,,6.0,18.0,4.0,4.0,,,9.0,18.0,11.0,,9.0,3.0,59.0,69.0,6.0,21.0,15.0,,,,,,,34.0,62.0,11.0,10.0,,,,,,168.0,,,,,,,5.0,,,,,,,,,15.0,,11.0,11.0,2.0,,5.0,84.0,68.0,22.0,7.0,,4.0,7.0,3.0,377.0,,,2.0,2.0,,72.0,57.0,54.0,,,,,,169.0,169.0,10.0,28.0,26.0,52.8,,,,1.0,18.0,0.0,,,,92.0,4.0,1.0,5.0,,,6.0,1.0,,2.0,16.0,136.0,283.0,10.0,11.0,130.0,51.0,21.0,21.0,7.0,36.0,29.0,,192.0,5.0,302.0,,,22.0,6.0,78.0,1.0,396.0,1.0,0.0,13.0,11.0,,26.0,0.0,619.0,31.0,14.0,,13.0,9.0,7.0,0.0
2128557,28.0,2021-03-13 15:00:00,35,West Brom,Away,126.0,23.0,1.0,6.0,5.0,1.0,,187.0,1.0,,8.0,2.0,9.0,21.0,307.0,,,22.0,29.0,27.0,8.0,1.0,1.0,,,,,,1.0,,,,,,6.0,,,,3.0,5.0,3.0,3.0,8.0,4.0,,60.0,55.0,,,,,20.0,5.0,11.0,,,2.0,16.0,1.0,,8.0,1.0,71.0,70.0,,20.0,7.0,,,,,,,,70.0,15.0,15.0,,,3.0,2.0,1.0,155.0,,,,,,,1.0,,,,,,,,1.0,7.0,,8.0,8.0,2.0,,8.0,95.0,63.0,33.0,3.0,,6.0,3.0,1.0,379.0,,,1.0,2.0,,75.0,60.0,44.0,1.0,1.0,1.0,,,158.0,158.0,5.0,17.0,24.0,55.7,,,,1.0,20.0,0.0,,,,87.0,1.0,2.0,3.0,1.0,,6.0,,,2.0,,77.0,298.0,10.0,9.0,145.0,45.0,20.0,18.0,2.0,21.0,19.0,,127.0,4.0,273.0,,,14.0,9.0,54.0,1.0,397.0,,0.0,12.0,19.0,,31.0,1.0,614.0,24.0,24.0,,9.0,2.0,14.0,0.0
2128574,29.0,2021-03-04 18:00:00,35,West Brom,Home,183.0,23.0,,2.0,2.0,2.0,,180.0,1.0,2.0,7.0,3.0,8.0,33.0,361.0,,,21.0,23.0,13.0,8.0,,1.0,,,,,,,,,,,,9.0,,,,,2.0,5.0,6.0,7.0,4.0,,65.0,71.0,2.0,2.0,,1.0,19.0,5.0,12.0,,1.0,3.0,11.0,11.0,,5.0,1.0,62.0,42.0,1.0,22.0,12.0,,,,,,,26.0,71.0,9.0,6.0,,,,,,172.0,,,,,,,2.0,,,,,,,,2.0,12.0,,15.0,15.0,1.0,,7.0,114.0,69.0,35.0,3.0,,3.0,5.0,3.0,437.0,,,6.0,1.0,,46.0,66.0,34.0,,,,,,165.0,165.0,11.0,28.0,24.0,48.1,,,,1.0,19.0,0.0,,,,99.0,1.0,1.0,2.0,,,3.0,1.0,,2.0,20.0,105.0,353.0,11.0,8.0,208.0,49.0,22.0,29.0,3.0,25.0,22.0,,151.0,6.0,267.0,,2.0,16.0,8.0,71.0,3.0,450.0,,0.0,11.0,9.0,,29.0,3.0,670.0,24.0,21.0,,14.0,3.0,4.0,0.0
2128578,30.0,2021-04-03 12:30:00,35,West Brom,Away,119.0,14.0,1.0,2.0,1.0,1.0,,105.0,4.0,,3.0,7.0,5.0,26.0,222.0,,1.0,17.0,12.0,12.0,5.0,1.0,1.0,,,1.0,,,2.0,,,,,1.0,11.0,,1.0,,,2.0,11.0,7.0,7.0,7.0,,37.0,61.0,2.0,,2.0,1.0,16.0,3.0,9.0,1.0,1.0,3.0,5.0,1.0,,11.0,3.0,44.0,52.0,1.0,24.0,12.0,,1.0,,,,,37.0,49.0,6.0,11.0,1.0,,2.0,,2.0,110.0,4.0,,4.0,4.0,,,7.0,,,5.0,,,,,,12.0,1.0,15.0,15.0,2.0,,3.0,81.0,60.0,28.0,10.0,2.0,2.0,8.0,7.0,272.0,,,5.0,1.0,,43.0,36.0,18.0,,,,,,132.0,132.0,7.0,35.0,10.0,33.8,1.0,,3.0,,16.0,0.0,,,,69.0,4.0,2.0,5.0,1.0,,4.0,,,3.0,18.0,43.0,208.0,6.0,10.0,144.0,26.0,24.0,16.0,2.0,8.0,6.0,,71.0,6.0,161.0,,,27.0,5.0,59.0,4.0,297.0,,0.0,14.0,19.0,1.0,27.0,1.0,505.0,14.0,19.0,,10.0,3.0,12.0,0.0
2128594,31.0,2021-04-12 18:00:00,35,West Brom,Home,61.0,15.0,,4.0,4.0,6.0,,134.0,4.0,,4.0,8.0,1.0,23.0,191.0,,,16.0,21.0,22.0,9.0,1.0,2.0,,,1.0,,,1.0,,,,,,8.0,1.0,,,2.0,6.0,8.0,6.0,13.0,2.0,,37.0,67.0,5.0,3.0,3.0,2.0,11.0,3.0,12.0,,2.0,5.0,11.0,2.0,,7.0,2.0,59.0,58.0,2.0,24.0,12.0,,,,,,,37.0,40.0,12.0,11.0,1.0,,2.0,,1.0,150.0,2.0,,2.0,2.0,,,11.0,,,2.0,1.0,,,,,12.0,,17.0,17.0,2.0,,4.0,51.0,62.0,28.0,10.0,2.0,5.0,7.0,6.0,257.0,,,,3.0,,73.0,36.0,24.0,,1.0,1.0,1.0,1.0,148.0,148.0,10.0,33.0,15.0,39.5,,,,,11.0,0.0,,,,47.0,2.0,2.0,4.0,1.0,,6.0,1.0,,3.0,19.0,74.0,176.0,5.0,12.0,85.0,28.0,24.0,17.0,4.0,17.0,13.0,,109.0,9.0,217.0,1.0,,25.0,1.0,56.0,4.0,285.0,1.0,0.0,15.0,15.0,,16.0,0.0,491.0,36.0,20.0,,10.0,5.0,12.0,0.0
