season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2015-16,6767929,1,1,Manchester_United,Home,326,15208,Bastian Schweinsteiger,bastian-schweinsteiger,M,True,,,2.0,13.0,7.0,20.0,2.0,,,,,,1.0,,,,5.0,1.0,,,2.0,,,,,,,,30.0,,,,,,,,6.5,,,,,2.0,,,,3.0,,15.0,8.0,23.0,0,1.0,27.0,,,,
2015-16,6767929,1,1,Manchester_United,Home,938,2404,Michael Carrick,michael-carrick,M,False,,,3.0,12.0,18.0,30.0,,,3.0,,,,,,,1.0,1.0,3.0,,,,,,,,4.0,1.0,,60.0,,,,,,,,7.1,,,,,,,,,3.0,,13.0,18.0,31.0,0,1.0,40.0,1.0,2.0,,
2015-16,6767929,1,1,Manchester_United,Home,27009,42774,Morgan Schneiderlin,morgan-schneiderlin,M,False,,,4.0,17.0,27.0,44.0,,,6.0,,,,1.0,,,1.0,7.0,6.0,,1.0,5.0,,,,,3.0,,,90.0,,,,,,,,6.8,,,,,,,,,6.0,,22.0,29.0,51.0,0,4.0,62.0,,2.0,,
2015-16,6767929,1,1,Manchester_United,Home,28367,43670,Juan Mata,juan-mata,M,False,,,3.0,22.0,14.0,36.0,1.0,,8.0,,,2.0,1.0,,,2.0,5.0,3.0,,,1.0,,,,,4.0,,,90.0,,,,,,,,7.0,,,1.0,,2.0,,,,3.0,,25.0,18.0,43.0,3,,59.0,2.0,3.0,,
2015-16,6767929,1,1,Manchester_United,Home,82474,59846,Ander Herrera,ander-herrera,M,True,,,1.0,5.0,3.0,8.0,1.0,,1.0,,,,,,,1.0,3.0,1.0,,,1.0,,,,,,,,22.0,,,,,,,,6.5,,,,,,1.0,,,1.0,,5.0,4.0,9.0,0,,14.0,1.0,,1.0,
2015-16,6767929,1,1,Manchester_United,Home,285949,156689,Andreas Pereira,andreas-pereira,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767951,2,1,Manchester_United,Away,326,15208,Bastian Schweinsteiger,bastian-schweinsteiger,M,True,,,4.0,23.0,9.0,32.0,,,3.0,,,,,,,1.0,1.0,4.0,,,,,,,,1.0,,,30.0,,,,,,,,7.1,,,,,,,,,4.0,,25.0,10.0,35.0,0,2.0,42.0,1.0,2.0,,
2015-16,6767951,2,1,Manchester_United,Away,938,2404,Michael Carrick,michael-carrick,M,False,,,4.0,11.0,22.0,33.0,,,6.0,,,,1.0,,,,2.0,3.0,,,1.0,,,,,,,,60.0,,,,,,,,6.9,,,,,,,,,6.0,,13.0,23.0,36.0,0,2.0,40.0,,1.0,,
2015-16,6767951,2,1,Manchester_United,Away,27009,42774,Morgan Schneiderlin,morgan-schneiderlin,M,False,,,4.0,25.0,26.0,51.0,,1.0,3.0,,,,2.0,,,,5.0,7.0,,,1.0,,,,,5.0,,,90.0,,,,,,,,7.3,,,1.0,,2.0,2.0,,,6.0,,29.0,30.0,59.0,1,5.0,78.0,,1.0,,
2015-16,6767951,2,1,Manchester_United,Away,28367,43670,Juan Mata,juan-mata,M,False,,,4.0,32.0,15.0,47.0,,,10.0,1.0,,,3.0,,,2.0,6.0,4.0,,1.0,,1.0,,,,2.0,3.0,,90.0,,,,,,,,7.4,,,,,1.0,1.0,3.0,,6.0,,37.0,16.0,50.0,0,4.0,66.0,1.0,,,
2015-16,6767951,2,1,Manchester_United,Away,82474,59846,Ander Herrera,ander-herrera,M,True,,,,18.0,6.0,24.0,,,5.0,,,,,,,4.0,5.0,2.0,,,1.0,,,,,,1.0,,30.0,,,,,,,,6.2,,,,,,,,,,,20.0,7.0,27.0,0,,34.0,1.0,2.0,,
2015-16,6767951,2,1,Manchester_United,Away,328145,154976,Adnan Januzaj,adnan-januzaj,M,False,,,3.0,9.0,4.0,13.0,2.0,,5.0,,,,1.0,,,3.0,9.0,3.0,,,1.0,,1.0,,,,1.0,,60.0,1.0,,,,,,,6.8,,,,,,4.0,,,3.0,,12.0,4.0,16.0,1,,29.0,3.0,1.0,2.0,
2015-16,6767960,3,1,Manchester_United,Home,326,15208,Bastian Schweinsteiger,bastian-schweinsteiger,M,False,,,2.0,33.0,14.0,47.0,,1.0,2.0,,,,1.0,,,1.0,4.0,2.0,,,2.0,,,,,4.0,1.0,,59.0,,,,,,,,7.0,,,,,3.0,,,,5.0,,44.0,14.0,58.0,0,1.0,69.0,,,,
2015-16,6767960,3,1,Manchester_United,Home,938,2404,Michael Carrick,michael-carrick,M,True,2.0,,2.0,37.0,9.0,44.0,,,2.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,31.0,,,,,,,,6.9,,,,,,,2.0,,3.0,,43.0,10.0,51.0,1,,55.0,,,,
2015-16,6767960,3,1,Manchester_United,Home,27009,42774,Morgan Schneiderlin,morgan-schneiderlin,M,False,,,8.0,54.0,28.0,82.0,1.0,1.0,8.0,,,,2.0,,,,5.0,5.0,,,2.0,,,,,2.0,1.0,,90.0,,,,,,,,7.4,,,,,1.0,1.0,1.0,,9.0,,59.0,29.0,87.0,0,3.0,98.0,,,1.0,
2015-16,6767960,3,1,Manchester_United,Home,28367,43670,Juan Mata,juan-mata,M,False,1.0,,3.0,62.0,17.0,78.0,,,4.0,,,1.0,2.0,,,1.0,5.0,6.0,,,,,,,,,5.0,,90.0,2.0,,,,,,,8.1,,,2.0,,2.0,5.0,6.0,,7.0,,76.0,17.0,87.0,5,3.0,110.0,,,3.0,
2015-16,6767960,3,1,Manchester_United,Home,82474,59846,Ander Herrera,ander-herrera,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767960,3,1,Manchester_United,Home,328145,154976,Adnan Januzaj,adnan-januzaj,M,False,,,3.0,19.0,1.0,20.0,,,5.0,,,2.0,,,,1.0,2.0,4.0,,,1.0,,,,,,,,67.0,,,,,,,,7.2,,,,,,1.0,1.0,,3.0,,21.0,1.0,21.0,2,1.0,33.0,,2.0,1.0,
2015-16,6768037,4,1,Manchester_United,Away,326,15208,Bastian Schweinsteiger,bastian-schweinsteiger,M,False,,,8.0,35.0,41.0,76.0,,1.0,12.0,,,,,,,2.0,2.0,7.0,,,1.0,,,,,4.0,,,90.0,,,,,,,,7.4,,,,,1.0,1.0,,,12.0,,44.0,44.0,88.0,0,3.0,106.0,1.0,2.0,1.0,
2015-16,6768037,4,1,Manchester_United,Away,938,2404,Michael Carrick,michael-carrick,M,True,,,,14.0,9.0,23.0,,1.0,5.0,,,,,,,,,1.0,,,,,,,,,,,20.0,,,,,,,,6.7,,,,,,,,,,,17.0,9.0,26.0,0,,26.0,,,,
2015-16,6768037,4,1,Manchester_United,Away,27009,42774,Morgan Schneiderlin,morgan-schneiderlin,M,False,,,4.0,30.0,23.0,53.0,2.0,3.0,1.0,,,1.0,,,,,3.0,7.0,,,1.0,,,,,3.0,1.0,,70.0,,,,,,,,7.3,,,,,1.0,1.0,,,5.0,,35.0,23.0,58.0,1,3.0,68.0,,,1.0,
2015-16,6768037,4,1,Manchester_United,Away,28367,43670,Juan Mata,juan-mata,M,False,,,4.0,20.0,12.0,32.0,,1.0,6.0,,,,1.0,,,,3.0,1.0,,,1.0,,1.0,,,1.0,1.0,,70.0,2.0,,,,,,,7.4,,,2.0,,,1.0,,,5.0,,24.0,14.0,38.0,4,,46.0,,,,
2015-16,6768037,4,1,Manchester_United,Away,82474,59846,Ander Herrera,ander-herrera,M,False,,,,30.0,19.0,49.0,1.0,2.0,4.0,,,,1.0,,,2.0,5.0,3.0,,,,,,,,1.0,4.0,,77.0,,,,,,,,7.0,,,1.0,,,1.0,,,,,37.0,21.0,58.0,1,1.0,68.0,2.0,,,
2015-16,6768041,5,1,Manchester_United,Home,326,15208,Bastian Schweinsteiger,bastian-schweinsteiger,M,False,,,5.0,45.0,29.0,74.0,1.0,2.0,6.0,,,,,,,3.0,4.0,10.0,,,,,,,,3.0,,,90.0,,,,,,,,7.6,,,,,2.0,3.0,1.0,,8.0,,57.0,30.0,86.0,0,4.0,110.0,2.0,1.0,3.0,
2015-16,6768041,5,1,Manchester_United,Home,938,2404,Michael Carrick,michael-carrick,M,False,,,9.0,36.0,30.0,66.0,2.0,1.0,6.0,,,,,,,,2.0,5.0,,,,,,,,4.0,1.0,,72.0,,,,,,,,7.9,,,,,,,,,12.0,,40.0,31.0,71.0,0,3.0,83.0,1.0,1.0,,
2015-16,6768041,5,1,Manchester_United,Home,27009,42774,Morgan Schneiderlin,morgan-schneiderlin,M,True,,,1.0,6.0,2.0,8.0,1.0,,,,,,1.0,,,,2.0,3.0,,,,,,,,1.0,,,18.0,,,,,,,,6.8,,,,,1.0,,,,1.0,,7.0,2.0,9.0,0,3.0,15.0,,,,
2015-16,6768041,5,1,Manchester_United,Home,28367,43670,Juan Mata,juan-mata,M,False,,,1.0,14.0,8.0,22.0,,,1.0,,,,3.0,,,2.0,5.0,,,,,1.0,,,,2.0,2.0,,65.0,,,,,,,,6.4,,,,,,,2.0,,1.0,1.0,20.0,8.0,26.0,0,,35.0,1.0,,,
2015-16,6768041,5,1,Manchester_United,Home,82474,59846,Ander Herrera,ander-herrera,M,False,,,4.0,30.0,23.0,53.0,,,8.0,,,,,,,2.0,2.0,5.0,,,,,1.0,,,2.0,,,90.0,1.0,,,,1.0,,,7.6,,,,,2.0,,2.0,,5.0,,39.0,26.0,63.0,1,2.0,84.0,3.0,3.0,,
2015-16,6768041,5,1,Manchester_United,Home,191176,148225,Anthony Martial,anthony-martial,M,True,,,,6.0,,6.0,3.0,1.0,,,,,,,,1.0,4.0,3.0,,,,,1.0,,,1.0,,,25.0,1.0,,,,,,,7.2,,,,,,1.0,,,,,7.0,,7.0,1,,13.0,1.0,1.0,1.0,
