season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025056,1,1,Manchester_United,Home,122951,61256,Casemiro,casemiro,M,False,,,6.0,14.0,11.0,25.0,,1.0,,2.0,,,,1.0,,,,1.0,6.0,,,0.0182008,,,,0.0,,,,,,1.0,,0.37,3.94,1.04,0.18,1.98,65.0,,,,,,,,9.0,,,7.3,,,,,,,,,,7.0,,19.0,14.0,33.0,,,0,3.0,41.0,1.0,2.0,,2.0
2025-26,14025056,1,1,Manchester_United,Home,288205,141746,Bruno Fernandes,bruno-fernandes,M,False,1.0,,5.0,26.0,20.0,46.0,,2.0,,6.0,,,2.0,4.0,,,1.0,7.0,7.0,,,0.29828,0.1541,,1.0,0.0,,,,,,5.0,,0.73,5.14,1.66,0.27,3.08,90.0,,,,,,,,15.0,,,7.8,,,,,,2.0,2.0,5.0,,9.0,,33.0,22.0,55.0,,,2,3.0,77.0,,2.0,1.0,
2025-26,14025056,1,1,Manchester_United,Home,846425,232112,Manuel Ugarte,manuel-ugarte,M,True,,,1.0,10.0,7.0,17.0,,,,1.0,,,,,,,1.0,3.0,,,,0.0112703,0.0274,,2.0,0.0,,,,,,1.0,,0.14,1.49,0.58,0.06,1.09,25.0,,,,,,,,3.0,,,6.5,,,1.0,,,,,,,1.0,,10.0,9.0,19.0,,,1,,22.0,,,,
2025-26,14025056,1,1,Manchester_United,Home,971037,493250,Amad Diallo,diallo-amad,M,True,,,1.0,13.0,3.0,16.0,,,,1.0,,,,,,,,,7.0,,,0.0383313,0.0309,0.0193,,0.0,,,,,,1.0,,0.35,1.73,0.7,0.17,1.37,35.0,1.0,,,,,,,3.0,,,7.5,,,,,,,2.0,,,2.0,,15.0,4.0,19.0,,,1,3.0,29.0,,2.0,2.0,1.0
2025-26,14025056,1,1,Manchester_United,Home,1142175,516895,Kobbie Mainoo,kobbie-mainoo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025056,1,1,Manchester_United,Home,1397168,596777,Patrick Dorgu,dorgu-patrick,M,False,,,,13.0,9.0,22.0,3.0,3.0,,2.0,,,,,,,2.0,7.0,11.0,,,0.0170438,0.0387,,1.0,0.0,,,,1.0,,,,0.72,5.11,1.5,0.36,3.2,90.0,,1.0,,,,,,17.0,,,6.8,,,2.0,,,,2.0,3.0,,,,17.0,11.0,28.0,,,2,4.0,62.0,5.0,4.0,1.0,3.0
2025-26,14025080,2,1,Manchester_United,Away,122951,61256,Casemiro,casemiro,M,False,,,2.0,9.0,9.0,18.0,1.0,1.0,7.0,3.0,,,,,,,,2.0,3.0,,,0.00281719,,,2.0,0.0,,,,,1.0,,,,,,,,53.0,,1.0,,,,,,9.0,0.0,,6.7,,,,,44.303429334106,,,1.0,,6.0,,14.0,11.0,25.0,-1.2425469185809,,0,2.0,33.0,1.0,,,2.0
2025-26,14025080,2,1,Manchester_United,Away,288205,141746,Bruno Fernandes,bruno-fernandes,M,False,1.0,,3.0,21.0,25.0,46.0,1.0,1.0,19.0,8.0,,1.0,,,,,1.0,2.0,8.0,,,0.0429786,0.8312,0.0938,,0.0,,,,,,1.0,,,,,,,90.0,1.0,1.0,,,,1.0,,11.0,1.0,,6.9,,,1.0,,128.26552189223,2.0,2.0,3.0,,8.0,,28.0,26.0,54.0,48.854732920601,21.537992687342,2,2.0,73.0,,3.0,2.0,1.0
2025-26,14025080,2,1,Manchester_United,Away,846425,232112,Manuel Ugarte,manuel-ugarte,M,True,,,,5.0,1.0,6.0,,1.0,4.0,,,,,,,,,1.0,4.0,,,0.00436048,,,1.0,0.0,,,,,,,,,,,,,21.0,,,,,,,,4.0,0.0,,7.0,,,,,28.999581560635,2.0,,,,1.0,,8.0,2.0,10.0,-2.508803210532,,0,3.0,15.0,,,,2.0
2025-26,14025080,2,1,Manchester_United,Away,971037,493250,Amad Diallo,diallo-amad,M,False,,,,12.0,8.0,20.0,1.0,,12.0,2.0,,,1.0,,,,1.0,3.0,3.0,,,0.0228865,0.1521,0.0847,,0.0,,,,,,,,,,,,,52.0,1.0,,,,,,,3.0,1.0,,6.8,,,,,106.54939967085,2.0,1.0,,,,,12.0,8.0,20.0,43.716000541209,20.021416758062,2,2.0,37.0,,1.0,,1.0
2025-26,14025080,2,1,Manchester_United,Away,1142175,516895,Kobbie Mainoo,kobbie-mainoo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025080,2,1,Manchester_United,Away,1397168,596777,Patrick Dorgu,dorgu-patrick,M,False,,,,16.0,6.0,22.0,2.0,4.0,15.0,1.0,,,,2.0,,,1.0,8.0,6.0,,,0.0427502,,,2.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,19.0,4.0,,6.4,,,,,147.64560870274,3.0,1.0,2.0,,,,23.0,7.0,30.0,81.989362077756,63.647155477634,0,,55.0,3.0,2.0,,
2025-26,14025106,3,1,Manchester_United,Home,122951,61256,Casemiro,casemiro,M,False,,,3.0,20.0,24.0,44.0,5.0,3.0,,3.0,,,,,,,,6.0,5.0,,,0.0208387,0.1305,,,0.0,,,,1.0,1.0,,,,,,,,72.0,,,,,,,,9.0,,,6.5,,,1.0,,,1.0,1.0,2.0,,4.0,,22.0,28.0,50.0,,,1,1.0,60.0,,1.0,,
2025-26,14025106,3,1,Manchester_United,Home,288205,141746,Bruno Fernandes,bruno-fernandes,M,False,3.0,,8.0,36.0,34.0,70.0,2.0,2.0,,10.0,,,2.0,2.0,,,2.0,9.0,7.0,,,0.246039,0.9233,0.7595,3.0,0.0,1.0,,,,,6.0,,,,,,,90.0,1.0,,,,,,,19.0,,,7.9,,,1.0,,,4.0,,5.0,,12.0,,45.0,39.0,84.0,,,4,3.0,108.0,,2.0,,1.0
2025-26,14025106,3,1,Manchester_United,Home,846425,232112,Manuel Ugarte,manuel-ugarte,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025106,3,1,Manchester_United,Home,971037,493250,Amad Diallo,diallo-amad,M,False,,,1.0,23.0,8.0,31.0,,,,7.0,,1.0,1.0,1.0,,,1.0,3.0,4.0,,,0.0589414,0.6289,0.1938,,0.0,,,,,,2.0,,,,,,,90.0,1.0,,,,,,1.0,14.0,,,6.7,,,1.0,,,2.0,2.0,1.0,,1.0,1.0,28.0,9.0,37.0,,,3,1.0,63.0,5.0,2.0,1.0,1.0
2025-26,14025106,3,1,Manchester_United,Home,1142175,516895,Kobbie Mainoo,kobbie-mainoo,M,True,1.0,,2.0,10.0,8.0,18.0,2.0,,,4.0,,,1.0,,,,2.0,4.0,1.0,,,0.0900485,0.0698,,,0.0,,,,,,1.0,,,,,,,45.0,,,,,,,,7.0,,,6.4,,,1.0,,,,,1.0,,2.0,,12.0,11.0,23.0,,,2,1.0,30.0,,,,1.0
2025-26,14025106,3,1,Manchester_United,Home,1397168,596777,Patrick Dorgu,dorgu-patrick,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025142,4,1,Manchester_United,Away,122951,61256,Casemiro,casemiro,M,True,,,3.0,11.0,7.0,18.0,,,,3.0,,1.0,1.0,1.0,,,,1.0,,,,0.0180151,0.4881,,,0.0,,,,,,,,,,,,,10.0,,,,,,,,2.0,,,6.7,,,1.0,,,,,,,3.0,,12.0,8.0,20.0,,,2,,22.0,,,,
2025-26,14025142,4,1,Manchester_United,Away,288205,141746,Bruno Fernandes,bruno-fernandes,M,False,1.0,,8.0,42.0,17.0,59.0,,1.0,,3.0,1.0,,,1.0,,,,1.0,6.0,,,0.321836,0.0338,,,0.0,,,,,,2.0,,,,,,,90.0,,,,,,,,21.0,,,7.4,,,1.0,,,,1.0,6.0,,10.0,,51.0,19.0,70.0,,,1,3.0,88.0,3.0,1.0,1.0,3.0
2025-26,14025142,4,1,Manchester_United,Away,846425,232112,Manuel Ugarte,manuel-ugarte,M,False,,,3.0,24.0,19.0,43.0,,1.0,,6.0,,,,1.0,,,,3.0,5.0,,,0.0138487,0.0204,,2.0,0.0,,,,,2.0,,,,,,,,80.0,,,,,,,,8.0,,,6.8,,,1.0,,,1.0,,,,3.0,,28.0,20.0,48.0,,,1,3.0,61.0,2.0,1.0,,1.0
2025-26,14025142,4,1,Manchester_United,Away,971037,493250,Amad Diallo,diallo-amad,M,False,,,2.0,27.0,8.0,35.0,2.0,,,3.0,1.0,,1.0,,,,1.0,5.0,2.0,,,0.566148,0.07,,,0.0,,,,,1.0,2.0,,,,,,,90.0,,,,,,,,9.0,,,6.9,,,,,,,2.0,1.0,,3.0,,29.0,9.0,38.0,,,1,2.0,52.0,1.0,,,1.0
2025-26,14025142,4,1,Manchester_United,Away,1142175,516895,Kobbie Mainoo,kobbie-mainoo,M,True,,,,9.0,9.0,18.0,1.0,,,2.0,,,,,,,,1.0,3.0,,,0.0180616,,,,0.0,,,,,,2.0,,,,,,,28.0,,,,,,,,3.0,,,6.7,,,,,,,1.0,1.0,,,1.0,9.0,9.0,18.0,,,0,2.0,26.0,2.0,,1.0,1.0
2025-26,14025142,4,1,Manchester_United,Away,1397168,596777,Patrick Dorgu,dorgu-patrick,M,False,4.0,,,13.0,9.0,22.0,2.0,2.0,,3.0,,,,,,,,7.0,11.0,,,0.096325,0.2028,,1.0,0.0,,,,,2.0,3.0,,,,,,,90.0,,,,,,,,17.0,,,6.5,,,2.0,,,,5.0,7.0,,1.0,1.0,18.0,12.0,30.0,,,2,4.0,62.0,2.0,4.0,1.0,3.0
2025-26,14025169,5,1,Manchester_United,Home,122951,61256,Casemiro,casemiro,M,False,,,2.0,13.0,8.0,21.0,,,,3.0,,,,,,,1.0,3.0,,,,0.0110364,0.3547,0.6127,2.0,0.0,1.0,,,,,1.0,,,,,,,50.0,1.0,,,,,,,3.0,,,6.2,,,,,,,,,,4.0,,14.0,9.0,23.0,,,1,,27.0,,,,
2025-26,14025169,5,1,Manchester_United,Home,288205,141746,Bruno Fernandes,bruno-fernandes,M,False,,,1.0,20.0,9.0,29.0,4.0,1.0,,6.0,,,1.0,1.0,,,,7.0,4.0,,,0.0819752,0.8179,1.171,1.0,0.0,1.0,,,,,1.0,,,,,,,87.0,2.0,,,,,,,19.0,,,7.5,,,,,,,1.0,6.0,,6.0,,29.0,11.0,40.0,,,3,2.0,57.0,1.0,1.0,,2.0
2025-26,14025169,5,1,Manchester_United,Home,846425,232112,Manuel Ugarte,manuel-ugarte,M,True,,,,5.0,7.0,12.0,1.0,1.0,,1.0,,,,1.0,,,,5.0,5.0,,,0.00146887,,,3.0,0.0,,,,,,,,,,,,,45.0,,1.0,,,,,,2.0,,,6.8,,,,,,2.0,,,,1.0,,6.0,8.0,14.0,,,0,3.0,21.0,,1.0,,3.0
2025-26,14025169,5,1,Manchester_United,Home,971037,493250,Amad Diallo,diallo-amad,M,False,1.0,,1.0,13.0,12.0,25.0,3.0,,,6.0,,1.0,1.0,1.0,,,,6.0,4.0,,,0.0473175,0.3841,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,8.0,,,6.6,,,1.0,,,2.0,2.0,3.0,,3.0,2.0,15.0,12.0,27.0,,,2,2.0,51.0,1.0,2.0,,2.0
2025-26,14025169,5,1,Manchester_United,Home,1142175,516895,Kobbie Mainoo,kobbie-mainoo,M,True,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,0.00034725,,,,0.0,,,,,,,,,,,,,11.0,,,,,,,,1.0,,,6.6,,,,,,1.0,1.0,,,,,1.0,,1.0,,,0,,5.0,,1.0,,
2025-26,14025169,5,1,Manchester_United,Home,1397168,596777,Patrick Dorgu,dorgu-patrick,M,False,1.0,,,14.0,12.0,26.0,2.0,1.0,,4.0,1.0,,,1.0,,,3.0,9.0,7.0,,,0.387707,,,,1.0,,,,,1.0,2.0,,,,,,,90.0,,,,,,,,18.0,,,7.4,,,,,,2.0,3.0,4.0,,1.0,1.0,19.0,14.0,33.0,,,0,4.0,64.0,1.0,2.0,,3.0
2025-26,14025184,6,1,Manchester_United,Away,288205,141746,Bruno Fernandes,bruno-fernandes,M,False,,,5.0,25.0,29.0,54.0,,,,6.0,,1.0,,1.0,,,,3.0,3.0,,,0.0139037,0.7884,0.7573,1.0,0.0,,,,,,1.0,,,,,,,90.0,1.0,,,,,1.0,,19.0,,,5.8,,,,,,4.0,1.0,1.0,,12.0,,36.0,34.0,70.0,,,1,1.0,82.0,1.0,2.0,,
