playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throughBalls,cornersTakenInclShortCorners,unsuccessfulLayoffs,successfulCornersIntoBox,unsuccessfulCornersIntoBox,substituteOff,goalAssists,hitWoodwork,setPiecesGoals,goalKicks,ownGoalScored,penaltiesTaken,leftFootGoals,headedGoals,attemptsFromSetPieces,gkUnsuccessfulDistribution,penaltyGoals,lastPlayerTackle,foulWonPenalty,penaltiesConceded,savesMade,savesMadeFromOutsideBox,gkSuccessfulDistribution,savesMadeCaught,savesMadeParried,savesMadeFromInsideBox,catches,penaltiesFaced,punches,goalkeeperSmother,drops,crossesNotClaimed
42725,Elliot Grandin,Midfielder,Blackpool,92,France,2010-11,115.0,9.0,0.0,5.0,6.0,4.0,25.0,14.0,80.0,23.0,61.0,21.0,88.0,8.0,627.0,1.0,4.0,0.0,2.0,34.0,1.0,15.0,1515.0,29.0,67.0,1.0,62.0,529.0,31.0,,1.0,14.0,1.0,7.0,35.0,86.0,162.0,20.0,0.0,182.0,1.0,128.0,96.0,23.0,,8.0,16.0,315.0,34.0,22.0,52.0,148.0,5.0,0.0,624.0,8.0,8.0,200.0,17.0,17.0,,137.0,16.0,6.0,,10.0,200.0,883.0,1.0,3.0,239.0,1.0,0.0,8.0,14.0,4.0,19.0,8.0,5.0,12.0,15.0,3.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
19273,Gary Taylor-Fletcher,Forward,Blackpool,92,England,2010-11,262.0,5.0,0.0,7.0,16.0,9.0,43.0,32.0,281.0,31.0,67.0,29.0,295.0,29.0,986.0,6.0,11.0,3.0,2.0,142.0,2.0,5.0,2459.0,97.0,145.0,5.0,100.0,663.0,122.0,2.0,1.0,39.0,2.0,34.0,48.0,165.0,185.0,30.0,2.0,407.0,3.0,300.0,126.0,31.0,6.0,10.0,33.0,459.0,43.0,29.0,99.0,265.0,45.0,0.0,980.0,16.0,14.0,488.0,33.0,27.0,3.0,294.0,40.0,28.0,,28.0,207.0,1433.0,12.0,1.0,237.0,,4.0,14.0,49.0,10.0,3.0,5.0,,,15.0,4.0,1.0,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,
5544,Ian Evatt,Defender,Blackpool,92,England,2010-11,149.0,1.0,1.0,6.0,7.0,1.0,83.0,18.0,188.0,38.0,5.0,36.0,350.0,9.0,1339.0,1.0,3.0,1.0,2.0,191.0,6.0,1.0,3215.0,82.0,223.0,7.0,114.0,856.0,47.0,,1.0,14.0,40.0,430.0,67.0,67.0,329.0,22.0,0.0,372.0,0.0,709.0,105.0,38.0,,27.0,1.0,334.0,60.0,9.0,13.0,181.0,109.0,1.0,1309.0,11.0,8.0,398.0,56.0,9.0,48.0,198.0,39.0,45.0,3.0,133.0,103.0,2075.0,1.0,144.0,656.0,3.0,6.0,162.0,72.0,2.0,,,,,1.0,3.0,2.0,,,2.0,,,1.0,,,,2.0,,2.0,,,,,,,,,,,,
27498,Ishmel Demontagnac,Midfielder,Blackpool,92,England,2010-11,,,0.0,,,,2.0,,4.0,1.0,,,4.0,,18.0,,,,1.0,,,,33.0,,6.0,,6.0,14.0,,,,,,,2.0,,2.0,3.0,0.0,6.0,,4.0,,1.0,,,,6.0,2.0,,,6.0,,0.0,18.0,,,4.0,2.0,1.0,,9.0,,1.0,,,3.0,28.0,,1.0,8.0,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,James Beattie,Forward,Blackpool,92,England,2010-11,39.0,2.0,0.0,3.0,2.0,,5.0,6.0,40.0,9.0,12.0,5.0,43.0,3.0,121.0,,,,4.0,46.0,,2.0,433.0,22.0,42.0,1.0,18.0,78.0,23.0,,1.0,6.0,,7.0,12.0,17.0,16.0,13.0,0.0,81.0,,45.0,12.0,9.0,,2.0,2.0,47.0,11.0,3.0,8.0,35.0,24.0,0.0,120.0,4.0,1.0,66.0,3.0,,,23.0,8.0,1.0,,,37.0,192.0,2.0,2.0,33.0,1.0,0.0,3.0,6.0,,,1.0,,,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2053,Jason Euell,Forward,Blackpool,92,Jamaica,2010-11,9.0,,0.0,1.0,1.0,,2.0,3.0,8.0,3.0,3.0,1.0,11.0,2.0,39.0,,,,2.0,5.0,,,105.0,3.0,5.0,1.0,3.0,28.0,3.0,,,,,2.0,3.0,6.0,7.0,1.0,0.0,14.0,,20.0,2.0,3.0,,1.0,,14.0,2.0,2.0,3.0,9.0,2.0,0.0,39.0,2.0,,19.0,1.0,,1.0,4.0,3.0,3.0,,,8.0,62.0,1.0,3.0,14.0,,1.0,3.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
19197,Jason Puncheon,Midfielder,Blackpool,92,England,2010-11,56.0,6.0,0.0,9.0,9.0,2.0,11.0,12.0,46.0,11.0,15.0,6.0,47.0,14.0,254.0,3.0,5.0,1.0,5.0,8.0,,6.0,648.0,5.0,29.0,1.0,26.0,194.0,27.0,,1.0,11.0,,3.0,19.0,51.0,49.0,1.0,0.0,85.0,2.0,84.0,42.0,11.0,,2.0,11.0,151.0,18.0,14.0,36.0,77.0,3.0,0.0,253.0,3.0,5.0,116.0,9.0,14.0,3.0,67.0,7.0,2.0,,13.0,54.0,401.0,7.0,2.0,62.0,1.0,0.0,1.0,10.0,1.0,,1.0,,,4.0,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
14042,Keith Southern,Midfielder,Blackpool,92,England,2010-11,56.0,2.0,0.0,3.0,2.0,,37.0,9.0,58.0,21.0,15.0,11.0,69.0,2.0,456.0,,1.0,,10.0,35.0,1.0,2.0,1083.0,17.0,73.0,5.0,55.0,373.0,11.0,,1.0,14.0,,35.0,34.0,39.0,106.0,16.0,0.0,129.0,,150.0,63.0,21.0,,7.0,1.0,221.0,29.0,2.0,13.0,94.0,18.0,0.0,455.0,7.0,2.0,95.0,30.0,2.0,5.0,120.0,15.0,20.0,,14.0,80.0,635.0,4.0,4.0,168.0,,2.0,11.0,15.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
39800,Ludovic Sylvestre,Midfielder,Blackpool,92,France,2010-11,17.0,1.0,0.0,1.0,,,16.0,,36.0,8.0,13.0,6.0,40.0,,280.0,,,,2.0,8.0,,4.0,429.0,6.0,24.0,3.0,22.0,225.0,,1.0,1.0,10.0,1.0,5.0,9.0,11.0,69.0,2.0,0.0,41.0,,83.0,43.0,8.0,,3.0,,105.0,6.0,5.0,4.0,33.0,2.0,0.0,276.0,,1.0,54.0,13.0,4.0,1.0,73.0,3.0,9.0,,15.0,55.0,341.0,1.0,2.0,139.0,,0.0,4.0,15.0,,8.0,,3.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15988,Luke Varney,Forward,Blackpool,92,England,2010-11,202.0,9.0,0.0,17.0,13.0,7.0,21.0,38.0,155.0,30.0,39.0,24.0,178.0,50.0,508.0,5.0,25.0,2.0,6.0,136.0,3.0,9.0,2045.0,66.0,136.0,5.0,66.0,322.0,117.0,,,30.0,2.0,40.0,38.0,136.0,158.0,34.0,4.0,338.0,3.0,135.0,45.0,30.0,3.0,10.0,34.0,252.0,33.0,50.0,70.0,202.0,70.0,0.0,504.0,25.0,16.0,340.0,11.0,11.0,2.0,63.0,55.0,18.0,,8.0,152.0,902.0,8.0,13.0,87.0,8.0,1.0,23.0,25.0,4.0,3.0,6.0,,,16.0,3.0,1.0,,,,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,
59968,Mark Halstead,Goalkeeper,Blackpool,92,England,2010-11,,,0.0,,,,,,,1.0,,,5.0,,9.0,,,,1.0,,,,24.0,,,,,,,,,,,1.0,,,,,0.0,,,9.0,4.0,1.0,,,,4.0,,,,,,0.0,2.0,,,5.0,,,,,,,,4.0,,15.0,,2.0,,,0.0,5.0,1.0,,,,,,,,,,4.0,,,,,,2.0,,,,,4.0,1.0,3.0,1.0,1.0,3.0,,,,,,
1343,Marlon Harewood,Forward,Blackpool,92,England,2010-11,71.0,6.0,0.0,2.0,8.0,,8.0,20.0,64.0,16.0,30.0,7.0,66.0,6.0,183.0,5.0,9.0,3.0,9.0,39.0,,6.0,660.0,27.0,29.0,2.0,17.0,115.0,41.0,,1.0,9.0,,5.0,16.0,44.0,40.0,6.0,2.0,100.0,2.0,53.0,19.0,16.0,4.0,3.0,9.0,87.0,14.0,6.0,22.0,61.0,12.0,0.0,183.0,12.0,4.0,113.0,5.0,3.0,,47.0,16.0,3.0,,2.0,43.0,298.0,1.0,,36.0,1.0,1.0,2.0,10.0,2.0,,3.0,,,7.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
50229,Matt Phillips,Midfielder,Blackpool,92,Scotland,2010-11,98.0,19.0,0.0,12.0,10.0,15.0,12.0,21.0,85.0,27.0,12.0,6.0,98.0,53.0,330.0,1.0,2.0,0.0,21.0,23.0,,19.0,1034.0,17.0,63.0,4.0,57.0,226.0,50.0,5.0,,15.0,,11.0,22.0,81.0,45.0,12.0,0.0,161.0,1.0,130.0,58.0,27.0,1.0,3.0,45.0,178.0,18.0,53.0,67.0,138.0,6.0,0.0,329.0,11.0,14.0,280.0,9.0,33.0,1.0,89.0,11.0,14.0,,6.0,66.0,697.0,16.0,3.0,73.0,1.0,0.0,13.0,16.0,7.0,,2.0,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
8437,Matthew Gilks,Goalkeeper,Blackpool,92,Scotland,2010-11,3.0,,0.0,,,,,,9.0,18.0,,18.0,314.0,,591.0,,,,,3.0,3.0,,1575.0,1.0,8.0,3.0,6.0,99.0,,,1.0,,81.0,13.0,35.0,2.0,32.0,4.0,0.0,11.0,,504.0,200.0,18.0,,,,129.0,32.0,,,8.0,2.0,0.0,302.0,,,323.0,,1.0,,55.0,,,,178.0,,818.0,,160.0,148.0,,0.0,305.0,29.0,,,,,,1.0,,,,185.0,,,,,,115.0,,,,,64.0,28.0,180.0,18.0,12.0,35.0,26.0,1.0,8.0,1.0,4.0,1.0
37011,Neal Eardley,Defender,Blackpool,92,Wales,2010-11,68.0,22.0,0.0,4.0,4.0,7.0,52.0,16.0,155.0,31.0,6.0,30.0,251.0,94.0,1144.0,1.0,3.0,0.0,1.0,19.0,5.0,26.0,2558.0,11.0,82.0,7.0,74.0,784.0,11.0,41.0,1.0,22.0,25.0,113.0,53.0,57.0,49.0,11.0,0.0,150.0,1.0,477.0,144.0,31.0,1.0,15.0,15.0,442.0,46.0,100.0,31.0,131.0,8.0,0.0,1111.0,12.0,11.0,460.0,37.0,11.0,14.0,447.0,14.0,49.0,5.0,109.0,171.0,1989.0,285.0,83.0,477.0,,4.0,96.0,69.0,2.0,7.0,,2.0,2.0,7.0,,1.0,1.0,,1.0,,,,7.0,,,,,,,,,,,,,,,,,
8379,Paul Rachubka,Goalkeeper,Blackpool,92,United States,2010-11,2.0,,0.0,,,1.0,,,1.0,2.0,,1.0,32.0,,53.0,,,,1.0,1.0,,,124.0,1.0,1.0,,1.0,7.0,,,,,9.0,2.0,5.0,1.0,2.0,1.0,0.0,3.0,,50.0,17.0,2.0,,,,12.0,5.0,,,2.0,,0.0,27.0,,,33.0,,,,1.0,,,,14.0,,68.0,,16.0,9.0,,0.0,31.0,4.0,,,,,,,,,,15.0,,,,,,12.0,,,,,6.0,4.0,7.0,3.0,,2.0,1.0,,1.0,,,1.0
33268,Richard Kingson,Goalkeeper,Blackpool,92,Ghana,2010-11,4.0,,0.0,,,,2.0,,18.0,20.0,,19.0,352.0,,684.0,,,,1.0,5.0,2.0,,1697.0,2.0,11.0,6.0,8.0,134.0,,,1.0,,83.0,30.0,38.0,2.0,52.0,2.0,0.0,15.0,,590.0,220.0,20.0,,,,157.0,32.0,,,10.0,3.0,0.0,314.0,,,359.0,2.0,4.0,,42.0,,,,198.0,,911.0,,163.0,175.0,,0.0,334.0,43.0,,,,,,2.0,,,,233.0,,,,,,134.0,,,,,76.0,29.0,185.0,14.0,17.0,46.0,17.0,2.0,20.0,,1.0,1.0
15410,Rob Edwards,Defender,Blackpool,92,Wales,2010-11,3.0,,0.0,,,,,1.0,3.0,2.0,,1.0,6.0,,46.0,,,,1.0,6.0,,,106.0,3.0,3.0,1.0,,35.0,2.0,1.0,,,,15.0,6.0,,16.0,,0.0,6.0,,15.0,3.0,2.0,,,,6.0,5.0,,,,3.0,0.0,44.0,1.0,,8.0,,,3.0,15.0,,3.0,,5.0,,71.0,1.0,3.0,34.0,,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20293,Sergei Kornilenko,Forward,Blackpool,92,Belarus,2010-11,21.0,,0.0,1.0,1.0,1.0,2.0,4.0,17.0,6.0,10.0,3.0,21.0,3.0,55.0,,1.0,,3.0,16.0,,,179.0,11.0,10.0,,5.0,32.0,10.0,,,1.0,,3.0,2.0,10.0,13.0,2.0,0.0,31.0,,18.0,7.0,6.0,,,1.0,25.0,2.0,3.0,5.0,15.0,5.0,0.0,55.0,3.0,,36.0,2.0,1.0,,9.0,5.0,2.0,,2.0,15.0,88.0,1.0,,9.0,1.0,1.0,4.0,2.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4422,Stephen Crainey,Defender,Blackpool,92,Scotland,2010-11,79.0,24.0,0.0,,1.0,2.0,69.0,4.0,126.0,31.0,16.0,31.0,232.0,68.0,1322.0,,1.0,,,29.0,6.0,24.0,2748.0,13.0,92.0,5.0,76.0,998.0,16.0,34.0,2.0,32.0,25.0,143.0,58.0,66.0,549.0,5.0,0.0,171.0,,439.0,142.0,31.0,,13.0,6.0,537.0,53.0,68.0,21.0,142.0,16.0,0.0,1296.0,3.0,8.0,381.0,56.0,2.0,23.0,37.0,18.0,36.0,3.0,92.0,297.0,2086.0,253.0,69.0,577.0,,3.0,106.0,48.0,1.0,,2.0,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
