playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,goalKicks,iboxTarget,shotsOnTargetInBox,shotsBlockedInBox,iboxBlocked,gkSuccessfulDistribution,offsides,lastPlayerTackle,goals,awayGoals,successfulCornersIntoBox,rightFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,successfulCrossesOpenPlay,expectedGoalsFreekick,cornersTakenInclShortCorners,successfulCrossesAndCorners,unsuccessfulLayoffs,homeGoals,penaltiesTaken,headedGoals,penaltyGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,penaltyGoalsConceded,ownGoalScored,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,penaltiesConceded,throwInsToOppositionPlayer,secondGoalAssists,leftFootGoals,setPiecesGoals,penaltiesSaved,savesFromPenalty
226944,Boubacar Kamara,Midfielder,A Villa,7,France,2023-24,108.0,1.3992,1.0,1.0,1.0,2.0,0.1727,43.0,4.0,6.0,83.0,20.0,1.0,18.0,20.0,110.0,2.0,1024.0,1.0,45.0,4.0,1.0,1659.0,25.0,105.0,4.0,27.0,85.0,873.0,13.0,24.1396,19.0,1.0,15.0,22.0,83.0,210.0,29.0,0.0,213.0,14.0,293.0,97.0,20.0,1.0,14.0,12.0,445.0,18.0,2.0,25.0,168.0,20.0,1.0,992.0,3.0,2.0,159.0,29.0,14.0,7.0,349.0,35.0,21.0,1.0,41.0,172.0,1264.0,8.0,9.0,1.0,11.0,469.0,24.0,0.1284,7.0,27.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101184,Calum Chambers,Defender,A Villa,7,England,2023-24,6.0,0.0114,0.0,,,,,3.0,,,10.0,5.0,1.0,,1.0,13.0,,113.0,,2.0,,,150.0,1.0,6.0,2.0,3.0,5.0,96.0,,5.1279,,,4.0,6.0,5.0,45.0,1.0,0.0,12.0,1.0,29.0,8.0,5.0,,3.0,,23.0,4.0,,1.0,10.0,1.0,0.0,113.0,,,14.0,,1.0,1.0,25.0,3.0,2.0,,4.0,14.0,132.0,,1.0,,1.0,77.0,1.0,,1.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171101,Clément Lenglet,Defender,A Villa,7,France,2023-24,25.0,0.5194,0.0,3.0,2.0,,0.3451,13.0,5.0,,48.0,14.0,1.0,,14.0,92.0,3.0,910.0,1.0,26.0,2.0,,1155.0,11.0,43.0,4.0,11.0,28.0,767.0,12.0,25.4177,1.0,9.0,47.0,27.0,14.0,407.0,12.0,0.0,68.0,8.0,294.0,37.0,14.0,,4.0,2.0,227.0,23.0,3.0,5.0,42.0,15.0,0.0,856.0,3.0,1.0,104.0,9.0,3.0,11.0,151.0,3.0,7.0,,51.0,58.0,1043.0,4.0,3.0,1.0,17.0,591.0,3.0,0.8628,3.0,44.0,47.0,,14.0,2.0,2.0,2.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165659,Diego Carlos,Defender,A Villa,7,Brazil,2023-24,66.0,0.3722,0.0,2.0,1.0,,0.2448,27.0,8.0,,63.0,27.0,,,20.0,155.0,1.0,1339.0,,50.0,5.0,,1811.0,28.0,54.0,6.0,9.0,32.0,1118.0,23.0,39.9102,3.0,7.0,78.0,36.0,38.0,294.0,4.0,0.0,120.0,5.0,463.0,78.0,27.0,,11.0,2.0,347.0,30.0,1.0,6.0,70.0,22.0,0.0,1292.0,7.0,2.0,170.0,16.0,2.0,19.0,516.0,26.0,13.0,1.0,66.0,66.0,1535.0,,2.0,,30.0,837.0,16.0,1.9477,4.0,92.0,56.0,7.0,6.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230046,Douglas Luiz,Midfielder,A Villa,7,Brazil,2023-24,141.0,5.3465,0.0,20.0,17.0,2.0,7.8737,58.0,28.0,11.0,159.0,35.0,5.0,48.0,35.0,210.0,22.0,1973.0,16.0,44.0,5.0,4.0,3001.0,19.0,148.0,7.0,45.0,123.0,1664.0,41.0,55.8218,48.0,1.0,17.0,57.0,122.0,776.0,41.0,4.0,289.0,24.0,415.0,184.0,35.0,4.0,20.0,16.0,897.0,50.0,84.0,47.0,245.0,25.0,0.0,1826.0,11.0,21.0,383.0,38.0,24.0,8.0,408.0,51.0,23.0,,99.0,374.0,2455.0,6.0,9.0,16.0,17.0,897.0,34.0,6.9659,12.0,51.0,64.0,,1.0,4.0,4.0,4.0,4.0,1.0,,,9.0,0.0,18.0,8.0,5.0,5.0,53.0,1.0,3.0,8.0,0.2874,100.0,31.0,3.0,9.0,4.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,
98980,Emiliano Martínez,Goalkeeper,A Villa,7,Argentina,2023-24,1.0,0.0433,0.0,,,,,,,,9.0,34.0,,,34.0,237.0,,1272.0,,5.0,8.0,,3015.0,,13.0,4.0,1.0,8.0,872.0,,51.526,2.0,36.0,16.0,48.0,1.0,334.0,7.0,0.0,14.0,,502.0,317.0,34.0,,,,101.0,44.0,,,9.0,5.0,0.0,952.0,,,247.0,,,,436.0,1.0,,,163.0,,1612.0,,1.0,,97.0,934.0,,,4.0,228.0,55.0,,159.0,,,,,275.0,,,,,,,,,,,,,,,,,,,,,42.0,27.0,3.0,1.0,4.0,1.0,2.0,95.0,5.0,3.0,41.0,24.0,68.0,,,,,,,,
199798,Ezri Konsa,Defender,A Villa,7,England,2023-24,53.0,1.0274,0.0,5.0,5.0,1.0,0.8545,54.0,14.0,1.0,117.0,35.0,,1.0,35.0,153.0,13.0,1953.0,1.0,44.0,6.0,,3073.0,14.0,167.0,9.0,40.0,137.0,1754.0,39.0,54.8294,8.0,4.0,68.0,54.0,39.0,328.0,64.0,0.0,220.0,16.0,633.0,142.0,35.0,,22.0,6.0,663.0,45.0,13.0,23.0,176.0,30.0,0.0,1879.0,9.0,7.0,237.0,32.0,19.0,20.0,807.0,14.0,28.0,,46.0,185.0,2476.0,103.0,5.0,1.0,15.0,1141.0,7.0,2.4728,5.0,36.0,78.0,,3.0,4.0,4.0,4.0,4.0,3.0,,3.0,1.0,0.0,,1.0,,,,,2.0,4.0,,,4.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,1.0,20.0,,,,,
462381,Filip Marschall,Goalkeeper,A Villa,7,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521966,Finley Munroe,Defender,A Villa,7,England,2023-24,,,0.0,,,,,,,,,1.0,,1.0,,,,1.0,,,,,3.0,,,,,,1.0,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,0.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232653,Jacob Ramsey,Midfielder,A Villa,7,England,2023-24,52.0,1.372,0.0,4.0,5.0,3.0,1.3411,16.0,15.0,3.0,51.0,16.0,1.0,9.0,8.0,56.0,8.0,310.0,,8.0,,1.0,850.0,3.0,41.0,,22.0,36.0,254.0,52.0,13.0014,9.0,,7.0,12.0,49.0,109.0,12.0,0.0,93.0,13.0,57.0,42.0,16.0,1.0,8.0,11.0,172.0,12.0,9.0,32.0,85.0,5.0,0.0,302.0,10.0,11.0,118.0,8.0,8.0,2.0,61.0,7.0,3.0,,,83.0,477.0,1.0,3.0,,4.0,84.0,6.0,2.1672,2.0,5.0,12.0,8.0,,3.0,3.0,4.0,4.0,,,,1.0,0.0,2.0,1.0,,,1.0,,,,,10.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,
