playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goals,offsides,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,shotsBlockedInBox,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,expectedGoalsFreekick,overruns,successfulLayoffs,cornersTakenInclShortCorners,unsuccessfulLayoffs,penaltiesTaken,iboxBlocked,penaltyGoals,substituteOff,throughBalls,handballsConceded,goalAssists,foulWonPenalty,penaltiesConceded,redCards2ndYellow,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,headedGoals,secondGoalAssists,clearancesOffTheLine,ownGoalScored,lastPlayerTackle
481624,Jaden Philogene,Forward,A Villa,7,England,2020-21,,,0.0008,,0.0,,,,,,2.0,1.0,,,2.0,,4.0,0.0,,1.0,,,,,1.0,,,,,,2.0,,,,,,,,,,,,0.0,,,0.0,2.0,1.0,1.0,,,,1.0,,,,,,0.0,4.0,,,2.0,,,,,,,,2.0,4.0,,,,1.0,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79852,Jed Steer,Goalkeeper,A Villa,7,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122806,John McGinn,Midfielder,A Villa,7,Scotland,2020-21,205.0,7.0,2.3105,120.0,0.0,11.0,11.0,1.4483,61.0,34.0,205.0,37.0,70.0,37.0,281.0,33.0,1367.0,1.0,7.0,,70.0,14.0,6.0,11.0,3330.0,48.0,211.0,8.0,54.0,189.0,964.0,54.0,,5.0,49.3259,37.0,5.0,23.0,46.0,157.0,298.0,77.0,1.0,416.0,32.0,2.0,496.0,234.0,37.0,6.0,24.0,25.0,714.0,38.0,41.0,60.0,346.0,22.0,0.0,1311.0,23.0,16.0,472.0,37.0,52.0,6.0,391.0,43.0,43.0,122.0,182.0,1970.0,5.0,7.0,8.0,383.0,30.0,2.5087,12.0,76.0,64.0,3.0,1.0,2.0,2.0,3.0,4.0,,3.0,,,7.0,1.0,,8.0,24.0,13.0,5.0,,4.0,,,6.0,3.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
465390,Kaine Kesler-Hayden,Defender,A Villa,7,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221239,Keinan Davis,Forward,A Villa,7,England,2020-21,28.0,1.0,0.3879,12.0,0.0,3.0,2.0,0.923,2.0,6.0,16.0,15.0,5.0,1.0,19.0,3.0,73.0,0.0,,14.0,34.0,1.0,,1.0,266.0,16.0,34.0,,6.0,16.0,53.0,32.0,,,1.5974,5.0,,2.0,1.0,12.0,10.0,5.0,0.0,62.0,1.0,1.0,16.0,10.0,15.0,,1.0,3.0,39.0,1.0,3.0,7.0,28.0,18.0,0.0,72.0,4.0,2.0,42.0,1.0,9.0,,27.0,4.0,,1.0,20.0,135.0,,,1.0,16.0,,1.4698,0.0,3.0,2.0,1.0,,1.0,1.0,,3.0,,1.0,,,,1.0,,3.0,5.0,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
123354,Kortney Hause,Defender,A Villa,7,England,2020-21,25.0,,0.0275,12.0,0.0,,1.0,0.9414,4.0,5.0,36.0,7.0,8.0,7.0,59.0,,232.0,0.0,,,56.0,3.0,,,630.0,17.0,46.0,,5.0,7.0,157.0,9.0,,,6.9721,,1.0,53.0,6.0,8.0,49.0,3.0,0.0,71.0,2.0,1.0,99.0,33.0,7.0,,2.0,,42.0,6.0,,,15.0,39.0,0.0,223.0,4.0,1.0,60.0,2.0,,2.0,69.0,5.0,8.0,16.0,15.0,320.0,,,8.0,131.0,1.0,1.0443,2.0,23.0,28.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
184704,Marvelous Nakamba,Midfielder,A Villa,7,Zimbabwe,2020-21,23.0,,0.0773,21.0,0.0,,1.0,0.0932,22.0,2.0,32.0,13.0,16.0,9.0,45.0,1.0,285.0,0.0,,4.0,14.0,4.0,1.0,,751.0,8.0,42.0,,17.0,36.0,232.0,1.0,,,8.6369,2.0,,8.0,6.0,15.0,80.0,10.0,0.0,65.0,11.0,0.0,81.0,58.0,13.0,1.0,8.0,,94.0,6.0,1.0,2.0,51.0,6.0,0.0,280.0,1.0,,57.0,14.0,4.0,5.0,78.0,8.0,17.0,8.0,46.0,390.0,,,8.0,146.0,5.0,0.0476,3.0,13.0,18.0,,,,,,,,,,,,,,1.0,1.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
169359,Matt Targett,Defender,A Villa,7,England,2020-21,125.0,16.0,3.0639,83.0,0.0,2.0,2.0,0.097,83.0,4.0,257.0,38.0,42.0,38.0,370.0,94.0,1684.0,0.0,1.0,,121.0,15.0,1.0,27.0,3405.0,50.0,191.0,7.0,70.0,120.0,1197.0,37.0,41.0,4.0,48.1452,36.0,8.0,87.0,44.0,75.0,538.0,22.0,0.0,316.0,26.0,0.0,803.0,177.0,38.0,1.0,44.0,10.0,787.0,37.0,119.0,16.0,195.0,71.0,0.0,1645.0,2.0,33.0,583.0,39.0,15.0,14.0,91.0,28.0,55.0,117.0,252.0,2614.0,306.0,1.0,52.0,554.0,16.0,0.256,7.0,113.0,114.0,,,1.0,1.0,4.0,1.0,,,1.0,1.0,9.0,,0.0684,1.0,2.0,14.0,,,1.0,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,
199796,Matty Cash,Defender,A Villa,7,Poland,2020-21,124.0,20.0,1.7215,89.0,1.0,4.0,2.0,0.15,71.0,5.0,138.0,28.0,45.0,28.0,245.0,56.0,1008.0,0.0,3.0,,74.0,10.0,2.0,22.0,2378.0,39.0,139.0,7.0,55.0,104.0,706.0,25.0,53.0,4.0,36.0282,19.0,12.0,82.0,35.0,85.0,77.0,22.0,0.0,263.0,39.0,0.0,444.0,134.0,28.0,2.0,31.0,6.0,409.0,28.0,59.0,19.0,189.0,35.0,0.0,979.0,3.0,11.0,401.0,40.0,12.0,11.0,306.0,35.0,60.0,57.0,181.0,1729.0,174.0,3.0,46.0,376.0,21.0,0.2991,6.0,107.0,74.0,,2.0,,,,1.0,,,,,,,,1.0,,,,,1.0,,5.0,,2.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,
122775,Morgan Sanson,Midfielder,A Villa,7,France,2020-21,18.0,1.0,0.4866,11.0,0.0,,,,7.0,2.0,18.0,9.0,3.0,3.0,21.0,11.0,138.0,0.0,,6.0,8.0,,,1.0,291.0,3.0,24.0,,13.0,19.0,111.0,4.0,,,5.2539,1.0,1.0,1.0,4.0,15.0,37.0,8.0,0.0,42.0,5.0,0.0,40.0,19.0,9.0,,3.0,3.0,83.0,4.0,15.0,6.0,34.0,5.0,0.0,134.0,2.0,3.0,52.0,4.0,4.0,,28.0,6.0,4.0,6.0,33.0,216.0,,,1.0,35.0,3.0,0.0386,3.0,3.0,3.0,,2.0,,,,,,,,,4.0,,,,2.0,6.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
47390,Neil Taylor,Defender,A Villa,7,Wales,2020-21,1.0,,0.0019,2.0,0.0,,,,1.0,,,1.0,,,,,9.0,0.0,,1.0,,,,,15.0,,1.0,1.0,1.0,1.0,9.0,,1.0,1.0,1.5782,,,,2.0,1.0,4.0,,0.0,2.0,1.0,0.0,3.0,2.0,1.0,,,,5.0,1.0,,,2.0,,0.0,9.0,,,1.0,1.0,,,1.0,1.0,,,1.0,13.0,,,,4.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178301,Ollie Watkins,Forward,A Villa,7,England,2020-21,335.0,5.0,3.8207,130.0,1.0,26.0,45.0,15.0639,29.0,71.0,225.0,37.0,74.0,37.0,229.0,17.0,804.0,6.0,5.0,,292.0,14.0,3.0,5.0,3329.0,156.0,254.0,8.0,36.0,118.0,569.0,241.0,3.0,5.0,49.2156,40.0,,23.0,46.0,179.0,187.0,49.0,3.0,589.0,19.0,8.0,179.0,77.0,37.0,3.0,12.0,30.0,486.0,38.0,17.0,115.0,297.0,136.0,0.0,793.0,26.0,24.0,486.0,17.0,40.0,2.0,216.0,47.0,7.0,6.0,222.0,1411.0,12.0,5.0,2.0,94.0,25.0,14.5529,2.0,4.0,22.0,14.0,31.0,28.0,28.0,,21.0,7.0,4.0,,,,7.0,,4.0,41.0,1.0,13.0,2.0,21.0,1.0,,,,5.0,,,1.0,,,,,,,,,,,,,,,,,3.0,,,,
88894,Ross Barkley,Midfielder,A Villa,7,England,2020-21,95.0,1.0,0.0323,40.0,0.0,13.0,12.0,0.1325,6.0,26.0,108.0,26.0,16.0,18.0,114.0,9.0,753.0,2.0,,8.0,46.0,2.0,1.0,19.0,1576.0,23.0,78.0,7.0,19.0,55.0,602.0,57.0,1.0,3.0,0.1933,39.0,,6.0,24.0,72.0,229.0,19.0,0.0,173.0,8.0,1.0,169.0,76.0,26.0,1.0,4.0,14.0,446.0,17.0,42.0,47.0,127.0,23.0,0.0,702.0,14.0,9.0,250.0,2.0,30.0,1.0,172.0,14.0,5.0,37.0,183.0,1060.0,5.0,,,212.0,2.0,0.0216,0.0,6.0,25.0,3.0,6.0,,,18.0,,1.0,1.0,,2.0,23.0,2.0,,4.0,24.0,56.0,1.0,,,,12.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
21205,Tom Heaton,Goalkeeper,A Villa,7,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148508,Trézéguet,Midfielder,A Villa,7,Egypt,2020-21,141.0,4.0,1.0921,54.0,0.0,9.0,12.0,3.3337,33.0,26.0,61.0,21.0,25.0,12.0,70.0,21.0,288.0,0.0,1.0,9.0,73.0,1.0,3.0,4.0,1166.0,45.0,97.0,3.0,23.0,69.0,205.0,69.0,,1.0,15.5719,12.0,3.0,13.0,14.0,96.0,62.0,19.0,1.0,238.0,12.0,2.0,68.0,65.0,21.0,3.0,15.0,14.0,167.0,11.0,22.0,27.0,165.0,28.0,0.0,288.0,14.0,13.0,154.0,18.0,17.0,1.0,83.0,39.0,19.0,13.0,75.0,560.0,1.0,1.0,4.0,55.0,17.0,4.0141,0.0,9.0,17.0,2.0,4.0,7.0,7.0,,8.0,1.0,1.0,,,1.0,1.0,,5.0,3.0,1.0,,,8.0,,10.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
149484,Tyrone Mings,Defender,A Villa,7,England,2020-21,70.0,1.0,0.509,71.0,1.0,4.0,7.0,2.372,32.0,15.0,138.0,36.0,43.0,36.0,371.0,4.0,1680.0,1.0,,,126.0,14.0,,1.0,3195.0,35.0,146.0,8.0,31.0,55.0,1177.0,38.0,,5.0,46.5683,5.0,27.0,170.0,42.0,35.0,448.0,18.0,0.0,216.0,19.0,1.0,814.0,209.0,36.0,,16.0,2.0,429.0,34.0,4.0,6.0,90.0,91.0,0.0,1626.0,8.0,9.0,408.0,16.0,6.0,40.0,295.0,21.0,41.0,132.0,123.0,2116.0,5.0,,93.0,881.0,6.0,1.9467,4.0,233.0,123.0,2.0,3.0,5.0,5.0,,4.0,,1.0,,,,,,1.0,1.0,,,,4.0,,,,,2.0,,,1.0,,,,1.0,,,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0
213345,Wesley,Forward,A Villa,7,Brazil,2020-21,3.0,,0.0068,2.0,0.0,,1.0,0.0354,,1.0,,3.0,2.0,,,,4.0,0.0,,3.0,2.0,,,,15.0,2.0,1.0,,,1.0,4.0,1.0,,,0.6972,,,,1.0,1.0,1.0,1.0,0.0,4.0,,0.0,,1.0,3.0,,,,4.0,1.0,,,2.0,,0.0,4.0,,,1.0,,,,2.0,,,,1.0,8.0,,,,,,0.0431,0.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
