playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,penaltiesTaken,oboxTarget,rightFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,penaltyGoals,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,oboxBlocked,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,ownGoalScored,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,unsuccessfulLayoffs,throwInsToOppositionPlayer,tacklesLost,blocks,shotsBlockedOutsideBox,unsuccessfulLaunches,foulWonPenalty,secondGoalAssists,leftFootGoals,headedGoals,hitWoodwork,handballsConceded,penaltiesConceded,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow,clearancesOffTheLine
447715,Aaron Ramsey,Midfielder,A Villa,7,England,2021-22,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193488,Anwar El Ghazi,Forward,A Villa,7,Netherlands,2021-22,0.0,0.0,2.0,41.0,3.0,0.3856,19.0,1.0,3.0,1.0911,5.0,7.0,1.0,25.0,11.0,1.0,7.0,11.0,4.0,26.0,11.0,112.0,1.0,2.0,0.0,7.0,2.0,24.0,1.0,2.0,3.0,394.0,14.0,24.0,1.0,14.0,14.0,84.0,17.0,1.0,8.0631,4.0,1.0,2.0,8.0,1.0,27.0,37.0,5.0,0.0,65.0,9.0,1.0,32.0,22.0,11.0,1.0,2.0,1.0,7.0,61.0,7.0,11.0,14.0,1.0,41.0,10.0,110.0,4.0,5.0,76.0,5.0,4.0,10.0,8.0,1.0,1.0,2.0,33.0,211.0,2.0,2.0,28.0,4.0,1.0559,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18892,Ashley Young,Defender,A Villa,7,England,2021-22,0.0,0.0,2.0,46.0,4.0,0.4448,31.0,3.0,3.0,0.2549,18.0,7.0,,71.0,24.0,2.0,5.0,19.0,10.0,104.0,32.0,519.0,,1.0,0.0,14.0,5.0,22.0,3.0,2.0,8.0,1240.0,15.0,65.0,3.0,22.0,58.0,393.0,15.0,1.0,18.4591,11.0,3.0,24.0,19.0,1.0,31.0,161.0,32.0,0.0,111.0,6.0,0.0,202.0,66.0,24.0,,2.0,,7.0,236.0,16.0,36.0,10.0,1.0,89.0,7.0,499.0,4.0,9.0,177.0,6.0,9.0,57.0,16.0,13.0,,22.0,99.0,804.0,69.0,4.0,187.0,13.0,0.4363,33.0,31.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0673,2.0,9.0,12.0,4.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
487835,Ben Chrisene,Defender,A Villa,7,England,2021-22,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110504,Bertrand Traoré,Forward,A Villa,7,Burkina Faso,2021-22,0.0,0.0,0.0,16.0,,0.1058,4.0,4.0,1.0,,3.0,4.0,,17.0,9.0,,2.0,4.0,1.0,18.0,5.0,78.0,,2.0,0.0,8.0,,8.0,,,,213.0,4.0,21.0,1.0,2.0,17.0,58.0,15.0,1.0,4.1535,,,1.0,3.0,1.0,12.0,12.0,4.0,0.0,37.0,,0.0,19.0,11.0,9.0,,,,9.0,50.0,2.0,5.0,11.0,1.0,29.0,4.0,77.0,3.0,2.0,46.0,3.0,10.0,31.0,,,,2.0,16.0,139.0,1.0,1.0,10.0,,0.3198,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
101184,Calum Chambers,Defender,A Villa,7,England,2021-22,0.0,0.0,1.0,46.0,2.0,0.4439,24.0,2.0,1.0,0.7008,21.0,3.0,1.0,49.0,13.0,,1.0,9.0,11.0,97.0,3.0,560.0,1.0,,1.0,2.0,,54.0,3.0,,2.0,1000.0,26.0,52.0,3.0,18.0,24.0,428.0,10.0,1.0,9.4985,3.0,7.0,49.0,16.0,1.0,20.0,110.0,3.0,0.0,98.0,9.0,0.0,236.0,63.0,13.0,,,1.0,1.0,123.0,13.0,3.0,3.0,1.0,44.0,28.0,552.0,2.0,,111.0,11.0,,175.0,14.0,5.0,,35.0,39.0,706.0,11.0,2.0,342.0,7.0,0.1761,48.0,43.0,,,,,,,,,,,2.0,10.0,11.0,,25.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
433979,Cameron Archer,Forward,A Villa,7,England,2021-22,0.0,0.0,0.0,7.0,,0.0211,1.0,1.0,,,,,,,3.0,,,,,,,4.0,,,0.0,3.0,,2.0,,,,24.0,1.0,1.0,,,,4.0,1.0,,,,,,,1.0,6.0,3.0,,0.0,8.0,,0.0,1.0,1.0,3.0,,,,1.0,4.0,,,3.0,1.0,6.0,1.0,4.0,,1.0,4.0,,,,3.0,,,,,13.0,,,,2.0,0.0436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478912,Carney Chukwuemeka,Midfielder,A Villa,7,England,2021-22,0.0,0.0,0.0,24.0,,0.5865,15.0,3.0,1.0,0.4325,7.0,1.0,,21.0,12.0,1.0,4.0,5.0,2.0,22.0,,120.0,,,0.0,10.0,,16.0,,,,295.0,9.0,29.0,,6.0,22.0,96.0,11.0,2.0,5.2315,1.0,,2.0,6.0,1.0,15.0,38.0,9.0,0.0,53.0,3.0,0.0,22.0,16.0,12.0,,,,4.0,59.0,6.0,,10.0,1.0,37.0,7.0,118.0,,2.0,45.0,1.0,6.0,25.0,3.0,1.0,,2.0,35.0,186.0,,2.0,39.0,3.0,0.627,1.0,8.0,2.0,1.0,1.0,,,,,,,,,6.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
85242,Conor Hourihane,Midfielder,A Villa,7,Ireland,2021-22,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84939,Danny Ings,Forward,A Villa,7,England,2021-22,0.0,0.0,4.0,122.0,,0.9143,66.0,13.0,18.0,6.8611,23.0,36.0,3.0,98.0,30.0,6.0,16.0,32.0,22.0,111.0,13.0,361.0,7.0,11.0,3.0,8.0,,67.0,1.0,,,1904.0,40.0,72.0,4.0,46.0,45.0,242.0,116.0,1.0,22.2397,9.0,,20.0,26.0,11.0,82.0,86.0,12.0,1.0,194.0,29.0,4.0,87.0,47.0,30.0,1.0,,4.0,21.0,167.0,22.0,13.0,42.0,11.0,127.0,27.0,341.0,18.0,13.0,220.0,16.0,10.0,92.0,16.0,6.0,1.0,8.0,96.0,666.0,1.0,15.0,83.0,12.0,7.1056,13.0,22.0,2.0,11.0,11.0,,,,,,,2.0,,7.0,2.0,2.0,5.0,,,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
