playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,iboxTarget,shotsOnTargetInBox,leftFootGoals,goalAssists,successfulLayoffs,setPiecesGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,secondGoalAssists,expectedGoalsFreekick,unsuccessfulLayoffs,headedGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,ownGoalScored,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,penaltiesTaken,penaltyGoals
462381,Filip Marschall,Goalkeeper,A Villa,7,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232653,Jacob Ramsey,Midfielder,A Villa,7,England,2022-23,174.0,4.0,2.8562,91.0,0.0,9.0,13.0,2.0,3.9524,69.0,24.0,3.0,125.0,35.0,47.0,31.0,141.0,14.0,864.0,6.0,2.0,1.0,3.0,4.0,,51.0,5.0,2.0,4.0,2644.0,35.0,162.0,3.0,1.0,66.0,146.0,704.0,,89.0,,4.0,34.0598,35.0,1.0,29.0,33.0,6.0,139.0,245.0,45.0,2.0,336.0,40.0,5.0,225.0,141.0,35.0,2.0,4.0,30.0,32.0,443.0,30.0,14.0,69.0,6.0,285.0,16.0,0.0,862.0,11.0,20.0,294.0,39.0,32.0,8.0,193.0,35.0,23.0,,1.0,19.0,201.0,1359.0,1.0,15.0,3.0,10.0,284.0,24.0,,5.0314,5.0,16.0,36.0,5.0,5.0,2.0,7.0,18.0,,,,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
481283,James Wright,Goalkeeper,A Villa,7,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476344,Jhon Durán,Forward,A Villa,7,Colombia,2022-23,25.0,,0.0356,6.0,0.0,2.0,2.0,1.0,0.3005,2.0,5.0,,11.0,12.0,3.0,,11.0,2.0,26.0,,3.0,,1.0,12.0,,17.0,,,,126.0,10.0,13.0,,,1.0,6.0,14.0,,6.0,,1.0,3.1452,1.0,,2.0,4.0,1.0,15.0,3.0,3.0,0.0,38.0,,,7.0,5.0,12.0,,,,1.0,10.0,4.0,2.0,4.0,1.0,21.0,7.0,0.0,24.0,3.0,2.0,26.0,2.0,1.0,,8.0,9.0,2.0,,,1.0,8.0,65.0,1.0,,1.0,,5.0,3.0,1.0,0.5705,1.0,,2.0,2.0,2.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
122806,John McGinn,Midfielder,A Villa,7,Scotland,2022-23,148.0,7.0,3.3343,74.0,0.0,13.0,11.0,3.0,1.6339,66.0,29.0,11.0,143.0,34.0,42.0,30.0,179.0,17.0,970.0,1.0,,1.0,10.0,4.0,25.0,43.0,8.0,4.0,13.0,2695.0,21.0,200.0,3.0,,59.0,178.0,727.0,4.0,48.0,,3.0,28.7641,15.0,1.0,15.0,31.0,3.0,127.0,169.0,66.0,0.0,348.0,39.0,0.0,303.0,176.0,34.0,4.0,,30.0,14.0,522.0,28.0,37.0,49.0,3.0,305.0,22.0,0.0,941.0,18.0,13.0,333.0,36.0,46.0,4.0,348.0,41.0,24.0,14.0,,64.0,150.0,1497.0,1.0,8.0,10.0,6.0,282.0,25.0,1.0,2.4022,7.0,36.0,41.0,6.0,6.0,1.0,3.0,18.0,,,,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,2.0,,
537403,Kadan Young,Forward,A Villa,7,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151589,Leander Dendoncker,Midfielder,A Villa,7,Belgium,2022-23,35.0,1.0,0.1319,26.0,0.0,1.0,2.0,1.0,,23.0,4.0,,37.0,24.0,19.0,9.0,46.0,2.0,378.0,,,,1.0,15.0,,25.0,3.0,,1.0,901.0,13.0,39.0,1.0,,27.0,27.0,317.0,,12.0,,1.0,9.7544,7.0,3.0,16.0,14.0,,22.0,119.0,1.0,0.0,74.0,17.0,,87.0,52.0,24.0,,,12.0,3.0,144.0,13.0,2.0,8.0,,49.0,12.0,0.0,371.0,2.0,4.0,68.0,11.0,3.0,4.0,94.0,1.0,19.0,,,15.0,78.0,507.0,1.0,5.0,1.0,4.0,189.0,,,0.068,0.0,9.0,18.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215711,Leon Bailey,Forward,A Villa,7,Jamaica,2022-23,199.0,21.0,4.8111,47.0,0.0,19.0,14.0,2.0,3.0921,14.0,32.0,4.0,127.0,33.0,17.0,26.0,136.0,61.0,441.0,4.0,9.0,0.0,5.0,7.0,18.0,70.0,,4.0,23.0,1983.0,46.0,107.0,1.0,1.0,44.0,83.0,286.0,1.0,99.0,1.0,3.0,31.0308,26.0,,11.0,32.0,14.0,153.0,40.0,22.0,1.0,306.0,13.0,4.0,107.0,72.0,33.0,4.0,,8.0,55.0,220.0,31.0,73.0,107.0,14.0,236.0,24.0,0.0,425.0,18.0,21.0,367.0,6.0,47.0,,142.0,29.0,6.0,12.0,,19.0,152.0,920.0,9.0,22.0,5.0,3.0,108.0,15.0,,5.1738,4.0,9.0,30.0,6.0,6.0,4.0,4.0,7.0,,3.0,3.0,4.0,1.0,0.1379,1.0,,,,,,,,,,,,,,,,,,,,,
101188,Lucas Digne,Defender,A Villa,7,France,2022-23,71.0,17.0,1.9224,27.0,0.0,1.0,3.0,,0.6774,30.0,7.0,,112.0,28.0,18.0,18.0,151.0,46.0,707.0,1.0,2.0,0.0,,10.0,12.0,43.0,2.0,1.0,19.0,1499.0,17.0,84.0,1.0,1.0,36.0,58.0,528.0,1.0,24.0,21.0,1.0,19.356,18.0,4.0,39.0,25.0,1.0,54.0,251.0,23.0,1.0,155.0,13.0,1.0,286.0,86.0,28.0,1.0,,18.0,11.0,303.0,24.0,58.0,23.0,1.0,112.0,26.0,0.0,686.0,4.0,5.0,270.0,12.0,5.0,5.0,15.0,19.0,18.0,8.0,,28.0,155.0,1138.0,121.0,8.0,,18.0,272.0,9.0,2.0,0.4026,5.0,39.0,56.0,1.0,1.0,1.0,,1.0,1.0,4.0,4.0,,,0.2372,,,,,,,,,,,1.0,,,,,,,,,,,
184704,Marvelous Nakamba,Midfielder,A Villa,7,Zimbabwe,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199796,Matty Cash,Defender,A Villa,7,Poland,2022-23,60.0,12.0,0.9399,31.0,0.0,3.0,1.0,,0.4208,55.0,4.0,2.0,103.0,26.0,19.0,20.0,167.0,34.0,781.0,,2.0,,2.0,6.0,,25.0,3.0,1.0,12.0,1820.0,13.0,98.0,4.0,1.0,39.0,86.0,575.0,,12.0,25.0,3.0,22.649,7.0,5.0,37.0,29.0,1.0,47.0,24.0,15.0,0.0,158.0,15.0,,327.0,108.0,26.0,1.0,,23.0,10.0,287.0,25.0,34.0,17.0,1.0,133.0,12.0,0.0,763.0,3.0,7.0,271.0,32.0,16.0,5.0,244.0,21.0,26.0,,,39.0,186.0,1273.0,151.0,5.0,2.0,26.0,339.0,15.0,2.0,0.1967,4.0,64.0,55.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122775,Morgan Sanson,Midfielder,A Villa,7,France,2022-23,1.0,,0.0008,,0.0,,,,,2.0,,,2.0,2.0,,,2.0,,7.0,,,,,2.0,,1.0,,,,10.0,1.0,4.0,,,,4.0,5.0,,,,,0.6879,,,,1.0,,,,2.0,0.0,5.0,,,2.0,1.0,2.0,,,1.0,,3.0,1.0,,,,4.0,,0.0,7.0,,,3.0,1.0,,,1.0,,,,,,4.0,12.0,,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516159,Oliwier Zych,Goalkeeper,A Villa,7,Poland,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178301,Ollie Watkins,Forward,A Villa,7,England,2022-23,218.0,3.0,2.6661,83.0,0.0,16.0,47.0,1.0,13.4055,19.0,70.0,,164.0,37.0,38.0,36.0,166.0,6.0,551.0,15.0,18.0,7.0,1.0,1.0,,170.0,9.0,3.0,3.0,3134.0,100.0,148.0,4.0,,30.0,78.0,380.0,,175.0,,5.0,39.3488,25.0,,39.0,40.0,15.0,118.0,156.0,39.0,4.0,366.0,17.0,8.0,117.0,59.0,37.0,3.0,9.0,6.0,36.0,296.0,36.0,6.0,75.0,15.0,196.0,70.0,0.0,545.0,23.0,24.0,333.0,13.0,20.0,4.0,100.0,26.0,10.0,,1.0,5.0,178.0,1023.0,3.0,10.0,1.0,1.0,92.0,9.0,,16.5252,4.0,2.0,33.0,29.0,29.0,3.0,6.0,39.0,,,,5.0,,,10.0,3.0,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
84583,Philippe Coutinho,Midfielder,A Villa,7,Brazil,2022-23,69.0,2.0,0.7706,20.0,0.0,5.0,8.0,3.0,1.2835,18.0,16.0,5.0,69.0,20.0,5.0,7.0,77.0,7.0,358.0,1.0,2.0,0.0,3.0,13.0,6.0,16.0,1.0,4.0,2.0,783.0,13.0,50.0,2.0,,17.0,47.0,271.0,,26.0,,,5.0214,8.0,,1.0,9.0,2.0,56.0,107.0,14.0,0.0,119.0,10.0,1.0,103.0,41.0,20.0,4.0,1.0,4.0,15.0,208.0,7.0,17.0,32.0,2.0,103.0,3.0,0.0,343.0,8.0,7.0,154.0,14.0,15.0,1.0,63.0,16.0,4.0,4.0,,10.0,85.0,548.0,5.0,6.0,3.0,3.0,75.0,12.0,,1.3786,3.0,8.0,12.0,3.0,3.0,,,16.0,,2.0,2.0,1.0,,0.0746,,,,,,,,,,,,,,,,,,,,,,
111782,Robin Olsen,Goalkeeper,A Villa,7,Sweden,2022-23,2.0,,0.0037,,0.0,,,,,,,,1.0,4.0,,2.0,53.0,,111.0,,,,,2.0,,,1.0,,,280.0,,,1.0,,1.0,,39.0,,,,1.0,6.3386,,,2.0,8.0,,2.0,17.0,,0.0,2.0,,,72.0,34.0,4.0,,,,,11.0,7.0,,,,2.0,,0.0,65.0,,,58.0,,,,22.0,,,,,19.0,,152.0,,,,16.0,47.0,,,,0.0,52.0,11.0,,,,,,,,,,,,,,,5.0,4.0,28.0,1.0,1.0,,1.0,,11.0,1.0,,,32.0,14.0,3.0,7.0,,,
479641,Sebastian Revan,Midfielder,A Villa,7,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514287,Sil Swinkels,Defender,A Villa,7,Netherlands,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490094,Tim Iroegbunam,Midfielder,A Villa,7,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515599,Tommi O'Reilly,Midfielder,A Villa,7,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534836,Travis Patterson,Defender,A Villa,7,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149484,Tyrone Mings,Defender,A Villa,7,England,2022-23,64.0,1.0,0.9344,38.0,0.0,3.0,2.0,1.0,0.9354,15.0,4.0,1.0,142.0,35.0,22.0,35.0,277.0,2.0,1887.0,1.0,3.0,0.0,,,,86.0,12.0,,1.0,3150.0,24.0,104.0,3.0,,29.0,42.0,1505.0,,22.0,,4.0,39.7064,3.0,9.0,158.0,40.0,3.0,40.0,665.0,22.0,1.0,168.0,19.0,1.0,739.0,174.0,35.0,,,8.0,3.0,464.0,37.0,2.0,10.0,3.0,82.0,62.0,0.0,1808.0,2.0,1.0,301.0,7.0,6.0,21.0,357.0,18.0,54.0,,3.0,105.0,126.0,2268.0,6.0,,,51.0,1147.0,12.0,,1.166,7.0,135.0,112.0,1.0,1.0,,2.0,,,,,,,,,1.0,,,,15.0,,,,,1.0,,,,,15.0,,,,1.0,,
248164,Viljami Sinisalo,Goalkeeper,A Villa,7,Finland,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106468,Álex Moreno,Defender,A Villa,7,Spain,2022-23,94.0,15.0,2.5843,30.0,0.0,3.0,3.0,5.0,0.2499,23.0,10.0,1.0,98.0,19.0,11.0,14.0,119.0,33.0,579.0,,,,2.0,5.0,,21.0,4.0,1.0,15.0,1335.0,12.0,66.0,1.0,,47.0,57.0,451.0,,48.0,10.0,2.0,14.4019,19.0,2.0,30.0,10.0,1.0,82.0,199.0,11.0,0.0,160.0,15.0,,186.0,69.0,19.0,1.0,,9.0,27.0,204.0,9.0,33.0,42.0,1.0,139.0,9.0,0.0,561.0,7.0,14.0,249.0,14.0,23.0,3.0,19.0,17.0,7.0,,1.0,9.0,175.0,1004.0,106.0,10.0,2.0,16.0,271.0,10.0,,0.5706,3.0,21.0,49.0,2.0,2.0,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
