playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throughBalls,foulWonPenalty,cleanSheets,penaltiesConceded,throwInsToOppositionPlayer,penaltyGoalsConceded,handballsConceded,catches,savesMadeFromOutsideBox,goalKicks,penaltiesFaced,punches,savesMade,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,lastPlayerTackle,clearancesOffTheLine,rightFootGoals,headedGoals,penaltiesSaved,savesMadeCaught,savesFromPenalty,goalkeeperSmother,setPiecesGoals,successfulCornersIntoBox,ownGoalScored,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,secondGoalAssists,expectedGoalsFreekick,cornersTakenInclShortCorners,penaltiesTaken,penaltyGoals
154043,Ainsley Maitland-Niles,Midfielder,Southampton,20,England,2022-23,57.0,6.0,0.7452,21.0,0.0,,1.0,3.0,0.2168,45.0,1.0,86.0,22.0,,2.0,11.0,13.0,118.0,14.0,624.0,,,,,9.0,26.0,1.0,6.0,,1403.0,,,11.0,85.0,4.0,33.0,70.0,479.0,8.0,15.4855,10.0,3.0,40.0,31.0,,46.0,95.0,8.0,0.0,142.0,21.0,,247.0,90.0,22.0,1.0,21.0,,5.0,232.0,27.0,14.0,18.0,,116.0,15.0,0.0,613.0,,3.0,195.0,24.0,17.0,7.0,187.0,13.0,22.0,27.0,95.0,960.0,53.0,6.0,,,12.0,280.0,10.0,0.02,3.0,32.0,37.0,2.0,1.0,1.0,1.0,13.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502697,Charly Alcaraz,Midfielder,Southampton,20,Argentina,2022-23,92.0,,0.7195,12.0,0.0,6.0,10.0,3.0,2.4142,10.0,18.0,54.0,18.0,2.0,12.0,2.0,13.0,62.0,4.0,283.0,4.0,2.0,2.0,3.0,5.0,35.0,3.0,,3.0,1034.0,3.0,1.0,28.0,47.0,1.0,19.0,40.0,215.0,23.0,16.348,3.0,,11.0,25.0,3.0,64.0,86.0,17.0,1.0,139.0,9.0,2.0,67.0,53.0,18.0,3.0,5.0,,11.0,124.0,24.0,4.0,35.0,3.0,104.0,7.0,0.0,275.0,8.0,5.0,136.0,5.0,13.0,5.0,47.0,16.0,1.0,6.0,83.0,473.0,1.0,11.0,1.0,3.0,4.0,97.0,4.0,1.8791,3.0,8.0,17.0,2.0,,,,,1.0,2.0,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,
240143,Ibrahima Diallo,Midfielder,Southampton,20,France,2022-23,48.0,,0.1323,18.0,0.0,2.0,,,,25.0,4.0,62.0,18.0,,4.0,8.0,11.0,81.0,4.0,398.0,,,,2.0,7.0,24.0,,,,815.0,,,9.0,55.0,1.0,19.0,40.0,305.0,4.0,11.4331,4.0,1.0,11.0,19.0,,39.0,94.0,7.0,0.0,103.0,10.0,,113.0,82.0,18.0,,10.0,,5.0,154.0,18.0,4.0,15.0,,79.0,15.0,0.0,391.0,4.0,,115.0,15.0,8.0,1.0,113.0,18.0,6.0,12.0,78.0,522.0,,7.0,,2.0,9.0,163.0,8.0,0.1963,4.0,19.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101178,James Ward-Prowse,Midfielder,Southampton,20,England,2022-23,163.0,17.0,5.3073,84.0,0.0,11.0,20.0,,7.3718,65.0,33.0,207.0,38.0,4.0,12.0,46.0,38.0,282.0,47.0,1920.0,9.0,,6.0,11.0,,96.0,7.0,70.0,4.0,3372.0,4.0,2.0,52.0,136.0,6.0,56.0,92.0,1572.0,29.0,45.3576,70.0,4.0,45.0,72.0,,111.0,470.0,19.0,2.0,299.0,20.0,3.0,577.0,222.0,38.0,7.0,28.0,,12.0,983.0,66.0,171.0,34.0,,203.0,44.0,0.0,1776.0,13.0,25.0,520.0,37.0,8.0,10.0,535.0,34.0,55.0,66.0,338.0,2565.0,8.0,2.0,2.0,11.0,36.0,725.0,23.0,5.8071,6.0,75.0,81.0,2.0,,4.0,,,2.0,1.0,,,,,,,,,,,,,,,8.0,1.0,,,,,3.0,37.0,1.0,17.0,17.0,90.0,2.0,0.8063,145.0,4.0,2.0
193204,Joe Aribo,Midfielder,Southampton,20,Nigeria,2022-23,108.0,,0.4591,40.0,0.0,5.0,8.0,1.0,2.278,30.0,9.0,94.0,21.0,,13.0,15.0,13.0,97.0,8.0,375.0,2.0,,0.0,,8.0,73.0,,,6.0,1228.0,6.0,,43.0,91.0,4.0,29.0,61.0,273.0,49.0,12.7274,9.0,,11.0,24.0,5.0,65.0,73.0,13.0,0.0,199.0,13.0,2.0,115.0,76.0,21.0,,10.0,1.0,21.0,178.0,20.0,8.0,44.0,5.0,126.0,30.0,0.0,368.0,1.0,4.0,183.0,20.0,18.0,1.0,78.0,10.0,10.0,5.0,109.0,617.0,2.0,10.0,,,3.0,100.0,8.0,1.6996,2.0,3.0,20.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
494541,Kamari Doyle,Midfielder,Southampton,20,England,2022-23,3.0,,0.0002,,0.0,,,,,,,,1.0,,,,,,,5.0,,,,,1.0,1.0,,,,6.0,,,1.0,,,,,5.0,,0.0831,,,,,,2.0,,,0.0,3.0,,,,,1.0,,,,1.0,1.0,,,2.0,,2.0,,0.0,5.0,,,2.0,,,,1.0,,,,4.0,7.0,,,,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96787,Mohamed Elyounoussi,Midfielder,Southampton,20,Norway,2022-23,170.0,10.0,1.6743,50.0,0.0,10.0,11.0,7.0,2.7459,47.0,26.0,160.0,33.0,1.0,16.0,22.0,27.0,180.0,23.0,581.0,1.0,3.0,1.0,6.0,6.0,82.0,2.0,10.0,8.0,2178.0,8.0,,45.0,130.0,5.0,59.0,93.0,381.0,57.0,28.1288,17.0,3.0,33.0,45.0,4.0,125.0,151.0,18.0,0.0,300.0,37.0,0.0,205.0,132.0,33.0,2.0,19.0,,20.0,267.0,40.0,24.0,58.0,4.0,218.0,37.0,0.0,577.0,15.0,7.0,310.0,28.0,28.0,3.0,95.0,41.0,27.0,20.0,130.0,1029.0,15.0,18.0,,6.0,13.0,144.0,23.0,3.5398,4.0,20.0,51.0,7.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,
514356,Roméo Lavia,Midfielder,Southampton,20,Belgium,2022-23,113.0,,0.6079,69.0,0.0,6.0,3.0,3.0,0.4785,60.0,6.0,111.0,29.0,,9.0,33.0,26.0,135.0,1.0,991.0,1.0,,0.0,6.0,3.0,18.0,2.0,2.0,,2230.0,,,10.0,145.0,3.0,58.0,137.0,809.0,2.0,32.2721,16.0,1.0,23.0,50.0,,103.0,311.0,48.0,0.0,258.0,36.0,1.0,282.0,187.0,29.0,2.0,25.0,,13.0,451.0,47.0,1.0,44.0,,240.0,8.0,0.0,984.0,3.0,1.0,209.0,35.0,30.0,11.0,244.0,28.0,33.0,47.0,154.0,1388.0,1.0,12.0,,6.0,6.0,407.0,16.0,0.3845,9.0,24.0,48.0,5.0,1.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,1.0,,4.0,,
490503,Samuel Edozie,Midfielder,Southampton,20,England,2022-23,46.0,2.0,0.425,16.0,0.0,4.0,3.0,5.0,0.528,17.0,4.0,38.0,17.0,,3.0,6.0,5.0,43.0,9.0,152.0,,1.0,,1.0,12.0,18.0,2.0,2.0,1.0,559.0,1.0,,12.0,58.0,2.0,19.0,52.0,107.0,35.0,4.5068,8.0,1.0,6.0,9.0,3.0,34.0,45.0,22.0,0.0,104.0,7.0,,39.0,30.0,17.0,2.0,7.0,,16.0,81.0,7.0,9.0,29.0,3.0,86.0,6.0,0.0,152.0,1.0,8.0,111.0,10.0,13.0,,30.0,1.0,6.0,2.0,38.0,320.0,,5.0,,1.0,5.0,30.0,,0.869,0.0,5.0,16.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91047,Stuart Armstrong,Midfielder,Southampton,20,Scotland,2022-23,98.0,8.0,2.8443,40.0,0.0,10.0,7.0,4.0,1.5438,32.0,13.0,100.0,32.0,1.0,9.0,14.0,14.0,114.0,25.0,623.0,2.0,1.0,1.0,4.0,18.0,14.0,2.0,10.0,3.0,1405.0,3.0,,8.0,83.0,1.0,42.0,77.0,494.0,38.0,24.9718,17.0,2.0,9.0,34.0,6.0,90.0,149.0,20.0,0.0,181.0,18.0,1.0,169.0,83.0,32.0,2.0,11.0,,21.0,335.0,33.0,27.0,49.0,6.0,167.0,6.0,0.0,601.0,6.0,16.0,226.0,21.0,25.0,,141.0,17.0,10.0,15.0,164.0,932.0,12.0,14.0,1.0,4.0,4.0,184.0,11.0,2.3632,6.0,14.0,35.0,3.0,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,1.0,,,2.0,,
