playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,groundDuelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,substituteOn,successfulCrossesAndCorners,totalTouchesInOppositionBox,throwInsToOppositionPlayer,tacklesLost,leftFootGoals,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,blocks,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,expectedGoals,expectedGoalsFreekick,offsides,oboxBlocked,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCornersIntoBox,shotsBlockedInBox,oboxTarget,rightFootGoals,unsuccessfulDribbles,freekickTotal,iboxBlocked,attemptsFromSetPieces,unsuccessfulCornersIntoBox,shotsBlockedOutsideBox,handballsConceded,iboxTarget,shotsOnTargetInBox,headedGoals,hitWoodwork,penaltiesConceded,ownGoalScored,redCards2ndYellow,unsuccessfulLayoffs,setPiecesGoals,secondGoalAssists,foulWonPenalty,penaltiesTaken,penaltyGoals,otherGoals
78056,Oriol Romeu,Midfielder,Southampton U21,12945,Spain,2019-20,130.0,,1.0056,0.0,,55.0,,150.0,30.0,20.0,208.0,1075.0,0.0,,81.0,3.0,,1858.0,39.0,126.0,3.0,41.0,84.0,821.0,,,2.0,33.6123,19.0,4.0,30.0,38.0,272.0,,16.0,0.0,256.0,22.0,0.0,,354.0,152.0,30.0,,,459.0,35.0,175.0,42.0,0.0,,1064.0,233.0,35.0,13.0,,,293.0,39.0,46.0,1340.0,35.0,411.0,,5.0,58.0,58.0,91.0,3.0,5.0,,,3.0,1.0,,11.0,3.0,,10.0,3.0,4.0,,20.0,,3.0,7.0,3.0,3.0,13.0,34.0,156.0,,7.0,29.0,0.245,,1.0,3.0,,,,2.0,,,3.0,,2.0,,,3.0,2.0,,,,,,,,1.0,,,,,,
101178,James Ward-Prowse,Midfielder,Burnley,90,England,2019-20,202.0,,5.8558,0.0,,92.0,,230.0,38.0,38.0,318.0,1667.0,3.0,,138.0,9.0,,3420.0,65.0,218.0,5.0,57.0,145.0,1268.0,,,3.0,56.2336,59.0,11.0,71.0,60.0,368.0,,43.0,1.0,420.0,34.0,2.0,,551.0,249.0,38.0,,,820.0,55.0,282.0,73.0,0.0,,1555.0,599.0,48.0,14.0,,,428.0,57.0,81.0,2520.0,44.0,587.0,,9.0,88.0,81.0,137.0,9.0,14.0,26.0,7.911,43.0,2.0,3.0,17.0,42.0,5.0,,58.0,43.0,12.0,44.0,1.0,207.0,28.0,17.0,29.0,14.0,60.0,320.0,38.0,,38.0,7.5981,1.6605,,12.0,183.0,17.0,41.0,2.0,17.0,4.0,7.0,24.0,2.0,24.0,135.0,12.0,2.0,4.0,4.0,,1.0,,,,,2.0,1.0,1.0,3.0,1.0,
91047,Stuart Armstrong,Midfielder,Sheffield Wednesday,19,Scotland,2019-20,131.0,,1.4448,0.0,,32.0,,118.0,30.0,19.0,133.0,579.0,4.0,,44.0,3.0,,1713.0,30.0,95.0,3.0,48.0,81.0,434.0,,,2.0,26.6298,15.0,2.0,22.0,25.0,83.0,,20.0,0.0,226.0,18.0,1.0,,160.0,106.0,30.0,,,320.0,22.0,182.0,14.0,0.0,,571.0,260.0,19.0,30.0,,,206.0,25.0,12.0,963.0,7.0,131.0,,4.0,15.0,46.0,101.0,5.0,11.0,20.0,3.8506,35.0,2.0,3.0,13.0,18.0,5.0,11.0,5.0,44.0,,13.0,2.0,18.0,48.0,15.0,18.0,4.0,11.0,130.0,13.0,12.0,17.0,2.8474,,4.0,9.0,,9.0,,2.0,9.0,3.0,23.0,,2.0,,,9.0,,6.0,6.0,,,,,,1.0,,,,,,
214466,Will Smallbone,Midfielder,Millwall,103,Ireland,2019-20,27.0,,0.1598,0.0,,10.0,,29.0,9.0,4.0,33.0,207.0,0.0,,20.0,,,393.0,17.0,19.0,,8.0,16.0,162.0,,,,4.663,1.0,,1.0,4.0,44.0,,6.0,0.0,46.0,6.0,0.0,,47.0,32.0,9.0,,,95.0,4.0,26.0,3.0,0.0,,201.0,47.0,5.0,,,,67.0,2.0,12.0,263.0,1.0,80.0,,0.0,4.0,6.0,10.0,1.0,2.0,,,4.0,,2.0,4.0,4.0,,5.0,1.0,7.0,1.0,5.0,,4.0,3.0,4.0,3.0,1.0,1.0,49.0,1.0,4.0,2.0,0.2644,,,1.0,,,,1.0,,,1.0,,1.0,,,1.0,,,,,1.0,,,,2.0,,,,,,
132015,Pierre-Emile Højbjerg,Midfielder,Tottenham Hotspur,6,Denmark,2019-20,178.0,,1.6864,0.0,,80.0,,273.0,33.0,30.0,400.0,1824.0,0.0,,98.0,7.0,,2750.0,43.0,210.0,5.0,63.0,155.0,1318.0,,,3.0,46.5491,29.0,17.0,49.0,51.0,418.0,,36.0,0.0,388.0,39.0,0.0,,672.0,325.0,33.0,,,797.0,46.0,290.0,55.0,0.0,,1770.0,531.0,49.0,40.0,,,435.0,46.0,106.0,2385.0,84.0,636.0,,5.0,127.0,94.0,135.0,9.0,10.0,11.0,2.3183,36.0,4.0,1.0,15.0,18.0,,3.0,9.0,40.0,3.0,31.0,,18.0,38.0,25.0,10.0,5.0,46.0,299.0,14.0,1.0,33.0,3.2507,,1.0,6.0,1.0,6.0,,4.0,6.0,,12.0,,4.0,,,6.0,,5.0,5.0,,,1.0,,,1.0,,,,,,
449781,Alexandre Jankewitz,Midfielder,Young Boys,1963,Switzerland,2019-20,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
