playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,penaltiesTaken,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,penaltyGoals,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedGoalsFreekick,goalAssists,cornersTakenInclShortCorners,successfulCrossesAndCorners,successfulCornersIntoBox,penaltyGoalsConceded,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,penaltiesConceded,headedGoals,hitWoodwork,throwInsToOppositionPlayer,clearancesOffTheLine,ownGoalScored,leftFootGoals,secondGoalAssists,otherGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
432793,Ali Koiki,Defender,Burnley,90,England,2019-20,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195471,Anthony Glennon,Defender,Burnley,90,England,2019-20,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83312,Ben Gibson,Defender,Burnley,90,England,2019-20,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51927,Ben Mee,Defender,Burnley,90,England,2019-20,0.0,0.0,7.0,125.0,1.2149,4.0,7.0,1.2926,41.0,13.0,,170.0,32.0,,,32.0,359.0,2.0,1259.0,1.0,3.0,,,221.0,13.0,,6.0,2880.0,6.0,,90.0,195.0,8.0,22.0,64.0,798.0,46.0,40.301,8.0,34.0,160.0,45.0,4.0,35.0,328.0,21.0,320.0,11.0,603.0,175.0,32.0,,,,19.0,1.0,283.0,37.0,2.0,4.0,99.0,131.0,1214.0,6.0,4.0,384.0,22.0,6.0,31.0,249.0,25.0,42.0,,102.0,79.0,1676.0,7.0,,,78.0,618.0,15.0,1.0,1.6607,189.0,95.0,1.0,,1.0,,1.0,,4.0,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
461102,Bobby Thomas,Defender,Burnley,90,England,2019-20,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103914,Charlie Taylor,Defender,Burnley,90,England,2019-20,0.0,0.0,3.0,95.0,1.0285,,,,39.0,1.0,,120.0,24.0,1.0,,22.0,223.0,68.0,716.0,,2.0,,2.0,75.0,10.0,,,1946.0,,,30.0,130.0,2.0,52.0,85.0,459.0,9.0,24.1193,11.0,9.0,62.0,18.0,,65.0,196.0,28.0,225.0,20.0,345.0,110.0,24.0,,,,15.0,21.0,282.0,16.0,68.0,,150.0,45.0,706.0,1.0,15.0,387.0,24.0,18.0,9.0,33.0,17.0,29.0,,34.0,142.0,1407.0,237.0,2.0,,41.0,231.0,8.0,1.0,0.0297,103.0,62.0,20.0,,1.0,,20.0,,3.0,,,,,,,33.0,1.0,,,,,,,,,,,,,,,,,,,
39487,Erik Pieters,Defender,Burnley,90,Netherlands,2019-20,0.0,0.0,2.0,94.0,1.7612,1.0,3.0,0.1835,55.0,13.0,3.0,140.0,24.0,1.0,,21.0,207.0,30.0,746.0,,,,3.0,52.0,6.0,2.0,1.0,1877.0,1.0,,19.0,111.0,7.0,51.0,78.0,510.0,14.0,26.261,14.0,7.0,48.0,35.0,1.0,75.0,273.0,20.0,205.0,27.0,289.0,97.0,24.0,,2.0,,22.0,8.0,294.0,28.0,30.0,1.0,153.0,33.0,738.0,10.0,12.0,306.0,33.0,4.0,4.0,50.0,21.0,28.0,,29.0,134.0,1260.0,151.0,4.0,,27.0,256.0,13.0,,0.5145,67.0,53.0,11.0,,4.0,,11.0,,1.0,,,,1.0,,,23.0,,,,,,,,,,,,,,,,,,,,
40145,Jack Cork,Defender,Burnley,90,England,2019-20,0.0,0.0,1.0,195.0,1.1317,8.0,6.0,0.9061,35.0,10.0,1.0,154.0,30.0,11.0,,30.0,204.0,5.0,922.0,,1.0,3.0,,124.0,10.0,2.0,4.0,2616.0,4.0,1.0,69.0,138.0,8.0,36.0,83.0,670.0,28.0,38.1725,12.0,9.0,45.0,41.0,5.0,126.0,252.0,25.0,333.0,22.0,271.0,171.0,30.0,,2.0,,11.0,7.0,413.0,33.0,5.0,5.0,209.0,55.0,922.0,4.0,2.0,307.0,24.0,25.0,12.0,255.0,33.0,28.0,,48.0,144.0,1321.0,5.0,6.0,3.0,31.0,306.0,21.0,,1.9914,50.0,50.0,1.0,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17761,James Tarkowski,Defender,Burnley,90,England,2019-20,0.0,0.0,10.0,144.0,2.1918,6.0,5.0,1.117,66.0,15.0,,235.0,38.0,,,38.0,395.0,4.0,1352.0,2.0,3.0,,,272.0,15.0,,3.0,3420.0,3.0,,73.0,308.0,9.0,25.0,109.0,852.0,73.0,46.2633,13.0,25.0,200.0,50.0,6.0,71.0,288.0,32.0,452.0,16.0,617.0,179.0,38.0,,,1.0,23.0,,290.0,41.0,4.0,6.0,180.0,199.0,1329.0,10.0,5.0,428.0,43.0,13.0,47.0,349.0,49.0,63.0,,105.0,98.0,1904.0,4.0,,,80.0,667.0,24.0,,2.1561,160.0,124.0,,,2.0,,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
218023,Jimmy Dunne,Defender,Burnley,90,Ireland,2019-20,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41674,Kevin Long,Defender,Burnley,90,Ireland,2019-20,0.0,0.0,0.0,35.0,0.0185,1.0,,,7.0,1.0,,31.0,8.0,,,6.0,52.0,,200.0,,,,2.0,51.0,2.0,,,562.0,,,23.0,40.0,1.0,6.0,12.0,137.0,3.0,6.0581,,1.0,30.0,5.0,1.0,12.0,38.0,6.0,75.0,2.0,92.0,23.0,8.0,,,,2.0,,31.0,4.0,,1.0,24.0,28.0,199.0,1.0,1.0,53.0,5.0,1.0,7.0,52.0,9.0,4.0,,11.0,18.0,265.0,1.0,,,11.0,117.0,3.0,,0.1709,21.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68983,Matthew Lowton,Defender,Burnley,90,England,2019-20,0.0,0.0,2.0,47.0,0.9575,,,,41.0,1.0,2.0,78.0,17.0,1.0,,17.0,173.0,36.0,551.0,,,,,36.0,6.0,,,1530.0,,,14.0,82.0,5.0,28.0,60.0,337.0,7.0,24.6963,10.0,12.0,52.0,31.0,,33.0,16.0,10.0,129.0,14.0,270.0,72.0,17.0,,,,19.0,6.0,219.0,26.0,36.0,,93.0,22.0,543.0,1.0,10.0,269.0,22.0,9.0,6.0,171.0,14.0,27.0,,41.0,94.0,977.0,122.0,,,41.0,168.0,9.0,,0.0286,95.0,30.0,9.0,,1.0,,9.0,,3.0,,,,1.0,,,32.0,,,,,,,,,,,,,,,,,,,,
