playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,foulWonPenalty,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,penaltiesTaken,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,penaltyGoals,successfulLongPasses,backwardPasses,touches,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,goalAssists,cornersTakenInclShortCorners,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,hitWoodwork,punches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,throwInsToOppositionPlayer,clearancesOffTheLine,otherGoals,throughBalls,ownGoalScored,lastPlayerTackle,penaltiesConceded,catches,savesMadeCaught,penaltiesFaced,goalkeeperSmother,drops,crossesNotClaimed
195471,Anthony Glennon,Defender,Burnley,90,England,2020-21,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51927,Ben Mee,Defender,Burnley,90,England,2020-21,0.0,0.0,3.0,99.0,,0.245,63.0,1.0,7.0,,1.3226,32.0,21.0,170.0,30.0,,,33.0,30.0,324.0,,1122.0,2.0,1.0,0.0,,,176.0,9.0,1.0,,4.0,2694.0,4.0,,66.0,163.0,2.0,19.0,53.0,688.0,46.0,2.0,38.2231,6.0,27.0,148.0,41.0,1.0,33.0,292.0,19.0,1.0,262.0,9.0,2.0,542.0,170.0,30.0,,1.0,,17.0,,2.0,249.0,39.0,2.0,,4.0,1.0,86.0,110.0,1089.0,14.0,3.0,341.0,15.0,4.0,45.0,208.0,15.0,43.0,,110.0,80.0,1506.0,1.0,,61.0,549.0,8.0,,2.3086,154.0,95.0,,,,,,,,4.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,
103914,Charlie Taylor,Defender,Burnley,90,England,2020-21,0.0,0.0,1.0,90.0,20.0,1.8049,65.0,1.0,2.0,6.0,0.2486,48.0,2.0,150.0,29.0,1.0,,34.0,28.0,294.0,85.0,990.0,,1.0,0.0,,1.0,69.0,8.0,2.0,20.0,,2429.0,,1.0,30.0,146.0,4.0,45.0,107.0,635.0,11.0,3.0,36.8443,11.0,14.0,73.0,42.0,1.0,60.0,271.0,34.0,0.0,236.0,17.0,0.0,463.0,140.0,29.0,,2.0,,20.0,,22.0,371.0,38.0,,85.0,31.0,1.0,167.0,39.0,974.0,,15.0,478.0,28.0,25.0,19.0,60.0,9.0,29.0,,61.0,196.0,1712.0,3.0,,75.0,345.0,4.0,1.0,0.1192,144.0,75.0,,1.0,,,,,,206.0,,,,,,,,,,38.0,,,,,,,,,,,,
39487,Erik Pieters,Defender,Burnley,90,Netherlands,2020-21,0.0,0.0,1.0,69.0,,0.5403,49.0,1.0,3.0,,0.3276,30.0,3.0,66.0,20.0,,1.0,23.0,13.0,121.0,15.0,472.0,,1.0,0.0,,7.0,22.0,2.0,2.0,,1.0,1262.0,1.0,,9.0,70.0,2.0,35.0,57.0,324.0,9.0,2.0,19.7133,4.0,7.0,27.0,19.0,1.0,60.0,129.0,21.0,0.0,139.0,21.0,0.0,197.0,74.0,20.0,,2.0,,9.0,,4.0,179.0,17.0,,19.0,14.0,1.0,117.0,13.0,466.0,,3.0,183.0,21.0,6.0,9.0,53.0,26.0,12.0,,27.0,93.0,796.0,3.0,,23.0,172.0,16.0,,0.1664,55.0,34.0,,1.0,4.0,,,,4.0,98.0,,,,,,,,,,15.0,1.0,,,1.0,,,,,,,,
40145,Jack Cork,Defender,Burnley,90,England,2020-21,0.0,0.0,2.0,83.0,1.0,0.5984,51.0,4.0,,,,26.0,1.0,60.0,16.0,4.0,,26.0,15.0,81.0,4.0,500.0,,,0.0,2.0,1.0,62.0,4.0,,1.0,,1353.0,,,29.0,75.0,2.0,22.0,42.0,402.0,16.0,,16.9512,8.0,5.0,19.0,24.0,2.0,54.0,137.0,12.0,0.0,158.0,11.0,0.0,143.0,89.0,16.0,,,,16.0,,2.0,250.0,22.0,,4.0,15.0,2.0,96.0,33.0,500.0,1.0,2.0,116.0,10.0,5.0,4.0,130.0,21.0,16.0,,17.0,90.0,671.0,3.0,2.0,13.0,170.0,10.0,1.0,0.237,21.0,21.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,
17761,James Tarkowski,Defender,Burnley,90,England,2020-21,0.0,0.0,6.0,128.0,2.0,1.3461,67.0,1.0,6.0,1.0,1.4394,66.0,21.0,215.0,36.0,2.0,,33.0,36.0,377.0,4.0,1259.0,1.0,3.0,1.0,,,238.0,11.0,,2.0,5.0,3240.0,5.0,,73.0,272.0,4.0,20.0,107.0,752.0,66.0,3.0,46.3003,12.0,16.0,159.0,50.0,1.0,55.0,255.0,29.0,0.0,400.0,12.0,0.0,611.0,160.0,36.0,,,,27.0,,2.0,318.0,46.0,1.0,4.0,6.0,1.0,162.0,165.0,1223.0,15.0,6.0,414.0,39.0,12.0,42.0,318.0,27.0,44.0,,130.0,75.0,1734.0,,,69.0,566.0,19.0,,3.3712,162.0,99.0,,,,,,,,5.0,,,,,,,,,,,4.0,,,,1.0,,,,,,,
218023,Jimmy Dunne,Defender,Burnley,90,Ireland,2020-21,0.0,0.0,1.0,11.0,,0.129,15.0,2.0,1.0,,0.3311,3.0,5.0,34.0,3.0,,,9.0,3.0,48.0,,153.0,1.0,,1.0,1.0,,29.0,,,,,270.0,,,6.0,30.0,2.0,2.0,7.0,95.0,14.0,,3.535,2.0,2.0,16.0,6.0,1.0,5.0,42.0,3.0,0.0,41.0,1.0,0.0,58.0,23.0,3.0,,,,,,1.0,19.0,4.0,1.0,,2.0,1.0,12.0,23.0,153.0,4.0,,51.0,3.0,1.0,2.0,43.0,2.0,6.0,,10.0,10.0,200.0,,1.0,7.0,86.0,1.0,,0.4977,14.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41674,Kevin Long,Defender,Burnley,90,Ireland,2020-21,0.0,0.0,2.0,30.0,,0.0927,25.0,,,,,11.0,2.0,40.0,8.0,,,15.0,7.0,76.0,1.0,265.0,,,0.0,,1.0,39.0,1.0,,,,636.0,,,21.0,31.0,2.0,9.0,13.0,168.0,9.0,1.0,10.6304,1.0,8.0,24.0,13.0,,9.0,40.0,2.0,0.0,61.0,4.0,0.0,120.0,40.0,8.0,,,,5.0,,,38.0,11.0,,1.0,,,22.0,18.0,262.0,2.0,1.0,78.0,6.0,,7.0,76.0,7.0,6.0,,21.0,29.0,330.0,,,19.0,151.0,6.0,,0.4052,36.0,20.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
68983,Matthew Lowton,Defender,Burnley,90,England,2020-21,0.0,0.0,5.0,106.0,12.0,2.5135,74.0,3.0,4.0,4.0,0.9843,54.0,18.0,173.0,34.0,,,45.0,34.0,373.0,71.0,1194.0,1.0,,1.0,2.0,,57.0,10.0,3.0,12.0,,3060.0,,,23.0,127.0,4.0,49.0,93.0,713.0,21.0,2.0,42.8461,25.0,20.0,79.0,47.0,1.0,83.0,44.0,13.0,0.0,233.0,23.0,0.0,620.0,196.0,34.0,,3.0,1.0,22.0,,13.0,483.0,43.0,,72.0,23.0,1.0,176.0,34.0,1171.0,14.0,15.0,554.0,32.0,27.0,13.0,342.0,19.0,56.0,,108.0,188.0,1957.0,,2.0,90.0,350.0,14.0,,0.8017,200.0,75.0,,1.0,,,,,,228.0,1.0,,,,,,,,,38.0,1.0,,2.0,,,,,,,,,
17997,Phil Bardsley,Defender,Burnley,90,Scotland,2020-21,0.0,0.0,2.0,15.0,2.0,0.0821,9.0,,,1.0,,6.0,3.0,19.0,4.0,,,7.0,3.0,39.0,8.0,109.0,,,0.0,,1.0,9.0,,,2.0,,273.0,,,2.0,19.0,1.0,7.0,12.0,65.0,1.0,1.0,5.4272,,,12.0,8.0,,13.0,2.0,4.0,0.0,34.0,2.0,0.0,58.0,14.0,4.0,,,,1.0,,1.0,36.0,7.0,,8.0,2.0,,25.0,7.0,109.0,3.0,1.0,62.0,5.0,3.0,1.0,29.0,8.0,6.0,,5.0,20.0,207.0,,,13.0,36.0,3.0,,0.0787,20.0,12.0,,,,,,,,32.0,,,,,,,,,,9.0,,,,,,,,,,,,
