matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
360570,11,2011-11-05 15:00:00,"Villa Park, Birmingham",35290,Home,Aston Villa,Norwich,3,2,W,1,1,0,0,3.0,16.0,5.0,7.0,4.0,3.0,3.0,1.0,,2.0,15.0,8.0,18.0,63.0,335.0,237.0,47.2,20.0,15.0,14.0,38.0,25.0,3.0,,,6.0,6.0,173.0,2.0,,,62.0,54.0,24.0,20.0,6.0,6.0,,12.0,9.0,0.0,0.0,,,5.0
360586,12,2011-11-21 20:00:00,"White Hart Lane, London",35818,Away,Aston Villa,Spurs,0,2,L,0,2,0,0,,3.0,1.0,2.0,,,,,,,3.0,1.0,21.0,61.0,251.0,171.0,29.7,16.0,12.0,12.0,35.0,19.0,4.0,,1.0,12.0,7.0,145.0,2.0,,,45.0,49.0,20.0,19.0,3.0,3.0,,5.0,4.0,0.0,0.0,,,1.0
360597,13,2011-11-27 13:30:00,"Liberty Stadium, Swansea",20404,Away,Aston Villa,Swansea,0,0,D,0,0,0,0,,12.0,2.0,5.0,5.0,,,,1.0,,10.0,5.0,17.0,69.0,324.0,248.0,37.0,25.0,20.0,19.0,28.0,19.0,2.0,,,9.0,9.0,140.0,,1.0,,57.0,49.0,12.0,7.0,6.0,6.0,,16.0,9.0,0.0,0.0,,,3.0
360599,14,2011-12-03 17:30:00,"Villa Park, Birmingham",40053,Home,Aston Villa,Man Utd,0,1,L,0,1,0,0,,9.0,2.0,4.0,3.0,,,,,,8.0,4.0,20.0,67.0,355.0,238.0,43.8,16.0,12.0,14.0,29.0,13.0,4.0,1.0,,8.0,5.0,179.0,1.0,,,52.0,37.0,21.0,17.0,5.0,5.0,,4.0,12.0,0.0,0.0,,,2.0
360610,15,2011-12-10 15:00:00,"University of Bolton Stadium, Bolton",20285,Away,Aston Villa,Bolton,2,1,W,2,0,0,0,2.0,15.0,5.0,6.0,4.0,5.0,1.0,4.0,,2.0,13.0,8.0,19.0,77.0,299.0,194.0,45.6,27.0,23.0,15.0,40.0,21.0,7.0,,,6.0,10.0,199.0,1.0,,,61.0,51.0,16.0,15.0,10.0,10.0,,9.0,10.0,0.0,0.0,,,6.0
360619,16,2011-12-18 14:05:00,"Villa Park, Birmingham",37460,Home,Aston Villa,Liverpool,0,2,L,0,2,0,0,,16.0,4.0,6.0,6.0,2.0,,2.0,,,14.0,8.0,15.0,59.0,472.0,383.0,47.9,21.0,15.0,14.0,16.0,9.0,3.0,1.0,,8.0,10.0,148.0,2.0,,,51.0,40.0,9.0,8.0,4.0,4.0,2.0,5.0,14.0,0.0,0.0,,,1.0
360633,17,2011-12-21 19:45:00,"Villa Park, Birmingham",35818,Home,Aston Villa,Arsenal,1,2,L,0,1,1,0,1.0,9.0,3.0,5.0,1.0,1.0,1.0,1.0,,,6.0,3.0,15.0,58.0,303.0,214.0,38.2,31.0,26.0,22.0,26.0,16.0,3.0,,,12.0,8.0,163.0,2.0,,,52.0,58.0,7.0,14.0,7.0,7.0,,12.0,8.0,0.0,0.0,,,3.0
360645,18,2011-12-26 19:45:00,"bet365 Stadium, Stoke",27739,Away,Aston Villa,Stoke,0,0,D,0,0,0,0,,10.0,2.0,6.0,2.0,1.0,,1.0,1.0,,8.0,2.0,13.0,71.0,404.0,303.0,60.9,23.0,22.0,18.0,57.0,32.0,4.0,,,3.0,8.0,189.0,,1.0,,53.0,46.0,12.0,15.0,7.0,7.0,,11.0,13.0,0.0,0.0,,,1.0
360651,19,2011-12-31 15:00:00,"Stamford Bridge, London",41332,Away,Aston Villa,Chelsea,3,1,W,1,1,0,0,3.0,10.0,7.0,2.0,1.0,5.0,3.0,3.0,,2.0,7.0,5.0,11.0,54.0,317.0,234.0,38.0,21.0,17.0,21.0,55.0,27.0,3.0,,,5.0,5.0,160.0,1.0,,,49.0,40.0,9.0,10.0,2.0,2.0,1.0,13.0,7.0,0.0,0.0,,,1.0
360659,20,2012-01-02 15:00:00,"Villa Park, Birmingham",35642,Home,Aston Villa,Swansea,0,2,L,0,1,0,0,,11.0,1.0,7.0,3.0,1.0,,1.0,1.0,,10.0,4.0,32.0,73.0,438.0,335.0,50.4,24.0,20.0,16.0,19.0,8.0,,,1.0,7.0,9.0,197.0,2.0,,,52.0,36.0,17.0,4.0,14.0,14.0,,10.0,6.0,0.0,0.0,,,1.0
360669,21,2012-01-14 15:00:00,"Villa Park, Birmingham",31853,Home,Aston Villa,Everton,1,1,D,0,0,0,0,1.0,16.0,7.0,5.0,4.0,1.0,1.0,,,1.0,11.0,7.0,24.0,73.0,460.0,369.0,52.6,17.0,14.0,20.0,47.0,22.0,2.0,,,2.0,6.0,168.0,1.0,,,54.0,36.0,18.0,11.0,9.0,9.0,,12.0,11.0,0.0,0.0,,,2.0
360688,22,2012-01-21 15:00:00,"Molineux Stadium, Wolverhampton",27084,Away,Aston Villa,Wolves,3,2,W,1,2,0,1,3.0,13.0,4.0,6.0,3.0,1.0,1.0,1.0,,1.0,6.0,1.0,17.0,76.0,413.0,303.0,50.3,24.0,20.0,18.0,66.0,40.0,5.0,,,3.0,6.0,188.0,2.0,,,60.0,30.0,19.0,10.0,3.0,3.0,,10.0,11.0,0.0,0.0,1.0,1.0,1.0
360695,23,2012-02-01 19:45:00,"Villa Park, Birmingham",32063,Home,Aston Villa,QPR,2,2,D,1,2,0,0,2.0,26.0,12.0,6.0,8.0,2.0,2.0,,2.0,2.0,21.0,16.0,37.0,88.0,637.0,534.0,68.5,12.0,8.0,34.0,24.0,7.0,1.0,,,7.0,3.0,177.0,2.0,,1.0,44.0,29.0,12.0,6.0,9.0,9.0,4.0,3.0,13.0,0.0,0.0,,,4.0
360703,24,2012-02-05 13:30:00,"St. James' Park, Newcastle",48569,Away,Aston Villa,Newcastle,1,2,L,1,1,0,0,1.0,14.0,7.0,5.0,2.0,4.0,1.0,3.0,,1.0,13.0,8.0,19.0,72.0,425.0,317.0,49.0,39.0,18.0,23.0,41.0,17.0,8.0,1.0,,12.0,15.0,199.0,2.0,,,71.0,64.0,15.0,17.0,4.0,4.0,1.0,11.0,6.0,0.0,0.0,,,3.0
360709,25,2012-02-12 16:00:00,"Villa Park, Birmingham",35132,Home,Aston Villa,Man City,0,1,L,0,0,0,0,,9.0,3.0,3.0,3.0,1.0,,2.0,,,8.0,5.0,16.0,59.0,313.0,205.0,36.1,20.0,14.0,22.0,37.0,25.0,3.0,,,12.0,8.0,183.0,1.0,,,51.0,63.0,21.0,18.0,5.0,5.0,1.0,15.0,6.0,0.0,0.0,,,1.0
360728,26,2012-02-25 15:00:00,"DW Stadium, Wigan",20601,Away,Aston Villa,Wigan,0,0,D,0,0,0,0,,10.0,3.0,6.0,1.0,2.0,,3.0,,,6.0,3.0,20.0,60.0,249.0,162.0,39.3,22.0,18.0,26.0,43.0,26.0,6.0,,,5.0,8.0,170.0,,1.0,,46.0,37.0,9.0,11.0,7.0,7.0,3.0,10.0,8.0,0.0,0.0,,,1.0
360729,27,2012-03-03 15:00:00,"Ewood Park, Blackburn",20717,Away,Aston Villa,Blackburn,1,1,D,1,0,0,0,1.0,16.0,5.0,4.0,7.0,4.0,1.0,3.0,,1.0,13.0,10.0,14.0,78.0,363.0,251.0,45.3,25.0,23.0,28.0,49.0,23.0,4.0,1.0,,5.0,9.0,196.0,1.0,,,48.0,39.0,8.0,10.0,8.0,8.0,,5.0,10.0,0.0,0.0,,,2.0
360740,28,2012-03-10 15:00:00,"Villa Park, Birmingham",32372,Home,Aston Villa,Fulham,1,0,W,0,0,0,0,1.0,16.0,6.0,8.0,2.0,,1.0,1.0,1.0,,11.0,4.0,24.0,67.0,444.0,363.0,51.2,15.0,12.0,25.0,24.0,16.0,2.0,,,7.0,2.0,157.0,,1.0,,44.0,34.0,15.0,9.0,10.0,10.0,1.0,9.0,11.0,0.0,0.0,,,2.0
360749,29,2012-04-24 19:45:00,"Villa Park, Birmingham",32263,Home,Aston Villa,Bolton,1,2,L,0,0,0,0,1.0,18.0,4.0,12.0,2.0,1.0,1.0,,1.0,1.0,14.0,5.0,27.0,73.0,292.0,165.0,43.8,22.0,14.0,12.0,15.0,10.0,8.0,,,6.0,9.0,210.0,2.0,,,74.0,57.0,27.0,23.0,9.0,9.0,1.0,9.0,16.0,0.0,0.0,,,6.0
360759,30,2012-03-24 15:00:00,"Emirates Stadium, London",60108,Away,Aston Villa,Arsenal,0,3,L,0,2,0,0,,3.0,,1.0,2.0,,,,,,3.0,2.0,13.0,52.0,232.0,158.0,28.5,14.0,12.0,25.0,26.0,19.0,5.0,,2.0,10.0,3.0,126.0,3.0,,,35.0,42.0,8.0,9.0,5.0,5.0,1.0,13.0,7.0,0.0,0.0,,,3.0
360769,31,2012-03-31 15:00:00,"Villa Park, Birmingham",34740,Home,Aston Villa,Chelsea,2,4,L,0,1,0,0,2.0,9.0,5.0,4.0,,1.0,1.0,,,2.0,8.0,4.0,28.0,80.0,328.0,253.0,44.4,13.0,10.0,24.0,27.0,15.0,4.0,,,8.0,4.0,147.0,4.0,,,32.0,39.0,11.0,9.0,6.0,6.0,,15.0,6.0,0.0,0.0,,,2.0
360782,32,2012-04-07 15:00:00,"Anfield, Liverpool",44321,Away,Aston Villa,Liverpool,1,1,D,1,0,0,0,1.0,5.0,2.0,2.0,1.0,1.0,,1.0,,1.0,4.0,3.0,19.0,77.0,261.0,167.0,30.4,12.0,12.0,28.0,61.0,35.0,2.0,,,9.0,7.0,172.0,1.0,,,26.0,41.0,8.0,11.0,3.0,3.0,,10.0,4.0,0.0,0.0,,,
360789,33,2012-04-09 17:30:00,"Villa Park, Birmingham",30100,Home,Aston Villa,Stoke,1,1,D,1,0,0,0,1.0,7.0,3.0,4.0,,,,,,1.0,6.0,3.0,22.0,85.0,391.0,269.0,53.7,16.0,14.0,14.0,48.0,25.0,1.0,,,3.0,4.0,183.0,1.0,,,45.0,51.0,15.0,30.0,5.0,5.0,,10.0,10.0,0.0,0.0,,,
360803,34,2012-04-15 16:00:00,"Old Trafford, Manchester",75138,Away,Aston Villa,Man Utd,0,4,L,0,2,0,0,,12.0,2.0,8.0,2.0,,,,,,10.0,4.0,17.0,71.0,289.0,213.0,34.7,16.0,14.0,19.0,24.0,14.0,10.0,,1.0,13.0,17.0,134.0,4.0,,,35.0,55.0,8.0,9.0,4.0,4.0,2.0,8.0,9.0,0.0,0.0,,,
360810,35,2012-04-21 15:00:00,"Villa Park, Birmingham",32557,Home,Aston Villa,Sunderland,0,0,D,0,0,0,1,,13.0,4.0,4.0,5.0,,,,,,10.0,7.0,25.0,89.0,315.0,207.0,44.6,21.0,17.0,18.0,30.0,20.0,5.0,1.0,,3.0,14.0,199.0,,1.0,,57.0,51.0,20.0,15.0,8.0,8.0,,11.0,8.0,0.0,0.0,,,2.0
360827,36,2012-04-28 15:00:00,"The Hawthorns, West Bromwich",25984,Away,Aston Villa,West Brom,0,0,D,0,0,0,0,,12.0,3.0,5.0,4.0,4.0,,4.0,,,10.0,6.0,26.0,78.0,306.0,225.0,44.5,15.0,12.0,21.0,27.0,13.0,11.0,1.0,,4.0,15.0,156.0,,1.0,,43.0,57.0,13.0,18.0,3.0,3.0,1.0,16.0,15.0,0.0,0.0,,,5.0
360830,37,2012-05-06 14:00:00,"Villa Park, Birmingham",36008,Home,Aston Villa,Spurs,1,1,D,1,0,0,1,1.0,4.0,1.0,1.0,2.0,1.0,,1.0,,1.0,3.0,3.0,16.0,62.0,292.0,209.0,37.5,30.0,19.0,19.0,45.0,27.0,8.0,,,11.0,14.0,155.0,1.0,,,43.0,59.0,5.0,15.0,4.0,4.0,,11.0,8.0,0.0,0.0,,,2.0
360842,38,2012-05-13 15:00:00,"Carrow Road, Norwich",26803,Away,Aston Villa,Norwich,0,2,L,0,2,0,0,,10.0,5.0,5.0,,1.0,,1.0,1.0,,8.0,4.0,13.0,74.0,343.0,268.0,41.1,11.0,9.0,13.0,18.0,4.0,3.0,,1.0,1.0,10.0,153.0,2.0,,,30.0,29.0,9.0,6.0,6.0,6.0,2.0,11.0,6.0,0.0,0.0,,,3.0
