matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803263,11.0,2015-11-02 20:00:00,7,Aston Villa,Away,94.0,17.0,1.0,2.0,1.0,4.0,,128.0,3.0,3.0,2.0,12.0,5.0,30.0,220.0,,,26.0,19.0,20.0,7.0,1.0,1.0,,,,,,,,10.0,,,,1.0,2.0,7.0,10.0,7.0,5.0,8.0,,42.0,61.0,,,,1.0,5.0,6.0,9.0,,,3.0,7.0,4.0,,5.0,2.0,62.0,60.0,1.0,19.0,9.0,1.0,,0.205785,0.490963,0.4662,1.8485,57.0,15.0,4.0,,,1.0,1.0,,142.0,,,,,,,8.0,,,1.0,1.0,,,,2.0,13.0,1.0,19.0,19.0,1.0,3.0,76.0,92.0,47.0,4.0,,4.0,4.0,2.0,301.0,,,7.0,1.0,,42.0,60.0,22.0,,,,,,165.0,165.0,2.0,30.0,18.0,38.7,1.0,,10.0,0.0,,,,65.0,2.0,1.0,3.0,,,,5.0,,1.0,3.0,59.0,206.0,5.0,8.0,118.0,35.0,24.0,28.0,3.0,15.0,12.0,,107.0,17.0,222.0,1.0,3.0,29.0,8.0,69.0,1.0,325.0,,0.0,13.0,24.0,,33.0,3.0,542.0,8.0,16.0,12.0,3.0,17.0,0.0
803275,12.0,2015-11-08 13:30:00,7,Aston Villa,Home,113.0,8.0,1.0,2.0,1.0,2.0,,212.0,5.0,,,4.0,12.0,24.0,323.0,,,14.0,19.0,12.0,1.0,1.0,,,1.0,,1.0,,,,1.0,,,,,,5.0,10.0,3.0,,,,70.0,42.0,,,,7.0,11.0,,5.0,,,3.0,6.0,3.0,,7.0,1.0,47.0,42.0,7.0,24.0,13.0,,,,,,,56.0,7.0,7.0,,,1.0,,1.0,131.0,,,,,,,12.0,,,,3.0,,,,,14.0,,18.0,18.0,4.0,,101.0,72.0,29.0,8.0,,2.0,,,388.0,,,5.0,1.0,,106.0,46.0,11.0,,,,,,142.0,136.0,1.0,17.0,15.0,40.7,,1.0,11.0,0.0,,,,108.0,2.0,1.0,3.0,,1.0,,3.0,,,3.0,93.0,312.0,6.0,2.0,128.0,18.0,30.0,25.0,3.0,12.0,9.0,,129.0,6.0,294.0,3.0,,27.0,12.0,66.0,1.0,410.0,,0.0,3.0,7.0,1.0,19.0,1.0,583.0,,16.0,16.0,3.0,6.0,0.0
803283,13.0,2015-11-21 15:00:00,7,Aston Villa,Away,179.0,12.0,2.0,2.0,,3.0,,160.0,4.0,,5.0,7.0,12.0,25.0,337.0,,,16.0,6.0,5.0,8.0,2.0,,,,,,,,,8.0,,,,,,5.0,11.0,5.0,,,,60.0,45.0,,,,1.0,15.0,4.0,13.0,,,3.0,4.0,2.0,,4.0,4.0,51.0,37.0,1.0,12.0,8.0,,1.0,,,,,38.0,9.0,6.0,,,,,,134.0,,,,,,,8.0,,,,2.0,,,,,9.0,,23.0,23.0,4.0,6.0,97.0,68.0,31.0,2.0,,3.0,7.0,3.0,383.0,,,2.0,1.0,,43.0,55.0,11.0,,,,,,118.0,115.0,3.0,25.0,10.0,40.1,,,15.0,0.0,,,,112.0,3.0,2.0,5.0,,,,3.0,,,3.0,76.0,324.0,9.0,10.0,192.0,24.0,15.0,27.0,3.0,9.0,6.0,,99.0,8.0,220.0,2.0,,18.0,13.0,55.0,4.0,403.0,,0.0,10.0,18.0,,21.0,0.0,581.0,,8.0,8.0,3.0,10.0,0.0
803300,14.0,2015-11-28 15:00:00,7,Aston Villa,Home,202.0,15.0,3.0,4.0,1.0,4.0,1.0,204.0,2.0,1.0,10.0,6.0,16.0,32.0,402.0,,3.0,25.0,10.0,21.0,6.0,2.0,,,,,,1.0,,,6.0,,,,,1.0,5.0,9.0,6.0,,,,80.0,56.0,2.0,2.0,,3.0,16.0,2.0,5.0,,,10.0,13.0,6.0,1.0,5.0,3.0,42.0,59.0,3.0,22.0,14.0,,1.0,,,,,51.0,6.0,13.0,1.0,,2.0,2.0,,158.0,2.0,1.0,1.0,1.0,1.0,,4.0,,,1.0,3.0,,,,,17.0,,25.0,25.0,3.0,10.0,124.0,77.0,41.0,10.0,,3.0,7.0,6.0,474.0,,,6.0,2.0,1.0,73.0,66.0,37.0,,,,,,177.0,169.0,,17.0,28.0,65.1,,,16.0,0.0,,,,132.0,3.0,1.0,4.0,,1.0,,4.0,,,2.0,78.0,387.0,8.0,10.0,225.0,25.0,30.0,32.0,10.0,31.0,21.0,,117.0,10.0,300.0,3.0,1.0,27.0,17.0,62.0,3.0,494.0,,0.0,12.0,9.0,3.0,29.0,2.0,750.0,,20.0,16.0,10.0,7.0,0.0
803302,15.0,2015-12-05 15:00:00,7,Aston Villa,Away,89.0,5.0,4.0,5.0,1.0,2.0,,152.0,5.0,1.0,4.0,9.0,8.0,26.0,236.0,,,16.0,11.0,14.0,4.0,2.0,,1.0,,,,,,,6.0,,,,,,4.0,17.0,6.0,,,,55.0,52.0,2.0,1.0,1.0,6.0,13.0,3.0,7.0,1.0,,4.0,5.0,,1.0,19.0,2.0,51.0,36.0,6.0,25.0,12.0,,,,,,,57.0,9.0,4.0,,,1.0,1.0,,124.0,1.0,1.0,1.0,,1.0,,13.0,,,,5.0,,,,1.0,15.0,,22.0,22.0,6.0,4.0,81.0,71.0,36.0,10.0,,3.0,4.0,2.0,303.0,,,7.0,1.0,,56.0,30.0,16.0,,,,,,158.0,149.0,1.0,15.0,20.0,36.9,,1.0,13.0,0.0,,,,72.0,2.0,2.0,3.0,,,1.0,4.0,,,3.0,46.0,223.0,7.0,7.0,120.0,12.0,34.0,12.0,4.0,10.0,6.0,1.0,86.0,6.0,222.0,5.0,1.0,38.0,10.0,74.0,,332.0,,0.0,9.0,12.0,1.0,23.0,2.0,531.0,,15.0,6.0,4.0,7.0,0.0
803312,16.0,2015-12-13 13:30:00,7,Aston Villa,Home,167.0,23.0,2.0,6.0,4.0,5.0,,195.0,3.0,2.0,4.0,8.0,6.0,40.0,356.0,,,11.0,14.0,13.0,12.0,1.0,,,,,,,,,16.0,,,,,,2.0,7.0,1.0,,,,67.0,58.0,1.0,1.0,,2.0,14.0,4.0,7.0,,,5.0,12.0,7.0,,11.0,1.0,47.0,45.0,2.0,9.0,4.0,1.0,2.0,,,,,43.0,8.0,7.0,,,1.0,,,139.0,,,,,,,7.0,,,,1.0,,,,,6.0,,14.0,14.0,,4.0,110.0,78.0,48.0,5.0,,8.0,5.0,2.0,405.0,,,1.0,,,49.0,79.0,33.0,1.0,1.0,1.0,,,135.0,127.0,2.0,27.0,20.0,45.8,,,14.0,0.0,,,,111.0,2.0,,2.0,,,,12.0,,,3.0,97.0,341.0,9.0,13.0,181.0,39.0,17.0,16.0,4.0,23.0,19.0,,129.0,13.0,269.0,1.0,2.0,20.0,7.0,66.0,2.0,427.0,,0.0,18.0,16.0,,15.0,0.0,608.0,,15.0,9.0,5.0,12.0,0.0
803322,17.0,2015-12-19 17:30:00,7,Aston Villa,Away,157.0,16.0,2.0,6.0,4.0,4.0,,160.0,7.0,,1.0,16.0,12.0,43.0,311.0,,,22.0,19.0,21.0,4.0,2.0,,,,1.0,1.0,,,,6.0,,,,,1.0,6.0,8.0,,,,,60.0,83.0,1.0,1.0,,2.0,21.0,,8.0,,,7.0,15.0,8.0,,13.0,1.0,65.0,61.0,2.0,14.0,7.0,,,,,,,50.0,14.0,9.0,1.0,,4.0,2.0,1.0,174.0,1.0,,,,1.0,,10.0,,,,3.0,,,,,8.0,,30.0,30.0,5.0,1.0,84.0,92.0,50.0,3.0,,2.0,5.0,7.0,394.0,,,,2.0,,40.0,79.0,39.0,,,,,,192.0,189.0,6.0,41.0,28.0,52.8,,2.0,21.0,0.0,,,,96.0,3.0,,3.0,,,,3.0,,,1.0,70.0,300.0,16.0,8.0,181.0,31.0,17.0,22.0,7.0,32.0,25.0,,107.0,17.0,265.0,3.0,,40.0,14.0,79.0,,414.0,,0.0,10.0,22.0,,28.0,3.0,659.0,,26.0,9.0,7.0,19.0,0.0
803341,18.0,2015-12-26 15:00:00,7,Aston Villa,Home,136.0,13.0,3.0,7.0,4.0,6.0,,225.0,5.0,,4.0,5.0,10.0,30.0,354.0,,,22.0,22.0,25.0,9.0,2.0,,,,,,,,,8.0,1.0,,,,3.0,6.0,6.0,4.0,,,,47.0,54.0,1.0,1.0,1.0,2.0,12.0,2.0,9.0,,,9.0,21.0,11.0,,9.0,2.0,62.0,64.0,2.0,19.0,12.0,,,,,,,57.0,14.0,12.0,1.0,1.0,4.0,3.0,,141.0,,,,,,,8.0,,,,1.0,,,,2.0,13.0,,15.0,15.0,,4.0,124.0,63.0,44.0,6.0,,4.0,7.0,8.0,410.0,,,2.0,1.0,,57.0,65.0,50.0,,,,,1.0,171.0,161.0,2.0,27.0,21.0,59.1,,2.0,12.0,0.0,,,,119.0,1.0,2.0,3.0,,,,5.0,,,2.0,113.0,339.0,7.0,11.0,157.0,25.0,29.0,21.0,8.0,43.0,35.0,,154.0,14.0,317.0,1.0,,19.0,10.0,57.0,3.0,431.0,,0.0,15.0,18.0,,28.0,3.0,665.0,,16.0,9.0,9.0,14.0,0.0
803342,19.0,2015-12-28 15:00:00,7,Aston Villa,Away,138.0,17.0,4.0,8.0,4.0,3.0,1.0,165.0,2.0,,2.0,8.0,7.0,35.0,295.0,,,19.0,26.0,25.0,4.0,1.0,,,,1.0,1.0,,,,4.0,,,,,1.0,13.0,4.0,5.0,,,,56.0,64.0,,,,2.0,13.0,1.0,9.0,,,7.0,9.0,4.0,,9.0,,73.0,69.0,2.0,25.0,17.0,1.0,1.0,,,,,55.0,21.0,10.0,,,5.0,5.0,1.0,146.0,,,,,,,6.0,,,,,,,,2.0,18.0,,13.0,13.0,2.0,2.0,85.0,81.0,42.0,3.0,,2.0,3.0,3.0,368.0,,,1.0,1.0,,53.0,81.0,30.0,,,,,,161.0,156.0,1.0,29.0,30.0,51.8,,,13.0,0.0,,,,96.0,,2.0,2.0,,,,2.0,,,3.0,71.0,287.0,10.0,5.0,158.0,31.0,30.0,25.0,7.0,25.0,18.0,,112.0,11.0,250.0,,,28.0,9.0,74.0,,383.0,,0.0,6.0,20.0,,25.0,5.0,595.0,,24.0,14.0,8.0,16.0,0.0
803352,20.0,2016-01-02 15:00:00,7,Aston Villa,Away,151.0,16.0,1.0,6.0,5.0,2.0,,225.0,3.0,,4.0,17.0,9.0,41.0,370.0,,,19.0,26.0,15.0,6.0,,,,,,,1.0,,,8.0,,,,,,8.0,8.0,6.0,,,,66.0,71.0,,,,4.0,13.0,,5.0,,,3.0,11.0,5.0,,14.0,1.0,64.0,48.0,4.0,16.0,5.0,,,,,,,65.0,13.0,7.0,1.0,,1.0,2.0,,162.0,1.0,,1.0,1.0,,,6.0,,,1.0,1.0,,,,,5.0,,14.0,14.0,1.0,4.0,120.0,98.0,54.0,3.0,,4.0,3.0,3.0,448.0,,,3.0,2.0,1.0,74.0,79.0,23.0,,,,,,161.0,155.0,2.0,29.0,28.0,55.1,,,13.0,0.0,,,,122.0,2.0,1.0,3.0,,2.0,,5.0,,,3.0,92.0,356.0,9.0,7.0,172.0,36.0,22.0,20.0,3.0,21.0,18.0,,133.0,13.0,319.0,1.0,,38.0,11.0,85.0,2.0,470.0,,0.0,8.0,14.0,,25.0,4.0,661.0,,9.0,13.0,3.0,12.0,0.0
803363,21.0,2016-01-12 19:45:00,7,Aston Villa,Home,132.0,7.0,1.0,1.0,,3.0,,211.0,3.0,,2.0,9.0,6.0,35.0,342.0,,,18.0,21.0,20.0,7.0,1.0,,,,,,,,,9.0,,,,,,10.0,4.0,5.0,,,,61.0,62.0,,,,1.0,19.0,7.0,7.0,,,9.0,12.0,6.0,,8.0,,52.0,63.0,1.0,22.0,16.0,,,,,,,57.0,15.0,8.0,,1.0,,,,150.0,,,,,,,7.0,,,,1.0,,,,,17.0,,19.0,19.0,1.0,2.0,117.0,81.0,40.0,,,2.0,6.0,3.0,408.0,,,1.0,,,90.0,73.0,33.0,,,,,,161.0,157.0,3.0,25.0,28.0,51.3,,,19.0,0.0,,,,106.0,,1.0,1.0,,,,3.0,,,1.0,106.0,325.0,13.0,8.0,153.0,21.0,26.0,12.0,7.0,25.0,18.0,,138.0,10.0,306.0,1.0,,27.0,6.0,68.0,2.0,434.0,,0.0,13.0,25.0,,26.0,2.0,642.0,,20.0,10.0,9.0,17.0,0.0
803375,22.0,2016-01-16 17:30:00,7,Aston Villa,Home,154.0,17.0,,6.0,6.0,16.0,1.0,240.0,8.0,,6.0,15.0,6.0,53.0,388.0,1.0,,25.0,15.0,44.0,7.0,1.0,,,,,,,,,11.0,,,,,2.0,8.0,7.0,5.0,,,,69.0,64.0,,1.0,,2.0,17.0,4.0,6.0,,,3.0,11.0,13.0,,8.0,3.0,51.0,85.0,2.0,16.0,8.0,,,,,,,56.0,13.0,14.0,,,4.0,3.0,,206.0,,,,,,,11.0,,,1.0,,,,,3.0,9.0,,17.0,17.0,4.0,6.0,120.0,108.0,68.0,4.0,,4.0,4.0,5.0,470.0,,,1.0,3.0,,86.0,97.0,38.0,,1.0,1.0,1.0,,183.0,182.0,2.0,22.0,31.0,56.5,,1.0,17.0,0.0,,,,105.0,2.0,2.0,4.0,,2.0,,5.0,,,2.0,108.0,365.0,10.0,8.0,178.0,33.0,17.0,21.0,3.0,30.0,27.0,,148.0,33.0,352.0,,2.0,33.0,7.0,85.0,1.0,500.0,1.0,0.0,14.0,18.0,,30.0,3.0,718.0,,17.0,9.0,3.0,14.0,0.0
803382,23.0,2016-01-23 15:00:00,7,Aston Villa,Away,112.0,12.0,2.0,4.0,2.0,3.0,,244.0,4.0,,2.0,3.0,16.0,34.0,352.0,,,14.0,20.0,22.0,11.0,1.0,,,,,,,,,14.0,,,,,,6.0,2.0,2.0,,,,63.0,67.0,,,,5.0,7.0,4.0,6.0,,1.0,6.0,11.0,9.0,,10.0,,56.0,59.0,5.0,25.0,14.0,,,,,,,60.0,13.0,7.0,,,4.0,3.0,,167.0,,,,,,,7.0,,,,4.0,,,,,17.0,,15.0,15.0,1.0,2.0,119.0,81.0,40.0,3.0,,7.0,5.0,4.0,427.0,,,1.0,2.0,,89.0,72.0,33.0,,,,,,170.0,162.0,5.0,29.0,26.0,60.6,,2.0,7.0,0.0,,,,96.0,,,,,2.0,,7.0,,,2.0,139.0,341.0,4.0,12.0,136.0,28.0,33.0,16.0,5.0,28.0,23.0,,178.0,11.0,337.0,5.0,,26.0,18.0,74.0,1.0,445.0,,0.0,15.0,21.0,,22.0,1.0,655.0,,17.0,9.0,6.0,19.0,0.0
803392,24.0,2016-02-02 19:45:00,7,Aston Villa,Away,95.0,15.0,1.0,1.0,,5.0,,116.0,5.0,,4.0,7.0,3.0,24.0,210.0,,,11.0,15.0,16.0,5.0,,,,,,,,,,5.0,,,,,,5.0,14.0,11.0,,,,41.0,47.0,,,,1.0,8.0,2.0,15.0,,1.0,5.0,7.0,1.0,,11.0,2.0,57.0,53.0,1.0,19.0,14.0,,,,,,,49.0,11.0,9.0,,,1.0,1.0,,136.0,,,,,,,21.0,,,,1.0,,,,,17.0,,21.0,21.0,4.0,4.0,67.0,76.0,29.0,5.0,,1.0,4.0,2.0,264.0,,,3.0,4.0,,57.0,32.0,23.0,,,,,,148.0,142.0,,23.0,17.0,32.0,,,8.0,0.0,,,,59.0,1.0,3.0,4.0,,,,1.0,,,2.0,49.0,197.0,4.0,5.0,113.0,29.0,25.0,13.0,5.0,14.0,9.0,,89.0,18.0,204.0,1.0,,29.0,4.0,73.0,,303.0,,1.0,5.0,20.0,,15.0,0.0,475.0,,12.0,8.0,5.0,17.0,0.0
803407,25.0,2016-02-06 15:00:00,7,Aston Villa,Home,102.0,14.0,,5.0,5.0,5.0,1.0,189.0,1.0,,,5.0,10.0,26.0,286.0,,1.0,17.0,14.0,16.0,6.0,1.0,,,1.0,,1.0,,,,8.0,,,,,1.0,4.0,9.0,4.0,,,,54.0,69.0,1.0,,1.0,5.0,16.0,3.0,5.0,2.0,,2.0,7.0,9.0,,9.0,1.0,49.0,50.0,5.0,25.0,20.0,,2.0,,,,,67.0,10.0,11.0,1.0,,2.0,1.0,1.0,153.0,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,,23.0,,21.0,21.0,3.0,1.0,90.0,85.0,36.0,11.0,,4.0,4.0,2.0,357.0,,,5.0,1.0,,81.0,59.0,25.0,,,,,,164.0,151.0,,36.0,26.0,48.3,,1.0,16.0,0.0,,,,89.0,3.0,2.0,3.0,,1.0,,5.0,,,1.0,88.0,279.0,11.0,8.0,123.0,29.0,38.0,18.0,2.0,19.0,17.0,,137.0,9.0,282.0,1.0,,37.0,11.0,84.0,1.0,386.0,,0.0,10.0,16.0,2.0,23.0,0.0,595.0,,8.0,7.0,2.0,11.0,0.0
803413,26.0,2016-02-14 14:05:00,7,Aston Villa,Home,137.0,11.0,,2.0,2.0,5.0,1.0,190.0,,,3.0,5.0,6.0,18.0,325.0,,,14.0,11.0,9.0,5.0,,,,,,,,,,6.0,,1.0,,,,6.0,7.0,4.0,,,,61.0,63.0,,,,,11.0,1.0,9.0,,,,4.0,5.0,,8.0,3.0,54.0,47.0,,17.0,5.0,2.0,,,,,,49.0,10.0,9.0,,,2.0,4.0,,131.0,,,,,,,4.0,,,,,,,,,6.0,1.0,34.0,34.0,5.0,3.0,115.0,67.0,34.0,6.0,,3.0,2.0,1.0,388.0,,,1.0,2.0,,77.0,56.0,16.0,,,,,,142.0,135.0,3.0,22.0,30.0,39.3,1.0,1.0,11.0,0.0,,,,103.0,3.0,,3.0,,,,4.0,,,3.0,74.0,313.0,7.0,5.0,165.0,19.0,24.0,26.0,,13.0,13.0,,108.0,11.0,258.0,,,21.0,6.0,49.0,,410.0,,0.0,6.0,19.0,,16.0,3.0,600.0,,11.0,10.0,,11.0,0.0
803423,27.0,2016-02-27 15:00:00,7,Aston Villa,Away,109.0,12.0,,3.0,3.0,7.0,,199.0,5.0,,,6.0,8.0,28.0,305.0,,,17.0,19.0,14.0,2.0,,,,,,,,,,5.0,,,,,,7.0,7.0,4.0,,,,56.0,68.0,1.0,,1.0,9.0,17.0,,9.0,,,,12.0,5.0,,4.0,2.0,52.0,40.0,9.0,20.0,9.0,,,,,,,52.0,15.0,7.0,,,2.0,2.0,,153.0,1.0,,,1.0,,,9.0,,,1.0,1.0,,,,,14.0,,20.0,20.0,5.0,,101.0,69.0,35.0,11.0,1.0,2.0,1.0,1.0,385.0,,,2.0,7.0,,74.0,66.0,23.0,1.0,1.0,1.0,,,166.0,154.0,5.0,33.0,23.0,44.7,,1.0,17.0,0.0,,,,98.0,,1.0,3.0,,,,4.0,,,2.0,95.0,294.0,6.0,3.0,137.0,25.0,32.0,11.0,,19.0,19.0,,138.0,14.0,290.0,1.0,,29.0,10.0,70.0,2.0,408.0,,0.0,5.0,15.0,,20.0,3.0,586.0,,13.0,5.0,,13.0,0.0
803434,28.0,2016-03-01 19:45:00,7,Aston Villa,Home,126.0,20.0,3.0,8.0,5.0,6.0,,256.0,,,1.0,2.0,14.0,28.0,374.0,,,18.0,12.0,15.0,9.0,2.0,,,,,,,,,9.0,,,,,1.0,6.0,9.0,1.0,,,,67.0,62.0,,,,2.0,25.0,5.0,6.0,1.0,,9.0,16.0,10.0,,12.0,2.0,45.0,50.0,2.0,16.0,7.0,,,,,,,61.0,8.0,7.0,,,,,,166.0,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,,,,1.0,8.0,,17.0,17.0,2.0,1.0,112.0,70.0,45.0,8.0,,2.0,10.0,5.0,442.0,,,3.0,2.0,,81.0,59.0,46.0,,,,,,155.0,153.0,4.0,19.0,35.0,46.8,,1.0,25.0,0.0,,,,112.0,4.0,,3.0,,,,4.0,,,2.0,113.0,361.0,9.0,12.0,142.0,32.0,18.0,17.0,9.0,35.0,26.0,,157.0,9.0,350.0,1.0,,11.0,18.0,48.0,,457.0,,0.0,14.0,19.0,1.0,26.0,3.0,667.0,,13.0,9.0,9.0,15.0,0.0
803443,29.0,2016-03-05 15:00:00,7,Aston Villa,Away,117.0,9.0,1.0,2.0,1.0,3.0,,136.0,7.0,1.0,4.0,9.0,4.0,28.0,251.0,,,7.0,9.0,15.0,1.0,,,,,,,,,,2.0,,,,,,6.0,16.0,6.0,,,,37.0,56.0,,,,3.0,20.0,1.0,9.0,,,1.0,4.0,4.0,,8.0,2.0,45.0,54.0,3.0,22.0,6.0,2.0,,,,,,33.0,10.0,10.0,,,,,,122.0,,,,,,,11.0,,,,2.0,,,,,7.0,,21.0,21.0,3.0,4.0,77.0,64.0,36.0,9.0,,,1.0,1.0,300.0,,,3.0,4.0,,46.0,52.0,13.0,,1.0,1.0,,,131.0,122.0,,35.0,14.0,28.8,,1.0,20.0,0.0,,,,92.0,5.0,,5.0,,,,,,,3.0,53.0,231.0,14.0,1.0,136.0,18.0,31.0,15.0,1.0,9.0,8.0,,79.0,12.0,201.0,2.0,1.0,25.0,4.0,53.0,,328.0,,0.0,2.0,23.0,,10.0,1.0,512.0,,14.0,6.0,1.0,20.0,0.0
803459,30.0,2016-03-13 16:00:00,7,Aston Villa,Home,81.0,19.0,2.0,6.0,4.0,3.0,1.0,161.0,5.0,,3.0,6.0,8.0,32.0,236.0,,,22.0,9.0,13.0,4.0,3.0,,,,,,,,,7.0,,,3.0,,1.0,3.0,12.0,7.0,,,,43.0,76.0,2.0,3.0,,3.0,25.0,4.0,8.0,,,5.0,15.0,6.0,,7.0,5.0,42.0,53.0,3.0,18.0,6.0,,,,,,,54.0,6.0,6.0,,,1.0,1.0,,118.0,,,,,,,7.0,,,,4.0,,,,1.0,7.0,3.0,29.0,29.0,2.0,3.0,81.0,69.0,42.0,8.0,,4.0,3.0,2.0,304.0,,,5.0,1.0,,82.0,66.0,36.0,,,,,,165.0,158.0,4.0,29.0,32.0,37.5,3.0,2.0,25.0,0.0,,,,85.0,4.0,2.0,6.0,,,,6.0,,,2.0,74.0,221.0,18.0,7.0,94.0,33.0,25.0,25.0,5.0,27.0,22.0,,127.0,20.0,260.0,4.0,,19.0,11.0,61.0,3.0,327.0,,0.0,12.0,23.0,1.0,27.0,0.0,571.0,,16.0,11.0,5.0,15.0,0.0
803463,31.0,2016-03-19 17:30:00,7,Aston Villa,Away,88.0,15.0,3.0,8.0,5.0,6.0,1.0,204.0,5.0,,2.0,14.0,18.0,41.0,284.0,,,22.0,18.0,22.0,3.0,4.0,,,,,,,,,6.0,,,,,2.0,4.0,3.0,7.0,,,,66.0,66.0,,,,5.0,13.0,6.0,7.0,,,6.0,14.0,9.0,,6.0,,53.0,71.0,5.0,18.0,8.0,1.0,,,,,,60.0,10.0,8.0,,,2.0,4.0,,152.0,,,,,,,7.0,,,,,,,,,11.0,,32.0,32.0,1.0,2.0,81.0,70.0,41.0,4.0,,3.0,4.0,2.0,370.0,,,3.0,3.0,,62.0,69.0,44.0,,,,,,175.0,170.0,4.0,31.0,28.0,46.2,,1.0,13.0,0.0,,,,88.0,,,,,2.0,,4.0,2.0,,2.0,102.0,273.0,5.0,7.0,117.0,34.0,23.0,27.0,6.0,33.0,27.0,,151.0,21.0,303.0,,,38.0,21.0,76.0,,387.0,1.0,0.0,12.0,27.0,,31.0,2.0,629.0,,11.0,14.0,6.0,20.0,0.0
803472,32.0,2016-04-02 12:45:00,7,Aston Villa,Home,138.0,18.0,2.0,7.0,5.0,4.0,1.0,186.0,4.0,1.0,6.0,13.0,15.0,33.0,317.0,,,17.0,10.0,20.0,8.0,3.0,,,,1.0,1.0,,,,11.0,,,,,1.0,8.0,7.0,4.0,,,,79.0,77.0,,,,1.0,20.0,5.0,10.0,,,7.0,10.0,5.0,,14.0,3.0,53.0,62.0,1.0,7.0,4.0,1.0,1.0,,,,,42.0,12.0,7.0,,,3.0,2.0,1.0,162.0,,,,,,,5.0,,,,1.0,,,,,5.0,,19.0,19.0,3.0,6.0,79.0,79.0,53.0,2.0,,4.0,7.0,4.0,391.0,,,,2.0,,77.0,37.0,28.0,1.0,1.0,1.0,,,154.0,149.0,3.0,33.0,32.0,41.7,,,20.0,0.0,,,,91.0,2.0,2.0,4.0,1.0,1.0,,6.0,1.0,,3.0,101.0,302.0,8.0,11.0,164.0,27.0,12.0,19.0,7.0,24.0,17.0,,138.0,17.0,271.0,1.0,1.0,32.0,17.0,58.0,,411.0,,1.0,15.0,23.0,,18.0,4.0,603.0,,14.0,12.0,7.0,21.0,0.0
