matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
321762,11,2010-11-06 15:00:00,"Craven Cottage, London",23654.0,Away,Aston Villa,Fulham,1,1,D,1,0,0,0,1.0,15.0,6.0,7.0,2.0,2.0,,3.0,,1.0,13.0,8.0,19.0,75.0,395.0,266.0,42.9,25.0,15.0,17.0,32.0,18.0,5.0,,,6.0,13.0,208.0,1.0,,,63.0,59.0,20.0,25.0,3.0,3.0,1.0,6.0,14.0,0.0,0.0,,,2.0
321772,12,2010-11-10 19:45:00,"Villa Park, Birmingham",34330.0,Home,Aston Villa,Blackpool,3,2,W,1,1,0,0,3.0,21.0,8.0,9.0,4.0,3.0,1.0,2.0,1.0,3.0,17.0,9.0,14.0,52.0,331.0,229.0,40.6,17.0,9.0,15.0,27.0,12.0,4.0,,,7.0,5.0,169.0,2.0,,,49.0,39.0,18.0,11.0,10.0,10.0,1.0,10.0,10.0,0.0,0.0,,,2.0
321777,13,2010-11-13 12:45:00,"Villa Park, Birmingham",40073.0,Home,Aston Villa,Man Utd,2,2,D,0,0,0,0,2.0,17.0,5.0,8.0,4.0,3.0,2.0,2.0,2.0,1.0,11.0,5.0,20.0,53.0,304.0,183.0,40.7,27.0,17.0,17.0,34.0,16.0,7.0,1.0,,4.0,6.0,197.0,2.0,,,53.0,46.0,12.0,24.0,9.0,9.0,1.0,11.0,9.0,0.0,0.0,1.0,1.0,
321789,14,2010-11-21 13:30:00,"Ewood Park, Blackburn",21848.0,Away,Aston Villa,Blackburn,0,2,L,0,1,0,0,,16.0,4.0,5.0,7.0,,,,1.0,,14.0,10.0,27.0,67.0,493.0,392.0,61.7,25.0,16.0,17.0,30.0,15.0,3.0,,1.0,7.0,9.0,188.0,2.0,,,52.0,54.0,6.0,20.0,8.0,8.0,,11.0,15.0,0.0,0.0,,,2.0
321797,15,2010-11-27 12:45:00,"Villa Park, Birmingham",38544.0,Home,Aston Villa,Arsenal,2,4,L,0,2,0,0,2.0,8.0,4.0,3.0,1.0,1.0,,1.0,,1.0,5.0,3.0,17.0,53.0,392.0,284.0,40.7,33.0,26.0,24.0,24.0,13.0,4.0,,,19.0,11.0,186.0,4.0,,,68.0,78.0,23.0,21.0,3.0,3.0,1.0,10.0,7.0,0.0,0.0,,,3.0
321812,16,2010-12-06 20:00:00,"Anfield, Liverpool",39079.0,Away,Aston Villa,Liverpool,0,3,L,0,2,0,0,,8.0,3.0,3.0,2.0,1.0,,1.0,,,7.0,4.0,27.0,69.0,535.0,424.0,51.1,23.0,17.0,18.0,31.0,17.0,3.0,,,4.0,8.0,183.0,3.0,,,48.0,44.0,9.0,11.0,3.0,3.0,,13.0,12.0,0.0,0.0,,,
321817,17,2010-12-11 15:00:00,"Villa Park, Birmingham",37015.0,Home,Aston Villa,West Brom,2,1,W,1,0,0,0,2.0,11.0,2.0,5.0,4.0,1.0,1.0,1.0,,1.0,8.0,4.0,19.0,63.0,267.0,167.0,43.0,24.0,20.0,22.0,31.0,16.0,4.0,,,14.0,6.0,182.0,1.0,,,57.0,55.0,10.0,17.0,6.0,6.0,4.0,9.0,15.0,0.0,0.0,,,5.0
321836,18,2011-01-25 19:45:00,"DW Stadium, Wigan",16442.0,Away,Aston Villa,Wigan,2,1,W,0,0,0,0,2.0,12.0,8.0,1.0,3.0,3.0,2.0,4.0,,,9.0,8.0,20.0,52.0,361.0,270.0,45.9,24.0,14.0,14.0,33.0,22.0,5.0,,,17.0,7.0,158.0,1.0,,,52.0,51.0,16.0,12.0,3.0,4.0,1.0,13.0,10.0,0.0,0.0,1.0,1.0,2.0
321838,19,2010-12-26 17:30:00,"Villa Park, Birmingham",39411.0,Home,Aston Villa,Spurs,1,2,L,0,1,0,1,1.0,28.0,10.0,13.0,5.0,1.0,,1.0,,1.0,19.0,9.0,37.0,77.0,426.0,345.0,57.3,16.0,12.0,9.0,8.0,6.0,4.0,,,12.0,5.0,155.0,2.0,,,46.0,58.0,12.0,20.0,8.0,8.0,2.0,13.0,10.0,0.0,0.0,,,1.0
321850,20,2010-12-28 15:00:00,"Etihad Stadium, Manchester",46716.0,Away,Aston Villa,Man City,0,4,L,0,3,0,0,,9.0,4.0,4.0,1.0,1.0,,1.0,,,5.0,4.0,11.0,41.0,485.0,410.0,50.1,17.0,14.0,16.0,11.0,7.0,4.0,,,11.0,7.0,128.0,4.0,,,43.0,53.0,7.0,8.0,6.0,6.0,,14.0,14.0,0.0,0.0,,,
321858,21,2011-01-02 13:30:00,"Stamford Bridge, London",41222.0,Away,Aston Villa,Chelsea,3,3,D,1,1,0,0,3.0,17.0,5.0,6.0,6.0,3.0,3.0,2.0,,2.0,12.0,9.0,16.0,57.0,293.0,205.0,39.1,31.0,20.0,19.0,31.0,12.0,8.0,,,10.0,16.0,172.0,3.0,,,73.0,56.0,19.0,10.0,6.0,6.0,3.0,13.0,19.0,0.0,0.0,1.0,1.0,1.0
321872,22,2011-01-05 19:45:00,"Villa Park, Birmingham",32627.0,Home,Aston Villa,Sunderland,0,1,L,0,0,1,1,,11.0,1.0,7.0,3.0,2.0,,2.0,1.0,,8.0,2.0,22.0,57.0,375.0,247.0,52.2,15.0,11.0,14.0,33.0,18.0,3.0,,,2.0,9.0,214.0,1.0,,,70.0,51.0,35.0,21.0,5.0,5.0,1.0,9.0,13.0,0.0,0.0,,,3.0
321877,23,2011-01-16 12:00:00,"St. Andrew's Stadium, Birmingham",22287.0,Away,Aston Villa,Birmingham,1,1,D,0,0,0,0,1.0,17.0,4.0,11.0,2.0,1.0,,3.0,3.0,,10.0,4.0,22.0,54.0,345.0,240.0,47.6,19.0,14.0,18.0,31.0,16.0,6.0,,,6.0,11.0,195.0,1.0,,,69.0,57.0,25.0,17.0,7.0,7.0,,15.0,14.0,0.0,0.0,,,1.0
321888,24,2011-01-22 17:30:00,"Villa Park, Birmingham",37315.0,Home,Aston Villa,Man City,1,0,W,1,0,0,0,1.0,9.0,7.0,2.0,,1.0,1.0,1.0,,,6.0,4.0,14.0,60.0,281.0,188.0,32.0,31.0,21.0,19.0,45.0,23.0,12.0,,,13.0,8.0,178.0,,1.0,,65.0,57.0,18.0,14.0,2.0,2.0,1.0,12.0,11.0,0.0,0.0,,,1.0
321901,25,2011-02-01 20:00:00,"Old Trafford, Manchester",75256.0,Away,Aston Villa,Man Utd,1,3,L,0,2,0,0,1.0,12.0,4.0,5.0,3.0,1.0,1.0,,2.0,1.0,9.0,6.0,15.0,59.0,503.0,421.0,55.8,15.0,12.0,11.0,24.0,13.0,6.0,1.0,,13.0,7.0,152.0,3.0,,,38.0,45.0,11.0,11.0,5.0,5.0,,7.0,7.0,0.0,0.0,,,5.0
321907,26,2011-02-05 15:00:00,"Villa Park, Birmingham",35899.0,Home,Aston Villa,Fulham,2,2,D,1,0,0,0,2.0,11.0,3.0,5.0,3.0,,,,,1.0,8.0,4.0,15.0,71.0,483.0,374.0,55.7,22.0,15.0,15.0,26.0,14.0,4.0,1.0,1.0,5.0,11.0,181.0,2.0,,,58.0,59.0,19.0,18.0,3.0,3.0,1.0,15.0,12.0,0.0,0.0,,,2.0
321920,27,2011-02-12 15:00:00,"Bloomfield Road, Blackpool",16000.0,Away,Aston Villa,Blackpool,1,1,D,1,1,1,0,1.0,7.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,4.0,22.0,65.0,348.0,236.0,50.4,46.0,26.0,22.0,33.0,19.0,5.0,,,4.0,12.0,215.0,1.0,,,93.0,59.0,22.0,15.0,8.0,8.0,,14.0,13.0,0.0,0.0,,,3.0
321927,28,2011-02-26 15:00:00,"Villa Park, Birmingham",34309.0,Home,Aston Villa,Blackburn,4,1,W,0,0,0,1,4.0,22.0,9.0,8.0,5.0,2.0,2.0,1.0,,2.0,18.0,13.0,12.0,64.0,562.0,482.0,59.1,15.0,11.0,17.0,10.0,5.0,,2.0,,3.0,13.0,153.0,1.0,,,50.0,40.0,13.0,13.0,10.0,10.0,,5.0,11.0,0.0,0.0,1.0,1.0,1.0
321940,29,2011-03-05 15:00:00,"Macron Stadium, Bolton",22533.0,Away,Aston Villa,Bolton,2,3,L,1,1,0,0,2.0,13.0,6.0,4.0,3.0,6.0,2.0,5.0,1.0,2.0,9.0,7.0,17.0,70.0,320.0,194.0,47.4,15.0,11.0,16.0,50.0,25.0,8.0,,,7.0,8.0,216.0,3.0,,,63.0,62.0,21.0,30.0,5.0,5.0,2.0,13.0,18.0,0.0,0.0,1.0,,3.0
321947,30,2011-03-19 15:00:00,"Villa Park, Birmingham",38965.0,Home,Aston Villa,Wolves,0,1,L,0,1,0,0,,11.0,2.0,5.0,4.0,,,,1.0,,8.0,3.0,23.0,64.0,474.0,363.0,58.5,14.0,10.0,10.0,20.0,14.0,1.0,,,4.0,11.0,188.0,1.0,,,50.0,55.0,13.0,16.0,8.0,8.0,1.0,17.0,18.0,0.0,0.0,,,4.0
321959,31,2011-04-02 15:00:00,"Goodison Park, Liverpool",37619.0,Away,Aston Villa,Everton,2,2,D,0,1,0,0,2.0,10.0,2.0,4.0,4.0,2.0,1.0,1.0,,2.0,8.0,4.0,20.0,78.0,340.0,208.0,53.3,17.0,12.0,10.0,31.0,17.0,4.0,1.0,,10.0,9.0,213.0,2.0,,,57.0,65.0,23.0,21.0,7.0,7.0,2.0,17.0,13.0,0.0,0.0,,,7.0
321967,32,2011-04-10 16:00:00,"Villa Park, Birmingham",37090.0,Home,Aston Villa,Newcastle,1,0,W,1,0,0,0,1.0,16.0,3.0,8.0,5.0,1.0,,1.0,,1.0,13.0,6.0,17.0,74.0,379.0,264.0,49.7,25.0,14.0,32.0,19.0,12.0,2.0,1.0,,5.0,8.0,187.0,,1.0,,68.0,56.0,27.0,26.0,9.0,9.0,1.0,9.0,10.0,0.0,0.0,,,4.0
321985,33,2011-04-16 15:00:00,"Boleyn Ground, London",,Away,Aston Villa,West Ham,2,1,W,1,1,0,0,2.0,24.0,8.0,10.0,6.0,1.0,1.0,,,2.0,22.0,12.0,17.0,71.0,414.0,310.0,52.9,17.0,13.0,18.0,27.0,17.0,6.0,1.0,,2.0,6.0,164.0,1.0,,,52.0,40.0,21.0,21.0,11.0,11.0,1.0,4.0,8.0,0.0,0.0,,,3.0
321987,34,2011-04-23 15:00:00,"Villa Park, Birmingham",35235.0,Home,Aston Villa,Stoke,1,1,D,1,1,0,0,1.0,9.0,2.0,4.0,3.0,,,,,1.0,8.0,4.0,30.0,67.0,395.0,296.0,58.8,22.0,15.0,8.0,28.0,16.0,3.0,,,,11.0,172.0,1.0,,,58.0,54.0,18.0,30.0,6.0,7.0,1.0,9.0,9.0,0.0,0.0,,,1.0
322005,35,2011-04-30 15:00:00,"The Hawthorns, West Bromwich",25889.0,Away,Aston Villa,West Brom,1,2,L,1,0,0,1,1.0,12.0,3.0,5.0,4.0,,,,,,6.0,4.0,19.0,58.0,431.0,355.0,59.0,24.0,17.0,17.0,8.0,6.0,2.0,,,4.0,9.0,141.0,2.0,,,50.0,32.0,9.0,2.0,6.0,7.0,1.0,10.0,13.0,0.0,0.0,,,4.0
322007,36,2011-05-07 15:00:00,"Villa Park, Birmingham",36293.0,Home,Aston Villa,Wigan,1,1,D,1,1,0,0,1.0,11.0,5.0,4.0,2.0,2.0,,3.0,,1.0,8.0,6.0,16.0,54.0,371.0,287.0,48.3,32.0,20.0,17.0,17.0,9.0,2.0,,,5.0,15.0,154.0,1.0,,,65.0,43.0,16.0,12.0,2.0,2.0,1.0,6.0,12.0,0.0,0.0,,,
322017,37,2011-05-15 16:00:00,"Emirates Stadium, London",60023.0,Away,Aston Villa,Arsenal,2,1,W,2,0,0,0,2.0,8.0,5.0,3.0,,2.0,2.0,,,2.0,5.0,3.0,6.0,55.0,290.0,194.0,32.3,23.0,16.0,27.0,42.0,25.0,10.0,,,10.0,11.0,169.0,1.0,,,57.0,54.0,18.0,18.0,2.0,2.0,1.0,10.0,9.0,0.0,0.0,,,3.0
322027,38,2011-05-22 16:00:00,"Villa Park, Birmingham",42785.0,Home,Aston Villa,Liverpool,1,0,W,1,0,0,0,1.0,9.0,3.0,1.0,5.0,1.0,,1.0,,1.0,9.0,8.0,14.0,54.0,434.0,337.0,48.5,23.0,18.0,20.0,21.0,12.0,4.0,,,10.0,11.0,164.0,,1.0,,52.0,57.0,7.0,12.0,4.0,4.0,1.0,14.0,11.0,0.0,0.0,,,2.0
