matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard
284226,23.0,2010-01-27 19:45:00,7,Aston Villa,Home,113.0,18.0,2.0,5.0,3.0,8.0,,145.0,1.0,,3.0,15.0,10.0,31.0,253.0,,,29.0,16.0,21.0,4.0,2.0,,,1.0,,,1.0,,,,,,,,,1.0,10.0,5.0,,,,54.0,1.0,,7.0,,7.0,18.0,10.0,,7.0,2.0,50.0,61.0,1.0,25.0,9.0,,,78.0,16.0,16.0,,,,,1.0,,,,,,,3.0,,,,,,,,,14.0,,16.0,16.0,,3.0,84.0,39.0,7.0,,5.0,1.0,1.0,,,,8.0,,69.0,56.0,21.0,,,,,179.0,163.0,3.0,19.0,24.0,48.7,,,1.0,0.0,,,,2.0,1.0,,,,,10.0,,1.0,73.0,,6.0,141.0,30.0,41.0,7.0,7.0,39.0,32.0,,125.0,18.0,257.0,,,47.0,12.0,60.0,5.0,359.0,,0.0,11.0,21.0,,34.0,2.0,636.0,,3.0,7.0,12.0,0.0
284233,24.0,2010-01-30 15:00:00,7,Aston Villa,Away,113.0,15.0,1.0,8.0,7.0,8.0,,170.0,5.0,,1.0,8.0,11.0,30.0,275.0,,,24.0,15.0,17.0,9.0,,,,,,,,,,,,,,,,,11.0,8.0,,,,68.0,,3.0,4.0,,3.0,12.0,9.0,,14.0,2.0,56.0,51.0,,15.0,9.0,,1.0,85.0,16.0,9.0,2.0,,,,,2.0,,2.0,2.0,,,12.0,,,,,,,,,21.0,,20.0,19.0,,1.0,99.0,41.0,9.0,,4.0,7.0,6.0,,,,9.0,,82.0,58.0,26.0,,,,,184.0,161.0,4.0,25.0,34.0,45.9,,,,0.0,,,,3.0,1.0,,,2.0,,4.0,,,107.0,,11.0,139.0,34.0,38.0,13.0,2.0,24.0,22.0,,167.0,18.0,269.0,,,43.0,13.0,75.0,1.0,384.0,,0.0,13.0,19.0,2.0,31.0,2.0,668.0,,6.0,3.0,18.0,0.0
284249,25.0,2010-02-06 17:30:00,7,Aston Villa,Away,90.0,17.0,1.0,4.0,3.0,1.0,,128.0,5.0,1.0,2.0,10.0,11.0,31.0,214.0,,,13.0,27.0,18.0,6.0,,,,2.0,,,2.0,,,,,,,,,,17.0,17.0,,,,44.0,4.0,2.0,9.0,,4.0,6.0,6.0,,15.0,5.0,73.0,57.0,4.0,20.0,11.0,,,84.0,14.0,10.0,,,,,2.0,,,,,,,10.0,,,,1.0,,,,1.0,23.0,,14.0,14.0,2.0,2.0,97.0,46.0,12.0,,2.0,4.0,4.0,,,,17.0,,53.0,59.0,16.0,,,,,177.0,158.0,1.0,18.0,15.0,43.8,,,,0.0,,,,3.0,2.0,,,,,5.0,,2.0,57.0,,6.0,118.0,32.0,39.0,12.0,3.0,16.0,13.0,,113.0,18.0,219.0,1.0,1.0,40.0,14.0,71.0,,321.0,,0.0,11.0,26.0,2.0,23.0,0.0,576.0,,3.0,4.0,19.0,0.0
284256,26.0,2010-02-10 19:45:00,7,Aston Villa,Home,155.0,22.0,,5.0,5.0,4.0,1.0,168.0,3.0,1.0,6.0,6.0,13.0,36.0,318.0,,,17.0,13.0,15.0,7.0,1.0,,,,,,,1.0,,,8.0,,,,,1.0,10.0,5.0,,,,61.0,4.0,3.0,10.0,,1.0,7.0,7.0,1.0,16.0,2.0,58.0,57.0,4.0,10.0,4.0,,,88.0,9.0,10.0,,,3.0,4.0,,,,,,,,11.0,,,,,,,,,6.0,,20.0,19.0,2.0,6.0,86.0,41.0,7.0,,4.0,4.0,2.0,,,,4.0,1.0,73.0,55.0,21.0,,,,,172.0,163.0,,26.0,27.0,47.8,,,,0.0,,,,1.0,2.0,,,2.0,,5.0,,2.0,72.0,,8.0,175.0,40.0,19.0,15.0,1.0,19.0,18.0,,130.0,16.0,270.0,,1.0,27.0,15.0,63.0,3.0,426.0,,0.0,10.0,27.0,3.0,21.0,0.0,629.0,,5.0,1.0,22.0,0.0
284261,27.0,2010-02-21 14:00:00,7,Aston Villa,Home,131.0,18.0,2.0,5.0,4.0,7.0,,138.0,5.0,,3.0,5.0,7.0,35.0,264.0,,3.0,19.0,19.0,21.0,7.0,2.0,,2.0,,,1.0,1.0,,,2.0,,,,,,,3.0,10.0,,,,60.0,1.0,2.0,12.0,,9.0,17.0,6.0,,13.0,,53.0,57.0,1.0,14.0,6.0,,,66.0,7.0,13.0,2.0,,,,1.0,5.0,,3.0,5.0,,2.0,10.0,,,,,,,,,14.0,,19.0,18.0,3.0,3.0,88.0,42.0,5.0,3.0,6.0,8.0,9.0,,,,6.0,,68.0,55.0,10.0,,,,,156.0,142.0,2.0,20.0,32.0,47.9,,,,0.0,,,,,2.0,,,1.0,2.0,8.0,,3.0,71.0,,14.0,148.0,33.0,28.0,8.0,6.0,29.0,24.0,,109.0,16.0,232.0,,,26.0,9.0,65.0,4.0,351.0,,0.0,19.0,17.0,5.0,26.0,0.0,608.0,,6.0,9.0,9.0,0.0
284274,28.0,2010-04-21 19:45:00,7,Aston Villa,Away,99.0,22.0,2.0,2.0,1.0,2.0,,175.0,4.0,2.0,3.0,7.0,13.0,30.0,272.0,1.0,,17.0,9.0,20.0,6.0,2.0,,,,,,,,1.0,,,1.0,,,,1.0,8.0,7.0,,,,60.0,,2.0,4.0,1.0,9.0,10.0,2.0,,10.0,2.0,34.0,61.0,,30.0,20.0,,1.0,69.0,8.0,8.0,1.0,,,,,1.0,,,1.0,,,7.0,,,,,,,,2.0,31.0,,20.0,20.0,,3.0,88.0,48.0,11.0,1.0,3.0,6.0,5.0,,,,7.0,,91.0,77.0,15.0,,,,1.0,159.0,143.0,1.0,19.0,33.0,50.1,,,2.0,0.0,,,,4.0,1.0,,,1.0,,4.0,,2.0,96.0,,9.0,123.0,40.0,46.0,13.0,5.0,16.0,12.0,,147.0,12.0,268.0,,2.0,30.0,15.0,56.0,3.0,375.0,1.0,0.0,11.0,25.0,1.0,22.0,2.0,636.0,,8.0,9.0,16.0,0.0
284281,29.0,2010-03-24 19:45:00,7,Aston Villa,Home,104.0,18.0,4.0,13.0,9.0,5.0,,123.0,5.0,1.0,3.0,8.0,9.0,24.0,214.0,,,21.0,19.0,36.0,7.0,5.0,,3.0,1.0,,,1.0,,,,,,,,,2.0,6.0,4.0,,,,57.0,1.0,3.0,9.0,,6.0,12.0,10.0,,13.0,1.0,57.0,69.0,1.0,23.0,12.0,,1.0,80.0,8.0,7.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,12.0,,,,,,,,,19.0,,20.0,20.0,,3.0,90.0,36.0,7.0,,7.0,6.0,4.0,,,,2.0,,63.0,32.0,26.0,,,,,183.0,168.0,4.0,18.0,27.0,48.0,,,,0.0,,,,1.0,1.0,,,1.0,3.0,9.0,,2.0,67.0,,13.0,124.0,40.0,38.0,14.0,5.0,28.0,23.0,,129.0,18.0,229.0,,2.0,23.0,11.0,50.0,4.0,325.0,,0.0,16.0,20.0,1.0,30.0,0.0,608.0,,6.0,6.0,14.0,0.0
284297,30.0,2010-03-13 15:00:00,7,Aston Villa,Away,87.0,15.0,1.0,8.0,7.0,9.0,,168.0,10.0,,,7.0,13.0,20.0,247.0,,2.0,14.0,15.0,25.0,10.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,9.0,7.0,,,,48.0,2.0,4.0,5.0,,6.0,10.0,9.0,,8.0,1.0,37.0,51.0,2.0,43.0,26.0,,,77.0,8.0,7.0,,,,,1.0,,,,,,,10.0,,,,1.0,,,,,52.0,,17.0,15.0,,,81.0,41.0,8.0,,4.0,7.0,3.0,,,,5.0,,55.0,60.0,26.0,,,,,183.0,153.0,1.0,19.0,22.0,58.7,,,2.0,0.0,,,,2.0,1.0,,,2.0,1.0,5.0,,1.0,89.0,,11.0,113.0,33.0,73.0,3.0,5.0,24.0,19.0,,136.0,22.0,268.0,1.0,,29.0,17.0,56.0,2.0,357.0,,0.0,12.0,17.0,3.0,30.0,4.0,631.0,,2.0,6.0,13.0,0.0
284301,31.0,2010-03-20 12:45:00,7,Aston Villa,Home,109.0,14.0,4.0,20.0,16.0,6.0,1.0,188.0,7.0,,7.0,7.0,12.0,22.0,277.0,,,13.0,13.0,24.0,12.0,2.0,,1.0,1.0,,,1.0,1.0,,1.0,14.0,,,,,1.0,6.0,3.0,,,,55.0,1.0,4.0,4.0,,7.0,19.0,17.0,,12.0,,44.0,59.0,1.0,32.0,22.0,,,77.0,11.0,13.0,2.0,1.0,3.0,2.0,1.0,2.0,,1.0,2.0,,1.0,12.0,,,2.0,2.0,,,,,35.0,,19.0,19.0,,7.0,82.0,44.0,5.0,,9.0,7.0,3.0,,,,1.0,1.0,53.0,49.0,37.0,,,,,163.0,144.0,1.0,18.0,26.0,53.3,,,,0.0,,,,1.0,1.0,,,2.0,1.0,12.0,1.0,2.0,90.0,,16.0,128.0,26.0,51.0,8.0,7.0,45.0,38.0,1.0,137.0,17.0,281.0,2.0,,29.0,14.0,41.0,,364.0,1.0,0.0,19.0,18.0,,23.0,1.0,608.0,,4.0,7.0,14.0,0.0
284313,32.0,2010-03-27 15:00:00,7,Aston Villa,Away,131.0,12.0,1.0,4.0,3.0,5.0,,127.0,4.0,,3.0,2.0,12.0,16.0,254.0,,,15.0,10.0,7.0,3.0,1.0,,,,,1.0,2.0,,,,,,,,,2.0,9.0,8.0,,,,63.0,4.0,4.0,11.0,,6.0,11.0,6.0,,18.0,2.0,54.0,42.0,4.0,24.0,13.0,2.0,,71.0,9.0,13.0,1.0,,,,2.0,1.0,,,1.0,,,6.0,,,,,,,,1.0,20.0,,13.0,13.0,,3.0,76.0,29.0,8.0,,3.0,2.0,2.0,,,,5.0,,51.0,40.0,18.0,2.0,2.0,2.0,,144.0,133.0,2.0,28.0,25.0,39.6,,,1.0,0.0,,,,2.0,,,,1.0,,4.0,,3.0,56.0,,5.0,144.0,32.0,35.0,9.0,5.0,24.0,19.0,,102.0,7.0,211.0,,,22.0,15.0,47.0,3.0,331.0,,0.0,10.0,20.0,1.0,21.0,2.0,588.0,,2.0,6.0,15.0,0.0
284322,33.0,2010-04-03 15:00:00,7,Aston Villa,Away,84.0,14.0,3.0,6.0,3.0,3.0,,144.0,2.0,,2.0,12.0,13.0,28.0,222.0,,1.0,21.0,16.0,19.0,9.0,1.0,,1.0,1.0,,,2.0,,,,,,,,,1.0,11.0,8.0,,,,61.0,5.0,7.0,10.0,,8.0,11.0,5.0,,24.0,2.0,70.0,52.0,5.0,34.0,23.0,,,84.0,14.0,13.0,,,,,2.0,1.0,,1.0,1.0,,,9.0,,,,1.0,,,,,40.0,,17.0,15.0,1.0,2.0,97.0,40.0,6.0,1.0,2.0,9.0,5.0,,,,5.0,,66.0,48.0,21.0,,,,,191.0,168.0,1.0,23.0,29.0,47.6,,,6.0,0.0,,,,4.0,1.0,,,,1.0,4.0,2.0,2.0,86.0,,11.0,100.0,24.0,57.0,11.0,7.0,26.0,19.0,,129.0,10.0,243.0,1.0,,48.0,13.0,64.0,4.0,317.0,,0.0,16.0,15.0,2.0,33.0,1.0,624.0,,5.0,8.0,10.0,0.0
284330,34.0,2010-04-14 19:45:00,7,Aston Villa,Home,129.0,15.0,2.0,9.0,7.0,1.0,,226.0,4.0,,4.0,6.0,21.0,35.0,346.0,,,21.0,15.0,22.0,10.0,2.0,,,,,,,,,,12.0,,,,,1.0,7.0,7.0,,,,53.0,1.0,4.0,8.0,1.0,7.0,13.0,15.0,,13.0,1.0,52.0,60.0,1.0,17.0,12.0,,1.0,83.0,11.0,10.0,1.0,,2.0,2.0,,1.0,,1.0,1.0,,,5.0,,,1.0,1.0,,,,,24.0,,15.0,14.0,,4.0,72.0,42.0,7.0,,6.0,7.0,4.0,,,,9.0,,44.0,78.0,33.0,,,,,151.0,136.0,,26.0,20.0,55.1,,,,0.0,,,,1.0,1.0,,,,,7.0,,1.0,104.0,,13.0,144.0,24.0,32.0,15.0,7.0,37.0,30.0,,150.0,2.0,321.0,1.0,,23.0,23.0,53.0,3.0,428.0,,0.0,15.0,18.0,1.0,25.0,2.0,643.0,,10.0,7.0,14.0,0.0
284345,35.0,2010-04-18 16:00:00,7,Aston Villa,Away,151.0,24.0,3.0,12.0,9.0,8.0,,243.0,3.0,1.0,9.0,6.0,14.0,40.0,382.0,,,15.0,8.0,11.0,9.0,1.0,,,,,,,,,,,,1.0,,,2.0,10.0,9.0,,,,75.0,1.0,,10.0,,6.0,29.0,12.0,,14.0,1.0,54.0,52.0,1.0,14.0,7.0,,,76.0,12.0,5.0,2.0,,,,,2.0,,2.0,1.0,1.0,,6.0,,,,4.0,,,,1.0,15.0,,25.0,24.0,3.0,9.0,78.0,56.0,7.0,,4.0,8.0,9.0,,,,9.0,,95.0,81.0,34.0,,,,1.0,146.0,134.0,2.0,29.0,30.0,57.3,,,1.0,0.0,,,,3.0,2.0,,,2.0,,4.0,,2.0,154.0,,12.0,164.0,36.0,26.0,22.0,5.0,47.0,42.0,,196.0,14.0,333.0,4.0,1.0,11.0,15.0,51.0,1.0,450.0,2.0,0.0,13.0,24.0,3.0,17.0,0.0,756.0,,11.0,6.0,16.0,0.0
284351,36.0,2010-04-25 12:00:00,7,Aston Villa,Home,113.0,11.0,,4.0,4.0,5.0,,116.0,3.0,1.0,5.0,7.0,9.0,22.0,225.0,,,26.0,11.0,22.0,8.0,1.0,,,,,,,,,,,1.0,,,,2.0,9.0,7.0,,,,49.0,,2.0,6.0,2.0,6.0,9.0,8.0,,26.0,4.0,60.0,70.0,,28.0,20.0,,1.0,77.0,14.0,17.0,,,,,,,,,,,,6.0,,,,1.0,,,,2.0,29.0,,11.0,11.0,,5.0,89.0,40.0,5.0,1.0,3.0,6.0,6.0,,,,9.0,,61.0,30.0,22.0,,,,1.0,173.0,159.0,,17.0,22.0,50.8,,,1.0,0.0,,,,4.0,3.0,,,,,4.0,,1.0,62.0,,9.0,133.0,26.0,42.0,11.0,4.0,22.0,18.0,,114.0,15.0,211.0,1.0,2.0,33.0,12.0,55.0,,322.0,,0.0,12.0,25.0,1.0,36.0,1.0,594.0,,6.0,7.0,20.0,0.0
284364,37.0,2010-05-01 15:00:00,7,Aston Villa,Away,109.0,16.0,1.0,4.0,3.0,5.0,,170.0,7.0,2.0,2.0,2.0,12.0,22.0,275.0,,1.0,20.0,11.0,17.0,7.0,2.0,,,,,,,,,,,,,,1.0,3.0,9.0,11.0,,,,56.0,7.0,3.0,6.0,,4.0,18.0,2.0,,12.0,2.0,50.0,48.0,7.0,18.0,10.0,,,91.0,10.0,6.0,1.0,,,,,1.0,,1.0,1.0,,,8.0,,,,1.0,,,,,26.0,1.0,17.0,16.0,,2.0,89.0,50.0,13.0,,4.0,6.0,4.0,,,,10.0,,52.0,36.0,16.0,1.0,1.0,1.0,,163.0,142.0,1.0,27.0,23.0,46.1,1.0,,3.0,0.0,,,,,3.0,,,2.0,,4.0,,2.0,89.0,,10.0,126.0,32.0,39.0,14.0,4.0,24.0,20.0,,136.0,12.0,260.0,1.0,2.0,22.0,14.0,50.0,,362.0,,0.0,11.0,22.0,4.0,31.0,2.0,633.0,,3.0,5.0,18.0,0.0
284371,38.0,2010-05-09 16:00:00,7,Aston Villa,Home,150.0,11.0,2.0,9.0,7.0,3.0,,201.0,5.0,,5.0,6.0,17.0,29.0,342.0,,,20.0,14.0,14.0,7.0,4.0,,,,,1.0,2.0,1.0,,,10.0,,,,,,8.0,4.0,,,,44.0,,4.0,2.0,,11.0,17.0,4.0,,14.0,1.0,52.0,53.0,,13.0,7.0,,,77.0,14.0,12.0,,,3.0,1.0,2.0,,,,,,,11.0,,,,2.0,,,,,19.0,,10.0,10.0,1.0,5.0,81.0,44.0,5.0,,6.0,5.0,8.0,,,,3.0,1.0,52.0,76.0,22.0,,,,,163.0,148.0,1.0,24.0,13.0,65.1,,,2.0,0.0,,,,,1.0,,,1.0,,6.0,,3.0,92.0,,11.0,168.0,18.0,28.0,13.0,9.0,31.0,22.0,,141.0,18.0,297.0,2.0,,22.0,19.0,50.0,1.0,434.0,,0.0,18.0,22.0,,25.0,2.0,645.0,,5.0,11.0,19.0,0.0
