matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenPost,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2128386,11.0,2021-01-23 20:00:00,7,Aston Villa,Home,265.0,22.0,1.0,4.0,3.0,2.0,2.0,238.0,1.0,1.0,4.0,5.0,6.0,41.0,499.0,,,14.0,14.0,16.0,6.0,2.0,3.0,2.0,,,,,,,,,,8.0,,,,,,3.0,3.0,6.0,1.0,9.0,5.0,,88.0,56.0,1.0,3.0,1.0,3.0,22.0,3.0,8.0,,,4.0,4.0,6.0,,10.0,1.0,45.0,48.0,3.0,27.0,18.0,,,,,,,26.0,52.0,9.0,18.0,1.0,,4.0,3.0,,179.0,1.0,,1.0,,1.0,,3.0,,,1.0,1.0,,,,,18.0,,12.0,12.0,1.0,,4.0,161.0,73.0,53.0,4.0,1.0,4.0,5.0,5.0,543.0,,,2.0,,,63.0,62.0,27.0,,,,,,117.0,117.0,4.0,26.0,20.0,59.2,,,,,22.0,0.0,,,,139.0,,1.0,1.0,,,2.0,6.0,,,3.0,19.0,107.0,478.0,15.0,9.0,287.0,34.0,27.0,7.0,3.0,16.0,13.0,2.0,131.0,4.0,296.0,1.0,1.0,13.0,7.0,60.0,1.0,567.0,,0.0,14.0,11.0,,15.0,0.0,758.0,18.0,21.0,,3.0,5.0,6.0,0.0
2128405,12.0,2020-12-12 12:30:00,7,Aston Villa,Away,105.0,18.0,2.0,2.0,,1.0,,150.0,1.0,,5.0,7.0,3.0,27.0,253.0,,,17.0,22.0,26.0,6.0,2.0,2.0,,0.0,1.0,,1.0,,,,,,8.0,1.0,,,,,,5.0,10.0,6.0,8.0,5.0,,51.0,58.0,,,1.0,1.0,11.0,5.0,18.0,,,8.0,10.0,5.0,0.0,8.0,6.0,69.0,63.0,1.0,22.0,13.0,,1.0,,,,,30.0,55.0,15.0,21.0,,,5.0,6.0,1.0,135.0,,,,,,,1.0,,,0.0,,,,,1.0,13.0,,9.0,9.0,1.0,0.0,5.0,74.0,65.0,37.0,5.0,0.0,3.0,5.0,2.0,307.0,,,5.0,1.0,0.0,82.0,46.0,34.0,,,,,1.0,149.0,149.0,2.0,19.0,26.0,49.5,,,,,11.0,0.0,,,,71.0,4.0,3.0,7.0,1.0,1.0,,6.0,,0.0,2.0,20.0,81.0,235.0,2.0,8.0,123.0,40.0,22.0,16.0,7.0,28.0,21.0,,120.0,4.0,236.0,,,19.0,3.0,58.0,2.0,331.0,,1.0,13.0,8.0,,24.0,5.0,542.0,33.0,20.0,0.0,9.0,8.0,3.0,0.0
2128407,13.0,2020-12-17 18:00:00,7,Aston Villa,Home,123.0,20.0,3.0,8.0,5.0,1.0,,168.0,2.0,,4.0,5.0,4.0,27.0,283.0,,,23.0,25.0,28.0,19.0,3.0,6.0,,,,1.0,1.0,,,,,,19.0,,,,1.0,,1.0,6.0,3.0,3.0,18.0,9.0,,58.0,66.0,,1.0,,,16.0,9.0,4.0,,,10.0,11.0,6.0,,16.0,1.0,62.0,68.0,,12.0,6.0,,,,,,,25.0,41.0,17.0,18.0,,,5.0,4.0,1.0,164.0,,,,,,,4.0,,,,,,,,,6.0,2.0,9.0,9.0,,,4.0,90.0,76.0,37.0,1.0,,9.0,13.0,7.0,359.0,,,,1.0,,76.0,51.0,34.0,,,,,,166.0,166.0,7.0,26.0,25.0,59.1,1.0,,,,16.0,0.0,,,,76.0,2.0,2.0,4.0,,1.0,,11.0,1.0,,1.0,14.0,88.0,260.0,7.0,22.0,158.0,44.0,12.0,19.0,6.0,27.0,21.0,,120.0,2.0,257.0,,,27.0,4.0,69.0,1.0,388.0,1.0,0.0,27.0,6.0,,24.0,1.0,597.0,41.0,20.0,,16.0,11.0,4.0,0.0
2128425,14.0,2020-12-20 19:15:00,7,Aston Villa,Away,170.0,19.0,1.0,6.0,5.0,1.0,1.0,329.0,,2.0,5.0,2.0,7.0,26.0,493.0,1.0,,15.0,19.0,29.0,13.0,1.0,,1.0,,,,1.0,,,,,,16.0,1.0,,,,,1.0,3.0,,1.0,11.0,8.0,,83.0,66.0,2.0,1.0,2.0,,16.0,3.0,9.0,,1.0,7.0,16.0,4.0,,9.0,,50.0,68.0,,12.0,6.0,,,,,,,24.0,84.0,8.0,14.0,,,6.0,3.0,1.0,196.0,2.0,,1.0,2.0,,1.0,,,,2.0,,,,,1.0,6.0,,10.0,10.0,,,5.0,143.0,78.0,50.0,1.0,3.0,6.0,10.0,10.0,562.0,,,,2.0,,96.0,95.0,36.0,,,,,1.0,147.0,147.0,4.0,26.0,31.0,67.3,,,,,16.0,0.0,,,,154.0,,1.0,1.0,,,1.0,6.0,,,,16.0,167.0,479.0,3.0,16.0,193.0,42.0,12.0,20.0,4.0,27.0,23.0,2.0,211.0,3.0,410.0,,2.0,9.0,7.0,52.0,4.0,576.0,1.0,0.0,19.0,11.0,,18.0,2.0,763.0,45.0,19.0,,14.0,7.0,7.0,0.0
2128427,15.0,2020-12-26 15:00:00,7,Aston Villa,Home,68.0,17.0,1.0,7.0,6.0,2.0,2.0,153.0,6.0,,5.0,3.0,4.0,29.0,214.0,1.0,2.0,11.0,20.0,30.0,12.0,2.0,2.0,5.0,,,,,,,,,,15.0,,,1.0,1.0,1.0,3.0,10.0,6.0,7.0,17.0,3.0,,43.0,63.0,5.0,6.0,2.0,4.0,9.0,5.0,9.0,,,4.0,8.0,2.0,1.0,5.0,2.0,58.0,76.0,4.0,26.0,12.0,,1.0,,,,,32.0,59.0,18.0,16.0,,,4.0,3.0,,143.0,1.0,,1.0,1.0,,2.0,10.0,,,2.0,3.0,,,,1.0,12.0,3.0,12.0,12.0,1.0,,5.0,60.0,70.0,34.0,4.0,2.0,6.0,9.0,9.0,264.0,,,1.0,1.0,,54.0,64.0,27.0,,,,,,124.0,124.0,3.0,23.0,24.0,38.6,3.0,,,,9.0,0.0,,,,52.0,2.0,4.0,6.0,1.0,1.0,5.0,6.0,1.0,,3.0,19.0,90.0,196.0,3.0,15.0,95.0,31.0,26.0,21.0,4.0,17.0,13.0,6.0,126.0,5.0,220.0,4.0,,18.0,6.0,66.0,1.0,298.0,2.0,1.0,20.0,17.0,2.0,13.0,1.0,503.0,31.0,14.0,,14.0,4.0,6.0,0.0
2128438,16.0,2020-12-28 17:30:00,7,Aston Villa,Away,106.0,21.0,,2.0,2.0,3.0,,122.0,5.0,,3.0,4.0,4.0,26.0,226.0,,,22.0,15.0,19.0,6.0,2.0,1.0,,,,,,,,,,,7.0,,,1.0,,,2.0,2.0,10.0,6.0,7.0,3.0,,45.0,59.0,1.0,,1.0,1.0,19.0,3.0,4.0,,,4.0,9.0,6.0,,10.0,3.0,39.0,63.0,1.0,20.0,11.0,,1.0,,,,,32.0,60.0,3.0,16.0,,,1.0,1.0,,134.0,1.0,,1.0,1.0,,,10.0,,,1.0,3.0,,,,,11.0,1.0,13.0,13.0,,,3.0,79.0,60.0,31.0,11.0,1.0,4.0,5.0,2.0,279.0,,,4.0,1.0,,75.0,25.0,31.0,,,,,,146.0,146.0,8.0,21.0,20.0,36.6,1.0,,1.0,,19.0,0.0,,,,56.0,1.0,3.0,4.0,,,,5.0,1.0,,2.0,15.0,69.0,207.0,14.0,9.0,126.0,45.0,20.0,17.0,3.0,19.0,16.0,,117.0,7.0,207.0,3.0,,12.0,6.0,62.0,1.0,314.0,,0.0,10.0,19.0,,24.0,1.0,532.0,18.0,20.0,,10.0,4.0,8.0,0.0
2128451,17.0,2021-01-01 20:00:00,7,Aston Villa,Away,158.0,14.0,1.0,8.0,7.0,1.0,1.0,182.0,6.0,2.0,10.0,3.0,2.0,26.0,332.0,,1.0,15.0,22.0,15.0,9.0,1.0,2.0,,,1.0,,1.0,,,,1.0,,10.0,,,,,,2.0,5.0,12.0,7.0,12.0,3.0,,68.0,64.0,2.0,1.0,1.0,1.0,19.0,4.0,9.0,,,10.0,7.0,8.0,,6.0,5.0,51.0,65.0,1.0,18.0,9.0,,,,,,,34.0,54.0,10.0,22.0,,,5.0,3.0,1.0,167.0,1.0,,1.0,,1.0,,10.0,,,,,,,,1.0,9.0,,11.0,11.0,3.0,,10.0,89.0,63.0,35.0,5.0,1.0,5.0,6.0,5.0,381.0,,,5.0,3.0,,92.0,54.0,34.0,1.0,1.0,1.0,,,130.0,130.0,3.0,21.0,27.0,51.6,,,,,19.0,0.0,,,,93.0,4.0,3.0,7.0,,,,6.0,,,2.0,13.0,100.0,306.0,11.0,11.0,176.0,37.0,18.0,15.0,9.0,27.0,18.0,,142.0,3.0,268.0,,2.0,12.0,2.0,58.0,1.0,417.0,,0.0,15.0,18.0,1.0,18.0,0.0,625.0,25.0,8.0,,10.0,10.0,13.0,0.0
2128457,18.0,2021-03-21 19:30:00,7,Aston Villa,Home,165.0,21.0,,3.0,3.0,1.0,1.0,160.0,4.0,2.0,2.0,1.0,5.0,19.0,322.0,2.0,,14.0,19.0,18.0,7.0,,2.0,,,,,,,,,,,6.0,,,,1.0,,,10.0,6.0,3.0,4.0,4.0,,71.0,66.0,,,,1.0,13.0,5.0,19.0,,,5.0,12.0,5.0,,6.0,1.0,74.0,64.0,1.0,17.0,8.0,,1.0,,,,,43.0,63.0,18.0,13.0,,,4.0,5.0,,185.0,,,,,,,4.0,,,,1.0,,,,,8.0,1.0,12.0,12.0,2.0,,2.0,85.0,63.0,35.0,8.0,,2.0,5.0,1.0,397.0,,,3.0,,,70.0,64.0,35.0,1.0,1.0,1.0,,,152.0,152.0,2.0,33.0,29.0,50.1,1.0,,,1.0,13.0,0.0,,,,75.0,1.0,,1.0,,2.0,,2.0,1.0,,3.0,18.0,77.0,303.0,10.0,7.0,193.0,46.0,17.0,21.0,3.0,25.0,22.0,,122.0,3.0,248.0,1.0,2.0,12.0,7.0,49.0,1.0,416.0,4.0,0.0,8.0,24.0,1.0,19.0,3.0,613.0,19.0,12.0,,9.0,5.0,14.0,0.0
2128467,19.0,2021-05-13 18:00:00,7,Aston Villa,Home,238.0,21.0,3.0,4.0,3.0,1.0,,187.0,4.0,1.0,9.0,3.0,10.0,33.0,421.0,,,16.0,22.0,16.0,8.0,3.0,6.0,,,,1.0,1.0,,,,,,6.0,,,,,,,3.0,10.0,5.0,7.0,6.0,,68.0,52.0,1.0,1.0,,1.0,13.0,4.0,6.0,,1.0,9.0,9.0,4.0,,5.0,2.0,45.0,47.0,1.0,16.0,7.0,,,,,,,,35.0,9.0,12.0,,,3.0,2.0,1.0,158.0,,,,,,,8.0,,,,2.0,,,,,7.0,,6.0,6.0,1.0,,9.0,133.0,71.0,50.0,1.0,,7.0,4.0,2.0,477.0,,,1.0,3.0,,71.0,54.0,30.0,,,,,,122.0,122.0,2.0,24.0,15.0,58.0,,,,,13.0,0.0,,,,143.0,4.0,1.0,5.0,,,,7.0,1.0,,3.0,,75.0,401.0,5.0,11.0,265.0,35.0,16.0,16.0,7.0,20.0,15.0,,106.0,4.0,257.0,2.0,1.0,15.0,10.0,58.0,,502.0,,0.0,13.0,7.0,,17.0,2.0,671.0,18.0,12.0,,12.0,9.0,5.0,0.0
2128477,20.0,2021-01-27 18:00:00,7,Aston Villa,Away,193.0,14.0,2.0,5.0,3.0,1.0,1.0,181.0,4.0,2.0,5.0,7.0,7.0,34.0,369.0,1.0,1.0,26.0,25.0,23.0,12.0,1.0,3.0,2.0,,1.0,,1.0,,,,,1.0,13.0,,,1.0,,,1.0,1.0,5.0,5.0,14.0,4.0,,80.0,57.0,4.0,3.0,2.0,3.0,11.0,3.0,4.0,,,4.0,9.0,8.0,,8.0,2.0,57.0,51.0,3.0,16.0,9.0,,,,,,,28.0,75.0,7.0,16.0,1.0,,3.0,2.0,1.0,186.0,2.0,,2.0,2.0,,,7.0,,,2.0,3.0,,,,,9.0,1.0,7.0,7.0,1.0,,5.0,111.0,83.0,34.0,2.0,1.0,3.0,12.0,10.0,444.0,,,2.0,1.0,,70.0,62.0,31.0,,,,,,165.0,165.0,,27.0,22.0,61.8,1.0,3.0,,,11.0,0.0,,,,98.0,2.0,,2.0,,,2.0,5.0,,,3.0,18.0,112.0,349.0,3.0,15.0,225.0,43.0,16.0,20.0,3.0,22.0,19.0,2.0,155.0,5.0,272.0,3.0,2.0,39.0,8.0,92.0,2.0,475.0,2.0,0.0,18.0,6.0,1.0,30.0,0.0,662.0,33.0,13.0,,6.0,4.0,2.0,0.0
2128493,21.0,2021-01-30 20:00:00,7,Aston Villa,Away,108.0,21.0,,1.0,1.0,5.0,,142.0,6.0,,1.0,5.0,4.0,30.0,249.0,,,19.0,11.0,17.0,3.0,1.0,,,,,,,,,,,,7.0,,,,,,1.0,3.0,11.0,9.0,7.0,1.0,,64.0,48.0,1.0,,1.0,1.0,14.0,1.0,12.0,1.0,,1.0,4.0,3.0,,15.0,3.0,57.0,55.0,1.0,22.0,9.0,,,,,,,27.0,48.0,11.0,11.0,,,3.0,2.0,,146.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,1.0,9.0,,16.0,16.0,7.0,,1.0,56.0,58.0,30.0,7.0,1.0,2.0,3.0,4.0,309.0,,,10.0,5.0,,78.0,31.0,18.0,,,,,,143.0,143.0,5.0,16.0,22.0,40.2,,,,1.0,14.0,0.0,,,,70.0,4.0,1.0,4.0,,1.0,,3.0,,,1.0,12.0,74.0,231.0,6.0,5.0,130.0,35.0,22.0,13.0,1.0,10.0,9.0,,113.0,8.0,216.0,,,22.0,5.0,58.0,5.0,336.0,2.0,0.0,8.0,23.0,,23.0,0.0,535.0,21.0,9.0,,4.0,1.0,13.0,0.0
2128496,22.0,2021-02-03 20:15:00,7,Aston Villa,Home,186.0,22.0,1.0,4.0,3.0,1.0,1.0,215.0,4.0,,8.0,4.0,7.0,29.0,397.0,,1.0,14.0,13.0,15.0,5.0,1.0,1.0,,,1.0,,1.0,,,,,,5.0,,,,,1.0,2.0,4.0,11.0,9.0,6.0,3.0,,68.0,52.0,1.0,,1.0,,18.0,2.0,6.0,1.0,,7.0,5.0,6.0,,10.0,4.0,44.0,54.0,,14.0,8.0,,1.0,,,,,32.0,56.0,11.0,16.0,1.0,,8.0,5.0,1.0,146.0,1.0,,1.0,1.0,,,5.0,,,1.0,1.0,,,,1.0,8.0,1.0,4.0,4.0,1.0,,9.0,141.0,60.0,39.0,3.0,,3.0,4.0,2.0,459.0,,,6.0,,,87.0,46.0,38.0,,,,,,137.0,137.0,5.0,13.0,24.0,56.5,1.0,,,,18.0,0.0,,,,125.0,3.0,4.0,6.0,,,,5.0,,,3.0,14.0,115.0,378.0,13.0,7.0,207.0,39.0,14.0,15.0,7.0,23.0,16.0,,157.0,4.0,296.0,1.0,,15.0,9.0,49.0,1.0,480.0,,0.0,9.0,13.0,1.0,17.0,1.0,671.0,27.0,15.0,,10.0,7.0,6.0,0.0
2128506,23.0,2021-02-06 12:30:00,7,Aston Villa,Home,103.0,18.0,,2.0,2.0,1.0,,131.0,6.0,,2.0,6.0,4.0,32.0,232.0,1.0,,18.0,19.0,24.0,10.0,,1.0,1.0,,,,,,,,,1.0,11.0,,,,,,,7.0,10.0,4.0,9.0,3.0,,58.0,53.0,1.0,1.0,,6.0,15.0,1.0,5.0,,,3.0,3.0,3.0,,4.0,2.0,47.0,63.0,6.0,27.0,15.0,,,,,,,33.0,51.0,12.0,11.0,1.0,,,,,143.0,1.0,,1.0,1.0,,,12.0,,,1.0,2.0,,,,1.0,15.0,,10.0,10.0,3.0,,2.0,61.0,67.0,34.0,7.0,,3.0,8.0,8.0,283.0,,,5.0,3.0,,65.0,63.0,17.0,,,,,,127.0,127.0,8.0,17.0,18.0,33.6,,,,,15.0,0.0,,,,54.0,1.0,2.0,3.0,,1.0,1.0,3.0,,,2.0,16.0,79.0,215.0,8.0,11.0,122.0,35.0,27.0,18.0,2.0,8.0,6.0,1.0,114.0,6.0,202.0,2.0,,21.0,4.0,69.0,1.0,316.0,1.0,0.0,12.0,18.0,,21.0,3.0,508.0,21.0,18.0,,10.0,3.0,8.0,0.0
2128517,24.0,2021-02-13 20:00:00,7,Aston Villa,Away,139.0,18.0,,,,2.0,,142.0,4.0,,5.0,7.0,4.0,24.0,281.0,,,15.0,19.0,10.0,3.0,,,,,,,,,,,,,4.0,,,,,,,5.0,15.0,11.0,1.0,3.0,,64.0,65.0,,,,3.0,17.0,2.0,5.0,,,2.0,1.0,2.0,,9.0,7.0,47.0,40.0,3.0,24.0,11.0,,,,,,,25.0,56.0,12.0,14.0,,,1.0,4.0,,134.0,,,,,,,6.0,,,,,,,,,11.0,,12.0,12.0,3.0,,5.0,85.0,57.0,35.0,9.0,,1.0,2.0,1.0,352.0,,,10.0,2.0,,88.0,33.0,18.0,,,,,,140.0,140.0,5.0,35.0,16.0,41.8,,,,,17.0,0.0,,,,89.0,4.0,5.0,9.0,,1.0,,1.0,,,3.0,18.0,68.0,267.0,10.0,3.0,172.0,40.0,24.0,8.0,2.0,9.0,7.0,,104.0,5.0,209.0,,,26.0,6.0,56.0,3.0,372.0,,0.0,4.0,10.0,,20.0,3.0,555.0,10.0,19.0,,6.0,2.0,5.0,0.0
2128527,25.0,2021-02-21 14:05:00,7,Aston Villa,Home,177.0,18.0,1.0,6.0,5.0,1.0,,174.0,4.0,,5.0,1.0,6.0,31.0,345.0,,,33.0,21.0,22.0,7.0,,4.0,,,,,,,,,,,6.0,,,,,,1.0,6.0,8.0,8.0,6.0,5.0,,54.0,47.0,1.0,1.0,1.0,2.0,17.0,4.0,4.0,,,7.0,8.0,13.0,,8.0,3.0,50.0,59.0,2.0,9.0,7.0,1.0,,,,,,32.0,54.0,11.0,12.0,,,1.0,1.0,,139.0,,,,,,,5.0,,,1.0,,,,,1.0,7.0,,9.0,9.0,2.0,,5.0,122.0,64.0,37.0,8.0,1.0,2.0,5.0,2.0,408.0,,,7.0,1.0,,77.0,54.0,34.0,,,,,,146.0,146.0,,26.0,14.0,49.9,,,,,17.0,0.0,,,,115.0,2.0,3.0,5.0,,,,5.0,2.0,,3.0,12.0,94.0,329.0,4.0,7.0,205.0,40.0,9.0,17.0,6.0,28.0,22.0,,129.0,3.0,253.0,,,15.0,9.0,59.0,4.0,430.0,,0.0,11.0,17.0,,40.0,2.0,634.0,22.0,11.0,,9.0,7.0,10.0,0.0
2128539,26.0,2021-02-27 17:30:00,7,Aston Villa,Away,62.0,13.0,3.0,5.0,2.0,1.0,2.0,80.0,6.0,,5.0,2.0,3.0,24.0,137.0,,,8.0,16.0,21.0,2.0,3.0,3.0,2.0,,,,,,,,,,5.0,,,,,,1.0,9.0,7.0,6.0,6.0,3.0,,25.0,65.0,1.0,,1.0,1.0,11.0,2.0,8.0,,1.0,5.0,3.0,,,11.0,,55.0,60.0,1.0,21.0,9.0,,,,,,,27.0,58.0,14.0,13.0,1.0,,2.0,3.0,,133.0,1.0,,1.0,,1.0,,13.0,,,,4.0,,,,1.0,9.0,,13.0,13.0,2.0,,5.0,39.0,68.0,24.0,7.0,,3.0,3.0,4.0,195.0,,,5.0,1.0,,50.0,29.0,15.0,,,,,,145.0,145.0,7.0,30.0,14.0,30.8,,,,,11.0,0.0,,,,30.0,3.0,,3.0,,2.0,2.0,3.0,1.0,,2.0,15.0,41.0,123.0,10.0,6.0,80.0,41.0,21.0,17.0,5.0,11.0,6.0,2.0,84.0,5.0,158.0,4.0,,17.0,3.0,72.0,,227.0,,0.0,9.0,16.0,,18.0,2.0,431.0,12.0,20.0,,10.0,5.0,13.0,0.0
2128546,27.0,2021-03-06 17:30:00,7,Aston Villa,Home,183.0,24.0,1.0,3.0,2.0,1.0,,139.0,7.0,,3.0,5.0,2.0,30.0,319.0,,,20.0,15.0,16.0,4.0,1.0,3.0,,,,,,,,,,,5.0,,,2.0,,,1.0,6.0,5.0,5.0,6.0,3.0,,56.0,53.0,1.0,1.0,,1.0,7.0,3.0,8.0,,,5.0,10.0,5.0,,5.0,2.0,46.0,57.0,1.0,16.0,10.0,,1.0,,,,,22.0,60.0,13.0,13.0,,1.0,1.0,1.0,,154.0,,,,,,,9.0,,,,1.0,,,,1.0,10.0,2.0,7.0,7.0,1.0,,3.0,101.0,62.0,33.0,3.0,,3.0,2.0,1.0,388.0,,,2.0,3.0,,70.0,45.0,27.0,,,,,,139.0,139.0,6.0,20.0,24.0,49.2,2.0,,,,7.0,0.0,,,,99.0,2.0,,2.0,,,,5.0,,,3.0,11.0,70.0,303.0,3.0,5.0,207.0,44.0,16.0,13.0,5.0,21.0,16.0,,113.0,4.0,224.0,1.0,,17.0,3.0,62.0,3.0,410.0,,0.0,9.0,23.0,,21.0,1.0,585.0,15.0,10.0,,6.0,5.0,12.0,0.0
2128563,28.0,2021-03-12 20:00:00,7,Aston Villa,Away,129.0,25.0,,3.0,3.0,,1.0,186.0,1.0,1.0,3.0,6.0,5.0,29.0,312.0,,,28.0,23.0,29.0,11.0,2.0,,1.0,,,,,,1.0,,,,13.0,,,,,,2.0,3.0,9.0,3.0,7.0,8.0,,67.0,75.0,2.0,2.0,,1.0,20.0,5.0,11.0,,,2.0,9.0,8.0,,18.0,2.0,63.0,64.0,1.0,30.0,19.0,,,,,,,25.0,50.0,10.0,9.0,,,3.0,2.0,,162.0,,,,,,,5.0,,,,,,,,1.0,19.0,,11.0,11.0,,,3.0,95.0,69.0,30.0,2.0,,4.0,9.0,6.0,389.0,,,4.0,3.0,,88.0,42.0,23.0,,,,,,158.0,158.0,4.0,30.0,31.0,50.8,,2.0,,,20.0,0.0,,,,87.0,1.0,1.0,3.0,,1.0,1.0,4.0,,,3.0,10.0,98.0,303.0,8.0,13.0,159.0,42.0,30.0,12.0,,19.0,19.0,1.0,132.0,5.0,271.0,,1.0,21.0,6.0,69.0,4.0,411.0,1.0,0.0,15.0,16.0,,30.0,3.0,635.0,22.0,14.0,,10.0,2.0,7.0,0.0
2128572,29.0,2021-03-03 18:00:00,7,Aston Villa,Away,242.0,42.0,3.0,7.0,4.0,1.0,1.0,306.0,1.0,,6.0,2.0,11.0,48.0,541.0,,,29.0,15.0,19.0,11.0,2.0,3.0,,,,1.0,1.0,,,,,,12.0,,,1.0,,,,2.0,6.0,3.0,12.0,4.0,,95.0,56.0,3.0,3.0,,,10.0,7.0,2.0,,,7.0,10.0,24.0,,6.0,,36.0,56.0,,9.0,6.0,,,,,,,34.0,83.0,6.0,13.0,,,4.0,3.0,1.0,182.0,,,,,,,1.0,,,,1.0,,,,,6.0,1.0,9.0,9.0,,,6.0,194.0,78.0,52.0,2.0,,5.0,8.0,4.0,628.0,,,2.0,1.0,,109.0,87.0,66.0,,,,,,166.0,166.0,1.0,28.0,21.0,71.8,1.0,,,,10.0,0.0,,,,170.0,,1.0,1.0,,,,5.0,1.0,,3.0,18.0,172.0,528.0,1.0,13.0,265.0,64.0,9.0,22.0,7.0,44.0,37.0,,226.0,3.0,420.0,1.0,,11.0,13.0,78.0,1.0,641.0,2.0,0.0,16.0,9.0,,30.0,0.0,838.0,34.0,13.0,,15.0,7.0,7.0,0.0
2128577,30.0,2021-04-04 16:30:00,7,Aston Villa,Home,174.0,23.0,,7.0,7.0,4.0,1.0,167.0,3.0,1.0,3.0,4.0,5.0,32.0,334.0,,,15.0,19.0,19.0,7.0,,2.0,,,,,,,,,,,9.0,,,,,,3.0,6.0,8.0,7.0,7.0,7.0,,59.0,64.0,2.0,,2.0,,19.0,5.0,12.0,,1.0,4.0,5.0,10.0,,11.0,3.0,67.0,65.0,,11.0,9.0,1.0,1.0,,,,,31.0,63.0,14.0,19.0,1.0,,6.0,6.0,,141.0,3.0,,3.0,3.0,,,4.0,,,3.0,,,,,1.0,9.0,,14.0,14.0,2.0,,4.0,115.0,72.0,39.0,4.0,,3.0,7.0,4.0,394.0,,,3.0,3.0,,72.0,53.0,31.0,,,,,,154.0,154.0,11.0,24.0,22.0,52.5,,,3.0,,19.0,0.0,,,,103.0,3.0,3.0,6.0,,,,5.0,,,3.0,16.0,81.0,313.0,12.0,10.0,197.0,48.0,11.0,24.0,2.0,23.0,21.0,,124.0,8.0,244.0,,1.0,17.0,7.0,67.0,5.0,418.0,,0.0,14.0,15.0,,18.0,1.0,633.0,25.0,19.0,,12.0,4.0,7.0,0.0
