playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,offsides,oboxBlocked,cleanSheets,goalsConcededOutsideBox,throwInsToOppositionPlayer,ownGoalScored,successfulLaunches,shotsBlockedInBox,lastPlayerTackle,iboxBlocked,blocks,shotsBlockedOutsideBox,throughBalls,setPiecesGoals,successfulCornersIntoBox,otherGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,expectedGoalsFreekick,overruns,shotsOnTargetOutsideBox,penaltiesTaken,oboxTarget,penaltyGoals,foulWonPenalty,leftFootGoals,clearancesOffTheLine,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded,secondGoalAssists,savesMadeCaught,drops
110735,Adam Webster,Defender,Brighton,36,England,2022-23,54.0,1.0,0.4474,34.0,0.0,2.0,0.1586,22.0,16.0,131.0,27.0,,1.0,24.0,23.0,191.0,1.0,1676.0,,,4.0,,87.0,1.0,2.0,1988.0,2.0,,27.0,91.0,21.0,31.0,1402.0,27.0,3.0,20.761,6.0,51.0,27.0,27.0,391.0,6.0,0.0,145.0,11.0,,667.0,143.0,27.0,,10.0,4.0,545.0,23.0,,1.0,9.0,58.0,60.0,0.0,1648.0,14.0,1.0,221.0,12.0,3.0,532.0,10.0,19.0,83.0,86.0,1908.0,28.0,6.0,17.0,941.0,4.0,1.6987,2.0,60.0,66.0,2.0,1.0,1.0,8.0,4.0,7.0,1.0,6.0,1.0,1.0,1.0,19.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448496,Ed Turns,Defender,Brighton,36,Wales,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447720,Imari Samuels,Defender,Brighton,36,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440123,James Furlong,Defender,Brighton,36,Ireland,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469142,Jan Paul van Hecke,Defender,Brighton,36,Netherlands,2022-23,21.0,,0.0491,7.0,0.0,,,8.0,2.0,10.0,8.0,,,4.0,3.0,15.0,,246.0,,,5.0,,22.0,,,291.0,,,16.0,18.0,6.0,12.0,225.0,2.0,,5.574,,9.0,7.0,5.0,36.0,4.0,0.0,39.0,3.0,,95.0,15.0,8.0,,2.0,,79.0,7.0,,,,17.0,6.0,0.0,242.0,2.0,,17.0,6.0,,103.0,7.0,6.0,6.0,12.0,295.0,1.0,1.0,2.0,152.0,1.0,0.592,2.0,5.0,7.0,,,,,,,,1.0,,,,5.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
111478,Joël Veltman,Defender,Brighton,36,Netherlands,2022-23,82.0,6.0,1.0559,29.0,0.0,6.0,1.0635,62.0,12.0,126.0,31.0,1.0,2.0,19.0,25.0,192.0,17.0,1297.0,1.0,0.0,6.0,,44.0,6.0,4.0,2194.0,4.0,,18.0,131.0,48.0,105.0,1058.0,23.0,2.0,21.1849,9.0,49.0,29.0,64.0,118.0,38.0,0.0,213.0,19.0,1.0,537.0,125.0,31.0,,30.0,8.0,565.0,25.0,,17.0,18.0,169.0,26.0,0.0,1263.0,6.0,6.0,289.0,32.0,5.0,463.0,27.0,19.0,47.0,179.0,1807.0,150.0,11.0,33.0,546.0,18.0,1.7286,6.0,66.0,92.0,3.0,,2.0,6.0,4.0,35.0,,6.0,1.0,,1.0,8.0,2.0,1.0,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,
460028,Levi Colwill,Defender,Brighton,36,England,2022-23,35.0,,0.3274,22.0,0.0,,,8.0,7.0,97.0,17.0,2.0,,13.0,13.0,131.0,1.0,1148.0,,,4.0,,63.0,,,1220.0,,,18.0,64.0,8.0,19.0,973.0,12.0,3.0,19.4991,5.0,37.0,21.0,17.0,448.0,10.0,0.0,99.0,2.0,,480.0,74.0,17.0,,1.0,,355.0,20.0,,1.0,4.0,36.0,45.0,0.0,1095.0,7.0,,149.0,7.0,1.0,147.0,8.0,15.0,44.0,73.0,1284.0,10.0,2.0,8.0,662.0,2.0,1.4213,1.0,34.0,63.0,1.0,,,3.0,1.0,1.0,,2.0,1.0,1.0,1.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,25.0,1.0,,,,,,
83299,Lewis Dunk,Defender,Brighton,36,England,2022-23,90.0,1.0,0.9166,38.0,0.0,3.0,0.2194,30.0,17.0,155.0,36.0,,,20.0,36.0,308.0,1.0,3208.0,1.0,1.0,,,116.0,1.0,1.0,3239.0,1.0,1.0,47.0,129.0,23.0,60.0,2728.0,34.0,6.0,39.8052,9.0,81.0,50.0,43.0,1052.0,27.0,0.0,219.0,10.0,0.0,1029.0,253.0,36.0,,11.0,,893.0,45.0,1.0,1.0,5.0,103.0,69.0,0.0,3062.0,14.0,3.0,330.0,19.0,4.0,951.0,18.0,34.0,172.0,176.0,3520.0,10.0,1.0,40.0,2008.0,7.0,1.6795,4.0,153.0,92.0,5.0,1.0,,11.0,5.0,,1.0,14.0,5.0,1.0,5.0,27.0,,4.0,,,,1.0,1.0,,,3.0,0.0335,,1.0,,1.0,,,,1.0,,,,35.0,,,,,,34.0,1.0,,,4.0,,,
445548,Odeluga Offiah,Defender,Brighton,36,England,2022-23,3.0,,0.022,,0.0,,,1.0,,5.0,2.0,,,,,6.0,,29.0,,,2.0,,1.0,,,23.0,,,1.0,2.0,,2.0,22.0,,1.0,2.72,,1.0,3.0,2.0,1.0,,0.0,5.0,,,9.0,3.0,2.0,,,,9.0,3.0,,,,4.0,,0.0,29.0,,,7.0,1.0,1.0,17.0,,,1.0,2.0,36.0,1.0,,1.0,14.0,,,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204214,Pervis Estupiñán,Defender,Brighton,36,Ecuador,2022-23,143.0,26.0,4.0733,58.0,0.0,5.0,0.847,61.0,17.0,230.0,35.0,5.0,,35.0,31.0,259.0,70.0,1621.0,1.0,1.0,4.0,4.0,64.0,28.0,3.0,2682.0,3.0,2.0,28.0,143.0,79.0,107.0,1329.0,77.0,3.0,34.8352,46.0,35.0,43.0,115.0,677.0,26.0,0.0,286.0,22.0,0.0,531.0,191.0,35.0,,30.0,18.0,789.0,39.0,,73.0,47.0,222.0,36.0,0.0,1591.0,12.0,27.0,439.0,31.0,20.0,83.0,42.0,37.0,33.0,330.0,2299.0,186.0,11.0,11.0,601.0,23.0,1.685,4.0,29.0,87.0,12.0,11.0,4.0,7.0,4.0,13.0,,1.0,8.0,,8.0,8.0,4.0,5.0,,2.0,,,,1.0,,,,4.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,
